,A,ResD
R2,,0.49749236886531467
xmin,,-3.950016328015544
xmid,,
xmax,,3.7808878420712766
ystart,,-20.624523614417313
yend,,19.844754146796866
amb:ctrl:1,-1.1728781330531048,-0.1130499413070769
amb:ctrl:2,0.4279942147075441,-0.06378540069235594
amb:ctrl:3,0.7448839183455703,0.1768353419994355
amb:amb:1,1.0358144849198947,-0.032930920157077985
amb:amb:2,1.5754161392787267,0.26459557022860825
amb:amb:3,2.7687667084873944,0.4312006316033381
ave1:ctrl_5m:1,0.8904866711671108,0.054725107917220406
ave1:vdave1_5m:1,-0.8772856005784887,-0.4323503362764303
ave1:ctrl_20m:1,8.483242060211794,0.6815127016166436
ave1:vdave1_20m:1,-1.9234362982065416,-0.42242464789725803
ave1:supernatant_5m:1,-0.3761680540405347,-0.06615464145614691
ave1:vnave1_20m:1,4.381100558550978,0.32301327972112936
ave1:supernatant_20m:1,5.087638032240211,0.38278059271922427
ave1:ctrl_5m:2,-0.8904866711670415,-0.054725107917221294
ave1:vdave1_5m:2,-3.1014923700595456,-0.1923631730221329
ave1:ctrl_20m:2,4.8738459839192805,0.3794412946895509
ave1:vdave1_20m:2,0.5264645033401144,-0.2240954583532888
ave1:supernatant_5m:2,-1.8639494346153491,-0.06934215852553294
ave1:vnave1_20m:2,2.9541583304748262,0.1490556491138717
ave1:supernatant_20m:2,3.0664482624087683,0.23012521744402206
biofilm_time:8h:1,-1.7276571357395276,-0.2404836435990463
biofilm_time:8h:2,0.6306272295486519,0.11754131958838344
biofilm_time:8h:3,0.9381431196110156,0.0526835942057291
biofilm_time:8h:4,0.1588867865798579,0.07025872980493286
biofilm_time:12h:1,3.7107984367336613,-0.39873344606026784
biofilm_time:12h:2,4.816299818142861,-0.08146684171210072
biofilm_time:12h:3,5.322736210130479,0.05077977435489345
biofilm_time:12h:4,6.021104012655503,0.05755170421145195
biofilm_time:16h:1,7.537005604820767,0.3324965169263141
biofilm_time:16h:2,6.108895832495951,-0.19661182342701175
biofilm_time:16h:3,4.331662724849972,0.26480118717879986
biofilm_time:16h:4,3.5043723332627086,0.4053943089538574
biofilm_time:20h:1,7.767372355194047,0.5963495788226689
biofilm_time:20h:2,10.896886892406538,0.07245477382743726
biofilm_time:20h:3,7.98273908317301,0.8865135972675828
biofilm_time:20h:4,16.79373941809014,0.6765053324711651
biofilm_time:24h:1,12.616101961063626,0.24020229315569264
biofilm_time:24h:2,15.51383724937734,0.4570878655867743
biofilm_time:24h:3,18.19612689505767,0.462315856632828
