,-0.09250793962062018,-0.07708994968385015,-0.06167195974708012,-0.04625396981031009,-0.03083597987354006,-0.01541798993677003,0.0,0.01541798993677003,0.03083597987354006,0.046253969810310075,0.06167195974708012,0.07708994968385016,0.09250793962062018,0.1079259295573902,0.12334391949416024,0.13876190943093028,0.1541798993677003,0.1695978893044703,0.18501587924124033,0.2004338691780104
thresh,-0.0539629647786951,0.0539629647786951,2,,,,,,,,,,,,,,,,,
unreg,0,1,2,11,88,889,2551,591,84,31,9,11,3,0,1,3,0,0,0,0
ResD,1,0,0,0,0,1,13,1,3,4,16,8,1,0,2,0,0,0,0,0
unreg_genes,[],['maeA'],['tasA' 'ywkB'],[],[],[],[],[],[],[],['csn' 'ydhE' 'ywdK' 'hemA' 'qoxB' 'qoxA' 'fbpB' 'hemQ' 'yxaL'],"['ytkA' 'ydbL' 'ywzB' 'hemH' 'hemY' 'yjdB' 'hemE' 'yebD' 'nirC' 'yngA'
 'yerA']",['yozB' 'ctaO' 'ydzA'],[],['yfmQ'],['cutR' 'cutJ' 'cutI'],[],[],[],[]
ResD_genes,['ywcE'],[],[],[],[],['glpK'],"['ykuO' 'ykoP' 'nasC' 'yjlC' 'nrdE' 'ndh' 'nrdF' 'fldP' 'nasB' 'glpF'
 'fldN' 'nrdI' 'ymaB']",['yclJ'],['yclK' 'albG' 'nasF'],['qcrC' 'qcrB' 'qcrA' 'sboX'],"['ctaG' 'albF' 'cydC' 'albE' 'cydD' 'ctaD' 'ctaF' 'hmpA' 'resE' 'ctaC'
 'ctaB' 'sboA' 'ctaE' 'albD' 'resD' 'nasE']",['albA' 'albB' 'resC' 'albC' 'cydA' 'resA' 'cydB' 'resB'],['ctaA'],[],['fnr' 'nasD'],[],[],[],[],[]
