sample,new_1606413_1606501
LBexp_1,7.1969
LBexp_2,6.8741
LBexp_3,7.1327
LBtran_1,7.3368
LBtran_2,7.1456
LBtran_3,7.3386
LBstat_1,7.2196
LBstat_2,7.4413
LBstat_3,7.619
LBGexp_1,7.5609
LBGexp_2,7.4612
LBGexp_3,7.3114
LBGtran_2,7.6833
LBGtran_3,7.5242
LBGstat_1,7.3668
LBGstat_2,7.4251
LBGstat_3,7.8643
S0_1,6.7011
S0_2,7.0379999999999985
S0_3,7.2097
S1_1,7.4588
S1_2,7.3391
S1_3,6.9755
S2_1,10.8004
S2_2,10.2282
S2_3,11.6156
S3_1,11.8743
S3_2,11.2038
S4_1,12.3648
S4_2,11.6412
S4_3,10.951
S5_1,11.4837
S5_2,11.6448
S5_3,11.9738
S6_1,11.0921
S6_2,11.4427
S6_3,11.4357
S6/t_1,11.1556
S6/t_2,8.1932
S6_4,11.1058
S6_5,11.5519
S6_6,11.4573
S7_4,11.8695
S7_5,11.5435
S7_6,12.0041
S8_4,10.9079
S8_5,11.2807
G135_1,8.0218
G135_3,7.6441
G150_1,7.6777
G150_2,7.369
G150_3,7.4253
G180_1,7.2971
G180_2,6.9233
G180_3,7.0887
C30_1,9.2061
C30_2,9.1582
C90_1,8.3587
C90_2,7.1056
BI_1,7.0127
BI_2,7.2346
BC_2,9.804
BC/t_1,8.4811
BC/t_2,9.6534
BC_1,7.018
Sw_1,6.7349
Sw_2,6.521
BT_1,11.7792
BT_2,11.3565
B36_1,10.9318
B36_2,10.7761
B60_1,11.0694
B60_2,11.3065
M9exp_1,7.1229
M9exp_2,7.314
M9exp_3,7.0939999999999985
M9tran_1,7.803
M9tran_2,7.3694
M9tran_3,7.3496
M9stat_1,9.1682
M9stat_2,9.8022
M9stat_3,9.4494
M+G_1,9.0942
M+G_2,7.1298
M+G_3,7.3108
Glu_1,7.7082
Glu_2,7.327000000000001
Glu_3,7.8726
Fru_1,7.7024
Fru_2,8.6713
Fru_3,7.5037
Mal_1,7.0504
Mal_2,7.7341
Mal_3,7.2867
G+S_2,11.4843
G+S_3,11.7577
Pyr_1,10.8877
Pyr_2,11.3401
Pyr_3,11.1357
Gly_1,7.7595
Gly_2,7.8215
Gly_3,7.9687
Glucon_1,9.1624
Glucon_2,8.3631
Glucon_3,8.141
aero_1,7.8931
aero_2,7.2305
aero_3,7.3486
nit_1,10.635
nit_2,9.2442
nit_3,8.7715
ferm_1,10.2506
ferm_2,8.1752
ferm_3,9.9029
T-5.40H_1,8.4317
T-4.40H_1,8.0227
T-3.40H_1,7.7007
T-2.40H_1,7.5704
T-1.40H_1,7.2903
T-1.10H_1,7.2291
T-0.40H_1,6.6066
T0.0H_1,6.6093
T0.30H_1,7.7968
T1.0H_1,7.7093
T1.30H_1,8.2005
T2.0H_1,8.5641
T2.30H_1,9.2628
T3.0H_1,9.4079
T3.30H_1,10.0739
T4.0H_1,10.7494
T5.0H_1,10.2056
HPh_1,7.7792
HPh_2,7.2701
HPh_3,7.6415
LPh_1,7.895
LPh_2,7.4493
LPh_3,8.0879
LPhT_1,7.9689999999999985
LPhT_2,7.7739
LPhT_3,7.642
SMMPr_1,8.5656
SMMPr_2,7.7041
SMMPr_3,7.3899
HiTm_1,7.3122
HiTm_2,7.0867
HiTm_3,7.2472
LoTm_1,11.9635
LoTm_2,12.4609
LoTm_3,12.5426
HiOs_1,7.5629
HiOs_2,9.0
HiOs_3,7.6704
BMM_1,7.2747
BMM_2,7.2201
BMM_3,7.358
Heat_1,7.7373
Heat_2,7.3232
Heat_3,7.7139
Cold_1,7.1268
Cold_2,7.4145
Cold_3,7.4766
Etha_1,7.6793
Etha_2,7.7758
Etha_3,7.4945
SMM_1,7.8459
SMM_2,7.749
SMM_3,8.1601
Salt_1,7.7183
Salt_2,7.1435
Salt_3,7.216
Mt0_1,7.2419
Mt0_3,6.4723
M0t45_1,7.2127
M0t45_2,6.8573
M0t45_3,6.8407
M0t90_1,7.5175
M0t90_2,7.2177
M0t90_3,7.2907
M40t45_1,7.3804
M40t45_2,7.1885
M40t45_3,6.5292
M40t90_1,7.356
M40t90_2,7.3166
M40t90_3,7.2446
dia0_1,7.262
dia0_2,7.0546
dia0_3,6.5271
dia5_1,7.3148
dia5_2,7.4459
dia5_3,7.2302
dia15_1,7.3664
dia15_2,7.4485
dia15_3,7.3227
Diami_1,7.9553
Diami_2,7.2189
Diami_3,7.832999999999998
Paraq_1,7.7616
Paraq_2,7.4763
Paraq_3,7.4071
H2O2_1,7.4249
H2O2_2,7.4652
H2O2_3,7.7827
Oxctl_1,8.008
Oxctl_2,7.5748
Oxctl_3,7.574
GM-0.1_1,7.2536
GM-0.2_1,7.5068
GM+5_1,7.5742
GM+15_1,7.4864
GM+25_1,7.0293
GM+45_1,7.9136
GM+60_1,8.0202
GM+90_1,7.2838
GM+120_1,7.388
GM+150_1,7.8027
GM-0.1_2,7.3945
GM-0.2_2,7.5001
GM+5_2,6.9825
GM+10_2,6.8554
GM+15_2,7.222
GM+25_2,7.3186
GM+45_2,6.8902
GM+60_2,7.4349
GM+90_2,8.0383
GM+150_2,7.4065
GM-0.1_3,7.4533
GM-0.2_3,7.0563
GM+5_3,7.9036
GM+10_3,6.9712
GM+15_3,7.7164
GM+25_3,7.4823
GM+45_3,7.9742
GM+60_3,7.322
GM+90_3,7.765
GM+120_3,8.3124
GM+150_3,7.4265
MG-0.1_1,7.7967
MG+5_1,7.4043
MG+10_1,7.4875
MG+15_1,7.3537
MG+25_1,7.4073
MG+45_1,7.6351
MG+120_1,7.4824
MG+150_1,7.211
MG-0.1_2,7.0329
MG-0.2_2,7.1056
MG+5_2,6.9915
MG+10_2,7.5714
MG+15_2,7.5507
MG+25_2,7.435
MG+45_2,7.2688
MG+60_2,7.0465
MG+90_2,7.1665
MG+120_2,7.4238
MG-0.1_3,7.6108
MG-0.2_3,7.548999999999999
MG+5_3,7.5274
MG+10_3,7.3041
MG+15_3,7.1075
MG+25_3,7.3394
MG+45_3,7.9086
MG+60_3,7.3159
MG+90_3,6.7703
MG+120_3,6.9493
MG+150_3,7.355
