,A,Lrp
abx_mega__teix_dmso__6,0.4918545187,-0.36691297110000004
abx_mega__naoh-6__2,-1.8091479711,-0.420226284
abx_mega__inh_h2o__2,1.4105489167,0.7527320062
abx_mega__chl_h2o__3,3.8114201641000003,-0.9402117607
abx_mega__nal_naoh__6,-3.1203113053,-0.5371144676
abx_mega__chl_dmso__2,1.0090695998,0.4701902592
abx_mega__rach_dmso__4,-3.1958708146,-0.6315143039000001
abx_mega__teix_dmso__7,1.0658587602,-0.2751275436
abx_mega__ceru_ethanol__1,3.4421749637,0.6643574967
abx_mega__dmso-7__1,-0.5119685580000001,-0.11426782910000001
abx_mega__naoh-6__3,-1.2450759347,-0.2327240486
abx_mega__phos_ethanol__2,0.5003687132,-0.0136205634
abx_mega__metro_dmso__3,-2.1908229969,-0.0143279424
abx_mega__van_dmso__4,0.5537492740000001,-0.4265849803
abx_mega__h2o-10__1,3.0864654222,-0.12238592690000001
abx_mega__h2o-10__2,2.0307398623,-0.4323012848
abx_mega__dmso-6__3,-1.6631882695,-0.1953700162
abx_mega__mem_dmso__1,-0.8843011455,-0.9469480016
abx_mega__ethanol-8__2,-0.20066868340000002,0.002914251
abx_mega__chl_h2o__4,4.24238543,-1.1470755588000001
abx_mega__van_h2o__1,2.6563084971,0.1187652569
abx_mega__dcs_h2o__1,0.9480862137,-0.2439474482
abx_mega__rif_dmso__5,-0.8543176235000001,0.29047002990000004
abx_mega__dox_dmso__3,-1.0138853538,0.1364750897
abx_mega__mem_dmso__2,-0.7391898935,-0.3048284202
abx_mega__lvx_dmso__2,-0.7437020769,0.019654539800000002
abx_mega__tet_h2o__2,1.1021812263,0.1780957111
abx_mega__phos_h2o__5,-2.0735755398,0.3145588501
abx_mega__monac_dmso__1,3.5526087662,-0.9276745121000001
abx_mega__str_h2o__3,1.7340999478999999,-0.39861814560000003
abx_mega__zeocin_h2o__2,0.6173947235,0.056742547500000004
abx_mega__amyc-d_dmso__7,2.4002023603,0.6384176439
abx_mega__fidax_dmso__1,-0.135531817,-0.37358413220000003
abx_mega__h2o-1a__1,-0.08079794330000001,0.0350729692
abx_mega__dox_dmso__4,-2.8595677048,-0.051431211000000004
abx_mega__lzd_dmso__2,1.5948417275,-1.2166543236
abx_mega__tet_h2o__3,0.16371252220000002,-0.3215499277
abx_mega__dmso-1__2,-0.3100094129,0.3299482991
abx_mega__sxt_dmso__2,0.2794155886,-0.28807557030000003
abx_mega__tric_ethanol__2,2.0792245344999998,0.2692794305
abx_mega__teix_dmso__8,-1.0229147022,-0.7486968028000001
abx_mega__ramo_h2o__2,4.3886117007,-0.0210983501
abx_mega__inh_h2o__3,0.13079471750000002,-0.5458369436
abx_mega__cst_h2o__3,-0.574374838,-0.3835409524
abx_mega__dmso-9__1,0.42415344250000003,0.3506674218
abx_mega__ethanol-8__3,0.3675092132,-0.6297088756
abx_mega__monac_dmso__2,2.0592832603,-1.3265809069
abx_mega__dmso-9__2,-0.3844182486,0.1108876813
abx_mega__metro_dmso__4,-1.2547169042,0.1697071355
abx_mega__ctx_h2o__4,-1.8058515804000002,-1.246551192
abx_mega__zeocin_h2o__3,0.8765944312,-0.34987695900000004
abx_mega__bacit_h2o__5,3.4753976792,0.0145102877
abx_mega__reta_dmso__1,-0.5213898873,-0.6059322526
abx_mega__ery_h2o__4,2.9443608771000003,-0.3885027585
abx_mega__ceru_ethanol__2,3.6006437517,1.1233531932
abx_mega__fidax_dmso__2,-0.2911125768,-0.2802503778
abx_mega__novo_dmso__1,-2.8683884261,-0.023295202600000002
abx_mega__naoh-6__4,-1.6504636421,-0.3604413776
abx_mega__amyc-d_dmso__8,0.3731620929,0.0018304158
abx_mega__chl_dmso__3,1.549387936,0.4203566293
abx_mega__nal_naoh__7,-1.8439325244,0.2068159725
abx_mega__teix_dmso__9,0.3249866571,-0.2592672699
abx_mega__ery_dmso__3,1.4681848892,0.0646919346
abx_mega__tmp_dmso__3,-3.6518005010000003,-0.5511534317
abx_mega__sxt_dmso__3,-1.8663723891,-1.3425010601
abx_mega__polmyx_h2o__4,-1.9527249625,-0.1645402147
abx_mega__mem_dmso__3,0.2753871504,0.23373750910000002
abx_mega__nal_naoh__8,-3.6465321548,-0.2569550157
abx_mega__pen_h2o__3,0.31438586160000004,-0.3884985985
abx_mega__van_dmso__5,0.7938687203,-0.39132502220000004
abx_mega__zeocin_h2o__4,0.2309186001,-0.1433358172
abx_mega__h2o-6__2,-2.2947032248,-0.3492613463
abx_mega__tet_h2o__4,-0.1804630576,-0.4805136981
abx_mega__nor_naoh__4,-1.455696984,-0.0382213312
abx_mega__cip_naoh__4,-3.4364163543,-0.19062629790000002
abx_mega__tmp_dmso__4,-4.8597781863,-0.9923129726000001
abx_mega__reta_dmso__2,-1.4649236082,-1.1978806765
abx_mega__mem_dmso__4,-1.026792128,-1.2296074036
abx_mega__dox_dmso__5,1.1995595787,-0.2609255541
abx_mega__tmp_dmso__5,-1.3405281119999999,0.1382815033
abx_mega__flavo_dmso__3,-0.7733004806,-1.1288095984
abx_mega__tmp_dmso__6,-3.1049395605,-0.0968763669
abx_mega__ceru_ethanol__3,4.2777976275,1.3514066959
abx_mega__teix_dmso__10,-1.1465144395,-0.3001855255
abx_mega__novo_h2o__7,-0.015322182200000001,-0.5243987399
abx_mega__fidax_dmso__3,-0.7066110840000001,-0.1150153483
abx_mega__h2o-1a__2,-0.22594247620000002,-0.07257280540000001
abx_mega__dcs_h2o__2,-0.144186226,0.1884515094
abx_mega__cst_h2o__4,0.2423058237,0.0453331235
abx_mega__van_h2o__2,3.0792642047,-0.09842411420000001
abx_mega__pen_h2o__4,-0.9595240025,0.24722371440000002
abx_mega__h2o-8b__2,-1.2173989792,-0.6113486443
abx_mega__reta_dmso__3,-2.5298294675,-1.8427485194000002
abx_mega__dmso-7__2,-1.1260382073,-0.5283278353
abx_mega__rfp_h2o__2,2.8671388148,0.7334317926
abx_mega__rif_dmso__6,1.6800879835,0.7004463726
abx_mega__sxt_dmso__4,-0.7608710095,-1.0151817803
abx_mega__cip_naoh__5,-2.9753706902,-0.45126933610000003
abx_mega__dmso-9__3,-0.8801356349,-0.07345373570000001
abx_mega__mem_dmso__5,0.2270753865,-0.9380478321000001
abx_mega__tric_h2o__2,2.8440914689000003,0.5439119556
abx_mega__phos_h2o__6,-2.2284408769,-0.449144341
abx_mega__h2o-7__2,0.0717572019,-0.6661382221000001
abx_mega__h2o-10__3,0.9504947987000001,-0.32197152570000004
abx_mega__h2o-8a__2,2.0350136335,0.022786968
abx_mega__thio_dmso__3,-0.5489863326000001,-1.7524899039
abx_mega__lzd_dmso__3,-1.3016797512,-0.7808843017
abx_mega__monac_dmso__3,0.7228592935,-0.6831227980000001
abx_mega__polmyx_h2o__5,2.2457670678,0.132364221
abx_mega__naoh-6__5,-0.41846423390000004,0.0795132088
abx_mega__teix_dmso__11,-0.7057241521000001,-0.2416617654
abx_mega__van_h2o__3,3.917542906,-0.3939807125
abx_mega__teix_dmso__12,0.0068321632000000005,-0.0166894146
abx_mega__dox_dmso__6,-3.7322810227,0.4410446831
abx_mega__teix_dmso__13,2.2819949134,-0.4857856264
abx_mega__h2o-7__3,-0.7656901427,-0.2926716673
abx_mega__str_h2o__4,-3.3555222552,-0.414689593
abx_mega__tec_h2o__3,1.2220485435,-0.1394933653
abx_mega__phos_h2o__7,-2.0925271195,-0.2548379263
abx_mega__chl_h2o__5,-0.33574573760000004,-1.2663900647
abx_mega__polmyx_h2o__6,-4.0607242091,-0.051896065400000004
abx_mega__teix_dmso__14,-0.9728026368,-0.4053599198
abx_mega__rif_dmso__7,-0.1554655704,0.2661172377
abx_mega__ramo_h2o__3,3.7472227157,0.4737817862
abx_mega__fidax_dmso__4,-0.4681907514,-0.0426756655
abx_mega__teix_dmso__15,0.9308790842,-0.0461619439
abx_mega__thio_dmso__4,-0.6865913332,-1.4318992467
abx_mega__rif_dmso__8,1.2966509855,0.48518683640000004
abx_mega__reta_dmso__4,-0.5436797735000001,-1.5749720131
abx_mega__inh_h2o__4,2.8994621426,0.8546066088000001
abx_mega__novo_dmso__2,-2.8869081974,0.3512429461
abx_mega__dcs_h2o__3,-0.5912327417000001,-0.190275372
abx_mega__h2o-8b__3,-2.3205790406,0.1728443197
abx_mega__valin_dmso__3,1.2494697339,-0.138096181
abx_mega__h2o-2__1,-3.7960023446,0.4218486569
abx_mega__cro_h2o__4,-1.2635663167,-0.3849114842
abx_mega__dcs_h2o__4,0.9182483828,-0.1791597613
abx_mega__str_h2o__5,-0.2673029594,-0.26056235240000003
abx_mega__h2o-8a__3,2.1089950317,-0.1437478389
abx_mega__dox_dmso__7,-3.1933650381,-0.2333518565
abx_mega__doxo_dmso__2,2.6333334589,0.0258742196
abx_mega__teix_dmso__16,2.9036786401,-0.7362721111
abx_mega__rfp_h2o__3,2.4693150596,0.6059943318000001
abx_mega__ethanol-10__3,0.6764507158,-0.6086756616
abx_mega__naoh-2__2,-1.8311803804000002,0.3098668676
abx_mega__van_h2o__4,2.9509982602,0.2619208373
abx_mega__sacet_h2o__2,-0.6151854076000001,0.7438208052
abx_mega__monac_dmso__4,3.1424302716,-1.254178781
abx_mega__h2o-2__2,-1.83922346,0.7114052618000001
abx_mega__zeocin_h2o__5,0.773107569,-0.4195899943
abx_mega__nor_naoh__5,-1.2304555164,0.0625840782
abx_mega__naoh-9__2,-0.7868379246,0.31114129620000003
abx_mega__dmso-7__3,-1.5812648491,-0.606447562
abx_mega__van_h2o__5,1.8155964912,0.0006027872
abx_mega__flavo_dmso__4,-0.4569836661,-0.8728391425
abx_mega__novo_dmso__3,-2.6345045783,-0.2541510046
abx_mega__polmyx_h2o__7,-0.8691839788,-0.1927526698
abx_mega__teix_dmso__17,0.8271965861,-0.3846550843
abx_mega__doxo_dmso__3,1.0230627932,-0.3039811518
abx_mega__mem_dmso__6,0.5290514458,0.33579434900000005
abx_mega__h2o-1a__3,0.30674041950000003,0.037499836200000004
abx_mega__bacit_dmso__3,1.5794509101,-0.0296489887
abx_mega__dox_dmso__8,-5.3182463515,0.1480063252
abx_mega__teix_dmso__18,-0.755410369,-0.1614010891
abx_mega__h2o-6__3,-0.6739160696000001,-0.1738932343
abx_mega__pen_h2o__5,1.5246214837,-0.0055406214
abx_mega__lzd_dmso__4,-0.7840122607000001,-0.7598699923000001
abx_mega__daro__1,6.682671783,-0.09124201550000001
abx_mega__solv__1,5.4324442029,-0.3740258319
abx_mega__daro__2,7.9848368171,0.11520709800000001
abx_mega__daro__3,7.8617077791,0.7498074232
abx_mega__solv__2,4.6808858586,-0.9806897791
abx_mega__solv__3,8.2774278418,0.5147828210000001
abx_mega__dmso-4__1,-0.6361866903,0.3275815133
abx_mega__kirr_dmso__1,-0.7043252917,-1.0500605999000001
abx_mega__kirr_dmso__2,-0.9299207753000001,-0.9662807781
abx_mega__kirr_dmso__3,-0.9184968962000001,-0.9825302939
abx_mega__dmso-4__2,-0.20724503830000002,0.1640594779
abx_mega__dmso-4__3,-0.20889728100000002,0.5679706736
ackA_pta__dnaA46_del_ackA__1,-0.5193486648,0.1318054724
ackA_pta__dnaA46_del_ackA__2,0.9940167190000001,0.7003417759
ackA_pta__dnaA46_del_ackA__3,0.3900608379,-0.2455260877
ackA_pta__dnaA46_del_pta__1,3.3815035669,2.0385985913
ackA_pta__dnaA46_del_pta__2,1.493494885,-0.5387969556000001
ackA_pta__dnaA46_del_pta__3,1.2370637991,0.9705689979000001
ackA_pta__dnaA46__1,-0.0410866727,0.0802442713
ackA_pta__dnaA46__2,1.4684080915,-0.7486640335
ackA_pta__dnaA46__3,-0.3282642994,0.1620603854
ackA_pta__del_ackA__1,-0.7014809279,0.5945007492000001
ackA_pta__del_ackA__2,1.9657408677000001,1.7935056299999999
ackA_pta__del_ackA__3,-0.7738282221,0.41204326290000004
ackA_pta__del_pta__1,-0.6584306026,-1.3091878919
ackA_pta__del_pta__2,1.2347768888,-0.5331449656
ackA_pta__del_pta__3,0.22989619900000002,0.4502374763
ackA_pta__wt__1,0.28782401690000003,0.2030546736
ackA_pta__wt__2,-0.1694811934,-0.0387414767
ackA_pta__wt__3,-0.1183428235,-0.1643131968
anticancer__5fu__1,-5.7273522627,-1.2326124077
anticancer__5fu__2,-5.4698333876,-1.2490138968
anticancer__cap__1,-0.4799817055,0.1730747245
anticancer__cap__2,-1.2719299833,-0.0746963563
anticancer__cap__3,-1.6290970878,0.0034822253
anticancer__wt__1,-0.4183414158,0.22069315280000001
anticancer__wt__2,-0.1216264745,-0.0095419927
anticancer__wt__3,0.5399678902,-0.21115116020000002
anticancer__5fu__3,-5.0226566097,-1.9134049957
bio_pln__aero_pln__1,-0.1000686665,0.0335029809
bio_pln__aero_pln__2,0.1000686665,-0.0335029809
bio_pln__anaero_pln__1,0.38890879040000004,0.1049804198
bio_pln__anaero_pln__2,0.6983620055,0.2032124056
biocide__bzcl_12h__1,-2.18546612,-0.0080513688
biocide__bzcl_12h__2,0.030393468200000003,0.0644300731
biocide__bzcl_12h__3,-2.3267343018,0.12088345860000001
biocide__etoh_12h__1,1.3324481621,-0.1062279879
biocide__etoh_12h__2,1.6430202226000001,-0.2031058158
biocide__etoh_12h__3,1.2708196386,-0.0709061641
biocide__gluald_12h__1,-0.32206618340000004,-0.0665457411
biocide__gluald_12h__2,0.1731358026,-0.0007034072
biocide__gluald_12h__3,-1.0182950818,0.0020996012
biocide__h2o2_12h__1,-0.7554924532,-0.0155269367
biocide__h2o2_12h__2,-0.7732991663000001,0.1128622521
biocide__h2o2_12h__3,1.5695942746,0.1665842813
biocide__2ppoh_12h__1,1.4874229837000001,-0.2664017912
biocide__2ppoh_12h__2,1.9279516768,-0.2109745208
biocide__2ppoh_12h__3,1.9630368360000001,-0.22460965230000002
biocide__paa_12h__1,1.1438953808,-0.0771626901
biocide__paa_12h__2,0.6685524188,0.08632951650000001
biocide__paa_12h__3,2.7447268569,-0.126444298
biocide__phe_12h__1,1.561961178,-0.1158473165
biocide__phe_12h__2,1.3871378423,0.0191352529
biocide__phe_12h__3,1.5762727543000001,-0.0371432234
biocide__pvp-i_12h__1,3.8717036115,0.054675759500000004
biocide__pvp-i_12h__2,0.7471501841,0.21173583640000002
biocide__pvp-i_12h__3,3.5708447265,0.1110058579
biocide__bleach_12h__1,1.2754659912,0.3109585009
biocide__bleach_12h__2,2.1207190565,0.2506234194
biocide__bleach_12h__3,1.662438456,0.25477341870000003
biocide__chx_12h__1,4.8286762609,0.1531974452
biocide__chx_12h__2,3.4872142676,0.0392158831
biocide__chx_12h__3,3.0146049305,0.1005570553
biocide__bzcl_30m__1,-1.5905698952,0.0151164533
biocide__bzcl_30m__2,-0.9767176360000001,0.0040793871
biocide__bzcl_30m__3,-1.7531085181,0.0883225602
biocide__phe_30m__1,-1.7754960777000002,-0.1386931696
biocide__phe_30m__2,-2.1787566457,0.0675524992
biocide__phe_30m__3,-1.357760997,-0.0020459505
biocide__pvp-i_30m__1,-0.3121101499,0.063821397
biocide__pvp-i_30m__2,-0.3477618793,0.197685151
biocide__pvp-i_30m__3,-0.1457205778,0.1206699514
biocide__ctrl_12h__1,-1.9497985758,-0.0333952922
biocide__ctrl_12h__2,-1.912874939,-0.0209348601
biocide__ctrl_12h__3,-1.3460539297,-0.0716951635
biocide__ctrl_30m__1,-0.16847532340000002,0.0422292131
biocide__ctrl_30m__2,-0.2101225175,-0.11725373060000001
biocide__ctrl_30m__3,0.37859784090000004,0.0750245174
clpP__wt__1,0.2443185158,0.0122314794
clpP__wt_DPTA__1,5.1223944986,0.1736293333
clpP__wt__2,0.1068921897,-0.15116447330000002
clpP__wt_DPTA__2,6.9517653109,-0.1504876271
clpP__wt__3,-0.3512107055,0.1389329939
clpP__wt_DPTA__3,6.2233298716,0.12728579710000001
clpP__delclpP__1,1.2414684998,-0.5887436472
clpP__delclpP_DPTA__1,3.7654130395000003,-1.0477778826
clpP__delclpP__2,-0.2146688628,-0.2980172455
clpP__delclpP_DPTA__2,4.5478977396,-0.7177195671000001
clpP__delclpP__3,0.8931614625000001,-0.3662768038
clpP__delclpP_DPTA__3,5.2182941875,-0.8770339465
colombos2__delydcR__1,-2.460381149,0.2255761554
colombos2__delydcR__2,-3.0202041516,0.042380336500000004
colombos2__delydcR__3,-4.2431255787,0.1892495313
colombos2__delyjiR__1,0.0934985146,-0.1261050642
colombos2__delyjiR__2,0.4166166143,0.3192092715
colombos2__delyjiR__3,1.8256613087,0.2518692652
colombos2__wt__1,0.3461851945,0.1797253976
colombos2__wt__2,-0.7917976836,-0.15986060600000002
colombos2__wt__3,0.4456124891,-0.0198647915
crp_k100__ar1_ar2__1,3.135228786,-0.1935429712
crp_k100__ar1_ar2__2,2.1528393313,-0.4326962656
crp_k100__ar1_ar2__3,2.5158919224,-0.7887569105000001
crp_k100__wt__1,0.1901473534,-0.1015623957
crp_k100__wt__2,-0.2029418164,0.1474387901
crp_k100__wt__3,0.012794463,-0.0458763944
crp_k100__K100Q__1,-1.3262329400000001,0.0803713733
crp_k100__K100Q__2,-0.8916843635,-0.5119062306000001
crp_k100__K100R__1,-0.13732589580000001,-0.27927356670000003
crp_k100__K100R__2,2.0149326932,0.5730225613000001
crp_k100__K100R__3,0.1889638935,-0.056026278500000005
csrA__wt_t00__1,-0.21445216320000002,-0.2905834849
csrA__wt_t02_30__1,0.3048925411,-0.6611264554
csrA__wt_t05__1,-0.19803091720000002,-0.2095237177
csrA__wt_t10__1,-1.4634819995,0.0465741016
csrA__wt_t15__1,-2.1501404963,-0.7236823919
csrA__delcsrA_t00__1,1.2865554907,0.1719548514
csrA__delcsrA_t02_30__1,0.8043328422,-0.23326898840000002
csrA__delcsrA_t05__1,0.3942161708,0.10945514790000001
csrA__delcsrA_t10__1,0.0233290739,-0.285329066
csrA__delcsrA_t15__1,0.35910081120000004,-1.1495040079
csrA__wt_t00__2,0.21445216320000002,0.2905834849
csrA__wt_t02_30__2,0.8147093784,-0.1688397944
csrA__wt_t05__2,0.06490474360000001,0.32704139520000003
csrA__wt_t10__2,-1.1784274144,0.6150573044000001
csrA__wt_t15__2,-1.2432743168,-0.1656765504
csrA__delcsrA_t00__2,1.0055239377,0.0341793597
csrA__delcsrA_t02_30__2,0.8536150483,-0.6421622917
csrA__delcsrA_t05__2,0.0862631418,-0.255628209
csrA__delcsrA_t10__2,-0.7827912353,-0.2651201521
csrA__delcsrA_t15__2,-0.9705111921,-0.8207078284
cstr_pfr__str_0005m__1,1.3706428852,-0.3445434606
cstr_pfr__str_0010m__1,1.3900969094,-0.7996104551000001
cstr_pfr__str_0025m__1,0.6222282901,-0.3452099892
cstr_pfr__str_0045m__1,1.0040746247,-0.2855231078
cstr_pfr__str_0075m__1,0.7135187948,-0.2563410183
cstr_pfr__str_0120m__1,0.9359652052,-0.1994761578
cstr_pfr__str_0210m__1,0.8017540586,-0.17609901020000002
cstr_pfr__str_0330m__1,0.4434946986,-0.21542465400000002
