,Value,list
TF,GlcC,
reg_genes,5,['glcC']
comp_genes,0,[]
both_genes,0,['glcF' 'glcG' 'glcD' 'glcE']
reg_genes2,0,
comp_genes2,4,
both_genes2,0,
