,A,GlcC
R2,,0.05515344931459054
xmin,,-2.10860351525
xmid,,0.2405310677210353
xmax,,2.0967430513333336
ystart,,0.6217216798020916
yend,,4.729085160267076
ALE:GalactoseA5:1.0,2.70953125238934,-0.2449806269999994
ALE:GalactoseA5:2.0,2.586885399302579,-0.1495475479999992
ALE:GalactoseA6:1.0,3.327645771065387,-0.5336625989999995
ALE:GalactoseA6:2.0,3.011472132150349,-0.3027475969999997
ALE:GalactoseA8:1.0,3.217818213503179,-0.5250329469999997
ALE:GalactoseA8:2.0,2.9284903350675515,-0.2983413969999997
ALE:IL_Control:1.0,-0.9852578764985738,0.0254682270000001
ALE:IL_Control:2.0,0.6391092869813663,-0.5113293359999997
ALE:IL_Control:3.0,1.53884969849456,0.3868054390000006
ALE:IL_Control:4.0,-1.1927011088097923,0.0990556700000002
ALE:IL_TEOH_OAc:1.0,1.729936595392807,-0.0756300149999997
ALE:IL_TEOH_OAc:2.0,0.0842865034431564,0.3178055540000004
ALE:IL_TEA_HS:1.0,5.207809536182006,0.4402085550000008
ALE:IL_TEA_HS:2.0,1.7021510334824572,-0.3790118139999991
ALE:IL_Mixed:1.0,0.3193604457322476,0.3502505900000008
ALE:IL_Mixed:2.0,0.0988922357081938,0.5166273900000009
ALE:IL_PP5350:1.0,-0.6945043489345712,-0.4307191939999995
ALE:IL_PP5350:2.0,-1.5249219737903714,-0.8023381739999995
ALE:IL_T8:1.0,-0.9053871200212434,-0.0676610529999992
ALE:IL_T8:2.0,-1.438352577093166,-1.0712919759999997
ALE:IL_T9:1.0,3.2060554967122017,-0.7111801239999993
ALE:IL_T9:2.0,4.117682723375633,-0.3605043259999991
ALE:IL_Control2:1.0,0.0270576058276952,0.2639195680000004
ALE:IL_Control2:2.0,-0.3458431729490698,0.3110136220000008
ALE:IL_Glc+Ace:1.0,-2.525706277482467,0.3286453570000001
ALE:IL_Glc+Ace:2.0,-2.9591409487364926,0.0372131420000005
ALE:XyloseA1:1.0,0.9115434882881824,-0.0010840879999998
ALE:XyloseA1:2.0,0.7280111644239611,-0.0311179099999998
ALE:XyloseA2:1.0,0.9498595250156884,-0.0674849829999999
ALE:XyloseA2:2.0,1.961664158747083,0.0733481050000008
ALE:XyloseA3:1.0,0.9123758886077517,-0.1361772319999996
ALE:XyloseA3:2.0,1.4670905650377817,-0.1758781269999998
ALE:XyloseA4:1.0,4.2490277086711306,0.1807297760000006
