,-0.05763897352904833,-6.938893903907228e-18,0.057638973529048315,0.11527794705809664,0.17291692058714497,0.23055589411619326,0.2881948676452416,0.3458338411742899,0.40347281470333823,0.4611117882323865,0.5187507617614349,0.5763897352904832,0.6340287088195316,0.6916676823485799,0.7493066558776281,0.8069456294066765,0.8645846029357248,0.9222235764647732,0.9798625499938214,1.0375015235228697
thresh,-0.08645846029357249,0.08645846029357249,1,,,,,,,,,,,,,,,,,
unreg,20,4163,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],['ydgD'],[],[],[],[],[],[],[],[],[],[],['asr'],[],[],[],[],[]
