,b4493_2
ica__leu_glcr__2,5.9559089135
ica__met_glc__1,5.6096099789
ica__met_glc__2,5.5670307756
ica__no3_anaero__1,8.1646877995
ica__no3_anaero__2,8.2862987739
ica__phe_acgam__1,5.6503880321
ica__phe_acgam__2,5.7299911757
ica__thm_gal__1,5.1409858042
ica__thm_gal__2,4.8761584757000005
ica__tyr_glcn__1,5.8685969593
ica__tyr_glcn__2,5.4606853619
ica__ura_pyr__1,6.8591095276
ica__ura_pyr__2,6.0135516467
ica__wt_glc__5,5.9534334967
ica__wt_glc__6,5.8901006249000005
ica__bw_delpurR_cytd__1,6.3933045541
ica__bw_delpurR_cytd__2,5.0711799491
ica__ade_glc__1,5.2954525108
ica__ade_glc__2,5.9275566466
ytf__wt_glc__1,5.6749258847
ytf__wt_glc__2,5.9514648564
ytf__delyafC__1,7.3345046019
ytf__delyafC__2,7.2129078643
ytf__delyeiE__1,7.1481012495
ytf__delyeiE__2,6.1642333645
ytf__delyiaJ__1,7.0883077272
ytf__delyiaJ__2,7.6300411374
ytf__delyieP__1,7.141147744
ytf__delyieP__2,6.8619680486
ytf__wt_ph5__1,6.8004980566
ytf__wt_ph5__2,7.0994956344
ytf__wt_ph8__1,6.156148234
ytf__wt_ph8__2,6.152958653
ytf__delybaO__1,6.8034121137
ytf__delybaO__2,7.1921094675
ytf__delybaQ__1,7.1252156137
ytf__delybaQ__2,6.9973830584000005
ytf__delybiH__1,5.8528764881
ytf__delybiH__2,6.4564365938
ytf__delydcI_ph5__1,6.8956076776
ytf__delydcI_ph5__2,6.7258267268
ytf__delydcI_ph8__1,6.6946139429
ytf__delydcI_ph8__2,6.5410902257
ytf__delyddM__1,6.7473115403
ytf__delyddM__2,7.0252906423
ytf__delyheO__1,6.9641303861
ytf__delyheO__2,6.8080400111
fps__bw_glc__1,6.808576442
fps__bw_glc__2,6.249173822
fps__fps_thrA_ale1__1,6.7877515539
fps__fps_thrA_ale1__2,6.5223477655
fps__fps_thrA_ale2__1,6.409375125
fps__fps_thrA_ale2__2,6.036046753
fps__fps_serB_ale1__1,6.5061139545
fps__fps_serB_ale1__2,6.6674638299
fps__fps_serB_ale4__1,8.4112207517
fps__fps_serB_ale4__2,8.6014029362
fps__fps_ptsI_ale1__1,5.4488115728
fps__fps_ptsI_ale1__2,5.4745837701
fps__fps_ptsI_ale3__1,5.400920746
fps__fps_ptsI_ale3__2,5.4059012673
pal__lyx_ale2_f6__1,6.7992848765
pal__lyx_ale2__1,4.9882333191
pal__lyx_ale2__2,4.5515929885
pal__lyx_ale4__1,4.9882333191
pal__lyx_ale4__2,4.5515929885
pal__5drib_ale10_f18__1,4.8966338809
pal__5drib_ale10_f18__2,4.2725166332
pal__5drib_ale10__1,0.0
pal__arab_ale14_f9__1,5.0929074378
pal__arab_ale14_f9__2,6.0477792688
pal__arab_ale14__1,4.9029780991
pal__arab_ale14__2,5.1180673207
pal__arab_ale16__1,4.6694422804
pal__arab_ale16__2,4.3804311947
pal__tartr_ale26_f10__1,6.5097925425
pal__tartr_ale26_f10__2,6.5190466769
pal__tartr_ale26__1,5.2414612303
pal__tartr_ale26__2,4.9293339648
pal__tartr_ale28_f10__1,7.294291747
pal__tartr_ale28_f10__2,7.8557004338
pal__tartr_ale28__1,5.6038520835
pal__tartr_ale28__2,5.681063245
efeU__delmenFentC_citr__1,6.2520212387
efeU__delmenFentC_citr__2,5.5377782429
efeU__delmenFentC__1,8.165171333
efeU__delmenFentC__2,8.545889386
efeU__menFentC_ale39__1,5.8865277729
efeU__menFentC_ale39__2,5.6896199058
efeU__menFentC_ale29__1,5.439242641
efeU__menFentC_ale29__2,5.8362290336000004
efeU__menFentC_ale30__1,4.8322746417
efeU__menFentC_ale30__2,4.4605595263
efeU__menFentCubiC_ale36__1,5.8919315052000005
efeU__menFentCubiC_ale36__2,6.1492865217
efeU__menFentCubiC_ale37__1,6.5530757242
efeU__menFentCubiC_ale37__2,6.6167088058
efeU__menFentCubiC_ale38__1,6.4178022748
efeU__menFentCubiC_ale38__2,5.8193074191
