,-0.09267799046669427,-0.0794382775428808,-0.06619856461906733,-0.052958851695253856,-0.039719138771440385,-0.026479425847626914,-0.013239712923813443,2.7755575615628914e-17,0.013239712923813499,0.02647942584762697,0.03971913877144044,0.0529588516952539,0.06619856461906738,0.07943827754288087,0.09267799046669432,0.10591770339050778,0.11915741631432127,0.13239712923813474,0.14563684216194822,0.15887655508576165
thresh,-0.0595787081571606,0.0595787081571606,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,3,11,154,1102,1711,587,189,72,29,13,6,4,2,1,1,0,0
unreg_genes,['STM1268'],[],[],[],[],[],[],[],[],[],[],[],"['ygiW' 'STM3357' 'ilvH' 'gnd' 'yciI' 'sseD' 'sdhD' 'ynfC' 'fabB' 'mpl'
 'cbiF' 'yadH' 'ychH']",['STM2344' 'mug' 'elaA' 'STM0952' 'ybeM' 'fklB'],['rph' 'ugpQ' 'yegQ' 'STM1627'],['sdhA' 'ycfJ'],['slyB'],['ybaV'],[],[]
