,A,ArcA,Fnr,Crp,ihfB,Fur,RpoS
pollution__wt_ctrl__1,0.5227076733,0.0448693536,-0.0814799261,-0.0504309921,-0.2052052727,0.0172266079,-0.0149436359
pollution__wt_ctrl__2,0.5059553904,0.0930905695,-0.2479318523,0.15996817200000002,-0.15748279610000002,-0.2152381874,0.11154571810000001
pollution__wt_ctrl__3,-1.0286630638,-0.1379599231,0.3294117784,-0.1095371799,0.3626880689,0.1980115795,-0.09660208220000001
pollution__wt_urban__1,0.8696672830000001,-0.5457864885,0.47526292600000003,-0.8779140316,0.0205539034,0.2886490177,-0.3209949751
pollution__wt_urban__2,-0.3951372046,-0.4753633935,0.399529935,-0.5371211839,-0.0847331674,0.20995506790000001,-0.02566001
pollution__wt_urban__3,-0.6328047443,-0.19267576560000002,0.4636494588,-0.5047912804,0.10179796170000001,0.4733560174,0.1234103822
pollution__wt_diesel__1,3.3940665802,0.2041435115,0.4731850638,-0.49115894060000004,0.3283769753,0.5465696250000001,0.0821916754
pollution__wt_diesel__2,-1.502249479,0.27431298800000004,0.10933264640000001,-0.1463925879,0.42943714510000003,0.2183101805,-0.2718369396
pollution__wt_diesel__3,0.1359044171,0.22746084330000002,-0.3342927867,-0.2696574214,0.40175518200000004,-0.08858192620000001,-0.465081438
pollution__evo_diesel__1,2.4925356625,-0.4405345269,0.12056433700000001,-0.422017325,0.1621942794,0.0971746414,0.1704232693
pollution__evo_diesel__2,3.805330895,-0.2830870253,0.29229301500000004,0.0331465663,-0.0929989714,0.2234349686,0.4081537698
pollution__evo_diesel__3,4.7687840874,-0.3873081933,0.23799157110000002,-0.27523787650000003,-0.0052199476,0.4094950985,0.6330009816000001
ppGpp__wt_relAtrunc_00m__1,0.6234650979,0.1620239536,-0.0411554648,-0.011476057900000001,0.1509588755,0.3319492005,-0.2433138481
ppGpp__wt_relAtrunc_00m__2,0.4881548914,0.12471851810000001,-0.2025695905,-0.1060102587,-0.1528181404,-0.1781107562,-0.1459609459
ppGpp__mut_delrelA_10m__1,2.1043534486,1.3063350111,0.5362358304,0.1512831843,0.43248006790000004,0.5151213903,0.5062158229
ppGpp__mut_delrelA_05m__1,1.2976848591999999,1.0700722438,0.4017882678,-0.1375585523,0.34433113330000004,0.2475446265,0.24062372440000002
ppGpp__mut_delrelA_10m__2,1.5986164835999999,1.3110525301,0.3807298423,0.2109785549,0.5380630456000001,0.48017774950000003,0.5763279917
ppGpp__mut_delrelA_10m__3,1.6034084805000002,1.4065528255,0.5917958579,0.2609776572,0.5843706258,0.5958911951,0.4344159165
ppGpp__mut_delrelA_00m__1,0.4103397402,0.7048026657,0.5170737542,-0.1923561796,0.1253951864,0.40119977370000004,-0.0340645841
ppGpp__mut_delrelA_00m__2,0.7266949703000001,0.4601408712,0.3270566549,-0.34262451,0.0565486674,0.1438335201,0.1373673007
ppGpp__mut_delrelA_05m__2,0.8360471339000001,0.9813567482000001,0.29859400950000003,-0.1664668386,0.289905114,0.2497627678,0.1618500966
ppGpp__mut_delrelA_05m__3,1.5604968429000001,1.0470302386,0.4231736048,-0.16714632440000002,0.2330789077,0.2744733115,0.23008524330000002
ppGpp__mut_delrelA_00m__3,0.5076950234000001,0.563147705,0.46268946920000004,-0.37078453650000004,0.07099494790000001,0.13502734600000002,0.11888536670000001
ppGpp__wt_delrelA_10m__1,3.6029009073,2.2553511942,0.1092882143,1.475368666,1.6693473817000002,0.42452142810000004,2.2058783281
ppGpp__wt_delrelA_05m__1,0.8654145042,1.453166348,-0.1709551273,1.1376902668,0.8851842496000001,0.3354448118,1.5463929589
ppGpp__wt_delrelA_05m__2,0.7986660091000001,1.5121257571,-0.1236654839,1.1347282112000001,0.9921615799000001,0.3107677493,1.5465523339
ppGpp__wt_delrelA_10m__2,3.84096271,2.2442103555,0.2443210787,1.4212904351,1.5982408098,0.356790296,2.1491733149
ppGpp__wt_delrelA_10m__3,3.8500843551,2.289547288,0.2046474319,1.467315173,1.7096626457,0.4054240998,2.1329357684
ppGpp__wt_delrelA_00m__1,-0.0136562816,0.07823853530000001,0.0131317333,-0.0192756679,0.1352618145,0.0205316558,0.0210148894
ppGpp__wt_delrelA_00m__2,0.13598619080000002,-0.0595165218,0.0016198894000000001,0.0212278545,-0.1884152095,-0.0190096937,-0.0068872937
ppGpp__wt_delrelA_05m__3,1.0594216803,1.4546496266,-0.068830864,1.1315243246,0.9359447872000001,0.2981022161,1.4982614116000001
ppGpp__wt_delrelA_00m__3,-0.1223299092,-0.018722013500000002,-0.014751622800000001,-0.0019521866,0.053153395000000006,-0.0015219621,-0.0141275957
ppGpp__mut_relAtrunc_10m__1,1.1965817023,0.9007452943,0.2993968877,-0.4916651179,0.0460408297,0.08628390770000001,-0.1514425049
ppGpp__mut_relAtrunc_05m__1,0.955996186,0.7772417636000001,0.2372887783,-0.34854891390000003,0.14534769620000001,0.2470247543,-0.2520101652
ppGpp__mut_relAtrunc_05m__2,0.9558338124,0.8209610593000001,0.2941459511,-0.43585225920000004,-0.0030341261000000003,0.1595518025,-0.2119717838
ppGpp__wt_relAtrunc_10m__1,0.9678518994,0.6236913775,-0.2101261882,-0.1372784369,-0.061938696,-0.2264398864,-0.2789532087
ppGpp__wt_relAtrunc_10m__2,0.7802949458,0.6223916111000001,-0.1270523133,-0.1642322029,-0.1364298561,-0.09949563310000001,-0.3180199752
ppGpp__wt_relAtrunc_10m__3,0.7896031305000001,0.5376040695000001,-0.0790129266,-0.1681617912,-0.0056751697000000005,-0.1196104189,-0.3447651923
ppGpp__mut_relAtrunc_00m__1,0.37119740170000004,0.6762737721000001,0.5584079094000001,-0.0774965284,0.2627756382,0.4373801833,-0.1675624218
ppGpp__wt_relAtrunc_00m__3,-0.0958908396,0.201879105,0.0044322814,0.0630814665,-0.0011724178,0.1262072072,-0.13752596250000002
ppGpp__wt_relAtrunc_05m__1,0.8442364494,0.45632683420000003,-0.1535203644,-0.2810515373,-0.0574220695,-0.1486737443,-0.39964953610000004
ppGpp__wt_relAtrunc_05m__2,0.1694161538,0.44274077380000004,-0.1989277479,-0.28533503050000003,-0.0927367623,-0.1779304032,-0.33649330590000004
ppGpp__wt_relAtrunc_05m__3,0.9460031638,0.5074049783,-0.11060810300000001,-0.1949960566,-0.1534841357,-0.0382639589,-0.4368011885
ppGpp__mut_relAtrunc_00m__2,1.1434817308,0.2066540851,0.1314688236,-0.4457334711,0.118872763,-0.0411937017,-0.00044558360000000003
ppGpp__mut_relAtrunc_00m__3,0.6423666788,0.321622073,0.1838631336,-0.3135830297,0.10202931650000001,0.2739500106,-0.0794965262
ppGpp__mut_relAtrunc_10m__2,1.0619770254,0.7557021915000001,0.1477637272,-0.4912625674,0.09872908180000001,0.0371068333,-0.27334394170000004
ppGpp__mut_relAtrunc_05m__3,1.0810738735,0.9368418241,0.3884039694,-0.402798119,0.0882035146,0.1333583925,-0.18113965310000002
ppGpp__mut_relAtrunc_10m__3,1.1529961909,0.8506512747,0.3191821125,-0.49061737310000003,-0.032574997,0.1515123496,-0.31204513370000003
pressure__high_pressure__1,1.0761806386,-0.8681587916,0.7734956825,-0.49159209540000004,-0.0463168558,0.4512532797,-0.49517866
pressure__high_pressure__2,-0.8025038358000001,-0.7394498977,0.7219430089000001,-0.2902563631,-0.1397976692,0.5236134108,-0.6850216894000001
pressure__low_pressure__1,-0.558306329,0.036210261300000005,0.1790881402,0.0011446948,0.1255194803,0.14282394210000002,-0.0589104713
pressure__low_pressure__2,0.558306329,-0.036210261300000005,-0.1790881402,-0.0011446948,-0.1255194803,-0.14282394210000002,0.0589104713
quantum_dots__ctrl__1,-0.2977252683,-0.0387355869,0.12426001610000001,-0.1947450853,0.014975651000000001,-0.015308413500000001,-0.0021173035000000002
quantum_dots__ctrl__2,0.2977252683,0.0387355869,-0.12426001610000001,0.1947450853,-0.014975651000000001,0.015308413500000001,0.0021173035000000002
quantum_dots__cdte_light__1,-1.5593713116,0.5055877661,0.6018622403,0.25533424920000003,0.1079358901,0.1560686645,0.016984035
quantum_dots__cdte_light__2,-1.1001133375,0.5518146645,0.6799802673,0.3336771074,0.1775328618,0.3285481067,0.35789443460000003
quantum_dots__cdte_dark__1,-1.7353545319,0.1582199441,0.3707996442,-0.19234211680000002,-0.0035074409,0.11325362330000001,-0.1741824068
quantum_dots__cdte_dark__2,-1.7813772497,0.0067155102,0.46834393950000003,-0.21453890080000002,0.3295633576,0.0334013566,-0.0020415394
quantum_dots__cdse_light__1,-2.0546377695,-0.20791819690000002,0.1720929292,-0.1725798192,-0.2629699505,-0.013677882700000001,-0.15829524220000002
quantum_dots__cdse_light__2,-2.0349048909,-0.19365682850000002,0.11808093680000001,0.0807140303,-0.0911446687,0.021654259000000002,0.1624624264
quantum_dots__cdse_dark__1,-2.6345639986,-0.082813973,0.3892559581,-0.0703709117,0.15730825040000002,0.1105004462,0.1004713727
quantum_dots__cdse_dark__2,-3.3006590057,-0.12364642190000001,0.2630490143,-0.0216465485,0.4345820031,0.2221131745,0.16673926790000002
raman__wt__1,1.8214088396,0.0917961189,0.1685579585,0.0794100169,-0.0932291424,-0.0135722037,0.4140839995
raman__del_cyaA__1,-2.1547451817,0.43684676520000004,0.6340361556,-0.6136421402000001,1.3919837032,0.3639088357,2.399324073
raman__del_cyaA_01mM__1,-1.0241042409,0.522254579,0.5859364184,-0.5901419459,1.022943121,0.46095916610000004,2.2966458556
raman__del_cyaA_05mM__1,1.3914448684,0.5563993884,0.1388133504,-0.20304986730000002,0.2335715588,0.054780729,1.7371900122000001
raman__del_cyaA_1mM__1,-1.00416036,-0.1029413869,0.1720571806,0.09984774490000001,-0.2969916814,-0.2305601965,0.6600899788
raman__wt__2,0.1260217544,-0.1427980245,0.17014523580000002,-0.0386433461,-0.0234537654,0.0766710869,-0.1946585503
raman__del_cyaA__2,-2.4127524647,0.3677988023,0.4002211491,-0.7873801161,0.498289709,0.2410520917,2.4262228295
raman__del_cyaA_01mM__2,-1.664895489,0.2865146461,0.6187439533,-0.5712728994,0.6882567693,0.5265766668,2.1541754593
raman__del_cyaA_05mM__2,0.3341119374,0.8909108266,-0.0231897728,-0.0286686132,0.8733193997,-0.0591346956,2.1176443595
raman__del_cyaA_1mM__2,0.8267391079,-0.1946073646,0.1774231919,-0.23342197620000002,-0.4289033246,-0.2366685024,0.4308034315
raman__wt__3,-1.9474305941,0.0510019056,-0.3387031943,-0.0407666707,0.11668290790000001,-0.0630988832,-0.2194254492
raman__del_cyaA__3,-2.5887760972000002,0.3482362634,0.6168372836,-0.7308913606,0.7175371547,0.4567556532,2.3681153355
raman__del_cyaA_01mM__3,-0.9158522547,0.08828627160000001,0.47221863690000004,-0.7037627470000001,0.21154773270000002,0.5495199907,1.8514521350000002
raman__del_cyaA_05mM__3,1.7300357764,0.467396951,0.1866437766,-0.2362122698,0.2329742796,0.0965942865,1.821659723
raman__del_cyaA_1mM__3,1.4555048943,-0.11413830750000001,0.5095188969000001,-0.0164546772,-0.1106573044,0.0011928343000000001,0.5715693014000001
rand_barrel__mut_nanE__1,1.4190435937,-0.1525709423,0.1745111691,0.0328965424,0.49663871260000003,0.2385644646,-0.1459378677
rand_barrel__mut_nanE__2,2.7191324069,-0.2339680777,0.1781953679,0.1360103685,0.4909406082,0.2651047781,-0.13052813970000002
rand_barrel__mut_nanE__3,-5.9271674837,-1.9321320885,0.6569750524,0.5049328406,0.27310776130000003,0.4663872294,-0.001747276
rand_barrel__mut_pdxJ_1__1,1.9675050575,0.1425099832,0.1787996128,0.1529755428,-0.1468615685,-0.09159513100000001,-0.0193306954
rand_barrel__mut_pdxJ_1__2,1.8378124818,0.0276660196,0.11778360900000001,-0.015406163700000001,0.24300281110000002,-0.1562409994,-0.2676889966
rand_barrel__mut_pdxJ_1__3,-4.1926295493,-1.7251881255,0.654130041,0.37994444860000004,-0.25940531910000003,-0.1744467687,-0.27012411740000003
rand_barrel__mut_pdxJ_2__1,2.3365107123,-0.2232967539,0.13318347290000002,0.22590315390000001,0.2552602858,0.1354312622,-0.0430051467
rand_barrel__mut_pdxJ_2__2,2.2035269604,-0.3382124423,0.0482401603,0.23212511460000002,0.2871462172,0.1330388388,-0.3205679647
rand_barrel__mut_pdxJ_3__1,2.3297785799,-0.1024671756,0.1520617836,0.2831675712,0.26152956580000003,-0.1456354572,-0.2565512454
rand_barrel__mut_pdxJ_3__2,2.3176070641,-0.2333492755,0.022923051700000002,0.20362184190000002,0.26997426,-0.0876254857,-0.3164682401
rand_barrel__del_serB__1,0.1079065852,-0.0869106188,-0.012503975300000001,-0.011167604900000001,-0.0421165336,0.0828667693,0.10509101900000001
rand_barrel__del_serB__2,-0.1079065852,0.0869106188,0.012503975300000001,0.011167604900000001,0.0421165336,-0.0828667693,-0.10509101900000001
rockhopper__CV104_pHDB3__1,5.3694448842,-0.9591483862,-0.5360698087,-0.8924017296000001,-0.2434317712,-0.168089178,-2.373244374
rockhopper__CV104_pHDB3__2,5.2314788454,-0.9069556407,-0.1752285714,-0.8649010421000001,-0.6880546294000001,-0.13419593,-2.4959513933
rockhopper__CV104_pHDB3__3,5.5458118684,-0.9805255295,0.0422851349,-0.7001267639000001,-0.47614016270000004,-0.317443947,-2.4748125282
rockhopper__CV104_pLCV1__1,5.4106200652,-0.9351694974,-0.1848959024,-0.9119051060000001,-0.5452630615,-0.1434411907,-2.4691800849
rockhopper__CV104_pLCV1__2,5.8227101254,-0.9049785276000001,-0.11445331630000001,-0.8563503673,-0.6133102,-0.3374009811,-2.4427920557
rockhopper__CV104_pLCV1__3,6.2235524135,-0.9910953517000001,0.109365481,-0.6222702813000001,-0.3823272017,-0.2019290032,-2.4424174764
rockhopper__wt_lb__1,0.7531379069,-0.847915772,0.07952887700000001,-1.0877370598,-0.5017878330000001,-0.22028077880000002,-2.7333867357
rockhopper__wt_lb__2,1.0849547497,-1.0447402794,-0.1709218388,-1.7369671045000001,-1.3002220611,-0.2093711345,-2.569872578
rockhopper__wt_lb__3,0.1417312774,-0.8083185378000001,0.1546433043,-1.3358746678,-0.38011492290000004,-0.25547021410000004,-2.466104563
rockhopper__wt_lb_aMG__1,7.1686588842,-0.251267234,0.24525902700000002,-0.48690911950000004,-0.4312594853,0.3402097819,-1.5646125638
rockhopper__wt_lb_aMG__2,6.2483283741,-0.5238376862,-0.0468967645,-0.9667081537000001,-0.6546793405,0.1365369576,-1.1485833326
rockhopper__wt_lb_aMG__3,5.8282836152,-0.6034573715,0.2451304448,-1.2851862633,-0.6564689762,0.046635592600000005,-1.7206434247
rockhopper__del_sgrR_lb_aMG__1,6.5532266439,-0.3508205254,0.3046829473,-0.385574128,-0.6385376221,0.5854160676,-0.2783557541
rockhopper__del_sgrR_lb_aMG__2,5.3564117041,-0.25833767490000004,0.5800346571,-0.24326731070000002,-0.6645585173,0.6623126723,-0.4467517999
rockhopper__del_sgrR_lb_aMG__3,6.0663213908,-0.2510583381,0.41055047240000003,-0.2979551923,-0.6027240562,0.6806358867,-0.19843931880000001
rockhopper__del_sgrS_glyc_aMG__1,4.3631550312,0.6010919005,0.3495013483,0.6722892721,-0.5497863012,0.07704349390000001,0.0860430848
rockhopper__del_sgrS_glyc_aMG__2,3.9153747324,0.3757489328,0.2135503367,1.1260265914,-0.8844349788,-0.27857764160000004,-1.0350482357
rockhopper__del_sgrS_glyc_aMG__3,3.0184113507,0.46132468460000003,0.27022110390000004,1.0397299023,-0.7323984494,-0.21983004590000002,-1.0095980318
rockhopper__del_sgrS_glyc__1,8.5718247568,-1.0414098383,-0.5960188213000001,-0.3628059501,-1.0765882832,-1.4102765824,-0.9143233439
rockhopper__del_sgrS_glyc__2,7.7358352016000005,-0.9159551937,-0.5153006611000001,-0.4528756111,-1.2737457653,-0.8504578969000001,-3.0304844096
rockhopper__del_sgrS_glyc__3,7.8345350133,-0.9083989386,-0.7494009207,-0.3254764307,-1.0661014702,-0.6682701253000001,-2.3502445857
rockhopper__wt_lb_aMG__4,5.4591280005,-0.1170991074,0.9373966127000001,-0.18830449770000002,-0.0022261433,0.5350704592000001,-0.8860022938000001
rockhopper__wt_lb_aMG__5,5.4149661468,-0.39377184200000004,0.524749906,-0.7544182141,-0.6233404330000001,0.597097529,-1.1232635512
rockhopper__wt_lb_aMG__6,5.2101062304,-0.2477501017,0.5390292830000001,-0.5831081023,-0.5674820865,0.5921159826,-0.9246950864000001
rockhopper__wt_glyc_aMG__1,5.8415193483,0.32667003380000004,0.1927103994,0.0047093158,-0.3722030261,0.0749657382,-0.36130519450000004
rockhopper__wt_glyc_aMG__2,3.8091657947,0.12583580960000001,-0.2721809743,0.5669202778,-0.7656051362,-0.2885777863,-1.4953407894000001
rockhopper__wt_glyc_aMG__3,3.5496850725,0.1471643461,0.0942445324,0.5677400205,-0.8154694804,-0.6326823181,-1.5915028724
rockhopper__wt_glyc__1,6.9800659369,-1.0362206284,-0.5028454892,-0.4403543445,-1.1263483433,-0.7862419488,-1.8000524281999999
rockhopper__wt_glyc__2,6.7911014482,-0.6122604305,-0.7619765309000001,-0.24124783460000002,-1.0507258242,-1.0014739549,-2.666803664
rockhopper__wt_glyc__3,6.6258029375,-0.8550408235,-0.7772664028,-0.4115574947,-1.4642462689,-0.9813072676000001,-2.7083049772
rockhopper__CV108_glyc_aMG__1,2.220634791,0.6630495898000001,-0.1627574406,-0.3562857689,1.3629742903,0.1200522682,1.7195673503000002
rockhopper__CV108_glyc_aMG__2,-1.8064335151000002,1.0630222116999999,0.1195934634,0.5579321807000001,1.6888523696000002,0.41727216170000003,2.4021301992
rockhopper__CV108_glyc_aMG__3,-0.29124091350000003,0.9014951861,0.585866443,0.5313165346000001,1.447236262,0.9563800054,2.2073355249
rockhopper__wt_glyc__4,3.7447288093,0.0964044275,-0.2748920794,-0.2638966479,0.3468954117,0.1449418117,0.7896476372
rockhopper__wt_glyc__5,7.4285732488,0.17957707620000002,-0.023622468400000003,-0.19432084730000002,0.2900535789,-0.1073948958,1.188102589
rockhopper__wt_glyc__6,-3.4403716497,-0.1063888255,-0.0868330756,0.10333546310000001,-0.22690032810000002,0.1671469347,0.8891834466
rockhopper__wt_glyc_aMG__4,-4.5230794278,0.6193695864000001,0.8093858327,0.21447380530000001,0.9829650128,0.7572765661,1.621948329
rockhopper__wt_glyc_aMG__5,-1.9602542584,0.6065092066000001,0.6000033542000001,0.2213336307,0.8410876139,0.6825968103000001,1.9996245905
rockhopper__wt_glyc_aMG__6,-0.6037194595,0.9798709129000001,0.9300053628,0.3721320869,1.2263269173,0.9075159064,1.9175695834000002
rockhopper__wt_glyc__7,-6.1780293749,0.8557101366000001,0.3147084383,0.3267917408,1.0358727271000001,0.3460237611,0.817009371
rockhopper__wt_glyc__8,-5.0466732662,1.1863850382,0.8163029064,0.5609825497,1.3521651373,0.8197420794,1.1626846606
rockhopper__wt_glyc__9,-6.1979842166,0.5824803033,0.4865455977,0.28759943400000004,0.4469906174,0.2031034452,0.6022353714
rockhopper__wt_glyc__10,-5.3774348631,-0.3142659602,-0.19694005890000002,-0.2368919985,-0.145904202,0.0281896127,0.2890922358
rockhopper__wt_glyc__11,-2.5359931769,0.0337538764,0.5357216237,0.14532827,0.3585189499,0.42966999380000004,0.9195535796000001
rockhopper__wt_glyc__12,-2.7937858331000003,-0.0101341902,0.471097539,0.3642317098,0.1836285442,0.7376004284000001,0.5176521782
rpoD__wt__1,-0.6630004456,-0.288400054,-0.2306984564,-0.2650089901,0.37080809610000004,0.0144533035,0.0174765734
rpoD__wt__2,-1.3491734078,0.2116526986,0.27096734170000003,0.1635474037,-0.1472996254,-0.0203179288,-0.009966389800000001
rpoD__rpoD_mut__1,-0.8834798001,0.4593202712,0.11141910790000001,0.1684464855,-0.1075567976,-0.0562609125,1.0669382807
rpoD__rpoD_mut__2,3.9556071614,0.1422261995,0.8818179069000001,0.2976957928,-0.0643227189,-0.2420967022,0.9450229699
rpoD__rpoD_mut__3,1.0979687471,0.5915402557,0.17360545200000002,0.1507827136,0.0005808492,-0.2230582741,0.9527041690000001
rpoD__wt__3,2.0121738534,0.07674735540000001,-0.0402688853,0.1014615864,-0.22350847070000002,0.005864625300000001,-0.0075101835
rpoN_peptide__ctrl__1,0.4436172856,0.0615930873,0.07876370120000001,0.0327470021,0.0637044503,0.0303553617,0.0565770898
rpoN_peptide__ctrl__2,0.4331659302,0.0329385384,0.0458313293,0.0481021751,0.0156690406,0.0043498732,0.0280506574
rpoN_peptide__ctrl__3,-0.8767832157000001,-0.0945316257,-0.1245950304,-0.0808491772,-0.0793734909,-0.0347052349,-0.0846277472
rpoN_peptide__nminus__1,0.2006753711,0.2010524682,0.07101942430000001,0.13673644840000002,0.1785238774,0.1029054732,0.0888582535
rpoN_peptide__nminus__2,0.5275084696,0.1186669462,0.029034705900000003,0.07923360680000001,0.1678548191,0.0302733442,0.0564971266
rpoN_peptide__nminus__3,-1.3104114478,-0.0141325402,-0.07063298700000001,0.0144034674,0.081303292,0.084354342,-0.0300399885
rpoN_peptide__nplus__1,9.0223006704,-1.4564848430000001,-0.4390160696,-1.632512297,-0.9979672179,-0.45405325430000004,-2.745274184
rpoN_peptide__nplus__2,9.2267721399,-1.6013969880999999,-0.5132100212,-1.6693356927,-1.0859981772,-0.473393924,-2.7439041613
rpoN_peptide__nplus__3,9.2177235369,-1.553788613,-0.5274770167,-1.6531858744,-1.0891656204,-0.4473285695,-2.7750574036
rpoN_peptide__s54_wt__1,0.9969087110000001,-0.040139883200000004,-0.0473843372,-0.2182690823,-0.0030845069,-0.2185202124,-0.1260632258
rpoN_peptide__s54_wt__2,0.9778346166,-0.034554307400000005,-0.0589448946,-0.19587325690000001,-0.0856139897,-0.15985139480000002,-0.09416479030000001
rpoN_peptide__s54_wt__3,1.1516825554,-0.0101406957,-0.1527826934,-0.2994099301,-0.0370968837,-0.1955964737,-0.3154801144
rsd__wt_ee__1,-0.4116797331,0.06144421,-0.1087062049,-0.0842798241,-0.1086920816,0.045259059500000004,0.0691230146
rsd__wt_ee__2,0.4116797331,-0.06144421,0.1087062049,0.0842798241,0.1086920816,-0.045259059500000004,-0.0691230146
rsd__del_rsd_ee__1,0.336575927,0.19347264390000002,-0.0279470508,0.0678688308,0.058327546800000005,-0.039221110000000003,0.1863535608
rsd__del_rsd_ee__2,0.3157102619,0.0563999518,-0.0884184305,0.030330043600000002,-0.12030315,0.0543527721,-0.2782638174
rsd__del_ssrS_ee__1,1.3523425175,0.6973582141,0.523433386,0.5365988028,-0.1953865066,0.18207195880000002,0.5575771193
rsd__del_ssrS_ee__2,1.8092999475,0.8590970490000001,0.3201135047,0.5911904992,-0.0863479287,0.2110335287,0.3338455225
rsd__del_rsd_ssrS_ee__1,8.2605467464,-0.5461354771,0.2712930537,-0.32946598320000003,-0.2620975874,0.908008094,1.4601972966
rsd__del_rsd_ssrS_ee__2,9.6047531269,-0.7401518561,0.6900611251000001,-0.6170200674,-0.3197862573,1.1503067939,1.6889628481
rsd__del_rpoS_ee__1,2.2120953387,1.2522616008,0.7065502985000001,1.0357575523,0.0348336231,0.12331528280000001,-5.5813733639
rsd__del_rpoS_ee__2,2.1492797716,1.1799221578,0.6768054222000001,0.9608772845,-0.035264928800000005,-0.0560855236,-5.7257479064
rsd__wt_me__1,-1.0684043124,-0.2583467527,-0.1630534231,-0.1932318201,1.3497924922,-0.3193452027,0.9577946779000001
rsd__wt_me__2,-1.1381924827,-0.2709250874,-0.11977652670000001,-0.24201875890000002,1.2046506089,-0.4702037545,1.036078499
rsd__del_rpoS_me__1,2.4906662363,-0.44889419210000003,0.1754536481,-0.2242368632,0.8780282038,-0.36843640920000004,-2.6363265456000002
rsd__del_rpoS_me__2,1.3193990495999999,-0.2810780755,0.2047409573,-0.2415859193,0.8131151801000001,-0.3237943943,-3.4468190392
rsd__wt_ts__1,-0.7101558903,-3.019829697,0.6816640879,-1.6596404198,-0.8061226303,-0.0751807053,0.3304707254
rsd__wt_ts__2,-0.6914102131000001,-2.6323871114,0.8185960482,-1.5412069563,-0.6292702513,-0.2536857035,0.43215976640000003
rsd__del_rsd_ssrS_ts__1,2.297937574,-1.7908955562000002,0.7219122925,-1.6338730553,-1.5989042147,-0.18121867730000002,1.9877141265
rsd__del_rsd_ssrS_ts__2,4.0407386787,-1.6025699759,0.7857176267,-1.6921309905,-1.7107259248000002,-0.08311549330000001,2.06780527
rsd__del_rpoS_ts__1,4.5265237808,-1.9418032751,1.6269512069,0.024751287900000002,0.24316815490000002,0.5675478318,-5.6119542399
rsd__del_rpoS_ts__2,4.8459125634,-1.9856962374,1.7264439833,0.0278344303,0.35089803350000004,0.47887483480000004,-5.8423347759
rsd__wt_s__1,0.0222955208,-2.3669895668,1.3975523745,-1.4241152532,-1.7479177371999999,0.3873556168,0.5579692054000001
rsd__wt_s__2,-0.020897623,-2.3710449179,1.3710309417,-1.6590049948,-1.6314874427000001,0.1015169236,0.4616365456
rsd__del_rsd_s__1,-0.2786103305,-2.6855156997,1.4797326518,-1.8726274564,-1.7916764761000001,-0.0930943733,0.5051351337000001
rsd__del_rsd_s__2,0.1227522364,-2.6965056526,1.3890769,-1.8730596957,-1.7863753928000001,0.0016089801000000001,0.5051997424
rsd__del_rsd_ssrS_s__1,2.3263132708,-0.0961931421,1.9067585004,-1.10328679,-1.6735628130000002,0.8420065403,1.5527850871000002
rsd__del_rsd_ssrS_s__2,1.8920313767999999,-0.07376151930000001,1.8625522063000002,-1.1546180975,-1.7667546818000002,0.7912816374,1.437596027
rsd__del_rsd_ls__1,0.9565781675,-1.0278026086,1.2300910035000001,-2.9067680232,-2.6987899867,-0.0529769921,1.0307075964
rsd__del_rsd_ls__2,0.3526755461,-0.6743482373,1.064799884,-3.0181921286,-2.715531577,0.0801929176,0.693432622
rsd__del_ssrS_ls__1,2.024501086,-1.7238647785999999,1.4783430668,-1.5439177016999999,-3.0085625719,0.2502055307,0.802391139
rsd__del_ssrS_ls__2,1.4488292085,-1.8713873546,1.1249858676,-2.1842734612,-3.4102889405,-0.0210526542,0.3138153546
rsd__del_rsd_ssrS_ls__1,3.7132827541999998,-1.5251290974,1.7596019351,-1.616189157,-3.3791962805,0.2766633385,2.8254353854
rsd__del_rsd_ssrS_ls__2,4.5695035788,-1.4189196877,1.6288132779,-1.5982655594000001,-3.3891356153,0.3719032882,3.1626229327
rsd__del_rpoS_ls__1,12.5704275695,-2.0082628339,0.9203576051000001,-1.5932065020000001,-2.8197675082,0.7382005863000001,-4.1650761082
rsd__del_rpoS_ls__2,11.3864492211,-1.7747494978,1.2506586523,-1.2939667953,-2.5076543975,0.7660724378,-3.0448556455
sdsR_ryeA__wt_3h__1,2.105136846,0.5521880466,0.0336110383,0.0834236646,0.6360514056000001,0.6185407673000001,0.6057656301000001
sdsR_ryeA__wt_8h__1,-2.7207524848,0.5492686969,0.9670152922,-1.0800252217,1.5319703017,0.8196884574000001,0.9964218241
sdsR_ryeA__wt_3h__2,-2.105136846,-0.5521880466,-0.0336110383,-0.0834236646,-0.6360514056000001,-0.6185407673000001,-0.6057656301000001
sdsR_ryeA__wt_8h__2,-2.4325132048,0.690038118,0.9802278685,-1.0200857079,1.2631041084999999,0.8166315467,0.9005725640000001
starve_series__t00_growth1__1,0.3370816445,0.0215765713,-0.0940147947,0.023435122500000002,0.1545464236,0.0915819788,-0.0494246002
starve_series__t00_growth1__2,-0.0221243934,0.0549445758,-0.0729560592,0.1248516005,-0.057338121900000004,0.0137155069,0.3250839017
starve_series__t00_growth1__3,0.20022051870000002,0.0584711486,-0.0934380196,0.0692848872,0.1379334156,0.0433381278,-0.044937484900000005
starve_series__t00_growth1__4,-0.5151777698000001,-0.13499229570000001,0.2604088735,-0.21757161020000002,-0.2351417173,-0.1486356134,-0.2307218167
