,-0.08300778510911509,-0.07114953009352722,-0.05929127507793934,-0.047433020062351464,-0.03557476504676359,-0.02371651003117571,-0.011858255015587835,4.163336342344337e-17,0.011858255015587918,0.023716510031175794,0.03557476504676367,0.04743302006235155,0.05929127507793942,0.0711495300935273,0.08300778510911518,0.09486604012470305,0.10672429514029093,0.1185825501558788,0.13044080517146667,0.14229906018705457
thresh,-0.08893691261690903,0.08893691261690903,2,,,,,,,,,,,,,,,,,
unreg,0,1,2,10,43,205,1029,1917,889,142,41,12,2,0,0,0,0,0,0,0
SwrA,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,5,13,7,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SwrA_genes,[],[],[],[],[],[],[],[],[],[],['flgB'],['flgC' 'swrB'],['sigD'],['fliE'],['cheW' 'fliF'],['fliH' 'cheC' 'fliG' 'cheD' 'cheY'],"['fliY' 'cheB' 'flgE' 'cheA' 'flhG' 'flgD' 'fliZ' 'fliM' 'fliR' 'flhA'
 'ylxF' 'fliP' 'fliI']",['flhB' 'flhF' 'fliQ' 'fliK' 'fliJ' 'swrD' 'fliL'],[],[]
