,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,0.0,0.12469899716141675,2.0,0.0,-0.08817550649999982,1.0,0.08817550649999982,,,,,,,,
1,fur__wt_dpd,0.01812730300000042,0.13010407614197275,2.0,2.0,0.11012477750000027,3.0,-0.07387017149999943,,,,,,,,
2,fur__wt_fe,-0.3437872004999996,0.1520357333012738,2.0,4.0,-0.2362817024999995,5.0,-0.4512926984999997,,,,,,,,
3,fur__delfur_dpd,-0.3407178685000001,0.12840450044566387,2.0,6.0,-0.2499221755000001,7.0,-0.4315135615000001,,,,,,,,
4,fur__delfur_fe2,-0.05125862449999996,0.08434695945061955,2.0,8.0,-0.1109009314999998,9.0,0.008383682499999878,,,,,,,,
5,acid__wt_ph5,-0.12553165450000003,0.0556854877475879,2.0,10.0,-0.08615606850000024,11.0,-0.16490724049999986,,,,,,,,
6,acid__delgadx_ph5,-0.23107720749999935,,1.0,12.0,-0.23107720749999935,,,,,,,,,,
7,acid__delgadw_ph5,-0.36604494749999983,0.07589227741523051,2.0,13.0,-0.31238100349999964,14.0,-0.41970889149999996,,,,,,,,
8,acid__delgade_ph5,-0.20497524349999985,0.08152657495840263,2.0,15.0,-0.2626232374999997,16.0,-0.14732724949999998,,,,,,,,
9,oxidative__wt_pq,1.0160127410000013,0.011957501646090126,2.0,17.0,1.0075575105000016,18.0,1.024467971500001,,,,,,,,
10,oxidative__deloxyr_pq,0.9561831400000006,0.031931910569592103,2.0,19.0,0.9336038694999996,20.0,0.9787624105000016,,,,,,,,
11,oxidative__delsoxr_pq,0.9422993965000006,0.05444056686233988,2.0,21.0,0.9807946905000008,22.0,0.9038041025000004,,,,,,,,
12,oxidative__delsoxs_pq,1.3995116095000002,0.011254773977201067,2.0,23.0,1.407469936500001,24.0,1.3915532824999994,,,,,,,,
13,nac_ntrc__wt_csn,-0.31528373749999977,0.09907937791579012,2.0,25.0,-0.2452240374999999,26.0,-0.3853434374999996,,,,,,,,
14,nac_ntrc__wt_cytd,-0.2943247459999996,0.07088953865763586,2.0,27.0,-0.24419827249999934,28.0,-0.3444512194999998,,,,,,,,
15,nac_ntrc__wt_gln,-0.5963598115000002,0.13179954920473747,2.0,29.0,-0.6895561665000001,30.0,-0.5031634565000003,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-0.22168395500000004,0.08265364589196487,2.0,31.0,-0.16323900150000006,32.0,-0.28012890850000005,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-0.4426595889999998,0.11344986448211676,2.0,33.0,-0.3624384205000002,34.0,-0.5228807574999994,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-0.3840892065000001,0.09431970782133564,2.0,35.0,-0.4507833115000004,36.0,-0.31739510149999983,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.15876885949999986,0.39620375232420424,2.0,37.0,-0.4389272195,38.0,0.1213895005000003,,,,,,,,
20,misc__wt_no_te,-0.33994494249999985,0.2938811287473388,2.0,39.0,-0.13213960349999976,40.0,-0.5477502814999999,,,,,,,,
21,misc__bw_delcbl,-0.46276837999999954,0.07781046931507912,2.0,41.0,-0.5177886904999998,42.0,-0.4077480694999993,,,,,,,,
22,misc__bw_delfabr,-0.3794683714999998,0.18763552907435263,2.0,43.0,-0.24679001649999946,44.0,-0.5121467265000001,,,,,,,,
23,misc__bw_delfadr,-0.16974786799999952,0.11381768163070066,2.0,45.0,-0.2502291224999995,46.0,-0.08926661349999954,,,,,,,,
24,misc__nitr_031,-0.032586834499999995,,1.0,47.0,-0.032586834499999995,,,,,,,,,,
25,omics__wt_glu,0.3800504625000003,0.04573343214971715,2.0,48.0,0.41238888250000016,49.0,0.34771204250000043,,,,,,,,
26,omics__wt_gly,0.36413716800000007,0.07026795927006059,2.0,50.0,0.3144502175000001,51.0,0.4138241185,,,,,,,,
27,omics__wt_thr,0.3942429795000004,0.3558514268209465,2.0,52.0,0.6458679365000002,53.0,0.14261802250000066,,,,,,,,
28,omics__bw_ac,0.08924193949999992,0.31979739696534265,2.0,54.0,0.31537284749999994,55.0,-0.1368889685000001,,,,,,,,
29,omics__bw_fum,0.24606054000000063,0.3335285048521986,2.0,56.0,0.01022027250000068,57.0,0.4819008075000006,,,,,,,,
30,omics__bw_glc,-0.2842514650000001,0.2620683373861062,2.0,58.0,-0.0989411665000004,59.0,-0.4695617634999998,,,,,,,,
31,omics__bw_pyr,0.2577558155000003,0.1957367666135924,2.0,60.0,0.3961626105000001,61.0,0.11934902050000053,,,,,,,,
32,ompr__wt_nacl,-0.7695005844999998,0.201502990483145,2.0,62.0,-0.9119847154999999,63.0,-0.6270164534999996,,,,,,,,
33,ompr__bw_delompr_nacl,-1.5483970189999998,0.23271400427510197,2.0,64.0,-1.3838433685,65.0,-1.7129506694999996,,,,,,,,
34,minspan__wt_ade,0.2992874855000007,,1.0,66.0,0.2992874855000007,,,,,,,,,,
35,minspan__wt_glc,0.12184292150000048,0.11790677202717123,3.0,67.0,0.0456300805000005,68.0,0.2576514865000004,69.0,0.062247197500000524,,,,,,
36,minspan__wt_glc_anaero,0.1280248110000004,0.10936197411406093,2.0,70.0,0.05069421750000025,71.0,0.20535540450000056,,,,,,,,
37,minspan__wt_trp,-0.3996605454999997,,1.0,72.0,-0.3996605454999997,,,,,,,,,,
38,minspan__bw_delcra_glc,-0.2378348524999998,,1.0,73.0,-0.2378348524999998,,,,,,,,,,
39,minspan__bw_delcra_trp,-0.5003046414999996,,1.0,74.0,-0.5003046414999996,,,,,,,,,,
40,minspan__bw_delmntr,0.2014856355000001,,1.0,75.0,0.2014856355000001,,,,,,,,,,
41,minspan__bw_delnac_ade,-0.08570508850000014,,1.0,76.0,-0.08570508850000014,,,,,,,,,,
42,minspan__bw_delnac_glc,0.38363936649999975,,1.0,77.0,0.38363936649999975,,,,,,,,,,
43,cra_crp__wt_ac,0.052370998000000224,0.13423156873241657,2.0,78.0,-0.04254505449999968,79.0,0.14728705050000013,,,,,,,,
44,cra_crp__wt_fru,0.0848639695000002,0.06249990549636718,2.0,80.0,0.0406698625000006,81.0,0.1290580764999998,,,,,,,,
45,cra_crp__delcra_ac,0.33068047850000015,0.0108151755908313,2.0,82.0,0.3383279625000002,83.0,0.3230329945000001,,,,,,,,
46,cra_crp__delcra_fru,0.12568658449999992,0.03801571942909752,2.0,84.0,0.15256775749999996,85.0,0.09880541149999987,,,,,,,,
47,cra_crp__delcra_glc,-0.22789773899999943,0.37964502765697283,2.0,86.0,-0.4963473124999993,87.0,0.04055183450000044,,,,,,,,
48,rpoB__wt_031,-0.30425665050000017,,1.0,88.0,-0.30425665050000017,,,,,,,,,,
49,rpoB__wt_044,-0.6570750144999984,,1.0,89.0,-0.6570750144999984,,,,,,,,,,
50,rpoB__wt_lb,-0.5252487929999998,0.2051060467227192,2.0,90.0,-0.3802169165000002,91.0,-0.6702806694999994,,,,,,,,
51,rpoB__rpoBE546V_031,-0.22316649450000006,,1.0,92.0,-0.22316649450000006,,,,,,,,,,
52,rpoB__rpoBE546V_044,0.035037303500000234,,1.0,93.0,0.035037303500000234,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-0.06863883699999997,0.036115314093222446,2.0,94.0,-0.04310145350000028,95.0,-0.09417622049999964,,,,,,,,
54,rpoB__rpoBE546V_glc,0.04878460350000058,,1.0,96.0,0.04878460350000058,,,,,,,,,,
55,rpoB__rpoBE672K_glc,0.06253494800000015,0.042632725780701264,2.0,97.0,0.09268083750000056,98.0,0.032389058499999734,,,,,,,,
56,rpoB__rpoBE672K_lb,0.5062167495000001,0.096886337145629,2.0,99.0,0.5747257355000004,100.0,0.4377077634999997,,,,,,,,
57,crp__wt_fru,-0.11120986350000006,,1.0,101.0,-0.11120986350000006,,,,,,,,,,
58,crp__wt_glyc,-0.14889512299999996,0.013489350906794727,2.0,102.0,-0.15843353449999942,103.0,-0.1393567115000005,,,,,,,,
59,crp__delar1_glyc,-0.2441882999999998,0.12699865832047336,2.0,104.0,-0.3339899124999999,105.0,-0.15438668749999973,,,,,,,,
60,crp__delar1ar2_glyc,-0.08444343349999943,0.11561832566253744,3.0,106.0,-0.07567705949999938,107.0,-0.2041954214999997,108.0,0.02654218050000079,,,,,,
61,crp__delar2_glyc,-0.3792031938333332,0.24052635918399765,3.0,109.0,-0.16375780449999944,110.0,-0.6387165095,111.0,-0.3351352675000001,,,,,,
62,crp__delcrp_fru,0.06415284516666701,0.07342335118913282,3.0,112.0,-0.02035626149999992,113.0,0.11229354050000052,114.0,0.10052125650000043,,,,,,
63,crp__delcrp_glc,0.18232383150000006,0.20108755349240154,3.0,115.0,0.21827651250000013,116.0,-0.034314930499999896,117.0,0.3630099124999999,,,,,,
64,crp__delcrp_glyc,-0.07364198383333302,0.11713422587887641,3.0,118.0,0.030963169500000557,119.0,-0.20019917850000013,120.0,-0.05168994249999948,,,,,,
65,glu__glu_ale3,-0.5753125194999997,,1.0,121.0,-0.5753125194999997,,,,,,,,,,
66,glu__glu_ale4,-1.1034880014999997,,1.0,122.0,-1.1034880014999997,,,,,,,,,,
67,glu__glu_ale5,-1.4934949705,,1.0,123.0,-1.4934949705,,,,,,,,,,
68,glu__glu_ale6,-0.2440092334999999,,1.0,124.0,-0.2440092334999999,,,,,,,,,,
69,glu__glu_ale8,-0.5103325884999999,,1.0,125.0,-0.5103325884999999,,,,,,,,,,
70,glu__glu_ale9,-0.4386135775,,1.0,126.0,-0.4386135775,,,,,,,,,,
71,glu__glu_ale10,-0.14453729149999986,,1.0,127.0,-0.14453729149999986,,,,,,,,,,
72,42c__wt_42c,-0.24341924149999986,,1.0,128.0,-0.24341924149999986,,,,,,,,,,
73,42c__42c_ale1,-0.4590463794999984,,1.0,129.0,-0.4590463794999984,,,,,,,,,,
74,42c__42c_ale2,-0.6587330615000004,,1.0,130.0,-0.6587330615000004,,,,,,,,,,
75,42c__42c_ale3,-0.7640633735,,1.0,131.0,-0.7640633735,,,,,,,,,,
76,42c__42c_ale4,-0.6723915534999998,,1.0,132.0,-0.6723915534999998,,,,,,,,,,
77,42c__42c_ale5,-0.6166433294999996,,1.0,133.0,-0.6166433294999996,,,,,,,,,,
78,42c__42c_ale6,-0.4921785365,,1.0,134.0,-0.4921785365,,,,,,,,,,
79,42c__42c_ale8,-0.7596923484999998,,1.0,135.0,-0.7596923484999998,,,,,,,,,,
80,42c__42c_ale9,-0.9602392135,,1.0,136.0,-0.9602392135,,,,,,,,,,
81,42c__42c_ale10,-0.2285150764999999,,1.0,137.0,-0.2285150764999999,,,,,,,,,,
82,ssw__wt_ac,0.057840692500000124,,1.0,138.0,0.057840692500000124,,,,,,,,,,
83,ssw__wt_glc,0.13693684750000035,,1.0,139.0,0.13693684750000035,,,,,,,,,,
84,ssw__wt_glyc,0.3313559625,,1.0,140.0,0.3313559625,,,,,,,,,,
85,ssw__wt_xyl,0.04197412949999979,,1.0,141.0,0.04197412949999979,,,,,,,,,,
86,ssw__glc_ale1,-0.08685111449999994,,1.0,142.0,-0.08685111449999994,,,,,,,,,,
87,ssw__glc_ale2,-0.3583968805,,1.0,143.0,-0.3583968805,,,,,,,,,,
88,ssw__glc_ale3,-0.3063017024999999,,1.0,144.0,-0.3063017024999999,,,,,,,,,,
89,ssw__glyc_ale1,-0.10730052650000044,,1.0,145.0,-0.10730052650000044,,,,,,,,,,
90,ssw__glyc_ale2,-0.27286520749999976,,1.0,146.0,-0.27286520749999976,,,,,,,,,,
91,ssw__xyl_ale1,-0.18869190149999948,,1.0,147.0,-0.18869190149999948,,,,,,,,,,
92,ssw__xyl_ale2,0.21518934050000027,,1.0,148.0,0.21518934050000027,,,,,,,,,,
93,ssw__xyl_ale3,-0.34052728549999944,,1.0,149.0,-0.34052728549999944,,,,,,,,,,
94,ssw__glc_ac_ac2,-0.12391244949999967,,1.0,150.0,-0.12391244949999967,,,,,,,,,,
95,ssw__glc_ac_glc1,-0.7507468234999997,,1.0,151.0,-0.7507468234999997,,,,,,,,,,
96,ssw__glc_glyc_glc,0.10755983950000036,,1.0,152.0,0.10755983950000036,,,,,,,,,,
97,ssw__glc_glyc_glyc,-1.0171985675,,1.0,153.0,-1.0171985675,,,,,,,,,,
98,ssw__glc_xyl_glc,-0.6968391315000001,,1.0,154.0,-0.6968391315000001,,,,,,,,,,
99,ssw__glc_xyl_xyl,-0.2917532915000001,,1.0,155.0,-0.2917532915000001,,,,,,,,,,
100,ica__wt_glc,-0.4152678033333331,0.21877500421554713,6.0,156.0,-0.22319502649999998,157.0,-0.4806511784999996,158.0,-0.8092852035,159.0,-0.4348840784999997,180.0,-0.2977047094999996,181.0,-0.2458866234999997
101,ica__arg_sbt,-0.4447071375,0.03475580726118979,2.0,160.0,-0.4692832045,161.0,-0.4201310705000001,,,,,,,,
102,ica__cytd_rib,-0.3955086834999997,0.014303213134271384,2.0,162.0,-0.3853947844999999,163.0,-0.4056225824999995,,,,,,,,
103,ica__gth,-0.9850632274999997,0.024390828173163934,2.0,164.0,-1.0023101474999998,165.0,-0.9678163074999996,,,,,,,,
104,ica__leu_glcr,-0.016212715499999586,0.11579572446272246,2.0,166.0,0.06566722650000045,167.0,-0.09809265749999962,,,,,,,,
105,ica__met_glc,-0.6902621010000001,0.1325835177859319,2.0,168.0,-0.7840128054999997,169.0,-0.5965113965000004,,,,,,,,
106,ica__no3_anaero,-0.12167910900000001,0.028120849677941633,2.0,170.0,-0.14156355250000008,171.0,-0.10179466549999994,,,,,,,,
107,ica__phe_acgam,-0.5104235494999996,0.1718879244744997,2.0,172.0,-0.3888804324999997,173.0,-0.6319666664999994,,,,,,,,
108,ica__thm_gal,-0.22020723249999907,0.11890423658349547,2.0,174.0,-0.3042852244999983,175.0,-0.13612924049999986,,,,,,,,
109,ica__tyr_glcn,-0.2420748364999996,0.12364878166390182,2.0,176.0,-0.1546419444999998,177.0,-0.32950772849999943,,,,,,,,
110,ica__ura_pyr,-0.15715126249999978,0.017322600102132147,2.0,178.0,-0.14490233449999934,179.0,-0.1694001905000002,,,,,,,,
111,ica__bw_delpurR_cytd,-0.1820422169999998,0.28510985025727476,2.0,182.0,-0.3836453254999999,183.0,0.019560891500000288,,,,,,,,
112,ica__ade_glc,-0.4146763070000001,0.07677192602920108,2.0,184.0,-0.3603903575,185.0,-0.4689622565000002,,,,,,,,
113,ytf__wt_glc,-0.9201238429999998,0.19089111587007937,2.0,186.0,-0.7851434404999997,187.0,-1.0551042455,,,,,,,,
114,ytf__delyafC,-0.5276094044999997,0.04523407758348379,2.0,188.0,-0.5595947274999995,189.0,-0.4956240814999999,,,,,,,,
115,ytf__delyeiE,-0.19558925749999956,0.07918641355134692,2.0,190.0,-0.1395960074999998,191.0,-0.2515825074999993,,,,,,,,
116,ytf__delyiaJ,-0.8316522369999997,0.016544957298201227,2.0,192.0,-0.8433512884999996,193.0,-0.8199531854999997,,,,,,,,
117,ytf__delyieP,-0.2871636589999995,0.17625454007224425,2.0,194.0,-0.16253287849999953,195.0,-0.4117944394999995,,,,,,,,
118,ytf__wt_ph5,-0.49981084299999967,0.05150388381071384,2.0,196.0,-0.4633920974999999,197.0,-0.5362295884999995,,,,,,,,
119,ytf__wt_ph8,-0.5531023844999998,0.04318475909502507,2.0,198.0,-0.5836386204999995,199.0,-0.5225661485000002,,,,,,,,
120,ytf__delybaO,-0.7006321645,0.18748085936546258,2.0,200.0,-0.8332011515000001,201.0,-0.5680631775,,,,,,,,
121,ytf__delybaQ,-0.31778305149999975,0.23793700113818253,2.0,202.0,-0.4860299184999999,203.0,-0.1495361844999996,,,,,,,,
122,ytf__delybiH,-0.6075036959999998,0.1145493391593299,2.0,204.0,-0.6885023104999997,205.0,-0.5265050814999999,,,,,,,,
123,ytf__delydcI_ph5,-0.4826129789999998,0.07920903884702446,2.0,206.0,-0.5386222274999994,207.0,-0.4266037305000001,,,,,,,,
124,ytf__delydcI_ph8,-0.6049294649999997,0.44457643154332216,2.0,208.0,-0.2905664554999996,209.0,-0.9192924744999996,,,,,,,,
125,ytf__delyddM,-0.07350540699999986,0.0871441939739273,2.0,210.0,-0.13512565749999972,211.0,-0.011885156499999994,,,,,,,,
126,ytf__delyheO,-0.40760151199999983,0.16467549116783328,2.0,212.0,-0.5240446685000002,213.0,-0.2911583554999995,,,,,,,,
127,fps__bw_glc,-0.2105124389999999,0.03938497302100212,2.0,214.0,-0.1826630575000001,215.0,-0.23836182049999974,,,,,,,,
128,fps__fps_thrA_ale1,0.12973411050000028,0.003067077077610404,2.0,216.0,0.12756535950000014,217.0,0.1319028615000004,,,,,,,,
129,fps__fps_thrA_ale2,-0.10332295800000012,0.023045735005758492,2.0,218.0,-0.08702716250000009,219.0,-0.11961875350000015,,,,,,,,
