locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2648,0.5058800527,pinH,putative invertase fragment,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7383
b1552,0.1084102261,cspI,Qin prophage%3B cold shock protein CspI,Transcription,cspI,"Fis,BasR",https://ecocyc.org/gene?orgid=ECOLI&id=G6825
b4521,0.0860134452,ycgI,protein YcgI,Cell wall/membrane/envelope biogenesis,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10444
