,iModulon,Gene
0,0,PN96_RS03610
1,0,PN96_RS17505
2,0,PN96_RS17520
3,0,PN96_RS23045
4,1,PN96_RS05950
5,1,PN96_RS05955
6,1,PN96_RS06760
7,1,PN96_RS06765
8,1,PN96_RS06770
9,1,PN96_RS06775
10,1,PN96_RS07525
11,1,PN96_RS08775
12,1,PN96_RS14500
13,1,PN96_RS15780
14,1,PN96_RS18020
15,1,PN96_RS18645
16,1,PN96_RS18915
17,1,PN96_RS18925
18,1,PN96_RS19145
19,1,PN96_RS19150
20,1,PN96_RS19155
21,1,PN96_RS19160
22,1,PN96_RS19165
23,1,PN96_RS19170
24,1,PN96_RS19175
25,1,PN96_RS19180
26,1,PN96_RS19185
27,1,PN96_RS19190
28,1,PN96_RS19280
29,1,PN96_RS19285
30,1,PN96_RS19290
31,1,PN96_RS19295
32,1,PN96_RS19300
33,1,PN96_RS19305
34,1,PN96_RS19310
35,1,PN96_RS19315
36,1,PN96_RS19320
37,1,PN96_RS19325
38,1,PN96_RS19330
39,1,PN96_RS19335
40,1,PN96_RS19340
41,1,PN96_RS19345
42,1,PN96_RS19350
43,1,PN96_RS19355
44,1,PN96_RS19360
45,1,PN96_RS19365
46,1,PN96_RS19370
47,1,PN96_RS21015
48,1,PN96_RS21215
49,1,PN96_RS21220
50,1,PN96_RS22785
51,1,PN96_RS22790
52,2,PN96_RS03895
53,2,PN96_RS13840
54,2,PN96_RS13845
55,2,PN96_RS13850
56,2,PN96_RS13855
57,2,PN96_RS13860
58,2,PN96_RS13865
59,2,PN96_RS16895
60,2,PN96_RS16900
61,2,PN96_RS16905
62,2,PN96_RS19260
63,2,PN96_RS19265
64,3,PN96_RS04190
65,3,PN96_RS04195
66,3,PN96_RS05400
67,3,PN96_RS05405
68,3,PN96_RS05410
69,3,PN96_RS07405
70,3,PN96_RS23895
71,3,PN96_RS09115
72,3,PN96_RS09120
73,3,PN96_RS09125
74,3,PN96_RS14410
75,3,PN96_RS14415
76,3,PN96_RS14420
77,3,PN96_RS14445
78,3,PN96_RS14450
79,3,PN96_RS17720
80,3,PN96_RS18285
81,3,PN96_RS23420
