,BSU14430
M9exp_1,13.6471
M9exp_2,13.2725
M9exp_3,13.128
M9tran_1,12.8626
M9tran_2,12.8542
M9tran_3,13.1878
M9stat_1,11.716
M9stat_2,11.9696
M9stat_3,11.8044
MG-0.1_1,13.2628
MG-0.1_2,12.5283
MG-0.1_3,13.8539
MG-0.2_2,13.1493
MG-0.2_3,13.3163
MG+5_1,13.243
MG+5_2,13.1707
MG+5_3,13.0714
MG+10_1,13.7658
MG+10_2,13.4134
MG+10_3,12.7223
MG+15_1,13.0108
MG+15_2,13.9826
MG+15_3,13.6308
MG+25_1,13.4718
MG+25_2,13.0345
MG+25_3,13.8145
MG+45_1,13.0876
MG+45_2,12.7687
MG+45_3,14.0856
MG+60_2,13.2544
MG+60_3,13.3487
MG+90_2,12.9181
MG+90_3,13.5947
MG+120_1,12.6225
MG+120_2,13.3713
MG+120_3,13.1338
MG+150_1,12.9611
MG+150_3,13.1255
GM-0.1_1,13.0401
GM-0.1_2,13.845999999999998
GM-0.1_3,13.6217
GM-0.2_1,13.0634
GM-0.2_2,13.6005
GM-0.2_3,13.5883
GM+5_1,12.9192
GM+5_2,13.5082
GM+5_3,13.5769
GM+10_2,13.4872
GM+10_3,12.481
GM+15_1,13.2754
GM+15_2,13.1696
GM+15_3,13.0872
GM+25_1,13.8357
GM+25_2,13.6042
GM+25_3,12.9802
GM+45_1,13.5297
GM+45_2,12.7073
GM+45_3,12.6102
GM+60_1,13.4519
GM+60_2,12.5338
GM+60_3,12.6366
GM+90_1,13.599
GM+90_2,13.5695
GM+90_3,13.0428
GM+120_1,12.5083
GM+120_3,13.2224
GM+150_1,13.0104
GM+150_2,12.4588
GM+150_3,13.2354
BT_1,12.0729
BT_2,11.5831
B36_1,13.323
B36_2,13.3106
B60_1,13.5913
B60_2,13.7345
S0_1,13.0728
S0_2,13.3573
S0_3,13.1529
S1_1,13.2576
S1_2,13.0721
S1_3,13.3886
S2_1,12.962
S2_2,12.7952
S2_3,12.4374
S3_1,13.2191
S3_2,13.3052
S4_1,13.452
S4_2,13.1045
S4_3,12.6113
S5_1,12.9756
S5_2,13.1281
S5_3,13.2524
S6_1,12.5651
S6_2,10.3624
S6_3,12.6656
S6/t_1,12.4506
S6/t_2,9.752
S6_4,11.7376
S6_5,12.3818
S6_6,12.5339
S7_4,12.1486
S7_5,11.7443
S7_6,12.0827
S8_4,11.6307
S8_5,10.7944
G135_1,13.6858
G135_3,11.9269
G150_1,13.6782
G150_2,13.8292
G150_3,13.8549
G180_1,13.718
G180_2,14.0605
G180_3,12.7779
T-5.40H_1,13.9163
T-4.40H_1,13.7445
T-3.40H_1,13.5089
T-2.40H_1,13.21
T-1.40H_1,13.0892
T-1.10H_1,13.1183
T-0.40H_1,13.2294
T0.0H_1,12.9123
T0.30H_1,12.7649
T1.0H_1,12.3571
T1.30H_1,12.091
T2.0H_1,12.0045
T2.30H_1,13.0077
T3.0H_1,12.7178
T3.30H_1,13.0898
T4.0H_1,12.9832
T5.0H_1,12.3376
LBexp_1,14.0376
LBexp_2,13.8359
LBexp_3,13.7614
LBtran_1,13.15
LBtran_2,13.2386
LBtran_3,13.2831
LBstat_1,13.3133
LBstat_2,12.984000000000002
LBstat_3,12.7508
LBGexp_1,13.8525
LBGexp_2,13.8674
LBGexp_3,13.9769
LBGtran_2,13.2839
LBGtran_3,13.7688
LBGstat_1,13.599
LBGstat_2,13.1466
LBGstat_3,12.6309
Mt0_1,13.7223
Mt0_3,14.1758
M0t45_1,13.5848
M0t45_2,13.9823
M0t45_3,13.8905
M0t90_1,12.5286
M0t90_2,13.5903
M0t90_3,13.1827
M40t45_1,13.4038
M40t45_2,13.4436
M40t45_3,13.9862
M40t90_1,12.718
M40t90_2,13.5118
M40t90_3,13.5181
dia0_1,13.8009
dia0_2,13.9407
dia0_3,14.1118
dia5_1,13.0197
dia5_2,13.0647
dia5_3,13.2232
dia15_1,12.9948
dia15_2,13.6114
dia15_3,13.0109
C30_1,13.2352
C30_2,13.4631
C90_1,13.3882
C90_2,13.5934
SMM_1,13.3256
SMM_2,13.2263
SMM_3,13.3316
Salt_1,12.4929
Salt_2,12.398
Salt_3,12.5113
M+G_1,13.1504
M+G_2,13.098
M+G_3,13.2473
Glu_1,13.6297
Glu_2,13.6876
Glu_3,13.6969
Fru_1,13.6324
Fru_2,13.6036
Fru_3,13.1871
Mal_1,12.8269
Mal_2,12.9168
Mal_3,13.2715
G+S_2,12.8118
G+S_3,13.1811
Pyr_1,12.6879
Pyr_2,13.05
Pyr_3,12.9023
Gly_1,11.9905
Gly_2,12.7557
Gly_3,11.1602
Glucon_1,12.6403
Glucon_2,13.1481
Glucon_3,12.3094
BI_1,14.0035
BI_2,14.013
BC_2,14.3042
BC/t_1,13.7214
BC/t_2,14.0883
BC_1,13.751
Sw_1,14.2705
Sw_2,14.5388
BMM_1,13.4963
BMM_2,13.2566
BMM_3,13.377
Heat_1,13.491
Heat_2,13.0565
Heat_3,12.9109
Cold_1,14.9898
Cold_2,14.5436
Cold_3,13.9802
Etha_1,11.2264
Etha_2,11.061
Etha_3,11.4698
SMMPr_1,12.906
SMMPr_2,12.9943
SMMPr_3,13.1701
HiTm_1,12.9746
HiTm_2,13.049
HiTm_3,12.9619
LoTm_1,13.6866
