sample,BSU31450
LBexp_1,8.1737
LBexp_2,8.5991
LBexp_3,8.3544
LBtran_1,8.7054
LBtran_2,8.3754
LBtran_3,8.4306
LBstat_1,8.4502
LBstat_2,8.2921
LBstat_3,8.3151
LBGexp_1,7.9231
LBGexp_2,8.3022
LBGexp_3,7.778
LBGtran_2,7.8775
LBGtran_3,8.3464
LBGstat_1,7.0709
LBGstat_2,7.0853
LBGstat_3,7.6709
S0_1,9.0199
S0_2,8.7692
S0_3,8.7078
S1_1,11.6642
S1_2,11.6335
S1_3,11.6212
S2_1,11.112
S2_2,10.9179
S2_3,10.7287
S3_1,10.8719
S3_2,10.8597
S4_1,10.3646
S4_2,9.9548
S4_3,9.6253
S5_1,9.5815
S5_2,9.5607
S5_3,9.7573
S6_1,7.8584
S6_2,7.2051
S6_3,8.255
S6/t_1,8.469
S6/t_2,7.5974
S6_4,8.5176
S6_5,8.6192
S6_6,8.6431
S7_4,9.254
S7_5,9.2079
S7_6,9.3362
S8_4,9.154
S8_5,9.1652
G135_1,7.7971
G135_3,7.6102
G150_1,7.8234
G150_2,7.8918
G150_3,7.9704
G180_1,7.7297
G180_2,7.8039999999999985
G180_3,7.4054
C30_1,8.8312
C30_2,8.8637
C90_1,8.7283
C90_2,8.7486
BI_1,9.2943
BI_2,8.9873
BC_2,8.6045
BC/t_1,8.2231
BC/t_2,8.861
BC_1,8.1847
Sw_1,7.4438
Sw_2,7.657999999999999
BT_1,10.1072
BT_2,9.7676
B36_1,8.6159
B36_2,8.8185
B60_1,8.4163
B60_2,9.0333
M9exp_1,11.1808
M9exp_2,10.7857
M9exp_3,10.6653
M9tran_1,10.7063
M9tran_2,10.6492
M9tran_3,10.8585
M9stat_1,9.223
M9stat_2,9.0651
M9stat_3,8.9308
M+G_1,10.2475
M+G_2,10.2777
M+G_3,10.3194
Glu_1,11.0974
Glu_2,11.0418
Glu_3,11.0306
Fru_1,10.7275
Fru_2,11.0512
Fru_3,10.6863
Mal_1,9.7538
Mal_2,10.1528
Mal_3,10.4421
G+S_2,10.2907
G+S_3,10.7106
Pyr_1,9.9099
Pyr_2,10.1047
Pyr_3,10.1057
Gly_1,9.4514
Gly_2,9.9672
Gly_3,9.0882
Glucon_1,10.2549
Glucon_2,10.731
Glucon_3,10.2662
aero_1,9.607
aero_2,8.9141
aero_3,9.8404
nit_1,9.0374
nit_2,9.489
nit_3,9.0904
ferm_1,8.8278
ferm_2,8.5457
ferm_3,9.1214
T-5.40H_1,11.1357
T-4.40H_1,10.7849
T-3.40H_1,10.6006
T-2.40H_1,10.4167
T-1.40H_1,10.0982
T-1.10H_1,10.0751
T-0.40H_1,10.2925
T0.0H_1,10.0385
T0.30H_1,8.4582
T1.0H_1,9.7174
T1.30H_1,9.9722
T2.0H_1,10.2097
T2.30H_1,10.958
T3.0H_1,10.3947
T3.30H_1,10.6196
T4.0H_1,10.5157
T5.0H_1,9.9202
HPh_1,9.9926
HPh_2,9.8614
HPh_3,9.8931
LPh_1,9.805
LPh_2,10.4545
LPh_3,10.0157
LPhT_1,8.7523
LPhT_2,8.381
LPhT_3,8.6701
SMMPr_1,10.1967
SMMPr_2,10.0777
SMMPr_3,10.078
HiTm_1,9.6033
HiTm_2,9.5453
HiTm_3,10.3666
LoTm_1,10.4073
LoTm_2,10.2103
LoTm_3,9.8689
HiOs_1,10.4639
HiOs_2,10.2387
HiOs_3,10.3732
BMM_1,10.9634
BMM_2,10.7883
BMM_3,10.9202
Heat_1,10.6019
Heat_2,9.9268
Heat_3,10.0361
Cold_1,11.2806
Cold_2,11.1158
Cold_3,10.5983
Etha_1,9.952
Etha_2,9.942
Etha_3,10.1519
SMM_1,10.3757
SMM_2,10.3083
SMM_3,10.4369
Salt_1,9.2787
Salt_2,9.2093
Salt_3,9.1684
Mt0_1,8.2398
Mt0_3,7.7263
M0t45_1,8.7035
M0t45_2,8.6637
M0t45_3,8.5652
M0t90_1,8.8856
M0t90_2,8.7194
M0t90_3,9.1971
M40t45_1,8.6618
M40t45_2,9.036
M40t45_3,8.6646
M40t90_1,8.8793
M40t90_2,9.1156
M40t90_3,9.4258
dia0_1,7.8919
dia0_2,8.0763
dia0_3,8.5272
dia5_1,7.9966
dia5_2,8.1692
dia5_3,7.7718
dia15_1,8.0654
dia15_2,8.0875
dia15_3,8.4259
Diami_1,7.7942
Diami_2,7.5924
Diami_3,7.8895
Paraq_1,8.0754
Paraq_2,7.8210000000000015
Paraq_3,7.4919
H2O2_1,8.3527
H2O2_2,8.2432
H2O2_3,8.4898
Oxctl_1,8.1138
Oxctl_2,7.9277
Oxctl_3,7.7084
GM-0.1_1,10.6318
GM-0.2_1,10.6124
GM+5_1,10.4855
GM+15_1,10.5561
GM+25_1,11.0129
GM+45_1,10.8604
GM+60_1,10.7635
GM+90_1,10.6525
GM+120_1,9.6184
GM+150_1,10.0217
GM-0.1_2,11.4791
GM-0.2_2,11.1629
GM+5_2,10.8491
GM+10_2,10.6662
GM+15_2,10.3208
GM+25_2,10.504
GM+45_2,10.0572
GM+60_2,10.0567
GM+90_2,10.3071
GM+150_2,9.5221
GM-0.1_3,10.8953
GM-0.2_3,10.8099
GM+5_3,10.7732
GM+10_3,9.5226
GM+15_3,10.0117
GM+25_3,9.9485
GM+45_3,10.174
GM+60_3,9.8519
GM+90_3,9.8753
GM+120_3,10.0188
GM+150_3,9.7996
MG-0.1_1,10.4109
MG+5_1,10.5405
MG+10_1,10.7907
MG+15_1,9.9414
MG+25_1,10.6112
MG+45_1,10.2882
MG+120_1,10.7368
MG+150_1,10.3019
MG-0.1_2,9.9542
MG-0.2_2,10.4399
MG+5_2,10.6022
MG+10_2,10.6181
MG+15_2,11.1937
MG+25_2,10.3261
MG+45_2,10.0181
MG+60_2,10.720999999999998
MG+90_2,10.2925
MG+120_2,11.4259
MG-0.1_3,11.1504
MG-0.2_3,10.5988
MG+5_3,10.5645
MG+10_3,10.27
MG+15_3,10.7298
MG+25_3,10.7653
MG+45_3,11.1405
MG+60_3,10.682
MG+90_3,11.002
MG+120_3,11.1015
MG+150_3,10.6388
