,BSU_misc_RNA_52
M9exp_1,11.4049
M9exp_2,11.1762
M9exp_3,10.8422
M9tran_1,10.4686
M9tran_2,10.6128
M9tran_3,10.8823
M9stat_1,9.9563
M9stat_2,9.7301
M9stat_3,9.4862
MG-0.1_1,11.5
MG-0.1_2,10.8256
MG-0.1_3,11.8541
MG-0.2_2,11.1357
MG-0.2_3,11.6486
MG+5_1,11.5342
MG+5_2,10.9607
MG+5_3,10.8659
MG+10_1,11.3615
MG+10_2,11.1866
MG+10_3,11.3353
MG+15_1,10.8386
MG+15_2,11.5276
MG+15_3,11.7581
MG+25_1,11.0275
MG+25_2,11.0379
MG+25_3,11.33
MG+45_1,11.0808
MG+45_2,10.3702
MG+45_3,11.5592
MG+60_2,10.9502
MG+60_3,10.932
MG+90_2,10.2981
MG+90_3,11.2711
MG+120_1,9.7182
MG+120_2,10.6052
MG+120_3,10.5689
MG+150_1,10.7166
MG+150_3,11.5518
GM-0.1_1,10.8534
GM-0.1_2,10.4914
GM-0.1_3,10.7713
GM-0.2_1,10.615
GM-0.2_2,11.3004
GM-0.2_3,10.6486
GM+5_1,10.6227
GM+5_2,10.5984
GM+5_3,10.5354
GM+10_2,10.8361
GM+10_3,9.6522
GM+15_1,11.1607
GM+15_2,11.2969
GM+15_3,10.9825
GM+25_1,11.2409
GM+25_2,11.6878
GM+25_3,10.8127
GM+45_1,11.675
GM+45_2,11.0314
GM+45_3,10.8702
GM+60_1,11.2929
GM+60_2,10.6863
GM+60_3,10.0875
GM+90_1,11.2127
GM+90_2,11.0494
GM+90_3,10.8295
GM+120_1,10.6394
GM+120_3,10.7169
GM+150_1,10.7911
GM+150_2,10.5025
GM+150_3,10.5961
BT_1,12.1064
BT_2,12.1715
B36_1,12.8118
B36_2,12.4799
B60_1,13.0577
B60_2,12.7708
S0_1,11.9014
S0_2,12.3586
S0_3,12.6683
S1_1,10.8616
S1_2,10.9239
S1_3,10.9626
S2_1,10.1856
S2_2,10.1771
S2_3,10.2932
S3_1,10.639
S3_2,10.8237
S4_1,11.4353
S4_2,11.8572
S4_3,11.5653
S5_1,11.3051
S5_2,10.9162
S5_3,11.5907
S6_1,10.4884
S6_2,8.2294
S6_3,10.9975
S6/t_1,10.324000000000002
S6/t_2,8.0068
S6_4,10.4956
S6_5,11.1148
S6_6,11.2397
S7_4,11.0748
S7_5,10.6062
S7_6,10.6025
S8_4,10.0827
S8_5,9.9644
G135_1,11.608
G135_3,9.8024
G150_1,11.4405
G150_2,11.8762
G150_3,11.2731
G180_1,11.5547
G180_2,12.0937
G180_3,11.2866
T-5.40H_1,11.0712
T-4.40H_1,11.1835
T-3.40H_1,10.9447
T-2.40H_1,10.7384
T-1.40H_1,10.8103
T-1.10H_1,10.9039
T-0.40H_1,11.1709
T0.0H_1,10.935
T0.30H_1,11.3762
T1.0H_1,10.9029
T1.30H_1,10.6241
T2.0H_1,9.8555
T2.30H_1,10.3394
T3.0H_1,9.7035
T3.30H_1,9.8779
T4.0H_1,9.5864
T5.0H_1,9.0048
LBexp_1,12.0154
LBexp_2,11.7543
LBexp_3,11.7718
LBtran_1,10.3338
LBtran_2,10.6347
LBtran_3,10.8759
LBstat_1,10.3619
LBstat_2,10.5867
LBstat_3,10.2653
LBGexp_1,11.9858
LBGexp_2,12.1615
LBGexp_3,12.3663
LBGtran_2,11.4493
LBGtran_3,11.7676
LBGstat_1,13.8089
LBGstat_2,12.7383
LBGstat_3,11.9059
Mt0_1,11.8306
Mt0_3,11.808
M0t45_1,10.8915
M0t45_2,11.7862
M0t45_3,11.1789
M0t90_1,10.0921
M0t90_2,10.6776
M0t90_3,10.086
M40t45_1,10.4059
M40t45_2,10.5648
M40t45_3,11.3802
M40t90_1,9.5149
M40t90_2,10.6311
M40t90_3,10.682
dia0_1,12.0527
dia0_2,12.1781
dia0_3,12.2402
dia5_1,10.6275
dia5_2,10.9615
dia5_3,11.2633
dia15_1,10.6394
dia15_2,11.8077
dia15_3,10.7458
C30_1,12.7574
C30_2,12.7391
C90_1,10.9417
C90_2,11.2903
SMM_1,10.6088
SMM_2,10.5074
SMM_3,10.4341
Salt_1,9.4434
Salt_2,9.0709
Salt_3,9.1641
M+G_1,10.7442
M+G_2,10.5526
M+G_3,10.7023
Glu_1,11.2805
Glu_2,10.8506
Glu_3,11.1435
Fru_1,11.064
Fru_2,10.9565
Fru_3,10.7196
Mal_1,10.0499
Mal_2,10.5563
Mal_3,10.62
G+S_2,11.0349
G+S_3,11.4774
Pyr_1,9.8353
Pyr_2,10.5001
Pyr_3,10.5054
Gly_1,10.1751
Gly_2,10.5733
Gly_3,9.4903
Glucon_1,10.3301
Glucon_2,10.397
Glucon_3,9.7184
BI_1,10.4757
BI_2,11.0383
BC_2,8.8814
BC/t_1,8.9762
BC/t_2,9.7788
BC_1,8.7338
Sw_1,8.2552
Sw_2,8.5525
BMM_1,11.4428
BMM_2,11.417
BMM_3,11.3506
Heat_1,11.4769
Heat_2,11.3339
Heat_3,11.0548
Cold_1,10.6449
Cold_2,10.640999999999998
Cold_3,9.4369
Etha_1,10.5176
Etha_2,9.8928
Etha_3,10.1432
SMMPr_1,10.3635
SMMPr_2,10.4504
SMMPr_3,10.6852
HiTm_1,11.7966
HiTm_2,11.5652
HiTm_3,11.9905
LoTm_1,9.3053
LoTm_2,9.2109
LoTm_3,9.2073
HiOs_1,10.6909
HiOs_2,10.336
HiOs_3,10.6191
Oxctl_1,11.6031
Oxctl_2,11.4855
Oxctl_3,12.3925
Diami_1,11.2143
Diami_2,10.6905
Diami_3,11.3261
Paraq_1,11.8886
Paraq_2,12.3363
Paraq_3,9.9991
H2O2_1,11.6592
H2O2_2,11.9938
H2O2_3,11.4966
HPh_1,12.5698
HPh_2,11.7315
HPh_3,12.4374
LPh_1,12.7291
LPh_2,12.8121
LPh_3,12.623
LPhT_1,13.6616
LPhT_2,13.7391
LPhT_3,13.9861
aero_1,11.8598
aero_2,10.0633
aero_3,11.3697
nit_1,11.4064
nit_2,11.685
nit_3,11.3361
ferm_1,11.5517
ferm_2,11.2782
ferm_3,12.1674
