,-0.05832623052423953,-0.050549399787674254,-0.04277256905110898,-0.03499573831454371,-0.027218907577978436,-0.019442076841413164,-0.011665246104847891,-0.003888415368282619,0.0038884153682826536,0.01166524610484792,0.0194420768414132,0.027218907577978478,0.034995738314543744,0.04277256905110901,0.05054939978767429,0.05832623052423957,0.06610306126080484,0.0738798919973701,0.08165672273393537,0.08943355347050067
thresh,-0.05443781515595689,0.05443781515595689,1,,,,,,,,,,,,,,,,,
unreg,1,2,6,25,100,312,927,1644,1386,644,265,121,68,33,24,7,5,1,1,0
unreg_genes,['PA4635'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['mraY' 'pslI' 'chpB' 'PA1059' 'murF' 'murD' 'coaB'],['ftsW' 'ftsA' 'murG' 'murC' 'nuoK'],['ddlB'],['ftsQ'],[]
