,-0.11818456662103674,-0.1042804999597383,-0.09037643329843986,-0.07647236663714142,-0.06256829997584298,-0.048664233314544544,-0.034760166653246105,-0.020856099991947666,-0.006952033330649227,0.006952033330649227,0.020856099991947652,0.03476016665324608,0.04866423331454453,0.06256829997584298,0.07647236663714141,0.09037643329843983,0.10428049995973829,0.11818456662103674,0.1320886332823352,0.1459926999436336
thresh,-0.12513659995168597,0.12513659995168597,1,,,,,,,,,,,,,,,,,
unreg,0,0,2,0,5,18,81,428,1768,1701,399,73,22,8,3,4,0,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ahpC' 'ahpF'],[]
