locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS16360,0.136228650557939,ahpF,alkyl hydroperoxide reductase subunit F,"Post-translational modification, protein turnover, and chaperones",Op307,,
PN96_RS16355,0.1351172473812591,ahpC,alkyl hydroperoxide reductase subunit C,"Post-translational modification, protein turnover, and chaperones",Op307,,
