,-0.10568178357023303,-0.07926133767767476,-0.0528408917851165,-0.026420445892558236,2.7755575615628914e-17,0.026420445892558292,0.052840891785116556,0.07926133767767482,0.10568178357023308,0.13210222946279135,0.1585226753553496,0.18494312124790788,0.21136356714046614,0.2377840130330244,0.26420445892558264,0.29062490481814096,0.31704535071069917,0.3434657966032575,0.3698862424958157,0.3963066883883739
thresh,-0.11889200651651216,0.11889200651651216,4,,,,,,,,,,,,,,,,,
unreg,0,0,8,374,2968,312,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,0,4,62,400,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GalR and GalS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GalR, GalS, and Crp",0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,[],[],['relA' 'entD' 'ptsI' 'crr'],"['fepA' 'ulaC' 'ugpA' 'feaB' 'mazF' 'guaB' 'paaE' 'citC' 'malE' 'hofM'
 'chbC' 'ynfK' 'nirD' 'xylF' 'uhpT' 'fis' 'yqeF' 'glcC' 'glpF' 'comR'
 'putP' 'tsx' 'araF' 'paaI' 'tdcG' 'glnA' 'yeiP' 'ptsH' 'proP' 'rhaS'
 'chbR' 'ebgC' 'rbsR' 'chiP' 'lacI' 'dctA' 'acs' 'agaV' 'paaK' 'rof'
 'fixC' 'csgE' 'yaeP' 'glpK' 'melR' 'hupB' 'hupA' 'idnO' 'citX' 'zraS'
 'chbA' 'yiaL' 'sgcX' 'yiaK' 'puuR' 'paaF' 'xylH' 'hofO' 'yiaO' 'ugpE'
 'exuR' 'nirC']","['truB' 'chbF' 'srlB' 'mazE' 'tdcF' 'ulaE' 'exuT' 'ntrC' 'bglG' 'rhaT'
 'dusB' 'rseC' 'dadX' 'guaA' 'bglF' 'mlc' 'tnaA' 'ulaA' 'csiE' 'fucR'
 'caiB' 'xseA' 'cyoE' 'argG' 'fixB' 'oxyR' 'csgF' 'rihA' 'tnaB' 'chbB'
 'mtlA' 'uxaB' 'glpG' 'rseB' 'citD' 'glnL' 'ompR' 'yahN' 'aspA' 'chbG'
 'fixA' 'grpE' 'manX' 'malT' 'focB' 'lsrK' 'manY' 'nfuA' 'infB' 'ascB'
 'manZ' 'dcuR' 'mdh' 'fumC' 'hofN' 'caiC' 'ugpB' 'ldtB' 'prpR' 'lsrF'
 'fucP' 'nupG' 'fucO' 'ygeA' 'aaeX' 'fadD' 'rpsR' 'rpoH' 'fiu' 'gatD'
 'nanA' 'fucI' 'xylG' 'sgcB' 'mokB' 'fecE' 'csiD' 'aceA' 'zraR' 'idnT'
 'fbaA' 'rhaD' 'srlR' 'psuK' 'aaeR' 'malG' 'uxaA' 'yeiW' 'ygeW' 'sdhD'
 'xylR' 'mpl' 'mtlD' 'ampE' 'rbfA' 'nusA' 'udp' 'hyfR' 'murP' 'trg' 'glpA'
 'glpE' 'fadH' 'rhaA' 'manA' 'paaG' 'cstA' 'yfaE' 'grcA' 'psiE' 'paaA'
 'hofC' 'gatC' 'rbsB' 'lpd' 'dcuB' 'marA' 'uxaC' 'mhpD' 'uidA' 'psuG'
 'acnB' 'gatA' 'fecC' 'aroA' 'ykgR' 'preT' 'csqR' 'idnD' 'mdtF' 'citG'
 'casE' 'mhpF' 'paaJ' 'prpE' 'yhgH' 'tdcE' 'aceE' 'acnA' 'mtlR' 'cyoD'
 'rseA' 'citF' 'rbsK' 'lamB' 'dksA' 'mhpB' 'hicA' 'malY' 'fucK' 'uidB'
 'rplM' 'abgR' 'mhpR' 'tdcC' 'gcvP' 'flhD' 'sgcE' 'sodA' 'rpsI' 'cyoC'
 'caiA' 'hyfA' 'treC' 'pdhR' 'yaeQ' 'glpR' 'cas2' 'ugpQ' 'aer' 'epd'
 'yjhI' 'fecD' 'nirB' 'fecA' 'gadC' 'pgk' 'glpX' 'rpsO' 'sdhB' 'modC'
 'prpB' 'yjhG' 'aceB' 'hyfC' 'glgA' 'rimP' 'glpC' 'paaD' 'agaA' 'puuE'
 'sgcA' 'fadL' 'bhsA' 'crp' 'dpiA' 'cyoB' 'sgbH' 'gadE' 'narQ' 'araJ'
 'gcvH' 'nrdA' 'rspB' 'marR' 'arfB' 'rplI' 'hyfF' 'ompW' 'malX' 'nlpE'
 'cas1' 'hyfB' 'malM' 'trxA' 'sgbU' 'aegA' 'entH' 'rhaR' 'fur' 'ppdD'
 'hyfG' 'aceK' 'dadA' 'nrdB' 'araD' 'lyxK' 'aceF' 'hyfJ' 'murQ' 'lsrC'
 'puuB' 'sohB' 'gltF' 'preA' 'glgC' 'actP' 'gatB' 'glpB' 'sgbE' 'marB'
 'aldA' 'envZ' 'ybiT' 'cpdB' 'hfq' 'lhgO' 'hpt' 'flhC' 'paaZ' 'ugpC' 'tam'
 'hofB' 'glgP' 'hflX' 'cspD' 'malF' 'idnR' 'cas3' 'dpiB' 'araH' 'ebgA'
 'sucC' 'sbmC' 'nadC' 'srlE' 'gntT' 'caiD' 'btsT' 'rbsA' 'entB' 'priB'
 'idnK' 'fucU' 'sgcC' 'sfsA' 'puuD' 'gabP' 'hyfE' 'uxuA' 'lacA' 'srlA'
 'ascF' 'aaeB' 'treB' 'entC' 'yiaM' 'rpsF' 'nagB' 'gntK' 'xylB' 'chiQ'
 'araE' 'mhpA' 'bglB' 'fucA' 'paaH' 'caiT' 'rpoE' 'pnp' 'yhfA' 'srlD'
 'gcvT' 'mhpE' 'prpD' 'patZ' 'lsrD' 'agp' 'ortT' 'metK' 'araG' 'prpC'
 'nagE' 'agaW' 'aldB' 'kbaZ' 'hflC' 'ampD' 'gcd' 'ulaD' 'sdhC' 'casC'
 'gutM' 'uidC' 'casD' 'sucD' 'fecB' 'modA' 'sucA' 'ychH' 'yjcH' 'rseD'
 'sodB' 'serC' 'caiE' 'mdtE' 'ppiA' 'cyaA' 'ansB' 'nanK' 'gntU' 'gutQ'
 'lsrG' 'plaR' 'ilvN' 'hyfD' 'uxuR' 'dcuA' 'lsrB' 'sdhA' 'glpT' 'ubiG'
 'araC' 'lsrR' 'citE' 'nupC' 'ulaB' 'cyoA' 'hflK' 'nagC' 'rbsD' 'yjhH'
 'fumB' 'rhaB' 'hyfH' 'xylE' 'gltA' 'casB' 'araA' 'lsrA' 'araB' 'cirA'
 'uxuB' 'hicB' 'hyfI' 'pflB' 'nanT' 'paaC' 'gatZ' 'pncB' 'ilvB' 'malI'
 'sucB' 'entA' 'nanE' 'deoD' 'tdcA' 'gyrA' 'ulaF' 'cysG' 'nanS' 'glgS'
 'yiaN' 'speC' 'mhpC' 'gatY' 'gntP' 'deoB' 'nagA' 'serA']","['rbsC' 'fumA' 'tdcD' 'csgD' 'modB' 'cspE' 'gadX' 'sgcQ' 'lgoD' 'tdcB'
 'sgcR' 'focA' 'rspA' 'dgoR' 'caiF' 'secB' 'gabT' 'cdd' 'osmY' 'malS'
 'csgG' 'pck' 'xylA' 'ompA' 'rpoS' 'gpsA' 'ycdZ' 'umpH' 'yhcH' 'feaR'
 'gdhA' 'hlyE' 'glpQ' 'nanM' 'gadB' 'malK' 'puuC' 'deoC' 'casA' 'gabD'
 'ygcW' 'melB' 'aaeA' 'gapA' 'nanC' 'cytR' 'deoA' 'gadA' 'lgoR' 'dgoT'
 'raiA' 'dsdA' 'glpD' 'dgoK' 'gltB' 'paaB' 'ptsG' 'gltD' 'melA' 'ompF'
 'rmf' 'lacY']",['entE' 'dsdX' 'dgoA' 'dgoD' 'lacZ'],[],[],[],[],[],[],[],[],[],[],[],[],[]
GalR and GalS_genes,[],[],[],[],['galR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GalR, GalS, and Crp_genes",[],[],[],[],[],['mglB'],[],['galS' 'mglA'],['mglC'],['galM'],[],[],[],[],['galK' 'galP'],[],['galE'],['galT'],[],[]
