,A,GalR,GalS,Crp
ERX1521045,0.3451976178,-0.42176402820000003,0.8264229102,-0.1104686965
SRX621182,-1.7702826449,-1.3598074236,-2.8403720719,-1.5681109031
SRX621183,-2.3638629886,-1.5054309386,-2.80348466,-1.7787209304
SRX621184,-2.7697392529,-1.377208141,-1.3827038788000001,-2.3286332422
SRX621185,-2.6464389723,-1.4583154545,-1.5644498458,-2.0720734261000002
SRX621188,-2.0636319849,-0.9078219866,-2.1410499441,-2.2153905101
SRX621189,-3.3415733572,-1.5770967985,-2.3823239314,-2.5455493469
SRX621190,0.0181817511,0.2810043379,0.3521931683,0.0910120247
SRX621191,-0.0181817511,-0.2810043379,-0.3521931683,-0.0910120247
SRX621192,-2.7692360076,-2.1445782811,-3.6461235941,-2.4304813555
SRX621193,-2.2814268614,-1.8000994648000002,-3.1066470881,-2.283345836
SRX6489436,0.7428409072000001,-1.202468323,0.6493095676,-2.5610024343999997
SRX6489437,0.7642270517,-0.7883868122000001,0.74089792,-1.7192127447
SRX6489438,1.9172464761999999,-0.4922293259,0.6561430121,-2.5656982779
SRX6489439,0.0855953183,-0.0396220496,-0.1266429225,0.2181867704
SRX6489440,-1.7331441444,-0.3048017443,-1.0310839635,-0.051637196
SRX6489441,1.6475488261,0.3444237939,1.1577268861,-0.1665495744
SRX6489442,1.102197245,0.3430894124,0.9645471747000001,0.5013664708
SRX6489443,-2.5448203792,-0.2709818391,-0.3075031621,-0.0310669673
SRX6489444,2.4548469875,0.4176222607,0.4611608097,-0.0959832862
SRX6489445,-3.1802513873000002,-0.0837770134,-0.8118222658,0.1827632689
SRX6489446,-2.8775001872,-0.2608536517,-1.3469735434,-0.0362566025
SRX6489447,2.2074617243,0.5872873861,0.9141621355,-0.13451388420000002
SRX6489448,2.1692278124,-0.1076341306,2.0304238507,-0.3668404044
SRX6489449,0.24430105640000002,-0.4067524588,-0.0982179515,-0.0648374225
SRX6489450,2.7617433899,-0.4767832576,1.8584271535,0.0483373318
SRX6489451,-0.26914914230000003,-0.0404848317,-0.3025764635,-0.0097311396
SRX6489452,-2.5001765429000002,-0.1612465295,-0.5995647591000001,-0.3293122911
SRX6489453,2.8647498907,0.4295337484,0.5415878319,-0.3831059042
SRX6489454,1.4293805539,0.20867494420000002,0.0974528087,-0.0190652403
SRX6489455,-1.6011706240999999,-0.11746000520000001,-0.7093831565000001,0.10856884550000001
SRX6489456,3.0262653619,0.5364098398,0.827815046,-0.250826488
SRX6489457,-0.2955164685,0.0394829594,0.3332646871,-0.8913190701
SRX6489458,-1.2091961079,-0.49269264500000004,0.7091615061000001,-1.4459433789
SRX6489459,-0.9448508627000001,-0.2661461557,0.6864428067,-1.4845663116
SRX6489460,-0.7467922277,-0.6898582,0.1365821063,-1.0651718251
SRX6489461,-0.003920609,-0.2144187318,0.7815529592,-0.7987644547
SRX6489462,-0.3688642914,-0.6968575435000001,0.3467651061,-1.2519211603
SRX6489463,0.9390161242,-0.8996989859000001,0.3731604475,-1.3554675684
SRX6489464,1.6800181602,-0.7313412086000001,0.5464451657,-1.3336062681
SRX6489465,1.9655588822,-0.5558373051000001,0.3958664437,-0.8925679957
SRX6489466,-0.4473050415,0.0269557212,0.1984348252,-1.1430168893000001
SRX6489467,-0.9159353026,-0.5478263912,0.3397211082,-1.4493752758
SRX6489468,-0.9257558247000001,-0.20626775560000002,0.7013538576,-1.4050641086
SRX6489469,-1.5106362213,-0.7380597195,0.2631804034,-1.6123595908000001
SRX6489470,-0.25607208940000004,0.097114453,0.478802938,-1.226893919
SRX6489471,-0.6545419777,-0.9427813686000001,0.7421787304,-1.5448590486
SRX6452027,-2.8498784088,-0.1148277884,-0.2080525272,-0.1459188516
SRX6452029,0.32100243710000004,-0.1304856794,-0.0902533092,-0.0579075359
SRX6452030,-3.6938508695000003,0.0090024561,-0.0636695704,-0.10275380890000001
SRX6452031,-0.45653083040000003,-0.0573036913,0.1456277525,-0.0890509939
SRX6452044,-0.5017395370000001,-0.062157647,0.9786134980000001,-0.4156744168
SRX6452045,0.1476730714,0.369047785,-0.3428059881,0.0988768356
SRX6452046,-0.0654008049,-0.0461894112,-0.4757304687,-0.2628324997
SRX6452047,-2.8427754887,-0.2060666945,0.3467985806,-0.2208033278
SRX6452048,-0.32100243710000004,0.1304856794,0.0902533092,0.0579075359
SRX6452059,-2.9358385214,-0.6004325929000001,-0.0172320368,-0.2805843959
SRX1828491,1.5489903798,1.1142472849,1.5421382938,1.0841805474
SRX1828492,2.7332219153,1.1060179643999999,1.7294238217,1.1446573046
SRX1828493,3.0935791449,0.7385911636,1.2451175782,0.9603956705000001
SRX1828494,4.8604518549,1.5393504196999999,2.0426706011,1.5682706127000001
SRX1828495,-0.9055439406,-0.28726449930000003,0.8190797938000001,-0.4755092777
SRX1828496,-0.6480466865,0.060825234000000006,0.18806046,-0.1918949817
SRX1828497,-0.1776360051,0.5680168001,0.8110340811000001,0.35721379940000003
SRX1828498,-0.7582904757000001,0.5359038179,0.5620511048,0.3103341766
SRX1828499,0.3180476841,0.6808406749,0.3761981104,0.8959768911
SRX1828500,0.4418515423,1.087219742,0.8816684735,1.151414448
SRX1828501,-0.0553486133,0.6905641871,-0.1669083597,0.5787595543
SRX1828502,-1.2257738719,0.3209889662,0.9747307791,0.170452503
SRX1828503,-3.2075844683,0.9657717154000001,1.8492222113,0.2993918273
SRX1828504,-3.3219382521,1.0117672818,0.9096932893,0.3449252499
SRX1828505,-1.1192344475,0.2699373936,0.44512689660000004,0.2963526906
SRX1828506,-0.5214210420000001,0.6175357572,0.7174040167,0.8750640991
SRX1828507,-0.3380469299,-0.2837047287,-0.6353317826,-0.326898736
SRX1828508,0.3380469299,0.2837047287,0.6353317826,0.326898736
SRX3796953,0.2550296855,0.1200722448,0.07664376,-0.07878716350000001
SRX3796954,-0.2550296855,-0.1200722448,-0.07664376,0.07878716350000001
SRX3796955,-4.1302668155,-0.0170039849,-4.6307519437,1.2078040582
SRX3796956,-3.7432835351,0.8486294741,-3.0238219267,1.3633198144
SRX3796957,0.077091669,-0.2229548973,-2.2731372697,-2.4304975054
SRX3796958,-1.564975355,-0.4389207819,-1.1525764156,-1.9638896553
SRX3796959,-1.1369449249999999,0.20334035150000002,-0.4279183271,0.23973138100000002
SRX3796960,-0.9992711225,0.14832244420000001,-0.32084369960000003,0.1717381616
SRX3796961,1.5389942029,0.21849060180000002,0.1105698774,0.08582733690000001
SRX3796962,2.7539834015,0.10212302770000001,0.41916657630000004,-0.0164337809
SRX3796963,-1.5983941380000002,-0.4440058083,-1.1622021048,-2.9541291327
SRX3796964,-1.6942992648000001,-0.6251779143,-1.5334957067000001,-2.4056994769
SRX3796965,0.2019421167,-1.1140320553,-1.7926538843,-0.18704894200000002
SRX3796966,0.5014923924,-0.6946392658,-1.9802245098000002,-0.1143135745
SRX3796967,1.1630840115,-0.4452931934,-1.180758457,0.1036684385
SRX3796968,1.1416525301,-0.4043006136,-2.9016108713,-0.5320317657
SRX3796969,-3.2500085824,0.6933558327,0.9546639211000001,-0.33952435410000004
SRX3796970,-1.1786022049,0.42855435950000004,1.5868135104,-0.5029284707
SRX3796971,-2.3058297404,-0.0839401922,0.0258117429,0.051597773300000004
SRX3796972,-1.5072394778,-0.0214978028,-0.14390001460000001,0.1695436772
SRX3796973,-0.4130698377,0.1339631194,-3.1922758352,0.4016716534
SRX3796974,-0.4354171705,0.3086680147,-2.5813385271,0.0540830645
SRX3796975,-2.0196349673,-0.40084548940000003,-1.5810431152,-2.4044391384
SRX3796976,-2.2694722035,-0.6930942932,-1.6169121516,-2.2572603749
SRX3796977,-0.0508347034,0.0737647848,-0.5775059733,0.15715905260000002
SRX3796978,-1.2751487957,0.0031513797,-0.9530545045000001,0.22238625250000002
SRX3796979,1.1438731449,-0.0598980615,-0.1717349706,0.029169605100000003
SRX3796980,1.1273135738,-0.12716085400000002,-0.5374559992,0.3152681445
SRX3796981,-1.2548735517,-0.5015788598,-1.5323225200000001,-2.3922730427
SRX3796982,-1.4489773044,-0.4854108956,-1.6648737107,-2.1205585644
SRX3796983,0.2846650166,-0.9543881986,-1.5667069233,-0.14166017990000002
SRX3796984,-0.06681456,-0.6879934554,-1.9528476049,-0.1285585019
SRX3796985,1.9025940238999999,-0.2669966156,-2.1108990997,-0.41390028040000004
SRX3796986,0.6433658862,-0.3069578003,-3.0905709665,-0.5311079492
SRX3796987,-6.5025298182,0.3116782756,-2.8285034068,0.7351458547
SRX3796988,-5.4973543341,0.6721636088,-4.091848055,1.4053881684
SRX2568270,0.24829216040000002,0.1863252869,-0.3156819782,-0.004570969
SRX2568271,3.872031107,-0.9542247107,0.6939124211000001,0.0653832305
SRX2568272,1.8585990512000001,-0.5228645601,2.0376602004,0.3822852162
SRX2568273,1.3426939796,-0.6352805152000001,0.8416631749,0.21028994880000001
SRX2568274,-0.26414987900000003,-0.2783791237,0.5839017781,-0.0570535506
SRX2568275,-0.24829216040000002,-0.1863252869,0.3156819782,0.004570969
SRX2568276,3.040768827,-0.2765903561,1.315214479,0.051884897000000006
SRX2568277,2.7247045147,-0.5123686888,1.7419170147,0.3721571684
SRX2568278,1.4690496953,-0.0690581712,0.8872037122,0.12152566340000001
SRX2568279,0.2704655485,-0.173158483,-0.0950833245,-0.0765298296
SRX3421856,0.1333410364,-0.1192150658,-0.0683846132,0.020805030000000002
SRX3421857,-0.1333410364,0.1192150658,0.0683846132,-0.020805030000000002
SRX3421858,-8.895903498700001,0.5329285019000001,-2.0672133241,0.16600598560000002
SRX3421859,-9.2725788234,0.4621614795,-2.2561124369,0.1916775286
SRX3421860,0.7119694541,-0.33780897730000004,-0.819335126,0.46786379100000003
SRX3421861,0.9517688320000001,-0.5851824579,-0.9411313539,0.5122323806
SRX3421868,-13.8175453953,0.7213508347,-3.3619887242,-0.6219598177
SRX3421869,-15.1466532164,0.8166020235,-3.3313801626,-0.6024762283
SRX2606337,0.8681956322000001,-0.3353566367,0.2033476918,0.0292773526
SRX2606338,0.3598741545,0.1281643533,-0.0268352361,0.3087663784
SRX2606339,0.3399201812,0.8392640831,-0.9972746505000001,0.7006973645
SRX2606340,-0.1641054385,0.9083626569000001,-0.2659553695,0.8951937533000001
SRX2606341,-3.0113982363,1.6206230209,-2.2778846878,1.5099593280999999
SRX2606342,-4.4266813533,1.5175117771000002,-2.3423192279,1.6124665533
SRX2606343,-2.2156163049,1.3723190386000002,-1.6077325422,1.3859830142
SRX2606344,-3.8388188774,1.5000289024,-2.7199219452000003,0.8754740065000001
SRX2606345,-3.392781853,1.6599776139,-2.4098688262,0.7672332111
SRX2606346,-1.2237329656,0.2658679532,-0.5060735658000001,0.2108640436
SRX2606347,-0.26735908340000003,0.2236433769,-0.014098143300000001,0.0010693687
SRX2606348,0.5350424025,0.3299406695,0.11113778490000001,0.25878484220000003
SRX2606349,0.5256743919,0.8253256715,-0.74095628,0.7206174857000001
SRX2606350,0.8609348750000001,1.0530423203,-0.0430119388,0.9635479732000001
SRX2606351,-2.8368564286,1.4885349115,-1.9936633288,1.4192736061
SRX2606352,-3.7657171937,1.5376517398,-2.0794928696,1.4553969738
SRX2606353,-0.9077407890000001,-0.2262184673,0.034227355800000005,-0.0283162313
SRX2606354,-3.8565009687,1.4104624812,-2.8225776284,0.8151339384
SRX2606355,-2.6207061383,1.5263037151,-3.1709368566,0.8881257601
SRX2606356,0.7568608916,0.6465250751,0.6099135225,0.41748972510000004
SRX2606357,-0.6008365489,0.1117132599,-0.1892495486,-0.0303467213
SRX2606358,0.2551836309,0.2190293982,-0.2264432455,0.12400269800000001
SRX2606359,0.2622088595,1.0005890687,-0.8573641077,0.7564198440000001
SRX2606360,0.5941972725,0.8903179050000001,-0.13182535280000002,0.803622138
SRX2606361,-2.5995152553,2.0363499146,-2.4570789841,1.7832128196
SRX2606362,-3.1476083873,1.4398523456,-2.2512307115,1.5344472761999999
SRX2606363,-2.3517037189,0.4595340624,-0.6936471846000001,0.7437536825000001
SRX2606364,-3.9837106018,1.4791985592999999,-2.4896637627000002,1.0075067504
SRX2606365,-3.7075753134,1.637093291,-2.7808703312,0.9965341975
SRX2606366,0.0317296126,0.9011943525,-0.0962005063,0.6395112446
SRX3648427,0.5450575599,0.4867266274,0.0276571579,0.3949028114
SRX3648428,0.9498356059,0.3033293414,-0.0922494891,0.0860060487
SRX3648429,-1.1780668375,0.367162808,0.2487597062,0.3337373743
SRX3648430,0.1268277221,-0.09995026300000001,0.3300512403,0.5086181453
SRX3648431,0.42094829040000004,-0.1417718845,-0.020870750900000002,0.4866754022
SRX3648432,-1.072667547,-0.1096391268,0.1980351743,0.48643220260000003
SRX3648433,0.1032994196,0.40597359450000003,0.3286489286,0.3779114022
SRX3648434,-0.1554105118,-0.169937265,0.1394495794,-0.0306841953
SRX3648435,-0.7305756691,-0.5193343703000001,-0.0025024643,-0.2753034439
SRX3648436,-3.3847442807,-0.8072271276,-0.0214761161,-1.7807047438999999
SRX3648437,-2.70968669,-0.9492392933,-0.08527831030000001,-1.6147351356000001
SRX3648438,-3.7029196031,-0.6184311792,0.0424784178,-1.7049606803000001
SRX3648439,-0.2217537126,-0.3687518541,-0.0166045478,0.468238231
SRX3648440,-0.4549932734,-0.7163838721,0.0771335675,0.26436147200000004
SRX3648441,-1.0606791285,-1.1160897044,-0.3666230688,-0.3907059673
SRX3648442,-5.6056805416,-0.0821612338,1.0940244554,-2.0145250609
SRX3648443,-4.0589627095,-0.6503377024,0.6379670823,-1.8700479492
SRX3648444,-4.1818559512,-0.4944536264,0.047545005200000004,-1.9839799046
SRX3648445,0.9847235451,0.4946709084,0.1221068693,0.4841423467
SRX3648446,2.0941271729,-0.09478770710000001,0.5854151275,0.1252630897
SRX3648447,0.9703194249,0.0801602153,-0.3201099664,0.2504433165
SRX3648448,0.7919626292,0.4077590057,0.22363684820000002,0.3181897135
SRX3648449,0.5348454450000001,0.5874349503,0.8205429195,0.33640730560000004
SRX3648450,-0.3074313922,0.051664551100000004,-0.2995620176,0.1284474774
SRX3648451,-0.34268883510000003,-0.1229288573,0.2338478339,0.0423286529
SRX3648452,-0.5669060476000001,-0.4797878078,-0.36241857800000005,-0.3692971329
SRX3648453,-0.1097817994,-0.4441418419,-0.6160470058,-0.4560760166
SRX3648454,-3.4512151588,-0.7244336885,0.6571550765,-2.1031438757
SRX3648455,-2.2821643457,-0.7726200159000001,0.2736695017,-1.9587539556
SRX3648456,-3.4428054345,-0.7603123768000001,0.1819827532,-2.0893289722
SRX3648457,1.5463206666,0.4117827907,-0.198295135,0.40077032360000003
SRX3648458,1.5777976278999999,0.186272868,0.1896816683,0.19451078430000002
SRX3648459,1.2317746774,-0.0702393857,-0.2389611328,-0.3027589365
SRX3648460,0.3359742343,-0.717457808,-0.264563747,0.8486849750000001
SRX3648461,0.3909959811,-1.3448825956000001,-0.4861581149,0.3938793786
SRX3648462,-0.6384147089000001,-1.2935154138,-0.5541813391,0.148786522
SRX3648463,0.4547914892,0.3157871579,0.3302561419,0.3369699572
SRX3648464,-0.2642578505,-0.1256027718,-0.1008849472,0.013751511800000001
SRX3648465,-0.9545307752000001,-0.18045695350000002,0.0492927856,-0.22974107400000002
SRX3648466,0.2311129406,0.5932166103000001,0.7568110520000001,0.35225783860000004
SRX3648467,0.2169465325,-0.2899317296,0.2870861232,-0.0962918605
SRX3648468,-0.1395961358,-0.5969596157,-0.3613060884,-0.4193098364
SRX3648469,-2.0226662442,-0.0369864826,0.6556222328,-0.4561378538
SRX3648470,-1.7677235741000001,0.2733086739,0.8307143669,-0.3239561219
SRX3648471,-2.8655810717,0.4177460485,0.37114600200000003,-0.5009096485
SRX3648472,4.2580308144,-0.1109587863,3.4410997352,-1.0066348399
SRX3648473,4.1421186427,-0.0075964977000000005,3.6634964977999998,-0.9472326698
SRX3648475,0.5124565036000001,-0.7948187629,0.0419599947,0.8071856029000001
SRX3648476,-0.30909525720000003,-1.0330068267999999,0.1509044682,0.4894051802
SRX3648477,-0.9838275725000001,-1.1359129485,-0.2796628876,0.12325169
SRX3648478,1.0812817956,0.5344429614,-0.0570323116,0.5965313259
SRX3648479,1.4370348198,0.4224880554,0.2125004816,0.4467565101
SRX3648480,1.1959996361,0.6316189846,-0.2590925127,0.5066551433
SRX3648481,-1.4112826387,-0.2605432793,0.461436033,-0.4180190307
SRX3648482,-2.6183364234,-1.3044355754999999,0.2641495675,-1.1217666797
SRX3648483,-3.7781186185999998,-0.9848213045,0.1762567647,-1.5654300289
SRX1429221,1.178085297,-0.0365105328,-0.057197688000000003,-0.10736737830000001
SRX1429222,-0.26201745330000004,-0.1875270654,-0.1653339106,-0.0089077731
SRX1429223,-0.9160678437,0.22403759820000002,0.22253159860000002,0.1162751514
SRX1429224,0.8229154647,-0.061511581100000004,-0.2833697435,0.16900614320000001
SRX1429225,1.840587052,-0.1323120113,-0.47329172740000003,0.0010292434000000001
SRX1429226,1.9186042436,-0.0091181861,-0.46786145710000004,-0.1128774423
SRX1429227,1.2805589954,0.1629731003,-0.0570890664,-0.0133986869
SRX1429228,0.4499255066,0.2529139971,-0.2996524615,0.1636110552
SRX1429229,1.7113421735,-0.0188312396,-0.3937923044,-0.331696997
SRX1429230,1.3885134598,0.4216943926,0.0704121025,-0.038234619500000004
SRX1429231,0.1797161642,0.2413343783,0.2729037112,0.0085680138
SRX1429232,1.3905879495,0.4206186618,0.23095346590000002,0.11367215480000001
SRX1429233,0.8397477999999999,0.28985232910000003,0.44990569900000005,0.3878004733
SRX1429234,0.9682550919,0.1689502038,0.3371771564,0.3784077044
SRX1429235,0.8317788727000001,0.3728721725,0.2993644386,0.6438706029
SRX1429236,0.1753261788,0.1843332239,0.544449568,1.4015203867000001
SRX1429237,0.6979527775000001,0.30223599360000003,0.8679621802,0.8077489953
SRX1429238,0.2961960641,0.2436119196,1.5757577122000002,0.7167135879000001
SRX1429239,0.693866474,0.33419763280000003,1.5886163763,0.8733453174
SRX1429240,0.4909386449,0.3203685161,0.8349525077000001,0.7318804379
SRX1429241,1.0198381499,0.3827775239,1.3795554677,0.7265351033
SRX1429242,0.7837260886,-0.0245502101,0.2776215319,0.5601250011000001
SRX1429243,1.4620289763,0.5592575203,1.4560618189,1.1423196373
SRX1429244,0.7579651204000001,0.2375844541,0.8063948630000001,0.8770837162
ERX2339161,-1.4492748130000002,0.1943589534,0.19427046450000002,-0.4060248421
ERX2339162,1.4492748130000002,-0.1943589534,-0.19427046450000002,0.4060248421
ERX2339163,2.1382796814,-2.1655643452,2.5834760352,-1.860802321
ERX2339164,2.5538603448,-1.8854731475,2.3924069119,-1.9932080196
ERX2339165,-3.5835428917,-2.3097558105,0.9246768042,-3.95744986
ERX2339166,-0.9920417233000001,-0.8439504905,1.8670471372000002,-2.376849187
ERX2339167,-2.3945239282,-0.7171953233,1.0272969485,-2.4414347629
ERX2339168,-0.4015975907,-0.2239641862,-0.3092293582,-0.11143317250000001
ERX2339169,1.6521501912,-0.4019166689,-0.2711565106,0.4939784118
ERX2339170,1.9230534253,-2.1483047804,2.6916649371,-1.9613924773
ERX2339171,3.1658994071,-2.0195598205,2.3333034566,-2.2687520043
SRX7656012,-0.6210848918,0.2524607165,0.2585653812,-0.0257376573
SRX7656013,0.1498083641,0.0812721415,-0.2640933206,0.0299666606
SRX7656014,0.3728967146,-0.049118926,0.283594451,-0.11910927560000001
SRX7656015,0.11476099999999999,0.1814840267,0.0156333842,-0.14152359080000002
SRX7656016,1.0169949493,-0.1552537797,0.31415383610000003,-0.0528646626
SRX7656017,0.4688261332,-0.150179778,-0.357120229,0.0466087293
SRX7656018,-0.0912794661,-0.1009129367,0.3160605311,0.0888972367
SRX7656019,-0.31460442050000004,0.3954317972,0.184583245,-0.1208458188
SRX7656020,-0.0434651743,-0.060758388100000005,0.1525683686,-0.1901082408
SRX7656021,0.5239681425,-0.4509847152,-1.0617361828,0.4066410972
SRX7656022,0.8092264832,-0.1803874804,-0.1892002134,0.3008384148
SRX7656023,-0.0196974675,-0.6123447622,0.0622798818,0.1735871826
SRX7656024,0.1662562205,0.016112741400000002,0.41463892350000003,-0.21953675190000002
SRX7656025,0.0809983043,-0.5123643686,0.28821816780000004,-0.3706386875
SRX7656026,-0.08638136510000001,-0.2619706451,0.24393935060000002,-0.46689314190000003
SRX7656027,-0.3073245725,-0.1007509374,0.27586732070000003,-0.0494673563
SRX7656028,-1.1175912929,0.0604700634,0.2779271485,0.0487355099
SRX7656029,0.042312765200000005,0.0245797211,-0.09270452950000001,0.0882736573
SRX7656030,-0.0338314593,0.09485304900000001,0.3676795543,-0.125182064
SRX7656031,-0.1208800226,0.023930809900000002,-0.3611017722,0.010558977
SRX7656032,0.5079043617,-0.1083686766,-0.6057047959,0.0951398358
SRX7656033,-0.3483679129,-0.35306854600000004,0.09566594190000001,0.1194905215
SRX7656034,0.7847900706000001,-0.3272496327,-0.1045747156,0.2237150322
SRX7656035,0.0051506024,-0.1481200004,0.5468769713,-0.1184232803
SRX7656036,-0.3152314995,0.0284616323,0.3803405167,-0.0704396684
SRX7656037,-0.4966445605,0.12032870400000001,0.0978352979,-0.0825438107
SRX7656038,-0.0014291083,0.06356806150000001,0.25972908440000003,0.0036720471
SRX7656039,-0.1349131824,-0.1241819786,0.2591681173,0.0579740377
SRX7656040,-0.035825710600000005,0.0791237109,0.013786353000000001,-0.0560469805
SRX7656041,0.170738893,0.0450582677,-0.27295447030000003,-0.0019270572
SRX7656042,-1.4790139373,-0.0449686069,0.1274917712,0.0772652949
SRX7656043,-0.2255733588,0.1029850437,0.6113555625,-0.0181962037
SRX7656044,-1.4177597329,-0.030507499900000002,0.3054765835,0.29333133570000003
SRX7656045,-0.5122990401,-0.34659073230000004,0.087539373,0.038003208600000005
SRX7656046,-1.3149751817,-0.10343113570000001,-0.40036532950000003,0.055199946900000005
SRX7656047,-0.8441997581,-0.1357568649,-0.9253590683,0.0970352661
SRX7656048,-1.2851395004000001,-0.08484032700000001,0.2945530227,0.14530002960000002
SRX7656049,-1.7107563475,-0.0336760129,-0.4129880717,0.1482510961
SRX7656050,-1.8326026084,-0.004846483600000001,0.45310650090000004,0.22872318360000002
SRX7656051,-1.9681616886,-0.644751429,-0.3112731674,-0.1834415272
SRX7656052,-1.0840904678,-0.6530747518000001,-0.1792730807,-0.291745723
SRX7656053,-1.8541669272,-0.680583496,0.4669258875,-0.2070583333
SRX7656054,-0.5984758265,0.0586309844,0.6832233592,-0.28640995810000003
SRX7656055,-1.4997023785,0.3009338992,1.2189026331,-0.2561673142
SRX7656056,-1.1193668101,0.06295437050000001,1.0345681855,-0.2033869971
SRX7656057,-1.032983819,0.3075206488,0.8769570344000001,-0.191489569
SRX7656058,-0.6815941638,0.30620022610000003,1.0308395288,-0.29996488930000004
SRX7656059,-1.1973313304,0.15669264260000001,1.003808953,-0.2739975689
SRX7656060,-1.2636802439,-0.0346104316,0.9669199804,-0.2739867065
SRX7656061,-0.18485494660000001,0.2429573989,1.3046329124,-0.1411955001
SRX7656062,-1.4900325007,-0.2952790474,1.0709743718,-0.3968922552
SRX7656063,-2.1634282471,-0.1637807821,1.5419611952999999,-0.7714632805
SRX7656064,-1.5170513683,-0.5045474215,1.0102663743,-0.9445177907000001
SRX7656065,-1.3804558707,-0.3394743541,0.6733524154,-0.6936953239
SRX7656066,-0.17486589230000002,0.0607450911,0.4778333723,-0.2741151042
SRX7656067,0.32263600060000003,-0.0711569245,0.2283277294,-0.2107467671
SRX7656068,0.3279657832,-0.024163579900000003,0.5047454237,-0.2945587492
SRX7656069,-0.3053755412,-0.0755780595,-0.036488543000000005,-0.14377662900000002
SRX7656070,-0.6318050373,0.0927132217,0.3219347161,-0.1917551074
SRX7656071,-1.3246566831,0.16406197190000002,1.106539614,-0.31899979570000003
SRX7656072,-0.045175710800000005,-0.21601027180000001,-0.06343671940000001,-0.1429422108
SRX7656073,-0.2299869879,-0.3202412592,0.4684376501,-0.1039371872
SRX7656074,-1.4938795234,0.0971277049,1.3086568656,-0.2057577352
SRX7656075,-1.2308102832,-1.1644143608,0.7430928264000001,-1.6721229036
SRX7656076,-2.6893535159,-0.6857172845,1.4110758588,-1.4822713578
SRX7656077,-1.6617932739999999,-0.6088392723,1.0499548908,-1.6233641556
SRX7656078,-0.40427088850000004,-0.2043351309,1.2123719235000001,0.34011186720000003
SRX7656079,-0.1015873828,-0.3470582594,0.4150891108,0.31661900600000004
SRX7656080,-0.5224709639,0.052362684900000005,0.7157158342000001,0.2924930122
SRX7656081,-0.4314563544,-0.3084101353,0.7552087378,0.20629760900000002
SRX7656082,-1.8090636809,-0.282432575,1.3635112604000001,0.1434163886
SRX7656083,-0.7876539235000001,-0.40575378230000003,0.8253963593,0.1449923987
SRX7656084,-0.6947163922,-0.0725686841,0.8865017262,0.2342972617
SRX7656085,-0.0639490725,-0.5316020702,1.0713620105,0.1925245619
SRX7656086,-2.3256257599,0.11774641500000001,1.6928487816,0.290042195
SRX7656087,-1.0180826142,-0.8027031530000001,0.48055836430000004,-0.2225034427
SRX7656088,-0.3802096019,-0.4418953514,0.21480347160000002,-0.3319244188
SRX7656089,-0.6352166650000001,-0.9820447269,0.2317278609,-0.2142957861
SRX7656090,0.1875650547,-0.17534647050000002,0.3075548435,-0.0727186524
SRX7656091,0.2888192314,-0.008943176,-0.07426325460000001,-0.1325552437
SRX7656092,0.48397014860000004,0.11298931350000001,-0.0204480665,-0.0093774403
SRX7656093,0.38666345020000004,-0.2668225487,-0.44819075750000004,-0.0963017972
SRX7656094,0.0134500083,-0.2160477026,0.0626754709,-0.0690723906
SRX7656095,0.4216708222,-0.2781674092,0.2970175237,0.0350324265
SRX7656096,0.22629821320000001,0.0850157868,-1.0593552978,-0.10606712300000001
SRX7656097,-0.6567754326,-0.1227416634,0.849904124,-0.08314191180000001
SRX7656098,0.32582210580000004,-0.0523167196,-0.007028197700000001,-0.030255880500000002
SRX7656099,-0.9687889999,-0.4705653718,0.22153325070000002,-0.5907121801
SRX7656100,-0.10580209680000001,-0.47681953,0.8775665852000001,-0.5373274114000001
SRX7656101,-0.8512042967000001,-0.8273215179000001,0.24376011090000002,-0.5783336185
SRX7656102,0.0672000547,0.2157682693,0.3809295768,0.0407122211
SRX7656103,0.4664387843,0.3274496813,0.2025587748,-0.0296138498
SRX7656104,0.057171942100000005,0.19602323300000002,0.22232267930000002,0.0195569859
SRX7656105,-0.8896473845,-0.8896931336,0.2820647848,-0.7292056332
SRX7656106,-1.2792693016,-0.661779741,0.5162486711000001,-0.696285915
SRX7656107,-0.0572253748,-0.7397388421000001,0.3225475877,-1.0564224947
SRX7656108,-0.4152609781,0.09771808850000001,0.7060599511,-0.0794728993
SRX7656109,-0.2202839932,-0.3280976007,1.0901034369,-0.1805611668
SRX7656110,-0.11287294980000001,0.0551620877,0.2459097554,-0.1544384115
SRX7656111,-0.88508769,-0.19325099240000002,-1.0248076243,-0.18919337260000002
SRX7656112,-1.4909581341,-0.4164516761,0.337676283,-0.29911423600000003
SRX7656113,-0.9193001484000001,0.1079559167,0.7563409586000001,-0.163664422
SRX7656114,0.1349755126,-0.2341560818,0.7987101558,-0.1706452057
SRX7656115,-0.6837590429,-0.6162860495,0.7850010738000001,-0.0065019301
SRX7656116,0.4532295248,-0.1572511288,0.5625369677000001,-0.18035648640000002
SRX7656117,-1.3969439270000001,-0.885531198,1.2923288312,-1.1344697468
SRX7656118,-0.12753341270000002,-0.6206285975,0.8694501578,-0.9830774505000001
SRX7656119,0.7235598056,-0.49637614820000003,0.8682290465,-1.1040875946
SRX7656120,0.0004072549,0.29860803680000003,-0.9042102947,-0.0633550417
SRX7656121,0.6345395497,-0.31246092810000003,-0.4066479136,-0.0233358193
SRX7656122,-0.4918650364,-0.13211635600000002,-0.49812676400000006,-0.0186793965
