,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,2.3129646346357427e-18,0.17858884933041047,3.0,0.0,-0.1550261483,1.0,0.1952804173,2.0,-0.040254269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.6744426711999998,0.46430008239408815,3.0,3.0,-1.856227986,4.0,-2.0203453217,5.0,-1.1467547059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.6042366742666667,0.3589027683999741,3.0,6.0,-2.9906839167,7.0,-2.5406475152,8.0,-2.2813785909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.7619077992946825e-12,0.28679233844148305,21.0,9.0,-0.3728092682,10.0,-0.1430863506,11.0,0.0587244247,12.0,-0.24971689900000002,13.0,-0.2216591953,14.0,-0.048843539500000005,15.0,-0.3834136862,16.0,0.046873594500000004,17.0,0.0801668339,18.0,-0.6438927779,19.0,-0.15468152270000002,20.0,-0.0056368415,21.0,0.1992841702,22.0,-0.00099876,23.0,0.24695948550000002,24.0,0.4196803926,25.0,0.4434631262,26.0,0.319809275,27.0,0.25538922740000003,28.0,-0.1688851632,29.0,0.323273474
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.22588145795238096,0.4931291781307995,21.0,30.0,0.0107559384,31.0,-0.6685011653,32.0,-0.35194340300000004,33.0,-0.45158388990000004,34.0,0.2433481818,35.0,0.0648668255,36.0,0.1009595716,37.0,-0.0629430763,38.0,0.127089283,39.0,-0.4634166658,40.0,-0.7853054678,41.0,-0.37883696310000003,42.0,-0.4211189851,43.0,0.11357300990000001,44.0,-1.2874731989,45.0,0.1826018932,46.0,-1.2815364463,47.0,0.11471906330000001,48.0,0.33776662500000004,49.0,0.5227260638,50.0,-0.409257811
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.33333360913457e-11,0.3508023786363741,3.0,51.0,-0.3707436591,52.0,0.044041849300000005,53.0,0.3267018097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.9632354749,0.33208156403257505,4.0,54.0,-0.9502976637,55.0,-1.3947701298,56.0,-0.9225094283,57.0,-0.5853646778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.10931477189791494,4.0,58.0,-0.0203669106,59.0,0.16014556900000002,60.0,-0.0668309738,61.0,-0.0729476846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.03677893207500001,0.15655566647731536,4.0,62.0,-0.0989173522,63.0,-0.1825026308,64.0,-0.0486691148,65.0,0.1829733695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.007630930149999996,0.18321874242235506,4.0,66.0,0.2636187479,67.0,-0.1008962288,68.0,-0.0606140981,69.0,-0.1326321416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.136347040725,0.08590777725231998,4.0,70.0,-0.2011534223,71.0,-0.0579374634,72.0,-0.066663391,73.0,-0.21963388620000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
