,iModulon,Gene
0,0,SACI_RS05165
1,0,SACI_RS08610
2,1,SACI_RS00030
3,1,SACI_RS00605
4,1,SACI_RS00795
5,1,SACI_RS01395
6,1,SACI_RS01445
7,1,SACI_RS02175
8,1,SACI_RS02250
9,1,SACI_RS02420
10,1,SACI_RS02570
11,1,SACI_RS11800
12,1,SACI_RS03450
13,1,SACI_RS03460
14,1,SACI_RS04230
15,1,SACI_RS11630
16,1,SACI_RS05040
17,1,SACI_RS05460
18,1,SACI_RS05800
19,1,SACI_RS05830
20,1,SACI_RS05870
21,1,SACI_RS05955
22,1,SACI_RS06525
23,1,SACI_RS06900
24,1,SACI_RS07960
25,1,SACI_RS08000
26,1,SACI_RS08300
27,1,SACI_RS08380
28,1,SACI_RS08625
29,1,SACI_RS08800
30,1,SACI_RS08985
31,1,SACI_RS09240
32,1,SACI_RS09625
33,1,SACI_RS11740
34,1,SACI_RS11760
35,1,SACI_RS10345
36,1,SACI_RS10495
37,1,SACI_RS10600
38,1,SACI_RS11910
39,1,SACI_RS11435
40,2,SACI_RS08925
41,2,SACI_RS08930
42,2,SACI_RS08935
43,2,SACI_RS08940
44,2,SACI_RS08945
45,3,SACI_RS10335
46,3,SACI_RS10675
47,3,SACI_RS10690
48,3,SACI_RS10695
49,3,SACI_RS10700
50,3,SACI_RS10705
51,3,SACI_RS10710
52,3,SACI_RS10715
53,3,SACI_RS10720
54,3,SACI_RS10725
55,3,SACI_RS10730
56,3,SACI_RS10735
57,3,SACI_RS10740
58,3,SACI_RS10745
59,3,SACI_RS10750
60,3,SACI_RS10755
61,3,SACI_RS10760
62,4,SACI_RS03915
63,4,SACI_RS03920
64,4,SACI_RS03925
65,4,SACI_RS03930
66,4,SACI_RS03935
67,4,SACI_RS04990
68,5,SACI_RS04230
69,5,SACI_RS05000
70,5,SACI_RS05005
71,5,SACI_RS10120
72,6,SACI_RS02480
73,6,SACI_RS11570
74,6,SACI_RS11700
75,6,SACI_RS09400
76,6,SACI_RS11990
77,6,SACI_RS09835
78,6,SACI_RS09840
79,6,SACI_RS09865
80,6,SACI_RS09895
81,6,SACI_RS09900
82,6,SACI_RS09905
83,6,SACI_RS09910
84,6,SACI_RS09915
85,6,SACI_RS09920
86,6,SACI_RS09935
87,6,SACI_RS09940
88,6,SACI_RS09965
89,6,SACI_RS09970
90,6,SACI_RS09975
91,6,SACI_RS09980
92,6,SACI_RS09990
93,6,SACI_RS09995
94,6,SACI_RS10000
95,6,SACI_RS10005
96,6,SACI_RS10010
97,6,SACI_RS10020
98,6,SACI_RS10025
99,6,SACI_RS10030
100,6,SACI_RS10035
101,6,SACI_RS11960
102,6,SACI_RS10040
103,6,SACI_RS10045
104,6,SACI_RS10055
105,6,SACI_RS10060
106,6,SACI_RS10065
107,6,SACI_RS10070
108,6,SACI_RS10075
109,6,SACI_RS11755
110,7,SACI_RS00195
111,7,SACI_RS01265
112,7,SACI_RS01270
113,7,SACI_RS03240
114,7,SACI_RS04910
115,7,SACI_RS05560
116,7,SACI_RS05645
117,7,SACI_RS07750
118,7,SACI_RS07755
119,7,SACI_RS08640
120,7,SACI_RS11740
121,7,SACI_RS10365
122,7,SACI_RS10370
123,7,SACI_RS10375
124,7,SACI_RS10380
125,7,SACI_RS10385
126,7,SACI_RS11460
127,8,SACI_RS01565
128,8,SACI_RS01570
129,8,SACI_RS01585
130,8,SACI_RS01590
131,8,SACI_RS01595
132,8,SACI_RS01600
133,8,SACI_RS01605
134,8,SACI_RS01610
135,8,SACI_RS01615
136,8,SACI_RS01620
137,8,SACI_RS01625
138,8,SACI_RS01630
139,8,SACI_RS01635
140,8,SACI_RS01640
141,8,SACI_RS01645
142,8,SACI_RS01650
143,8,SACI_RS01655
144,8,SACI_RS01660
145,8,SACI_RS01665
146,8,SACI_RS01675
147,8,SACI_RS01680
148,8,SACI_RS01685
149,8,SACI_RS01690
150,8,SACI_RS01700
151,8,SACI_RS01705
152,8,SACI_RS01710
153,8,SACI_RS01715
154,8,SACI_RS01720
155,8,SACI_RS01725
156,8,SACI_RS02105
157,8,SACI_RS02305
158,8,SACI_RS05570
159,8,SACI_RS11930
160,8,SACI_RS08350
161,8,SACI_RS08385
162,8,SACI_RS08740
163,8,SACI_RS09005
164,8,SACI_RS09985
165,8,SACI_RS10165
166,8,SACI_RS10540
167,9,SACI_RS01880
168,9,SACI_RS06500
169,9,SACI_RS06505
170,9,SACI_RS06510
171,9,SACI_RS06515
172,10,SACI_RS01035
173,10,SACI_RS02020
174,10,SACI_RS03510
175,10,SACI_RS07670
176,10,SACI_RS07675
177,10,SACI_RS07680
178,10,SACI_RS07685
179,10,SACI_RS07690
180,10,SACI_RS07695
181,10,SACI_RS07700
182,10,SACI_RS07705
183,10,SACI_RS08125
184,10,SACI_RS11740
185,11,SACI_RS01445
186,11,SACI_RS01495
187,11,SACI_RS01505
188,11,SACI_RS01585
189,11,SACI_RS01760
190,11,SACI_RS11800
191,11,SACI_RS11555
192,11,SACI_RS03215
193,11,SACI_RS11610
194,11,SACI_RS05015
195,11,SACI_RS05465
196,11,SACI_RS05470
197,11,SACI_RS05570
198,11,SACI_RS07620
199,11,SACI_RS08185
200,11,SACI_RS08385
201,11,SACI_RS08415
202,11,SACI_RS08740
203,11,SACI_RS08970
204,11,SACI_RS09325
205,11,SACI_RS09385
206,11,SACI_RS09825
207,11,SACI_RS09830
208,11,SACI_RS09835
209,11,SACI_RS10015
210,11,SACI_RS10110
211,11,SACI_RS10115
212,11,SACI_RS10120
213,11,SACI_RS10260
214,11,SACI_RS10515
215,11,SACI_RS10600
216,11,SACI_RS10675
217,11,SACI_RS10680
218,11,SACI_RS10685
219,11,SACI_RS10780
220,11,SACI_RS10785
221,11,SACI_RS10790
222,11,SACI_RS10795
223,11,SACI_RS10800
224,11,SACI_RS10805
225,11,SACI_RS10920
226,11,SACI_RS10925
227,11,SACI_RS10930
228,11,SACI_RS10935
229,11,SACI_RS10940
230,11,SACI_RS10945
231,11,SACI_RS10950
232,12,SACI_RS00195
233,12,SACI_RS00955
234,12,SACI_RS02340
235,12,SACI_RS02440
