,BSU09840
M9exp_1,10.7712
M9exp_2,10.3868
M9exp_3,10.2113
M9tran_1,9.8422
M9tran_2,9.7587
M9tran_3,10.0566
M9stat_1,9.6621
M9stat_2,8.6283
M9stat_3,8.4221
MG-0.1_1,10.7254
MG-0.1_2,9.9126
MG-0.1_3,11.2308
MG-0.2_2,10.4
MG-0.2_3,10.7723
MG+5_1,10.3217
MG+5_2,10.3334
MG+5_3,10.2844
MG+10_1,10.8573
MG+10_2,10.5761
MG+10_3,10.2058
MG+15_1,10.0572
MG+15_2,11.1976
MG+15_3,10.7767
MG+25_1,10.5017
MG+25_2,10.206
MG+25_3,10.7095
MG+45_1,10.3605
MG+45_2,10.0952
MG+45_3,11.1584
MG+60_2,10.3831
MG+60_3,10.7094
MG+90_2,10.0501
MG+90_3,10.6271
MG+120_1,9.5046
MG+120_2,9.8288
MG+120_3,9.6394
MG+150_1,10.0745
MG+150_3,10.1884
GM-0.1_1,10.1966
GM-0.1_2,10.497
GM-0.1_3,10.2549
GM-0.2_1,10.2404
GM-0.2_2,10.5679
GM-0.2_3,10.2492
GM+5_1,9.8825
GM+5_2,10.423
GM+5_3,10.4178
GM+10_2,10.6196
GM+10_3,9.5249
GM+15_1,10.7661
GM+15_2,10.7934
GM+15_3,10.4517
GM+25_1,10.993
GM+25_2,10.8202
GM+25_3,10.1844
GM+45_1,10.8059
GM+45_2,9.801
GM+45_3,10.0349
GM+60_1,10.7277
GM+60_2,10.0258
GM+60_3,9.8138
GM+90_1,10.7757
GM+90_2,10.9118
GM+90_3,10.2352
GM+120_1,10.1293
GM+120_3,10.3214
GM+150_1,10.1861
GM+150_2,9.5224
GM+150_3,10.3509
BT_1,10.6158
BT_2,9.8188
B36_1,11.7324
B36_2,11.6621
B60_1,11.0832
B60_2,11.0422
S0_1,9.2845
S0_2,10.1378
S0_3,9.8722
S1_1,9.6038
S1_2,9.366
S1_3,9.6951
S2_1,9.1176
S2_2,8.9389
S2_3,8.7937
S3_1,12.0925
S3_2,11.9119
S4_1,12.503
S4_2,12.3651
S4_3,12.0423
S5_1,11.8628
S5_2,12.282
S5_3,12.3584
S6_1,11.6231
S6_2,11.6179
S6_3,11.7691
S6/t_1,11.4984
S6/t_2,10.8194
S6_4,11.068
S6_5,11.7203
S6_6,11.7962
S7_4,11.3506
S7_5,11.0836
S7_6,11.4804
S8_4,10.815
S8_5,10.653
G135_1,11.6876
G135_3,10.0816
G150_1,11.3205
G150_2,11.9046
G150_3,11.8471
G180_1,11.5922
G180_2,12.0734
G180_3,10.8795
T-5.40H_1,10.6721
T-4.40H_1,10.4518
T-3.40H_1,10.2928
T-2.40H_1,10.0518
T-1.40H_1,10.0111
T-1.10H_1,10.085
T-0.40H_1,9.8197
T0.0H_1,9.5477
T0.30H_1,8.8825
T1.0H_1,8.5098
T1.30H_1,8.5121
T2.0H_1,8.7146
T2.30H_1,9.1696
T3.0H_1,9.0743
T3.30H_1,9.8747
T4.0H_1,10.1827
T5.0H_1,9.9692
LBexp_1,11.6013
LBexp_2,10.8869
LBexp_3,10.5349
LBtran_1,8.5092
LBtran_2,8.698
LBtran_3,8.9115
LBstat_1,8.6013
LBstat_2,8.4608
LBstat_3,8.4535
LBGexp_1,11.8484
LBGexp_2,12.1165
LBGexp_3,11.862
LBGtran_2,10.2676
LBGtran_3,11.3495
LBGstat_1,10.1351
LBGstat_2,9.0527
LBGstat_3,9.968
Mt0_1,11.0808
Mt0_3,11.7424
M0t45_1,9.902
M0t45_2,10.7115
M0t45_3,10.4451
M0t90_1,8.5454
M0t90_2,9.3024
M0t90_3,8.5651
M40t45_1,9.9995
M40t45_2,9.0835
M40t45_3,11.0172
M40t90_1,8.7736
M40t90_2,9.4783
M40t90_3,9.2567
dia0_1,10.9643
dia0_2,11.3479
dia0_3,11.6064
dia5_1,8.9744
dia5_2,9.616
dia5_3,10.0562
dia15_1,10.9295
dia15_2,11.6058
dia15_3,10.886
C30_1,11.0904
C30_2,11.4343
C90_1,10.2048
C90_2,10.4556
SMM_1,10.1436
SMM_2,10.0853
SMM_3,10.2062
Salt_1,8.7756
Salt_2,8.6674
Salt_3,8.8062
M+G_1,9.9449
M+G_2,10.1486
M+G_3,9.9654
Glu_1,10.528
Glu_2,10.4347
Glu_3,10.5172
Fru_1,10.6288
Fru_2,10.2531
Fru_3,9.8389
Mal_1,9.4408
Mal_2,9.8601
Mal_3,9.9786
G+S_2,10.3418
G+S_3,10.6898
Pyr_1,10.1974
Pyr_2,10.4254
Pyr_3,10.2103
Gly_1,8.7699
Gly_2,9.4301
Gly_3,8.4301
Glucon_1,9.4979
Glucon_2,9.7705
Glucon_3,9.3937
BI_1,10.2486
BI_2,10.3454
BC_2,9.8078
BC/t_1,9.4631
BC/t_2,10.0665
BC_1,9.2917
Sw_1,9.47
Sw_2,9.9281
BMM_1,10.8789
BMM_2,10.593
BMM_3,10.6365
Heat_1,11.3714
Heat_2,10.917
Heat_3,10.5544
Cold_1,9.6416
Cold_2,9.0575
Cold_3,8.7609
Etha_1,7.957000000000002
Etha_2,8.1492
Etha_3,7.9307
SMMPr_1,9.9365
SMMPr_2,9.787
SMMPr_3,9.9315
HiTm_1,9.8004
HiTm_2,10.2765
HiTm_3,9.9442
LoTm_1,11.3797
LoTm_2,11.2656
LoTm_3,11.4733
HiOs_1,10.4044
HiOs_2,10.215
HiOs_3,10.2008
Oxctl_1,11.3004
Oxctl_2,11.4002
Oxctl_3,11.9928
Diami_1,10.2352
Diami_2,10.625
Diami_3,10.8712
Paraq_1,11.7991
Paraq_2,12.4459
Paraq_3,10.6653
H2O2_1,11.4143
H2O2_2,11.8931
H2O2_3,11.3806
HPh_1,11.5221
HPh_2,11.1574
HPh_3,11.214
LPh_1,11.5774
LPh_2,12.0799
LPh_3,11.5571
LPhT_1,10.0194
LPhT_2,9.9436
LPhT_3,10.126
aero_1,11.2309
aero_2,9.5412
aero_3,10.579
nit_1,10.265999999999998
nit_2,10.168
nit_3,10.1851
ferm_1,9.9397
ferm_2,9.7034
ferm_3,10.383
