sample,BSU11940
LBexp_1,11.797
LBexp_2,12.9322
LBexp_3,12.8042
LBtran_1,13.4438
LBtran_2,14.548
LBtran_3,13.9218
LBstat_1,14.8143
LBstat_2,13.9544
LBstat_3,13.2331
LBGexp_1,11.3341
LBGexp_2,11.7351
LBGexp_3,11.5689
LBGtran_2,13.5339
LBGtran_3,13.2077
LBGstat_1,14.4929
LBGstat_2,14.2405
LBGstat_3,13.5701
S0_1,12.7645
S0_2,12.317
S0_3,12.3184
S1_1,13.7265
S1_2,13.1509
S1_3,13.6786
S2_1,12.9873
S2_2,12.609000000000002
S2_3,12.8868
S3_1,12.0392
S3_2,12.0844
S4_1,11.9477
S4_2,11.0427
S4_3,11.2512
S5_1,10.763
S5_2,10.9279
S5_3,11.362
S6_1,10.0357
S6_2,9.0655
S6_3,10.3545
S6/t_1,10.0893
S6/t_2,8.3325
S6_4,9.8485
S6_5,10.3353
S6_6,10.1339
S7_4,11.1484
S7_5,10.7254
S7_6,10.986
S8_4,10.5541
S8_5,11.1214
G135_1,9.6209
G135_3,8.1527
G150_1,9.2666
G150_2,9.4701
G150_3,9.6609
G180_1,9.1415
G180_2,9.0407
G180_3,8.38
C30_1,12.2228
C30_2,12.1551
C90_1,13.4247
C90_2,13.166
BI_1,12.7077
BI_2,13.0199
BC_2,10.9195
BC/t_1,10.239
BC/t_2,10.9895
BC_1,10.2259
Sw_1,11.2882
Sw_2,11.8127
BT_1,9.0868
BT_2,8.4525
B36_1,11.59
B36_2,11.2722
B60_1,11.9921
B60_2,11.7683
M9exp_1,13.4178
M9exp_2,13.1278
M9exp_3,13.1356
M9tran_1,13.6534
M9tran_2,13.5829
M9tran_3,13.9152
M9stat_1,11.7525
M9stat_2,11.4688
M9stat_3,11.4689
M+G_1,13.7631
M+G_2,14.0419
M+G_3,14.2418
Glu_1,14.061
Glu_2,13.7362
Glu_3,13.7185
Fru_1,12.0794
Fru_2,14.5955
Fru_3,13.8607
Mal_1,13.1821
Mal_2,13.4337
Mal_3,13.8546
G+S_2,13.7087
G+S_3,13.8118
Pyr_1,13.3002
Pyr_2,14.1359
Pyr_3,13.8389
Gly_1,11.3817
Gly_2,12.689
Gly_3,11.1964
Glucon_1,13.1062
Glucon_2,13.3401
Glucon_3,11.2509
aero_1,14.1137
aero_2,13.6391
aero_3,14.4555
nit_1,13.9983
nit_2,14.3122
nit_3,13.9495
ferm_1,14.2067
ferm_2,13.7446
ferm_3,13.9704
T-5.40H_1,14.2393
T-4.40H_1,14.0731
T-3.40H_1,14.0702
T-2.40H_1,14.0387
T-1.40H_1,13.9456
T-1.10H_1,13.7093
T-0.40H_1,13.7833
T0.0H_1,14.0503
T0.30H_1,14.5688
T1.0H_1,13.8916
T1.30H_1,12.9828
T2.0H_1,12.4832
T2.30H_1,12.9647
T3.0H_1,12.7913
T3.30H_1,12.8344
T4.0H_1,12.6411
T5.0H_1,11.1062
HPh_1,13.3094
HPh_2,12.7554
HPh_3,12.7487
LPh_1,12.8944
LPh_2,13.0242
LPh_3,12.6116
LPhT_1,15.5221
LPhT_2,15.3191
LPhT_3,15.3837
SMMPr_1,13.8896
SMMPr_2,14.1033
SMMPr_3,14.626
HiTm_1,11.1806
HiTm_2,12.5723
HiTm_3,12.5265
LoTm_1,13.5238
LoTm_2,13.3407
LoTm_3,13.0835
HiOs_1,11.4668
HiOs_2,10.7071
HiOs_3,11.1266
BMM_1,13.4724
BMM_2,13.3839
BMM_3,13.2812
Heat_1,13.3454
Heat_2,12.9905
Heat_3,13.0814
Cold_1,14.0845
Cold_2,13.7692
Cold_3,13.4311
Etha_1,10.0458
Etha_2,9.8535
Etha_3,10.1594
SMM_1,14.3682
SMM_2,14.3055
SMM_3,14.4123
Salt_1,11.9877
Salt_2,12.0252
Salt_3,12.0046
Mt0_1,12.0206
Mt0_3,11.5274
M0t45_1,14.1396
M0t45_2,13.7213
M0t45_3,13.7188
M0t90_1,14.2849
M0t90_2,15.1067
M0t90_3,14.5144
M40t45_1,13.5781
M40t45_2,13.6076
M40t45_3,13.7233
M40t90_1,13.8052
M40t90_2,14.734000000000002
M40t90_3,14.411
dia0_1,12.3566
dia0_2,13.2085
dia0_3,13.1639
dia5_1,12.483
dia5_2,12.9595
dia5_3,13.1197
dia15_1,12.8473
dia15_2,12.9829
dia15_3,12.6998
Diami_1,11.5813
Diami_2,12.7257
Diami_3,12.2576
Paraq_1,10.156
Paraq_2,11.6857
Paraq_3,10.1199
H2O2_1,10.8988
H2O2_2,11.1897
H2O2_3,11.0635
Oxctl_1,11.1191
Oxctl_2,11.3806
Oxctl_3,11.7615
GM-0.1_1,13.4605
GM-0.2_1,12.8538
GM+5_1,13.3505
GM+15_1,13.6196
GM+25_1,14.4635
GM+45_1,13.9634
GM+60_1,13.9501
GM+90_1,14.1179
GM+120_1,13.2736
GM+150_1,14.6592
GM-0.1_2,13.502
GM-0.2_2,13.6241
GM+5_2,13.2315
GM+10_2,13.0135
GM+15_2,13.1106
GM+25_2,14.0345
GM+45_2,12.6196
GM+60_2,12.8613
GM+90_2,14.9752
GM+150_2,14.0277
GM-0.1_3,14.4795
GM-0.2_3,14.3339
GM+5_3,14.2315
GM+10_3,12.9474
GM+15_3,14.0919
GM+25_3,13.6328
GM+45_3,13.1227
GM+60_3,13.1006
GM+90_3,14.5384
GM+120_3,14.7674
GM+150_3,14.8936
MG-0.1_1,13.0061
MG+5_1,13.0213
MG+10_1,13.6576
MG+15_1,13.2101
MG+25_1,13.3396
MG+45_1,13.0775
MG+120_1,13.3154
MG+150_1,14.55
MG-0.1_2,11.5995
MG-0.2_2,11.8964
MG+5_2,12.1498
MG+10_2,12.5401
MG+15_2,13.4672
MG+25_2,12.1296
MG+45_2,11.2381
MG+60_2,12.3479
MG+90_2,12.8285
MG+120_2,14.5602
MG-0.1_3,12.1273
MG-0.2_3,11.7511
MG+5_3,12.0592
MG+10_3,11.0015
MG+15_3,12.2576
MG+25_3,12.3024
MG+45_3,12.202
MG+60_3,11.9867
MG+90_3,13.3649
MG+120_3,14.127
MG+150_3,14.942
