,A,SigV
SRX533171,0.5516606957698391,0.3537567054508104
SRX533786,-1.5836675218570864,-0.20426609912526586
SRX533787,-0.8144596818045899,-0.1937233031156516
SRX533789,-1.2549888223758827,-0.8971237190914609
SRX533791,-0.3195231194653326,0.4781187993954434
SRX533792,-1.4291189287490975,-0.3354615097580682
SRX533793,-0.4325475989880621,-0.016528184086291198
SRX533794,-0.5868813845213859,0.25421199461063804
SRX533795,-0.3223212541110969,0.2979403975545329
SRX4703435,-0.06656175959852992,-0.11069514450938822
SRX4703436,0.3050529971798096,0.24632143106731874
SRX4703437,-0.2384912375812821,-0.1356262865579314
SRX4703438,-3.3191361326253705,-1.7631775099616591
SRX4703439,-2.6148919576567606,-1.4343809819916942
SRX4703440,-2.9182200013314747,-1.1900077612390942
SRX6902408,-0.16892862975610526,0.9466747627378228
SRX6902409,0.14954382540580166,0.6152649513308225
SRX6902410,0.1530077599781323,0.91434430562887
SRX6902411,-1.0667240775725841,-0.2578362683288388
SRX6902412,-0.15115849411336982,-0.2578362683288388
SRX6902413,-0.06412465070715252,-0.2578362683288388
SRX6902414,-0.2372258540913364,-0.2578362683288388
SRX6902415,0.23722585409133504,0.2578362683288388
SRX5278698,-0.9173479543775772,-0.37726076774699857
SRX5278699,-0.5752690981430423,-0.4080238701600312
SRX5278700,1.4926170525206262,0.7852846379070284
SRX5278701,1.1092337372358232,0.2263799274682077
SRX5278702,0.4121530321867209,0.2888577171309477
SRX5278703,2.2554676566002363,0.9041885485217956
SRX5278704,-4.398605030691384,-3.333738004845113
SRX5278705,-3.2652826179661463,-1.0965069872718889
SRX5278707,1.9481058865420664,0.7850068421573386
SRX5278708,1.3765767027748228,0.5908756202265733
SRX5278709,1.8070569070958784,0.35571440093107176
SRX5278710,-3.6391104459258736,-3.333738004845113
SRX5278711,-1.7697548244416523,-0.8584617514177451
SRX5278713,-2.262552952547843,-1.3227652682096591
SRX5278714,-1.9757416287958016,-1.573177787058916
SRX5278715,-2.5359693470425793,-1.939798778145546
SRX5278716,-0.9306037027678552,-0.9546067834663549
SRX5278717,-2.403625700812308,-1.1171029367254786
SRX5278718,0.16122617110935125,0.11005844674377796
SRX5278719,0.980870003650966,0.13748391878682353
SRX5278720,-2.59704093884798,-1.7953094227480342
SRX5278721,0.13192400321697986,0.26035473042325874
SRX1254783,-3.936743962535465,-1.5003365334341916
SRX1254784,-5.055887787868595,-1.811237457765588
SRX1254785,-5.550519520018616,-2.0277869936867137
SRX1254786,-4.977414989896968,-2.145524780054969
SRX1473807,-0.3974675522245096,0.04818287440787339
SRX1473808,0.5552211618665654,0.19987653761563973
SRX1473809,-0.15775360964205376,-0.24805941202351225
SRX7520944,-0.8638644919791109,-0.21344947164332373
SRX7520945,-0.4308661916685592,-0.2085870935408427
SRX7520946,0.40383805330922573,0.03864713969184086
SRX7520947,0.8908926303384439,0.38338942549232413
SRX7520948,-2.192642798012908,-2.6035038449993015
SRX7520949,-1.8379817987532132,-2.5975904728437733
SRX7520950,0.21041513721505803,-0.190876014200962
SRX7520951,0.7983291014533297,0.5851008758913845
SRX959206,-0.00944424327178184,-0.545199747821963
SRX959207,0.20860490562829812,-0.4016399760135589
SRX959208,-0.9053280320656872,-0.8766629679614426
SRX959209,-0.4599702512577169,-0.17848834600352492
SRX959210,-0.6322903990398521,-0.8766629679614426
SRX959211,-0.5867271130779971,-0.1966952609276448
SRX959212,-0.552752738690237,-0.17356405536432518
SRX959213,-0.223838277246586,0.0043068398881063175
SRX959214,0.08622429127180553,-0.007800093565162758
SRX959215,0.30107647494681844,0.10498769447295896
SRX959216,0.1633026685628602,-0.3291655675247324
SRX959217,0.22598758115534145,0.4012351820931548
SRX3269802,0.3310617265445381,0.22457775588972506
SRX3269803,-0.3310617265445365,-0.22457775588972415
SRX3269804,-0.7304626675476621,-1.149097247397271
SRX3269805,0.057969827441101525,0.10375206808758007
SRX3269806,-1.613608117064099,-0.7013825021916125
SRX3269807,-11.914541315647194,-4.6202461880608645
SRX3269808,-8.640564042651608,-3.0199310003198083
SRX3269809,-9.051639429643926,-3.736297469901659
SRX3269810,-9.043982015893038,-3.744825661363498
SRX3269811,-7.833799391059432,-2.9607064097670013
SRX2529102,0.3635210113254995,0.3744308544395301
SRX2529103,-0.3635210113254961,-0.3744308544395301
SRX2529104,2.157683073076477,1.5017296289425182
SRX2529105,1.5694503101081785,1.7591569412952142
ERX1981712,-0.8714620231401878,-0.7495259943336195
ERX1981713,0.9436615602195444,-0.3681370582309811
ERX1981714,-0.04654135191097805,-0.8808357440342052
ERX1981715,-1.2934412629711292,-0.7888072652867925
ERX1981716,1.0007365265190558,0.5846669604010308
ERX1981717,0.2927047364520716,0.20414030488576215
ERX2274784,-0.5421221229057768,-1.1445048992284608
ERX2274785,1.1803428754007188,0.6052066306023414
ERX2274786,1.0840203387420877,0.2751790266001031
ERX2274787,0.3554230897515073,0.3412663442323152
ERX2274788,-0.2251499139423012,-0.05911168743231787
ERX2274789,1.3066453361681092,0.6724881587695068
ERX2274790,-0.7929229976920908,-0.4156691256047593
ERX2274791,1.1003444268206426,0.2384917059351519
ERX2274792,0.7560340179603198,0.8607180812899681
ERX2274793,0.9779816590761236,1.4279372731891198
ERX2274794,1.6677495281286066,0.4210134676126165
ERX2274795,1.1482727948571716,0.7623048022471814
ERX2274796,0.4884629758411627,-0.07400417531504333
ERX2274797,-0.08662417321787168,0.7436770525643079
ERX2274798,-0.4018388026232863,-0.669672877249265
ERX2274799,-1.4418290143729604,0.0977157152098138
ERX2274800,1.5045773564713445,0.6962437625142184
ERX2274801,0.7546491752038125,0.3578502190832582
ERX1819430,0.9689921016751308,0.636946066422452
ERX1819431,0.9432065171066106,0.4982003252910418
ERX1819432,0.280819938490461,0.23915252927395916
ERX1819433,0.7293058222416892,0.8934623446321179
ERX1819434,0.6886766328662111,0.5386479070516685
ERX1819435,3.7358356787525815,2.1190125892232965
ERX1819436,1.2640865682689042,0.6954228090035905
ERX1819437,3.7518884107573416,2.2751810023269914
ERX1819438,-0.4532942238871233,-0.5432784837890983
ERX1819439,1.4786504843461652,1.1821668298815862
ERX1819440,-0.4868487952028932,-0.3339028124377339
ERX1819441,2.2441695684976524,1.3593423290254338
ERX1819442,-0.2353824089790743,0.004630576737430392
ERX1819443,-0.7234725891652661,0.14888242360139792
ERX1819444,-0.6660263706355499,0.02416402355574432
ERX1819445,-0.7729499595249699,0.1798139396724996
ERX3440914,0.01973682947670877,0.4723719613020776
ERX3440915,0.9161962292713708,0.444924849634764
ERX3440916,0.6558498251096957,0.907643302143452
ERX3440917,-0.004676968727145692,0.15444920410320107
ERX3440918,-1.282194913071393,-0.8811651986829282
ERX3440919,-0.10837400038876904,-0.4301285430530839
ERX3440920,0.1932780751721659,-0.4636594713549607
ERX3440921,3.5191684246729618,2.413800497799764
ERX3440922,2.931738025438593,2.2958377074463376
ERX3440923,3.0092730352425665,2.4139159187885086
ERX3440924,2.4282350326847544,1.7566360773790988
ERX3440925,-0.13172279999387065,0.015604101673574622
ERX3440926,3.4458998289875127,2.502970214895532
ERX3440927,3.6694054677469214,2.9914126320303973
ERX3440928,3.3023273704303984,1.9520830447890032
ERX3440929,3.5888008969076908,2.123910888795743
ERX3440930,3.07241538953542,2.101938369294466
ERX3440931,2.2327531873357738,1.3975023260488637
ERX3440932,2.326787111203568,2.461890173105485
ERX3440933,2.960256971680695,2.277412745772289
ERX3440934,1.9611857344310548,1.836061441473232
ERX3440935,2.2357778324354936,1.7708895707508738
ERX3440936,0.11198597051716117,-0.4879760629756525
ERX3440937,1.7156986142120736,1.988867371584566
ERX3440938,-0.31205274820637463,-0.2111138126623684
ERX3440939,0.12711509076915772,0.3492030248699085
ERX3440940,-0.835484985009075,-0.7597752351808316
ERX3440941,-0.4257826199286767,-0.049132952345311454
ERX3440942,-0.8347859848499316,-1.0713821336810656
ERX3440943,0.3996145682097806,0.4267328438182736
SRX5347612,-0.6087221982162314,-0.5711827458255319
SRX5347613,0.35830719249940324,-0.04016766673478545
SRX5347614,0.25041500571682385,0.6113504125603164
SRX5347615,-0.5034584120913006,-0.7708236758165541
SRX5347616,-1.3527044170298856,-1.8737281517895308
SRX5347617,-1.530011329767032,-1.013162321313844
SRX5347618,-0.6610137847885872,-1.140525869569197
SRX5347619,-1.116407228956575,-0.7636419103391068
SRX5347620,-1.4464286089379987,-0.7044635091065259
SRX5347621,1.0852007813482791,0.4282672445371194
SRX5347622,0.1874230533325803,0.3734361152287988
SRX5347623,-0.7121522649695743,-0.22013801055313253
SRX8170783,-1.04242411019702,-0.36174112570958
SRX8170784,0.2017720602912836,-0.24788662277844864
SRX8170785,0.8406520499057397,0.6096277484880295
SRX8170786,5.18355024481694,1.3323311236975557
SRX8170787,4.576194973808941,1.4745810121646143
SRX8170788,4.66425694603243,1.7666875918834308
SRX5177009,-0.6710644817514846,0.3337142484963957
SRX5177010,-0.08243809582550803,0.0057194897834120795
SRX5177011,-0.950686228223598,-0.06374503271484233
SRX5177012,-1.4198009761719592,-0.06518764823925173
SRX7354731,-0.5803049987577388,-0.28700125166558754
SRX7354732,0.5803049987577379,0.2870012516655873
SRX7354733,0.5403973570952563,1.1879910927328874
SRX7354734,0.5489288240860778,1.7310352959150808
SRX7354735,-1.5267174506532442,-0.651332123204595
SRX7354736,-1.255812634898906,-0.08453216620387294
SRX7354737,-1.3414566648716666,0.10141355550326914
SRX7354738,-1.4903523799335396,-0.023251443449735062
SRX2508581,-0.22123622412862115,-0.29706819827326725
SRX2508582,-0.40629918511359375,-0.02834975276323282
SRX2508583,0.07072434546638642,-0.4201745182373857
SRX2508584,0.31596177663470143,0.08484034812298312
SRX2508585,0.2727660980370801,0.05968886577281274
SRX2508586,-0.32334710408483497,-0.21023661442810004
SRX2508587,0.11209464753593933,0.0667805422667751
SRX2508588,0.8899935481035105,0.545430665000425
SRX2508589,-0.05152987390845811,0.2373793325004545
SRX2508590,-0.8162679532124056,-0.5531971726162348
SRX2508591,0.1163385263316548,-0.1841704016304964
SRX2508592,1.5694654870026354,0.7990625789202053
SRX1736086,0.03828048894886525,-0.17969292421785354
SRX1736087,0.295496925430481,-0.11200514954665007
SRX1736088,-0.33377741437934866,0.2916980737645034
SRX1736089,-1.2166307880512772,-1.0381878966170304
SRX1736090,-1.4305701942941207,-0.9936790193316672
SRX1736091,-1.5414616557130605,-1.3784214574732119
SRX1736092,-0.07179681342599638,-0.0949105749317838
SRX1736093,0.19615287265707526,-0.12209898827556898
SRX1736094,0.5063030888165095,0.010765069179973441
SRX1736095,-1.3349589733960046,-0.9376115695606976
SRX1736096,-1.3932301584481257,-1.0003704433289835
SRX1736097,-2.688950766171,-1.1041900859968548
SRX7176371,-0.021294178667671883,-0.18397551787636068
SRX7176372,0.1675870178336447,0.0038389421850641976
SRX7176373,-0.14629283916597338,0.18013657569129649
SRX7176374,3.3114180669075783,1.4191860563597172
SRX7176375,3.5329351806235048,0.973742980630298
SRX7176376,3.9024087847813766,0.8951852882084191
