k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,0.01887737832963467,,,
6,Iron,False,0.009971988601610065,,,
7,Zinc - Steady,False,-0.008016286799684167,,,
14,UC-7,False,0.00496024392079562,,,
3,Cadmium,False,0.0031273677246645088,,,
0,UC-1,False,-0.002968521376606077,,,
4,UC-4,False,0.0011815453553572295,,,
12,Zinc - Intermediate,False,0.0011269307649043581,,,
13,UC-6,False,0.0009786218183580786,,,
2,UC-3,False,-0.000911711860098876,,,
9,UC-5,False,-0.000782737442143598,,,
1,UC-2,False,-0.0006412801859551108,,,
10,Copper,False,0.0005590776825556531,,,
8,Zinc - Fast,False,0.00048634600447257977,,,
11,Chromium,False,0.0003241852190694772,,,
