,-0.20086245685685428,-0.1757546497497475,-0.15064684264264072,-0.12553903553553394,-0.10043122842842717,-0.07532342132132039,-0.05021561421421361,-0.025107807107106833,-5.551115123125783e-17,0.025107807107106722,0.0502156142142135,0.07532342132132025,0.10043122842842706,0.12553903553553386,0.1506468426426406,0.17575464974974736,0.20086245685685417,0.22597026396396097,0.2510780710710677,0.27618587817817447
thresh,-0.1632007461961941,0.1632007461961941,1,,,,,,,,,,,,,,,,,
unreg,2,1,0,0,1,10,25,459,4581,467,9,4,1,1,1,0,0,0,2,0
unreg_genes,['PP_5175' 'PP_5174'],['PP_5173'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_2733' 'cfa'],[]
