,regulator,MG5005_TF_id,trn_type,gene_name,MG5005_gene_id,gene_id,TF_id,old_TF_id,old_gene_id,Ref,Ref genome,Note
2020,MtsR_M49,,TF,nrdF,Spy49_0339,SP5448_07775,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2021,MtsR_M49,,TF,nrdI,Spy49_0340,SP5448_07770,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2022,MtsR_M49,,TF,nrdE,Spy49_0341,SP5448_07765,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2023,MtsR_M49,,TF,glmU,Spy49_0375,SP5448_07705,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2024,MtsR_M49,,TF,nudF,Spy49_0376,SP5448_07700,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2025,MtsR_M49,,TF,,Spy49_0377,SP5448_07695,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2026,MtsR_M49,,TF,mtnN,Spy49_0378,SP5448_07690,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2027,MtsR_M49,,TF,aroE,Spy49_0450,SP5448_07325,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2028,MtsR_M49,,TF,,Spy49_0451,SP5448_07320,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2029,MtsR_M49,,TF,fbiB,Spy49_0453,SP5448_07315,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2030,MtsR_M49,,TF,,Spy49_0454,SP5448_07310,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2031,MtsR_M49,,TF,metK-2,Spy49_0455,SP5448_07305,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2032,MtsR_M49,,TF,,Spy49_0456,SP5448_07300,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2033,MtsR_M49,,TF,,Spy49_0457,SP5448_07295,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2034,MtsR_M49,,TF,ugd,Spy49_0459,SP5448_07290,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2035,MtsR_M49,,TF,,Spy49_0460,SP5448_07285,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2036,MtsR_M49,,TF,XK27_214,Spy49_0578,SP5448_06695,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2037,MtsR_M49,,TF,pyrR,Spy49_0650,SP5448_06355,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2038,MtsR_M49,,TF,pyrP,Spy49_0651,SP5448_06350,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2039,MtsR_M49,,TF,pyrB,Spy49_0652,SP5448_06345,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2040,MtsR_M49,,TF,carA,Spy49_0653,SP5448_06340,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2041,MtsR_M49,,TF,carB,Spy49_0654,SP5448_06335,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2042,MtsR_M49,,TF,,Spy49_0661,SP5448_06300,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2043,MtsR_M49,,TF,pdxH,Spy49_0662,SP5448_06295,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2044,MtsR_M49,,TF,pyrF,Spy49_0712,SP5448_06050,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2045,MtsR_M49,,TF,pyrE,Spy49_0713,SP5448_06045,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2046,MtsR_M49,,TF,,Spy49_1024,SP5448_04345,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2047,MtsR_M49,,TF,,Spy49_1630,SP5448_08565,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2048,MtsR_M49,,TF,appA_2,Spy49_1660,SP5448_08655,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2049,MtsR_M49,,TF,,Spy49_1781,SP5448_09235,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2050,MtsR_M49,,TF,XK27_692,Spy49_1782,SP5448_09240,Spy49_0380c,,,PMID: 20398221,CP000829.1,
2051,PerR_M14,,TF,cadA,SPy_1434,SP5448_03765,SPy_0187,,,PMID: 17238923,AE004092.2,
2052,PerR_M14,,TF,inlA,SPy_1361,SP5448_04060,SPy_0187,,,PMID: 17238923,AE004092.2,
2053,PerR_M14,,TF,,SPy_2006,SP5448_08685,SPy_0187,,,PMID: 17238923,AE004092.2,
2054,PerR_M14,,TF,lmb,SPy_2007,SP5448_08690,SPy_0187,,,PMID: 17238923,AE004092.2,
2055,PerR_M14,,TF,rpsN,SPy_1871,SP5448_01605,SPy_0187,,,PMID: 17238923,AE004092.2,
2056,PerR_M14,,TF,czcD,SPy_0845,SP5448_06290,SPy_0187,,,PMID: 17238923,AE004092.2,
2057,RivR_M1,,TF,comGA,M5005_Spy_0086,SP5448_00605,M5005_Spy_0186,,M5005_RS00645,PMID: 23147037,CP000017.2,
2058,RivR_M1,,TF,cglB,M5005_Spy_0087,SP5448_00610,M5005_Spy_0186,,M5005_RS00650,PMID: 23147037,CP000017.2,
2059,RivR_M1,,TF,,M5005_Spy_0095,SP5448_00650,M5005_Spy_0186,,M5005_RS00690,PMID: 23147037,CP000017.2,
2060,RivR_M1,,TF,atpA,M5005_Spy_0131,SP5448_00830,M5005_Spy_0186,,M5005_RS00870,PMID: 23147037,CP000017.2,
2061,RivR_M1,,TF,ulaD,M5005_Spy_0151,SP5448_00930,M5005_Spy_0186,,M5005_RS00965,PMID: 23147037,CP000017.2,
2062,RivR_M1,,TF,rofA,M5005_Spy_0186,SP5448_01090,M5005_Spy_0186,,M5005_RS01110,PMID: 23147037,CP000017.2,
2063,RivR_M1,,TF,prtP,M5005_Spy_0341,SP5448_07800,M5005_Spy_0186,,M5005_RS01880,PMID: 23147037,CP000017.2,
2064,RivR_M1,,TF,,M5005_Spy_0355,SP5448_07740,M5005_Spy_0186,,M5005_RS01935,PMID: 23147037,CP000017.2,
2065,RivR_M1,,TF,,M5005_Spy_0518,SP5448_06965,M5005_Spy_0186,,M5005_RS02680,PMID: 23147037,CP000017.2,
2066,RivR_M1,,TF,,M5005_Spy_1106,SP5448_04075,M5005_Spy_0186,,M5005_RS05475,PMID: 23147037,CP000017.2,
2067,RivR_M1,,TF,,M5005_Spy_1185,SP5448_03670,M5005_Spy_0186,,M5005_RS05865,PMID: 23147037,CP000017.2,
2068,RivR_M1,,TF,rlmL,M5005_Spy_1351,SP5448_02805,M5005_Spy_0186,,M5005_RS06705,PMID: 23147037,CP000017.2,
2069,RivR_M1,,TF,glpK,M5005_Spy_1381,SP5448_02645,M5005_Spy_0186,,M5005_RS06855,PMID: 23147037,CP000017.2,
2070,RivR_M1,,TF,lacA,M5005_Spy_1398,SP5448_02555,M5005_Spy_0186,,M5005_RS06940,PMID: 23147037,CP000017.2,
2071,RivR_M1,,TF,cydD,M5005_Spy_1525,SP5448_01920,M5005_Spy_0186,,M5005_RS07545,PMID: 23147037,CP000017.2,
2072,RivR_M1,,TF,yhhS,M5005_Spy_1575,SP5448_01675,M5005_Spy_0186,,M5005_RS07785,PMID: 23147037,CP000017.2,
2073,RivR_M1,,TF,,M5005_Spy_1629,SP5448_08305,M5005_Spy_0186,,M5005_RS08075,PMID: 23147037,CP000017.2,
2074,RivR_M1,,TF,ulaA,M5005_Spy_1662,SP5448_08465,M5005_Spy_0186,,M5005_RS08220,PMID: 23147037,CP000017.2,
2075,RivR_M1,,TF,,M5005_Spy_1687,SP5448_08580,M5005_Spy_0186,,M5005_RS08330,PMID: 23147037,CP000017.2,
2076,RivR_M1,,TF,speB,M5005_Spy_1734,SP5448_08795,M5005_Spy_0186,,M5005_RS08540,PMID: 23147037,CP000017.2,
2077,RivR_M1,,TF,speB,M5005_Spy_1735,SP5448_08800,M5005_Spy_0186,,M5005_RS08545,PMID: 23147037,CP000017.2,
2078,CodY_M49,,TF,rofA,Spy49_0111,SP5448_00705,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2079,CodY_M49,,TF,,Spy49_0144,SP5448_00870,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2080,CodY_M49,,TF,slo,Spy49_0146,SP5448_00880,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2081,CodY_M49,,TF,fasA,Spy49_0206,SP5448_01185,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2082,CodY_M49,,TF,,Spy49_0568,SP5448_06740,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2083,CodY_M49,,TF,sagB,Spy49_0569,SP5448_06735,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2084,CodY_M49,,TF,,Spy49_0679,SP5448_06220,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2085,CodY_M49,,TF,,Spy49_0792,SP5448_04645,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2086,CodY_M49,,TF,,Spy49_1630,SP5448_08565,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2087,CodY_M49,,TF,appA_2,Spy49_1660,SP5448_08655,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2088,CodY_M49,,TF,nodC,Spy49_1804,SP5448_09365,Spy49_1387c,,,PMID: 21705595,CP000829.1,
2089,MalR_M1,,TF,ulaC,M5005_Spy_0150,SP5448_00925,M5005_Spy_1057,,M5005_RS00960,PMID: 21645132,CP000017.2,
2090,MalR_M1,,TF,bioY,M5005_Spy_0177,SP5448_01055,M5005_Spy_1057,,M5005_RS01080,PMID: 21645132,CP000017.2,
2091,MalR_M1,,TF,,M5005_Spy_0428,SP5448_07390,M5005_Spy_1057,,M5005_RS02265,PMID: 21645132,CP000017.2,
2092,MalR_M1,,TF,,M5005_Spy_0429,SP5448_07385,M5005_Spy_1057,,M5005_RS02270,PMID: 21645132,CP000017.2,
2093,MalR_M1,,TF,,M5005_Spy_0430,SP5448_07380,M5005_Spy_1057,,M5005_RS02275,PMID: 21645132,CP000017.2,
2094,MalR_M1,,TF,,M5005_Spy_1021,SP5448_04515,M5005_Spy_1057,,M5005_RS05075,PMID: 21645132,CP000017.2,
2095,MalR_M1,,TF,,M5005_Spy_1029,SP5448_04475,M5005_Spy_1057,,M5005_RS05115,PMID: 21645132,CP000017.2,
2096,MalR_M1,,TF,glgP,M5005_Spy_1055,SP5448_04340,M5005_Spy_1057,,M5005_RS05230,PMID: 21645132,CP000017.2,
2097,MalR_M1,,TF,malQ,M5005_Spy_1056,SP5448_04335,M5005_Spy_1057,,M5005_RS05235,PMID: 21645132,CP000017.2,
2098,MalR_M1,,TF,malX,M5005_Spy_1058,SP5448_04325,M5005_Spy_1057,,M5005_RS05245,PMID: 21645132,CP000017.2,
2099,MalR_M1,,TF,malF,M5005_Spy_1059,SP5448_04320,M5005_Spy_1057,,M5005_RS05250,PMID: 21645132,CP000017.2,
2100,MalR_M1,,TF,malG,M5005_Spy_1060,SP5448_04315,M5005_Spy_1057,,M5005_RS05255,PMID: 21645132,CP000017.2,
2101,MalR_M1,,TF,yhhS,M5005_Spy_1575,SP5448_01675,M5005_Spy_1057,,M5005_RS07785,PMID: 21645132,CP000017.2,
2102,MalR_M1,,TF,lacG,M5005_Spy_1632,SP5448_08320,M5005_Spy_1057,,M5005_RS08090,PMID: 21645132,CP000017.2,
2103,MalR_M1,,TF,ulaA,M5005_Spy_1662,SP5448_08465,M5005_Spy_1057,,M5005_RS08220,PMID: 21645132,CP000017.2,
2104,MalR_M1,,TF,,M5005_Spy_1678,SP5448_08540,M5005_Spy_1057,,M5005_RS08290,PMID: 21645132,CP000017.2,
2105,MalR_M1,,TF,pulA,M5005_Spy_1680,SP5448_08545,M5005_Spy_1057,,M5005_RS08295,PMID: 21645132,CP000017.2,
2106,MalR_M1,,TF,dexB,M5005_Spy_1681,SP5448_08550,M5005_Spy_1057,,M5005_RS08300,PMID: 21645132,CP000017.2,
2107,MalR_M1,,TF,rgfB,M5005_Spy_1691,SP5448_08590,M5005_Spy_1057,,M5005_RS08340,PMID: 21645132,CP000017.2,
2108,MalR_M1,,TF,ptsG,M5005_Spy_1692,SP5448_08595,M5005_Spy_1057,,M5005_RS08345,PMID: 21645132,CP000017.2,
2109,FasX_0min_M1,,sRNA,adhE,M5005_Spy_0039,SP5448_00300,M5005_Spy_0207,,M5005_RS00350,PMID: 22882718,CP000017.2,
2110,FasX_0min_M1,,sRNA,fasB,M5005_Spy_0204,SP5448_01175,M5005_Spy_0207,,M5005_RS01190,PMID: 22882718,CP000017.2,
2111,FasX_0min_M1,,sRNA,fasC,M5005_Spy_0205,SP5448_01180,M5005_Spy_0207,,M5005_RS01195,PMID: 22882718,CP000017.2,
2112,FasX_0min_M1,,sRNA,naiP,M5005_Spy_1094,SP5448_04135,M5005_Spy_0207,,M5005_RS05415,PMID: 22882718,CP000017.2,
2113,FasX_0min_M1,,sRNA,,M5005_Spy_1684,SP5448_08565,M5005_Spy_0207,,M5005_RS08315,PMID: 22882718,CP000017.2,
2114,FasX_15min_M1,,sRNA,adhE,M5005_Spy_0039,SP5448_00300,M5005_Spy_0207,,M5005_RS00350,PMID: 22882718,CP000017.2,
2115,FasX_15min_M1,,sRNA,,M5005_Spy_0107,SP5448_00710,M5005_Spy_0207,,M5005_RS00745,PMID: 22882718,CP000017.2,
2116,FasX_15min_M1,,sRNA,,M5005_Spy_0108,SP5448_00715,M5005_Spy_0207,,M5005_RS00750,PMID: 22882718,CP000017.2,
2117,FasX_15min_M1,,sRNA,,M5005_Spy_0109,SP5448_00720,M5005_Spy_0207,,M5005_RS00755,PMID: 22882718,CP000017.2,
2118,FasX_15min_M1,,sRNA,srtB,M5005_Spy_0110,SP5448_00725,M5005_Spy_0207,,M5005_RS00760,PMID: 22882718,CP000017.2,
2119,FasX_15min_M1,,sRNA,,M5005_Spy_0111,SP5448_00730,M5005_Spy_0207,,M5005_RS00765,PMID: 22882718,CP000017.2,
2120,FasX_15min_M1,,sRNA,yabJ,M5005_Spy_0123,SP5448_00790,M5005_Spy_0207,,M5005_RS00830,PMID: 22882718,CP000017.2,
2121,FasX_15min_M1,,sRNA,ulaE,M5005_Spy_0152,SP5448_00935,M5005_Spy_0207,,M5005_RS00970,PMID: 22882718,CP000017.2,
2122,FasX_15min_M1,,sRNA,lmrB,M5005_Spy_0473,SP5448_07175,M5005_Spy_0207,,M5005_RS02475,PMID: 22882718,CP000017.2,
2123,FasX_15min_M1,,sRNA,FbpA,M5005_Spy_0740,SP5448_05855,M5005_Spy_0207,,M5005_RS03765,PMID: 22882718,CP000017.2,
2124,FasX_15min_M1,,sRNA,,M5005_Spy_1019,SP5448_04530,M5005_Spy_0207,,M5005_RS05065,PMID: 22882718,CP000017.2,
2125,FasX_15min_M1,,sRNA,inlA,M5005_Spy_1109,SP5448_04060,M5005_Spy_0207,,M5005_RS05490,PMID: 22882718,CP000017.2,
2126,FasX_15min_M1,,sRNA,,M5005_Spy_1178,SP5448_03705,M5005_Spy_0207,,M5005_RS05830,PMID: 22882718,CP000017.2,
2127,FasX_15min_M1,,sRNA,,M5005_Spy_1436,SP5448_02360,M5005_Spy_0207,,M5005_RS07125,PMID: 22882718,CP000017.2,
2128,FasX_15min_M1,,sRNA,,M5005_Spy_1518,SP5448_01950,M5005_Spy_0207,,M5005_RS07515,PMID: 22882718,CP000017.2,
2129,FasX_15min_M1,,sRNA,lacG,M5005_Spy_1632,SP5448_08320,M5005_Spy_0207,,M5005_RS08090,PMID: 22882718,CP000017.2,
2130,FasX_15min_M1,,sRNA,,M5005_Spy_1684,SP5448_08565,M5005_Spy_0207,,M5005_RS08315,PMID: 22882718,CP000017.2,
2131,FasX_15min_M1,,sRNA,sdaAA,M5005_Spy_1842,SP5448_09320,M5005_Spy_0207,,M5005_RS09055,PMID: 22882718,CP000017.2,
2132,FasX_60min_M1,,sRNA,cglB,M5005_Spy_0087,SP5448_00610,M5005_Spy_0207,,M5005_RS00650,PMID: 22882718,CP000017.2,
2133,FasX_60min_M1,,sRNA,comGF,M5005_Spy_0091,SP5448_00630,M5005_Spy_0207,,M5005_RS00670,PMID: 22882718,CP000017.2,
2134,FasX_60min_M1,,sRNA,ssb_2,M5005_Spy_0102,SP5448_00685,M5005_Spy_0207,,M5005_RS00720,PMID: 22882718,CP000017.2,
2135,FasX_60min_M1,,sRNA,,M5005_Spy_0107,SP5448_00710,M5005_Spy_0207,,M5005_RS00745,PMID: 22882718,CP000017.2,
2136,FasX_60min_M1,,sRNA,,M5005_Spy_0108,SP5448_00715,M5005_Spy_0207,,M5005_RS00750,PMID: 22882718,CP000017.2,
2137,FasX_60min_M1,,sRNA,,M5005_Spy_0125,SP5448_00800,M5005_Spy_0207,,M5005_RS00840,PMID: 22882718,CP000017.2,
2138,FasX_60min_M1,,sRNA,atpE,M5005_Spy_0128,SP5448_00815,M5005_Spy_0207,,M5005_RS00855,PMID: 22882718,CP000017.2,
2139,FasX_60min_M1,,sRNA,sgaT,M5005_Spy_0148,SP5448_00915,M5005_Spy_0207,,M5005_RS00950,PMID: 22882718,CP000017.2,
2140,FasX_60min_M1,,sRNA,,M5005_Spy_0216,SP5448_01230,M5005_Spy_0207,,M5005_RS01245,PMID: 22882718,CP000017.2,
2141,FasX_60min_M1,,sRNA,nrdF,M5005_Spy_0347,SP5448_07775,M5005_Spy_0207,,M5005_RS01900,PMID: 22882718,CP000017.2,
2142,FasX_60min_M1,,sRNA,lmrB,M5005_Spy_0473,SP5448_07175,M5005_Spy_0207,,M5005_RS02475,PMID: 22882718,CP000017.2,
2143,FasX_60min_M1,,sRNA,,M5005_Spy_0475,SP5448_07165,M5005_Spy_0207,,M5005_RS02485,PMID: 22882718,CP000017.2,
2144,FasX_60min_M1,,sRNA,maeN,M5005_Spy_0832,SP5448_05430,M5005_Spy_0207,,M5005_RS04180,PMID: 22882718,CP000017.2,
2145,FasX_60min_M1,,sRNA,mez_1,M5005_Spy_0833,SP5448_05425,M5005_Spy_0207,,M5005_RS04185,PMID: 22882718,CP000017.2,
2146,FasX_60min_M1,,sRNA,,M5005_Spy_1009,SP5448_04580,M5005_Spy_0207,,M5005_RS05015,PMID: 22882718,CP000017.2,
2147,FasX_60min_M1,,sRNA,,M5005_Spy_1115,SP5448_04030,M5005_Spy_0207,,M5005_RS05515,PMID: 22882718,CP000017.2,
2148,FasX_60min_M1,,sRNA,,M5005_Spy_1168,SP5448_03760,M5005_Spy_0207,,M5005_RS05775,PMID: 22882718,CP000017.2,
2149,FasX_60min_M1,,sRNA,,M5005_Spy_1178,SP5448_03705,M5005_Spy_0207,,M5005_RS05830,PMID: 22882718,CP000017.2,
2150,FasX_60min_M1,,sRNA,arcC,M5005_Spy_1270,SP5448_03235,M5005_Spy_0207,,M5005_RS06265,PMID: 22882718,CP000017.2,
2151,FasX_60min_M1,,sRNA,,M5005_Spy_1414,SP5448_02475,M5005_Spy_0207,,M5005_RS07015,PMID: 22882718,CP000017.2,
2152,FasX_60min_M1,,sRNA,,M5005_Spy_1414,SP5448_02475,M5005_Spy_0207,,M5005_RS07015,PMID: 22882718,CP000017.2,
2153,FasX_60min_M1,,sRNA,,M5005_Spy_1663,SP5448_08470,M5005_Spy_0207,,M5005_RS08225,PMID: 22882718,CP000017.2,
2154,FasX_60min_M1,,sRNA,fchA,M5005_Spy_1773,SP5448_08970,M5005_Spy_0207,,M5005_RS08720,PMID: 22882718,CP000017.2,
2155,FasX_60min_M1,,sRNA,rpsD,M5005_Spy_1831,SP5448_09260,M5005_Spy_0207,,M5005_RS09000,PMID: 22882718,CP000017.2,
2156,Rny_M49_M49,,Nuclease,,Spy49_0187,SP5448_01075,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2157,Rny_M49_M49,,Nuclease,ribU,Spy49_0307,SP5448_07940,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2158,Rny_M49_M49,,Nuclease,rlmL,Spy49_1275,SP5448_02805,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2159,Rny_M49_M49,,Nuclease,gpsB,Spy49_1276,SP5448_02795,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2160,Rny_M49_M49,,Nuclease,speB,Spy49_1689,SP5448_08795,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2161,Rny_M49_M49,,Nuclease,speB,Spy49_1690,SP5448_08800,Spy49_1266c,,,PMID: 23543715,CP000829.1,
2162,CovR,,TF,adhE,M5005_Spy_0039,SP5448_00300,M5005_Spy_0282,,M5005_RS00350,PMID: 20333240 ,CP000017.2,
2163,CovR,,TF,,M5005_Spy_0112,SP5448_00735,M5005_Spy_0282,,M5005_RS00770,PMID: 20333240 ,CP000017.2,
2164,CovR,,TF,XK27_1125,M5005_Spy_0113,SP5448_00745,M5005_Spy_0282,,M5005_RS00780,PMID: 20333240 ,CP000017.2,
2165,CovR,,TF,,M5005_Spy_0115,SP5448_00755,M5005_Spy_0282,,M5005_RS00790,PMID: 20333240 ,CP000017.2,
2166,CovR,,TF,ntpC,M5005_Spy_0129,SP5448_00820,M5005_Spy_0282,,M5005_RS00860,PMID: 20333240 ,CP000017.2,
2167,CovR,,TF,,M5005_Spy_0139,SP5448_00870,M5005_Spy_0282,,M5005_RS00910,PMID: 20333240 ,CP000017.2,
2168,CovR,,TF,,M5005_Spy_0140,SP5448_00875,M5005_Spy_0282,,M5005_RS00915,PMID: 20333240 ,CP000017.2,
2169,CovR,,TF,slo,M5005_Spy_0141,SP5448_00880,M5005_Spy_0282,,M5005_RS00920,PMID: 20333240 ,CP000017.2,
2170,CovR,,TF,,M5005_Spy_0142,SP5448_00885,M5005_Spy_0282,,M5005_RS00925,PMID: 20333240 ,CP000017.2,
2171,CovR,,TF,,M5005_Spy_0143,SP5448_00890,M5005_Spy_0282,,M5005_RS00930,PMID: 20333240 ,CP000017.2,
2172,CovR,,TF,metC,M5005_Spy_0146,SP5448_00905,M5005_Spy_0282,,M5005_RS00940,PMID: 20333240 ,CP000017.2,
2173,CovR,,TF,ulaD,M5005_Spy_0151,SP5448_00930,M5005_Spy_0282,,M5005_RS00965,PMID: 20333240 ,CP000017.2,
2174,CovR,,TF,rofA,M5005_Spy_0186,SP5448_01090,M5005_Spy_0282,,M5005_RS01110,PMID: 20333240 ,CP000017.2,
2175,CovR,,TF,,M5005_Spy_0215,SP5448_01225,M5005_Spy_0282,,M5005_RS01240,PMID: 20333240 ,CP000017.2,
2176,CovR,,TF,,M5005_Spy_0216,SP5448_01230,M5005_Spy_0282,,M5005_RS01245,PMID: 20333240 ,CP000017.2,
2177,CovR,,TF,nanH,M5005_Spy_0217,SP5448_01235,M5005_Spy_0282,,M5005_RS01250,PMID: 20333240 ,CP000017.2,
2178,CovR,,TF,yceD,M5005_Spy_0281,SP5448_08100,M5005_Spy_0282,,M5005_RS01575,PMID: 20333240 ,CP000017.2,
2179,CovR,,TF,prtP,M5005_Spy_0341,SP5448_07800,M5005_Spy_0282,,M5005_RS01880,PMID: 20333240 ,CP000017.2,
2180,CovR,,TF,,M5005_Spy_0351,SP5448_07760,M5005_Spy_0282,,M5005_RS01915,PMID: 20333240 ,CP000017.2,
2181,CovR,,TF,,M5005_Spy_0352,SP5448_07755,M5005_Spy_0282,,M5005_RS01920,PMID: 20333240 ,CP000017.2,
2182,CovR,,TF,,M5005_Spy_0353,SP5448_07750,M5005_Spy_0282,,M5005_RS01925,PMID: 20333240 ,CP000017.2,
2183,CovR,,TF,,M5005_Spy_0354,SP5448_07745,M5005_Spy_0282,,M5005_RS01930,PMID: 20333240 ,CP000017.2,
2184,CovR,,TF,,M5005_Spy_0355,SP5448_07740,M5005_Spy_0282,,M5005_RS01935,PMID: 20333240 ,CP000017.2,
2185,CovR,,TF,,M5005_Spy_0356,SP5448_07735,M5005_Spy_0282,,M5005_RS01940,PMID: 20333240 ,CP000017.2,
2186,CovR,,TF,,M5005_Spy_0357,SP5448_07730,M5005_Spy_0282,,M5005_RS01945,PMID: 20333240 ,CP000017.2,
2187,CovR,,TF,,M5005_Spy_0394,SP5448_07555,M5005_Spy_0282,,M5005_RS02120,PMID: 20333240 ,CP000017.2,
2188,CovR,,TF,,M5005_Spy_0404,SP5448_07510,M5005_Spy_0282,,M5005_RS02155,PMID: 20333240 ,CP000017.2,
2189,CovR,,TF,,M5005_Spy_0454,SP5448_07270,M5005_Spy_0282,,M5005_RS02385,PMID: 20333240 ,CP000017.2,
2190,CovR,,TF,,M5005_Spy_0459,SP5448_07245,M5005_Spy_0282,,M5005_RS02410,PMID: 20333240 ,CP000017.2,
2191,CovR,,TF,bglH,M5005_Spy_0476,SP5448_07160,M5005_Spy_0282,,M5005_RS02490,PMID: 20333240 ,CP000017.2,
2192,CovR,,TF,XK27_88,M5005_Spy_0500,SP5448_07055,M5005_Spy_0282,,M5005_RS02595,PMID: 20333240 ,CP000017.2,
2193,CovR,,TF,,M5005_Spy_0518,SP5448_06965,M5005_Spy_0282,,M5005_RS02680,PMID: 20333240 ,CP000017.2,
2194,CovR,,TF,agaD,M5005_Spy_0519,SP5448_06960,M5005_Spy_0282,,M5005_RS02685,PMID: 20333240 ,CP000017.2,
2195,CovR,,TF,adcA,M5005_Spy_0543,SP5448_06840,M5005_Spy_0282,,M5005_RS02800,PMID: 20333240 ,CP000017.2,
2196,CovR,,TF,,M5005_Spy_0561,SP5448_06745,M5005_Spy_0282,,M5005_RS02890,PMID: 20333240 ,CP000017.2,
2197,CovR,,TF,,M5005_Spy_0562,SP5448_06740,M5005_Spy_0282,,M5005_RS02895,PMID: 20333240 ,CP000017.2,
2198,CovR,,TF,sagB,M5005_Spy_0563,SP5448_06735,M5005_Spy_0282,,M5005_RS02900,PMID: 20333240 ,CP000017.2,
2199,CovR,,TF,sagC,M5005_Spy_0564,SP5448_06730,M5005_Spy_0282,,M5005_RS02905,PMID: 20333240 ,CP000017.2,
2200,CovR,,TF,sagD,M5005_Spy_0565,SP5448_06725,M5005_Spy_0282,,M5005_RS02910,PMID: 20333240 ,CP000017.2,
2201,CovR,,TF,sagE,M5005_Spy_0566,SP5448_06720,M5005_Spy_0282,,M5005_RS02915,PMID: 20333240 ,CP000017.2,
2202,CovR,,TF,,M5005_Spy_0567,SP5448_06715,M5005_Spy_0282,,M5005_RS02920,PMID: 20333240 ,CP000017.2,
2203,CovR,,TF,sagG,M5005_Spy_0568,SP5448_06710,M5005_Spy_0282,,M5005_RS02925,PMID: 20333240 ,CP000017.2,
2204,CovR,,TF,sagH,M5005_Spy_0569,SP5448_06705,M5005_Spy_0282,,M5005_RS02930,PMID: 20333240 ,CP000017.2,
2205,CovR,,TF,sagI,M5005_Spy_0570,SP5448_06700,M5005_Spy_0282,,M5005_RS02935,PMID: 20333240 ,CP000017.2,
2206,CovR,,TF,fruA,M5005_Spy_0662,SP5448_06245,M5005_Spy_0282,,M5005_RS03385,PMID: 20333240 ,CP000017.2,
2207,CovR,,TF,,M5005_Spy_0668,SP5448_06220,M5005_Spy_0282,,M5005_RS03410,PMID: 20333240 ,CP000017.2,
2208,CovR,,TF,,M5005_Spy_0803,SP5448_05570,M5005_Spy_0282,,M5005_RS04040,PMID: 20333240 ,CP000017.2,
2209,CovR,,TF,,M5005_Spy_0995,SP5448_04650,M5005_Spy_0282,,M5005_RS04945,PMID: 20333240 ,CP000017.2,
2210,CovR,,TF,,M5005_Spy_0996,SP5448_04645,M5005_Spy_0282,,M5005_RS04950,PMID: 20333240 ,CP000017.2,
2211,CovR,,TF,,M5005_Spy_1021,SP5448_04515,M5005_Spy_0282,,M5005_RS05075,PMID: 20333240 ,CP000017.2,
2212,CovR,,TF,,M5005_Spy_1022,SP5448_04510,M5005_Spy_0282,,M5005_RS05080,PMID: 20333240 ,CP000017.2,
2213,CovR,,TF,,M5005_Spy_1083,SP5448_04190,M5005_Spy_0282,,M5005_RS05365,PMID: 20333240 ,CP000017.2,
