,PA4512
SRX7442752,0.284899422
SRX7442753,-0.284899422
SRX7442754,0.387296484
SRX7442755,0.349776077
SRX7442756,0.029689828
SRX7442757,0.07719392600000001
SRX7442758,0.19395435600000002
SRX7442759,0.391104122
SRX7442761,0.642210037
SRX7874204,-0.056686341
SRX7874205,0.056686341
SRX7874206,-0.8599891380000001
SRX7874207,-0.5464535420000001
SRX8639787,0.087541349
SRX8639788,-0.087541349
SRX8639789,-0.503004091
SRX8639790,-0.07616296
SRX8639791,0.416834374
SRX8639792,-0.007258911000000001
SRX8639793,-1.899305838
SRX8639794,-1.8863542400000002
SRX8639795,-1.846464311
SRX8639796,-1.907187176
SRX8639797,-0.007159362000000001
SRX8639798,0.197055847
SRX8639800,0.089084038
SRX1156127,-0.016720573000000002
SRX1156135,0.016720573000000002
SRX1156136,-0.579070626
SRX1156137,-0.23733911800000002
SRX1156138,-0.2045188
SRX1156140,0.07553061600000001
ERX2195929,-0.02805728
ERX2195930,0.02805728
ERX2195931,0.32866596800000003
ERX2195932,0.23420986200000002
ERX2195933,-0.291711061
ERX2195934,-0.47036126600000006
SRX4579961,-0.086159758
SRX4579962,0.03957898
SRX4579963,0.046580779
SRX4579964,1.031571288
SRX4579965,1.1513926030000001
SRX4579966,0.8370717740000001
SRX5630349,0.088216744
SRX5630350,-0.088216744
SRX5630351,-0.107287273
SRX5630352,-0.22579215900000002
SRX1411278,-0.425344798
SRX1411287,-0.15752834400000001
SRX1411289,-0.213503034
SRX1411279,1.102673177
SRX1411280,-0.6773283790000001
SRX1411281,-0.62625555
SRX1411282,-0.273121017
SRX1411283,-0.644520541
SRX1411284,0.041351925000000005
SRX1411285,-0.110971182
SRX1411286,1.098222925
SRX1411288,0.160875035
SRX2711962,0.067456347
SRX2711963,-0.067456348
SRX2711964,0.384249455
SRX2711965,0.6922686610000001
SRX2711966,-0.82866163
SRX2711967,-0.981335221
ERX3558798,0.006447044000000001
ERX3558799,-0.18884156900000001
ERX3558800,0.053242581000000004
ERX3558801,-0.312103915
ERX3558802,0.019372152
ERX3558803,0.002088431
ERX3558804,0.009053816000000001
ERX3558805,-0.030514398
ERX3593017,-1.737648648
ERX3593018,-1.69220799
ERX3593020,0.009200211
ERX3593021,-0.008077864
ERX3593022,-0.001122348
SRX7058492,-0.151447255
SRX7058494,-0.49583926100000003
SRX7058495,-0.648943213
SRX7058509,0.151447255
SRX2662717,0.104435603
SRX2662718,0.048745006
SRX2662721,-0.144944934
SRX2662722,0.144944934
SRX8143226,-0.053471657000000006
SRX8143227,0.053471657000000006
SRX8143228,-0.175325161
SRX8143229,0.418910916
ERX2456848,0.041865501
ERX2456849,-0.029032812
ERX2456850,-0.041370475000000004
ERX2456851,0.612014292
ERX2456852,0.39662904600000004
ERX2456853,0.490886313
ERX2456854,-0.32014375700000003
ERX2456855,-0.38071984600000003
ERX2456856,-0.280279916
ERX2456857,0.3555179
ERX2456858,0.308501587
ERX2456859,0.31712403100000003
SRX540108,-0.16205064700000002
SRX540109,0.16205064700000002
SRX540110,1.025269286
SRX540111,1.125015095
SRX540112,0.701206204
SRX540113,0.19284442300000001
SRX540114,0.309550626
SRX540115,0.38647928
SRX1737662,-0.11059305100000001
SRX1737664,-0.04630022
SRX1737665,-0.133242424
SRX1737667,-0.037333715
SRX1737668,-0.050817866
SRX1737670,0.088151581
SRX1516139,0.00222193
SRX1516140,-0.00222193
SRX1516141,-0.12882283
SRX1516142,-0.32466827400000003
SRX591667,0.21616236500000002
SRX591668,-0.120773369
SRX591669,-0.09463373900000001
SRX591670,-1.107307539
SRX591671,0.7123295660000001
SRX591675,-0.21616236400000002
SRX591676,0.43008081600000003
SRX591677,0.507694549
SRX591678,-1.15010233
SRX591679,0.537948514
SRX2520351,-0.524945746
SRX2520352,-0.31061071500000004
SRX2520353,-1.119444387
SRX2520354,-0.851243245
SRX2520355,0.20956245
SRX2520356,0.39448441500000003
SRX2520357,0.231509597
SRX2520358,-0.640870041
SRX2520359,-0.5143071020000001
SRX2520360,-1.158106803
SRX2652927,0.26112977
SRX2652931,-0.578427914
SRX2652933,-0.242310199
SRX2652935,0.005716948
SRX2652937,0.23659325
SRX2940624,-0.914447322
SRX2940626,-1.690857569
SRX2940627,0.11567313500000001
SRX2940628,-0.025360121000000003
SRX2940629,-0.09031301500000001
SRX3763712,-0.689825639
SRX3763714,0.68982564
SRX3763715,1.032578987
SRX3763716,0.9822789340000001
SRX3763717,1.165839907
ERX2259197,0.8184059730000001
ERX2259198,0.8078693480000001
ERX2259199,-0.13939314900000002
ERX2259200,0.13939314900000002
SRX6976948,-0.09515493500000001
SRX6976949,0.096023783
SRX6976950,-0.0008688490000000001
SRX6976951,0.42093056300000004
SRX6976952,0.48474808700000005
SRX6976953,0.384359418
SRX4342817,0.404328407
SRX4342818,0.180285043
SRX4342819,0.224109365
SRX4342820,-0.536647296
SRX4342821,-0.047966153000000004
SRX4342822,0.306740618
ERX2300159,0.019416121
ERX2300160,-0.019416121
ERX2300161,0.35592406
ERX2300162,0.463937274
ERX2300163,-0.20984669700000003
ERX2300164,-0.604396909
ERX2300165,0.017268002
ERX2300166,0.273304881
ERX2300167,-0.22584157800000002
ERX2300168,0.23011378200000002
ERX2300169,-0.12113635700000001
ERX2300170,0.269351384
ERX2068556,-0.042741694000000004
ERX2068557,-0.12868718
ERX2068558,0.071929428
ERX2068559,0.020799919
ERX2068560,-0.08303948700000001
ERX2068561,0.062239568
SRX6747256,-0.05463457100000001
SRX6747257,0.025156022
SRX6747258,-0.17550473500000002
SRX6747259,0.12233413700000001
SRX6747260,0.082649147
SRX6747265,0.10486268700000001
SRX6747266,0.07907651
SRX6747268,-0.025396081
SRX6747269,0.002747105
SRX6747953,0.030423116000000004
SRX6747954,0.064400418
SRX6747955,-0.094823534
SRX6747957,-0.7982677020000001
SRX6747958,-0.8817696880000001
SRX7747527,-0.657638169
SRX7747528,-0.513508422
SRX7747537,-0.347999424
SRX7747538,-0.09965955100000001
SRX7747540,0.09965955100000001
ERX2813653,0.134330058
ERX2813654,-0.134330058
ERX2813656,1.8229628830000002
ERX2813657,0.8401990810000001
ERX2813658,0.974955997
Paeru_0017,0.672780495
Paeru_0018,0.66007204
Paeru_0019,0.910922302
Paeru_0020,0.722396483
Paeru_0033,0.512381176
Paeru_0034,-0.157466827
Paeru_0035,0.066557461
Paeru_0036,-0.33899245100000003
Paeru_0037,0.025005426
Paeru_0038,-0.040013589
Paeru_0039,0.37840078600000004
Paeru_0040,0.90984814
Paeru_0041,0.796413526
Paeru_0042,0.906391633
Paeru_0043,0.5726895750000001
Paeru_0044,0.11466076600000001
Paeru_0045,0.5868350330000001
Paeru_0046,0.016528097000000002
Paeru_0047,0.488819263
Paeru_0048,0.822560637
Paeru_0049,0.844056114
Paeru_0050,0.61925598
Paeru_0051,0.3960816
Paeru_0052,0.28103951800000004
Paeru_0053,0.045057735
Paeru_0056,0.834087412
Paeru_0057,0.730477433
Paeru_0058,0.806848919
Paeru_0059,0.532899234
Paeru_0060,0.8240613250000001
Paeru_0061,0.872064319
Paeru_0062,0.5924823060000001
Paeru_0063,0.794492312
Paeru_0064,0.732550769
Paeru_0065,0.495111819
Paeru_0066,0.333658088
Paeru_0068,0.9578522420000001
Paeru_0069,1.139839568
Paeru_0070,0.20834596700000002
Paeru_0071,-0.074048002
Paeru_0072,0.707309399
Paeru_0073,0.765641852
Paeru_0074,1.324894219
Paeru_0075,1.0852493970000001
Paeru_0077,0.6001323430000001
Paeru_0106,0.664656927
Paeru_0107,0.702150409
Paeru_0111,0.9717059530000001
Paeru_0112,1.005052244
Paeru_0131,0.541311801
Paeru_0132,0.406383676
Paeru_0133,-0.321625579
Paeru_0134,-0.6032688970000001
Paeru_0135,-0.528321624
Paeru_0136,-0.5882375310000001
Paeru_0137,-0.978639612
Paeru_0138,-0.31411030700000003
Paeru_0161,1.221015817
Paeru_0162,0.822439855
Paeru_0166,0.617936989
Paeru_0167,0.598599985
Paeru_0220,0.292420495
Paeru_0221,0.146381107
Paeru_0258,-0.3496688
Paeru_0259,-0.42517307200000004
Paeru_0260,-0.147100335
Paeru_0261,1.607841123
Paeru_0262,0.16598000000000002
Paeru_0263,-0.755084638
Paeru_0264,-0.42119585
Paeru_0265,0.188382821
Paeru_0266,0.06442091500000001
Paeru_0267,0.079065249
Paeru_0268,-0.03571244
Paeru_0269,-0.626132368
Paeru_0270,-0.466527277
Paeru_0271,0.223602073
Paeru_0282,0.23790675400000003
Paeru_0283,0.5486964430000001
Paeru_0284,0.160349672
Paeru_0285,-0.058680103000000004
Paeru_0286,-0.39705724600000003
Paeru_0287,-0.358247026
SRX6923929,0.49851603600000005
SRX6923930,0.542798909
SRX6923932,0.67892738
SRX6923933,-0.02567829
SRX6923934,0.142908533
SRX6923935,-0.11723024400000001
SRX7940213,0.0043967070000000006
SRX7940214,0.110065464
SRX7940215,-0.114462171
SRX7940216,0.29533827900000004
SRX7940217,0.301206065
SRX3169722,-0.11925692900000001
SRX3169723,-0.26557408800000004
SRX3169725,0.03962256
SRX3169726,-0.012761191000000002
SRX3169728,-0.02686137
SRX6853212,-0.174389957
SRX6853213,0.174389957
SRX6853214,-0.05874875
SRX6853215,-0.017556486
ERX541575,0.28460839600000004
ERX541576,0.358485567
ERX541577,-1.5075176510000001
ERX541578,-0.9288085460000001
ERX541585,0.083652563
ERX541586,0.240776484
ERX541587,-0.117647974
ERX541588,0.117647973
ERX541593,-0.048693884
ERX541594,0.073319647
ERX541595,0.32014131700000004
ERX541596,0.254251163
SRX3324112,-0.235417534
SRX3324113,0.235417533
SRX3324116,-0.52214883
SRX3324117,-0.030202542000000002
SRX7058493,-0.006483345000000001
SRX7058498,0.00783436
SRX7058499,0.028039357
SRX7058500,1.070809495
SRX7058501,1.022703729
SRX7058502,0.537955371
SRX7058503,0.678469475
SRX7058504,0.39163769400000004
SRX7058505,0.062107912
SRX7058506,-0.02925586
SRX7058508,0.5214398570000001
SRX7058510,-0.193132997
SRX7058511,-0.192021351
SRX7058512,-0.23400716800000002
SRX7058513,-0.138360632
SRX7058514,-0.124606985
SRX7058515,-0.135581273
SRX6874325,-0.138851643
SRX6874326,-0.146338208
SRX6874327,-0.27694520300000003
SRX6874328,0.24399594200000002
SRX6874329,0.318139114
SRX6874330,-0.049823757
SRX6874331,-0.127721328
SRX6874332,-0.15228365300000002
SRX6874333,0.08324023200000001
SRX6874334,0.25951197600000003
SRX2255950,-0.29417667200000003
SRX2255951,0.23340111800000002
SRX2255954,0.078968573
SRX2255955,-0.078968574
