,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-7.795377778833333,2.7768535336572095,3.0,0.0,-10.9971591455,1.0,-6.044945772,2.0,-6.344028419,,,,,,,,,,
1,LB__LBtran,-12.674566838466667,2.4546805191823515,3.0,3.0,-15.432927692,4.0,-11.860223116,5.0,-10.7305497074,,,,,,,,,,
2,LB__LBstat,-16.94811619853333,0.929611337741253,3.0,6.0,-17.7831268717,7.0,-17.1147727582,8.0,-15.9464489657,,,,,,,,,,
3,LB__LBGexp,-6.480949315366666,2.24329169499212,3.0,9.0,-3.9457566938,10.0,-8.2089328626,11.0,-7.2881583897,,,,,,,,,,
4,LB__LBGtran,-6.779583176299999,2.9153269246560267,2.0,12.0,-8.8410306141,13.0,-4.7181357385,,,,,,,,,,,,
5,LB__LBGstat,-4.4601808415666655,18.709183015462806,3.0,14.0,-9.050625852,15.0,16.1169833018,16.0,-20.4468999745,,,,,,,,,,
6,Life Cycle__S0,-0.9387617215,0.9465217946727751,3.0,17.0,-1.1897728276,18.0,0.1079650733,19.0,-1.7344774102,,,,,,,,,,
7,Life Cycle__S1,-12.522465457866666,0.2882178409843447,3.0,20.0,-12.2082319525,21.0,-12.5846480126,22.0,-12.7745164085,,,,,,,,,,
8,Life Cycle__S2,-24.055375375033332,0.18869982144609948,3.0,23.0,-23.9748586757,24.0,-23.9202900095,25.0,-24.2709774399,,,,,,,,,,
9,Life Cycle__S3,-17.9710979275,5.919746438120618,2.0,26.0,-13.7852050782,27.0,-22.1569907768,,,,,,,,,,,,
10,Life Cycle__S4,-13.517735500999999,1.7975591817356569,3.0,28.0,-11.9091493707,29.0,-15.4580554179,30.0,-13.1860017144,,,,,,,,,,
11,Life Cycle__S5,-21.758835999266665,1.3198013987163637,3.0,31.0,-20.7459095808,32.0,-23.2513827674,33.0,-21.2792156496,,,,,,,,,,
12,Life Cycle__S6,-25.173336848925,1.3508026491502878,8.0,34.0,-24.7562686754,35.0,-25.0908088697,36.0,-23.9052887759,37.0,-24.2289634004,38.0,-23.4090869734,39.0,-26.2368427749,40.0,-26.9916044243,41.0,-26.7678308974
13,Life Cycle__S7,-26.526775734599997,0.1363432103752603,3.0,42.0,-26.6757648585,43.0,-26.4963396762,44.0,-26.4082226691,,,,,,,,,,
14,Life Cycle__S8,-24.3146903644,1.271510009833723,2.0,45.0,-25.2137837147,46.0,-23.4155970141,,,,,,,,,,,,
15,Life Cycle__G135,-16.1829760097,1.3922839143870032,2.0,47.0,-15.1984826125,48.0,-17.1674694069,,,,,,,,,,,,
16,Life Cycle__G150,-15.85705448636667,2.593861610589766,3.0,49.0,-17.7946697401,50.0,-12.9102798726,51.0,-16.8662138464,,,,,,,,,,
17,Life Cycle__G180,-13.4042471551,1.7887320201357546,3.0,52.0,-13.5662930607,53.0,-11.5400057403,54.0,-15.1064426643,,,,,,,,,,
18,Stress Time Course__C30,-12.5217447495,0.4328563673033878,2.0,55.0,-12.8278204221,56.0,-12.2156690769,,,,,,,,,,,,
19,Stress Time Course__C90,-10.68075957795,1.662485611405652,2.0,57.0,-11.856314427400001,58.0,-9.5052047285,,,,,,,,,,,,
20,Biofilm__BI,-18.2524939893,1.6155428368019358,2.0,59.0,-19.3948552845,60.0,-17.1101326941,,,,,,,,,,,,
21,Biofilm__BC,-25.9336297757,0.4583508075058572,4.0,61.0,-25.5192838511,62.0,-26.2978694706,63.0,-26.3615773994,64.0,-25.5557883817,,,,,,,,
22,Biofilm__Sw,-22.899355418299997,0.8275830388983586,2.0,65.0,-23.4845449971,66.0,-22.3141658395,,,,,,,,,,,,
23,Life Cycle__BT,-11.08958609485,0.20481861637215995,2.0,67.0,-10.9447574623,68.0,-11.2344147274,,,,,,,,,,,,
24,Life Cycle__B36,-0.5171558928,1.1861214193033343,2.0,69.0,0.32155860610000003,70.0,-1.3558703917,,,,,,,,,,,,
25,Life Cycle__B60,-9.026921442799999,0.0077499874782760705,2.0,71.0,-9.0324015115,72.0,-9.0214413741,,,,,,,,,,,,
26,M9__M9exp,3.33333360913457e-11,0.29818776206756004,3.0,73.0,0.0827484458,74.0,-0.3308227718,75.0,0.24807432610000002,,,,,,,,,,
27,M9__M9tran,-3.978792669566667,0.6522707771729099,3.0,76.0,-3.9217594468,77.0,-4.657707294,78.0,-3.3569112679,,,,,,,,,,
28,M9__M9stat,-22.300427445133334,0.5617016981853714,3.0,79.0,-22.8345409471,80.0,-22.3520411713,81.0,-21.714700217,,,,,,,,,,
29,Supplement__M+G,-2.508322672366667,1.0791776387373129,3.0,82.0,-3.6501361095,83.0,-1.5051880833,84.0,-2.3696438243,,,,,,,,,,
30,Supplement__Glu,0.18717353116666668,0.6471065259918053,3.0,85.0,-0.5188585607,86.0,0.3283267207,87.0,0.7520524335000001,,,,,,,,,,
31,Supplement__Fru,-0.7510714720000001,2.1443118839171778,3.0,88.0,1.7122633353,89.0,-2.199671298,90.0,-1.7658064533000002,,,,,,,,,,
32,Supplement__Mal,-4.361118947333333,0.1429831943982362,3.0,91.0,-4.3234458965,92.0,-4.5191666426,93.0,-4.2407443029,,,,,,,,,,
33,Supplement__G+S,-8.26082334235,0.9003464306786818,2.0,94.0,-8.8974644089,95.0,-7.6241822758,,,,,,,,,,,,
34,Supplement__Pyr,-11.144303872100002,0.5381082813856691,3.0,96.0,-11.721648732,97.0,-10.6567213945,98.0,-11.0545414898,,,,,,,,,,
35,Supplement__Gly,-1.5355631917333332,1.6419321020249853,3.0,99.0,-0.8320826867000001,100.0,-0.3625813673,101.0,-3.4120255212,,,,,,,,,,
36,Supplement__Glucon,-2.4605380401,1.1042516225039998,3.0,102.0,-3.5859803918,103.0,-2.4168604853,104.0,-1.3787732432,,,,,,,,,,
37,Stressors__aero,0.8303327998666666,1.6270778273658297,3.0,105.0,-0.8365147121000001,106.0,2.4144873899,107.0,0.9130257218000001,,,,,,,,,,
38,Stressors__nit,-4.9025502880000005,1.1754307469670129,3.0,108.0,-4.1133533848,109.0,-4.3408466812,110.0,-6.253450798,,,,,,,,,,
39,Stressors__ferm,-3.551994699,1.577519049620388,3.0,111.0,-5.3173226174,112.0,-2.2803842688,113.0,-3.0582772108,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-4.2939522156,,1.0,114.0,-4.2939522156,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-4.0566277751,,1.0,115.0,-4.0566277751,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-3.5185922705,,1.0,116.0,-3.5185922705,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-3.3879164865,,1.0,117.0,-3.3879164865,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-3.7902215769,,1.0,118.0,-3.7902215769,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-4.8048446917,,1.0,119.0,-4.8048446917,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-6.152396466,,1.0,120.0,-6.152396466,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-6.1178470349,,1.0,121.0,-6.1178470349,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-21.7181984104,,1.0,122.0,-21.7181984104,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-21.8956091227,,1.0,123.0,-21.8956091227,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-22.1661474988,,1.0,124.0,-22.1661474988,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-22.4369917608,,1.0,125.0,-22.4369917608,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,-21.6508922954,,1.0,126.0,-21.6508922954,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,-20.0248326327,,1.0,127.0,-20.0248326327,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,-19.8118298156,,1.0,128.0,-19.8118298156,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,-19.827795825,,1.0,129.0,-19.827795825,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,-20.8742365195,,1.0,130.0,-20.8742365195,,,,,,,,,,,,,,
57,Stressors__HPh,-0.14378926506666667,0.3817768420200127,3.0,131.0,0.019760356700000002,132.0,0.128966879,133.0,-0.5800950309,,,,,,,,,,
58,Stressors__LPh,0.1801555195,0.6840418709081026,3.0,134.0,-0.5632497742,135.0,0.7829960216,136.0,0.3207203111,,,,,,,,,,
59,Stressors__LPhT,-21.015356763766665,0.4297756418952712,3.0,137.0,-21.4078422182,138.0,-21.0821225505,139.0,-20.5561055226,,,,,,,,,,
60,Stressors__SMMPr,-4.5634280973,0.734150008666777,3.0,140.0,-3.7236213194000003,141.0,-4.8832331992,142.0,-5.0834297733,,,,,,,,,,
61,Stressors__HiTm,-2.5922089584,1.450319276042546,3.0,143.0,-1.5292715587,144.0,-2.00294171,145.0,-4.2444136065,,,,,,,,,,
62,Stressors__LoTm,-11.915152619933332,0.23167364694924106,3.0,146.0,-11.964893812,147.0,-12.117915587,148.0,-11.6626484608,,,,,,,,,,
63,Stressors__HiOs,-8.685728573433334,0.7912686955555883,3.0,149.0,-7.9536424841,150.0,-9.5252096995,151.0,-8.5783335367,,,,,,,,,,
64,Stressors__BMM,0.4309282004333334,1.8211418467403813,3.0,152.0,1.4658610733000002,153.0,1.4987828947000001,154.0,-1.6718593667000001,,,,,,,,,,
65,Stressors__Heat,-7.9674738187,1.3208777059252323,3.0,155.0,-7.3367687189,156.0,-7.080172544,157.0,-9.4854801932,,,,,,,,,,
66,Stressors__Cold,-7.754752905399999,1.2872427199926442,3.0,158.0,-6.345502581,159.0,-8.050105588,160.0,-8.8686505472,,,,,,,,,,
67,Stressors__Etha,-20.5894070036,0.2942648482887988,3.0,161.0,-20.4478840218,162.0,-20.9276946337,163.0,-20.3926423553,,,,,,,,,,
68,Stress Time Course__SMM,-0.9756855978666668,0.19273644835584533,3.0,164.0,-0.7582642147,165.0,-1.043246622,166.0,-1.1255459569,,,,,,,,,,
69,Stress Time Course__Salt,-12.466850152933333,0.5829948037396226,3.0,167.0,-11.8219092998,168.0,-12.9564175967,169.0,-12.6222235623,,,,,,,,,,
