,A,PurR
dia5_1,-12.4174345536,-1.2566333333333333
dia5_2,-12.5179134247,-0.8794333333333331
dia5_3,-10.3121413159,-0.7969333333333335
dia15_1,-15.2164057846,0.17496666666666627
dia15_2,-11.2429985036,0.5047666666666668
dia15_3,-18.5697314421,-0.6052333333333344
Diami_1,-25.2111291449,-0.8229333333333333
Diami_2,-25.4215963129,-0.21443333333333392
Diami_3,-25.1392644497,-0.4310333333333336
Paraq_1,-20.1513608696,0.32326666666666704
Paraq_2,-19.0357110227,0.8137666666666661
Paraq_3,-20.8308770821,-0.8647333333333336
H2O2_1,-23.4707464161,0.45076666666666654
H2O2_2,-23.0862452681,0.8126666666666669
H2O2_3,-23.4842480793,0.4132666666666669
Oxctl_1,-19.3106915295,-0.25723333333333365
Oxctl_2,-19.572242794,-0.21273333333333433
Oxctl_3,-19.1772742348,0.6469666666666658
GM-0.1_1,-0.6963734135,-0.1447333333333347
GM-0.2_1,-0.474064827,-0.4258333333333333
GM+5_1,-1.6456335484,-0.7013333333333343
GM+15_1,-2.357163075,0.017566666666665398
GM+25_1,1.2675389979,0.629666666666667
GM+45_1,0.4414495178,0.27436666666666554
GM+60_1,-0.0859543303,0.06866666666666532
GM+90_1,0.5076669412,0.27236666666666665
GM+120_1,-0.9711385802,-1.023833333333334
GM+150_1,-2.6003003945,-0.45773333333333355
GM-0.1_2,0.27345933040000003,0.5238666666666667
GM-0.2_2,-0.1100997244,0.2970666666666659
GM+5_2,-0.9651733885,-0.0386333333333333
GM+10_2,-1.4657833929000001,-0.2072333333333347
GM+15_2,-4.023428563,-0.42343333333333355
GM+25_2,0.26334244100000004,0.1746666666666652
GM+45_2,0.9479938078000001,-0.7203333333333344
GM+60_2,-0.9872855751,-1.039833333333334
GM+90_2,-0.09736564240000001,0.08296666666666574
GM+150_2,-3.9115960867,-1.2256333333333345
GM-0.1_3,-2.827820592,0.3252666666666659
GM-0.2_3,-1.9563232906999999,0.2141666666666655
GM+5_3,-3.0685958645,-0.16423333333333368
GM+10_3,-4.0903157742,-1.2600333333333342
GM+15_3,-4.8463975978,-0.44723333333333315
GM+25_3,-2.2862422906,-0.8981333333333339
GM+45_3,-0.8331920489,-1.0014333333333347
GM+60_3,-1.4475405127,-1.1139333333333337
GM+90_3,-0.5995401058000001,-0.16353333333333353
GM+120_3,-1.9714410402,-0.5656333333333343
GM+150_3,-1.4317779642000001,-0.20933333333333337
MG-0.1_1,-1.8976240492,-0.13213333333333388
MG+5_1,2.6333645411,0.41946666666666665
MG+10_1,4.0074406336,0.9940666666666669
MG+15_1,4.4759564834,0.21046666666666525
MG+25_1,2.6705665801,0.2666666666666657
MG+45_1,-2.1928041299,-0.2618333333333336
MG+120_1,-4.5605852225,-1.0370333333333335
MG+150_1,-1.3129855671000001,-0.21853333333333325
MG-0.1_2,-1.379001888,-0.9467333333333343
MG-0.2_2,-0.35552523820000004,-0.1525333333333343
MG+5_2,2.9033208331,0.1917666666666662
MG+10_2,4.2446816741,0.46286666666666676
MG+15_2,5.0717258773,1.1597666666666662
MG+25_2,2.8184220981,-0.010933333333333906
MG+45_2,-1.1786589323,-0.6449333333333342
MG+60_2,-0.1827170927,-0.1555333333333344
MG+90_2,-0.2422164786,-0.49473333333333436
MG+120_2,-2.8144670174,0.13026666666666564
MG-0.1_3,-0.31459554240000004,0.2691666666666652
MG-0.2_3,-1.4905453119,-0.49423333333333375
MG+5_3,1.5433444738,-0.05183333333333451
MG+10_3,3.5540353195,-0.6154333333333337
MG+15_3,5.8103084304,0.6569666666666656
MG+25_3,3.7540366951,0.4242666666666661
MG+45_3,0.5755380721000001,0.5695666666666668
MG+60_3,1.146232399,0.03376666666666672
MG+90_3,0.6120135051000001,0.3765666666666654
MG+120_3,-3.4825447848,-0.28043333333333464
MG+150_3,-0.5890521338,0.037666666666666515
