,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-0.4588279495,0.1254331932033908,2.0,0.0,-0.547522611,1.0,-0.370133288
1,RichMedia__BHIN_Growth_Mid,-0.4350183665000001,0.6187060839182956,2.0,2.0,0.0024729009999999,3.0,-0.872509634
2,RichMedia__BHIN_Growth_Stat,-0.35262948899999996,0.32266682355547566,2.0,4.0,-0.1244695899999999,5.0,-0.580789388
3,RichMedia__LBv2_Growth_Late,0.01450148900000005,0.06431601026889594,2.0,6.0,-0.0309767979999999,7.0,0.059979776
4,RichMedia__LBv2_Growth_Mid,0.0,0.3471512670096141,2.0,8.0,0.2454730149999999,9.0,-0.2454730149999999
5,RichMedia__LBv2_Growth_Stat,-1.0797085185,0.009202838486544218,2.0,10.0,-1.073201129,11.0,-1.086215908
6,RichMedia__MHB_Rich_Mid,-0.38242308150000004,0.27077423183343463,2.0,12.0,-0.573889377,13.0,-0.1909567860000001
7,RichMedia__NBO_Rich_Mid,0.3249339830000001,0.04144484507817013,2.0,14.0,0.3542399140000001,15.0,0.2956280520000001
8,Carbon__M9Na_Arabinose_Mid,0.22414821049999997,0.29062717607538285,2.0,16.0,0.0186437635,17.0,0.4296526574999999
9,Carbon__M9Na_Galactose_Mid,0.2342731535,0.030070596925007284,2.0,18.0,0.2130100305,19.0,0.2555362765
10,Carbon__M9Na_GlcNAcGrowth_Late,0.2616502419999999,0.3163976989791825,2.0,20.0,0.0379232835,21.0,0.4853772004999999
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.22063089149999987,0.18122048947822755,2.0,22.0,0.3487731285,23.0,0.0924886544999998
12,Carbon__M9Na_GlcNAcGrowth_Stat,-0.7037488115,0.08766749753973276,2.0,24.0,-0.6417585295,25.0,-0.7657390935
13,Carbon__M9Na_GlcNAc_Mid,0.6673387909999999,0.1945385480099212,2.0,26.0,0.8048983175,27.0,0.5297792644999999
14,Carbon__M9Na_Gluconate_Mid,0.0480611735,0.6459571031599233,2.0,28.0,-0.4086994745,29.0,0.5048218215
15,Carbon__M9Na_Glucosamine_Mid,-0.525269532,0.2938805524553121,2.0,30.0,-0.3174646004999999,31.0,-0.7330744635
16,Carbon__M9Na_Glycerol_Mid,-0.1274656300000001,0.04096001802075635,2.0,32.0,-0.0985025235000001,33.0,-0.1564287365000001
17,Carbon__M9Na_Maltose_Mid,0.4332563825,0.18716197824877803,2.0,34.0,0.3009128784999999,35.0,0.5655998865
18,Carbon__M9Na_Mannitol_Mid,0.1996912265,0.12765743788869963,2.0,36.0,0.1094237865,37.0,0.2899586665
19,Carbon__M9Na_Trehalose_Mid,-0.015878472,0.06283393496162568,2.0,38.0,0.0285518295,39.0,-0.0603087735
20,Carbon__M9Na_ethanol_Mid,0.1612085205,0.11324888705723457,2.0,40.0,0.0811294645,41.0,0.2412875765
21,Carbon__M9Na_fructose_Mid,0.28228088999999995,0.10065663403844897,2.0,42.0,0.3534558784999999,43.0,0.2111059015
22,Carbon__M9Na_fumarate_Mid,-0.0017838719999999503,0.037909788469314615,2.0,44.0,-0.0285901404999999,45.0,0.0250223965
23,Carbon__M9Na_glucoseGrowth_Late,0.0019864914999999997,0.07496322820020558,2.0,46.0,-0.0510205155,47.0,0.0549934985
24,Carbon__M9Na_glucoseGrowth_Mid,0.0,0.30272069536768886,2.0,48.0,-0.2140558564999999,49.0,0.2140558564999999
25,Carbon__M9Na_glucoseGrowth_Stat,-0.5016230685,0.0003262774536157747,2.0,50.0,-0.5018537815,51.0,-0.5013923555
26,Carbon__M9Na_ribose_Mid,-0.038905324000000054,0.22948642668608468,2.0,52.0,-0.2011767325,53.0,0.1233660844999999
27,Carbon__M9Na_succinate_Mid,0.4041947310000001,0.6281933737852418,2.0,54.0,-0.0400050634999999,55.0,0.8483945255
28,Carbon__M9Na_sucrose_Mid,-0.30243683550000006,0.09589921042223777,2.0,56.0,-0.2346258535000001,57.0,-0.3702478175
29,TF__LBv2_HapROver_Late,-0.5911326565,0.20513353762015885,2.0,58.0,-0.4460813409999999,59.0,-0.7361839720000001
30,TF__LBv2_HapROver_Mid,-0.2895387124999999,0.09983967821880518,2.0,60.0,-0.2189413989999999,61.0,-0.3601360259999999
31,TF__LBv2_HapROver_Stat,-0.4510028224999999,0.11158398504904782,2.0,62.0,-0.3721010299999999,63.0,-0.529904615
32,TF__LBv2_LuxOOver_Late,-0.4780473415,0.3539109002463078,2.0,64.0,-0.728300139,65.0,-0.227794544
33,TF__LBv2_LuxOOver_Mid,-0.579829583,0.1064910944194924,2.0,66.0,-0.504529008,67.0,-0.655130158
34,TF__LBv2_LuxOOver_Stat,-0.651409565,0.19836950759349975,2.0,68.0,-0.791677989,69.0,-0.511141141
35,TF__LBv2_QstROver_Late,-0.5401156905,0.31628027965552585,2.0,70.0,-0.7637596209999999,71.0,-0.31647176
36,TF__LBv2_QstROver_Mid,-0.971715221,0.047952586373308334,2.0,72.0,-1.00562282,73.0,-0.937807622
37,TF__LBv2_QstROver_Stat,-0.766016503,0.10778338438801262,2.0,74.0,-0.689802141,75.0,-0.842230865
38,TF__LBv2_TfoXOver_Late,-0.39003037049999995,0.056149221809719096,2.0,76.0,-0.4297338659999999,77.0,-0.350326875
39,TF__LBv2_TfoXOver_Mid,-0.5776929019999999,0.08405108900280857,2.0,78.0,-0.6371259969999999,79.0,-0.518259807
40,TF__LBv2_TfoXOver_Stat,-0.8287658234999999,0.046236949453571395,2.0,80.0,-0.861460284,81.0,-0.796071363
