locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2940,0.6862896706,yqgC,protein YqgC,Function unknown,,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7522
b1085,0.1193462919,yceQ,DUF2655 domain-containing protein YceQ,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6563
b2969,0.0777857738,yghE,putative type II secretion system L-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghED,,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
