,-0.051448798380477,0.0,0.051448798380477,0.102897596760954,0.154346395141431,0.205795193521908,0.257243991902385,0.308692790282862,0.360141588663339,0.411590387043816,0.463039185424293,0.51448798380477,0.565936782185247,0.617385580565724,0.668834378946201,0.720283177326678,0.771731975707155,0.823180774087632,0.874629572468109,0.926078370848586
thresh,-0.0771731975707155,0.0771731975707155,1,,,,,,,,,,,,,,,,,
unreg,61,4076,71,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],['yghE' 'yceQ'],[],[],[],[],[],[],[],[],[],[],['yqgC'],[],[],[],[],[]
