,A,Cra,Mlc,Crp,NagC
ppGpp__wt_relAtrunc_00m__1,0.3130460021,-0.2592567159,0.0378195262,-0.011476057900000001,0.0030831559
ppGpp__wt_relAtrunc_00m__2,0.9375854204,0.11566217940000001,0.1223710729,-0.1060102587,0.0981872493
ppGpp__mut_delrelA_10m__1,-0.3784859792,-0.5626612781,0.202300637,0.1512831843,0.6751000863000001
ppGpp__mut_delrelA_05m__1,0.038680339200000004,-0.8290559164,-0.26202591340000003,-0.1375585523,0.2622063042
ppGpp__mut_delrelA_10m__2,0.2364499625,-1.04370329,0.32099702010000003,0.2109785549,0.31619006510000003
ppGpp__mut_delrelA_10m__3,-0.4205964873,-0.6798733629,0.0095737209,0.2609776572,0.4926646417
ppGpp__mut_delrelA_00m__1,-0.2205863975,-0.6281157941000001,-0.1444730797,-0.1923561796,0.0897854252
ppGpp__mut_delrelA_00m__2,0.36646288650000003,-0.8460730274,-0.18962235500000002,-0.34262451,0.348891255
ppGpp__mut_delrelA_05m__2,0.0290101629,-0.6824705723000001,-0.37686860720000004,-0.1664668386,0.521823502
ppGpp__mut_delrelA_05m__3,-0.38140874210000003,-0.6906080928,-0.3497889822,-0.16714632440000002,0.4958924897
ppGpp__mut_delrelA_00m__3,0.26044380240000004,-0.49089214010000004,-0.1597460413,-0.37078453650000004,0.3272324568
ppGpp__wt_delrelA_10m__1,-0.2201770888,0.3307851563,1.2202569061,1.475368666,0.9181955595
ppGpp__wt_delrelA_05m__1,-0.7994576216,0.5169309910000001,1.0297407962,1.1376902668,0.7361425805
ppGpp__wt_delrelA_05m__2,-1.0727044568,0.5740156375000001,0.7219877903,1.1347282112000001,0.7314698132
ppGpp__wt_delrelA_10m__2,-0.715096091,0.5002906692,1.1542030895,1.4212904351,0.9329279239
ppGpp__wt_delrelA_10m__3,-0.5456851761,0.5231524178,0.9790585278,1.467315173,1.0261795224
ppGpp__wt_delrelA_00m__1,0.017833055400000002,0.0746621029,-0.0006413875,-0.0192756679,0.048417513700000005
ppGpp__wt_delrelA_00m__2,-0.2440460814,0.027528908100000003,-0.026540167,0.0212278545,-0.0963457785
ppGpp__wt_delrelA_05m__3,-1.091238144,0.6399352797,0.9146740155,1.1315243246,0.7637620624
ppGpp__wt_delrelA_00m__3,0.226213026,-0.10219101100000001,0.0271815545,-0.0019521866,0.0479282649
ppGpp__mut_relAtrunc_10m__1,-0.0648600344,-0.6730849749000001,-0.0136477392,-0.4916651179,0.1281433071
ppGpp__mut_relAtrunc_05m__1,0.00020546840000000002,-0.9503321387,-0.4073305937,-0.34854891390000003,0.041496482
ppGpp__mut_relAtrunc_05m__2,0.1174614209,-0.5423239007,0.0354646423,-0.43585225920000004,-0.027098745100000002
ppGpp__wt_relAtrunc_10m__1,0.5988370919,-0.1677205514,0.10542947080000001,-0.1372784369,-0.0021549705
ppGpp__wt_relAtrunc_10m__2,0.2746998818,-0.0781768803,0.1556562849,-0.1642322029,-0.0632138611
ppGpp__wt_relAtrunc_10m__3,0.0298005185,-0.17960757430000002,0.083672351,-0.1681617912,-0.2240744006
ppGpp__mut_relAtrunc_00m__1,-0.7086615602,-0.5238685244,-0.25099673640000003,-0.0774965284,0.1799257424
ppGpp__wt_relAtrunc_00m__3,0.25894469470000003,-0.1186264588,0.0192249735,0.0630814665,0.0308221922
ppGpp__wt_relAtrunc_05m__1,0.5028228020000001,-0.1812743909,0.3027765699,-0.2810515373,-0.0194071029
ppGpp__wt_relAtrunc_05m__2,0.8126707762000001,-0.28958270680000003,0.1305822604,-0.28533503050000003,-0.1550839894
ppGpp__wt_relAtrunc_05m__3,0.36403252620000004,-0.2866106493,0.1872510201,-0.1949960566,-0.3206476137
ppGpp__mut_relAtrunc_00m__2,0.9423980602,-0.7907420812,-0.15934121310000002,-0.4457334711,0.2249168843
ppGpp__mut_relAtrunc_00m__3,0.5580115327,-0.9532888001000001,-0.19797415940000002,-0.3135830297,0.2515176333
ppGpp__mut_relAtrunc_10m__2,0.2596289291,-0.9336476402,-0.0714404446,-0.4912625674,-0.0204792005
ppGpp__mut_relAtrunc_05m__3,-0.0651071377,-0.6053601299,0.021409392000000003,-0.402798119,0.2315649561
ppGpp__mut_relAtrunc_10m__3,-0.5457498128,-0.6795355113,0.0952575746,-0.49061737310000003,0.1161365585
pressure__high_pressure__1,-0.7728329538,-0.9341963907,-0.6418314897,-0.49159209540000004,-0.6358331887
pressure__high_pressure__2,-0.1810695538,-0.6946366380000001,-1.1734232921,-0.2902563631,-0.574939399
pressure__low_pressure__1,0.0799126669,0.0494950635,-0.0959994807,0.0011446948,0.1857156197
pressure__low_pressure__2,-0.0799126669,-0.0494950635,0.0959994807,-0.0011446948,-0.1857156197
quantum_dots__ctrl__1,-0.4311004241,0.0087537226,-0.1113219638,-0.1947450853,-0.0978568539
quantum_dots__ctrl__2,0.4311004241,-0.0087537226,0.1113219638,0.1947450853,0.0978568539
quantum_dots__cdte_light__1,-0.41447991570000003,0.1293266786,0.26737049890000003,0.25533424920000003,-0.0182232096
quantum_dots__cdte_light__2,0.3153995887,0.32173221420000003,0.2924853604,0.3336771074,0.312701014
quantum_dots__cdte_dark__1,0.1224669994,0.0700890705,-0.054298313200000003,-0.19234211680000002,-0.1242219604
quantum_dots__cdte_dark__2,0.47885006550000003,-0.0141261187,0.1716878228,-0.21453890080000002,0.0499784687
quantum_dots__cdse_light__1,0.09362364990000001,0.1163143549,-0.0816472146,-0.1725798192,-0.1548360375
quantum_dots__cdse_light__2,0.5186763027,0.22271107610000002,0.160445008,0.0807140303,0.1384805039
quantum_dots__cdse_dark__1,0.9808295816,0.3375797343,0.19417971650000002,-0.0703709117,0.114638948
quantum_dots__cdse_dark__2,0.8914648072,0.3637408091,0.3116537842,-0.0216465485,0.2258362989
raman__wt__1,-0.1592830919,-0.5266876943000001,-0.4734492943,0.0794100169,-0.1037503361
raman__del_cyaA__1,-4.8276163107,-1.5315670996000001,-1.2091634916,-0.6136421402000001,0.3985082837
raman__del_cyaA_01mM__1,-5.1629067982,-1.5619938064999999,-1.3620688085000001,-0.5901419459,0.5087571312
raman__del_cyaA_05mM__1,-1.7770035873,-1.2940209444,-1.7452347743,-0.20304986730000002,0.5250037728
raman__del_cyaA_1mM__1,-0.2685375437,-1.2979340718999999,-1.0163756558,0.09984774490000001,0.10279283010000001
raman__wt__2,-0.0088663226,-0.0359285861,-0.0331531608,-0.0386433461,0.0295081966
raman__del_cyaA__2,-5.5580491021,-1.6050447804,-1.3744231819000001,-0.7873801161,0.5779232574000001
raman__del_cyaA_01mM__2,-5.3727855882,-1.6620741616,-1.4827018551,-0.5712728994,0.42079371520000003
raman__del_cyaA_05mM__2,-2.8392706685,-1.4719150837,-1.3552081003,-0.0286686132,0.1637864564
raman__del_cyaA_1mM__2,-0.3678694911,-1.5834409815,-1.5899876225,-0.23342197620000002,0.0731464913
raman__wt__3,0.1681494145,0.5626162805,0.5066024552,-0.0407666707,0.0742421395
raman__del_cyaA__3,-5.9843297376,-1.6845916618999999,-1.3820996484,-0.7308913606,0.5270614287000001
raman__del_cyaA_01mM__3,-4.3794640242,-1.4925735912,-1.7693219171,-0.7037627470000001,0.6177728294
raman__del_cyaA_05mM__3,-2.7561024354,-1.4198829016,-1.8252442640000002,-0.2362122698,0.1930274816
raman__del_cyaA_1mM__3,-0.2644388868,-1.7140940942,-2.0168461367,-0.0164546772,0.0016090099
rand_barrel__mut_nanE__1,-0.5024034098,0.31956510320000003,-0.10470192240000001,0.0328965424,0.2818921747
rand_barrel__mut_nanE__2,0.7022903647000001,0.2129158669,-0.1393675785,0.1360103685,0.0932032188
rand_barrel__mut_nanE__3,-0.7663746405,0.4732526932,0.10514104810000001,0.5049328406,0.5843768387
rand_barrel__mut_pdxJ_1__1,1.4702368695999999,0.4999213127,-0.0391412764,0.1529755428,0.195359356
rand_barrel__mut_pdxJ_1__2,0.25406633500000003,0.15938206030000002,-0.2795776124,-0.015406163700000001,0.3776205494
rand_barrel__mut_pdxJ_1__3,-1.4657912505000001,-0.08388415910000001,0.07814100980000001,0.37994444860000004,0.3881641212
rand_barrel__mut_pdxJ_2__1,-0.0563634913,0.11266717200000001,-0.0992111416,0.22590315390000001,0.1005092897
rand_barrel__mut_pdxJ_2__2,0.5310007378,0.2530273783,-0.11439407100000001,0.23212511460000002,0.2349053508
rand_barrel__mut_pdxJ_3__1,-0.0732754246,0.3123582814,-1.0177033737,0.2831675712,0.1315146862
rand_barrel__mut_pdxJ_3__2,-0.381217252,0.42942117620000003,-0.3120314174,0.20362184190000002,0.2230006887
rand_barrel__del_serB__1,-0.1543324361,-0.0378642888,-0.2567044962,-0.011167604900000001,-0.0197561415
rand_barrel__del_serB__2,0.1543324361,0.0378642888,0.2567044962,0.011167604900000001,0.0197561415
rockhopper__CV104_pHDB3__1,4.9417512085,-0.1418916872,-1.5199780715,-0.8924017296000001,-0.25696020610000003
rockhopper__CV104_pHDB3__2,5.4548020309,-0.5814895618,-1.4543931969,-0.8649010421000001,-0.3160935204
rockhopper__CV104_pHDB3__3,5.0240183067,-0.6866577875000001,-1.4842095218,-0.7001267639000001,-0.4462724296
rockhopper__CV104_pLCV1__1,3.7050752728000003,-0.46814463780000004,-1.4243364876,-0.9119051060000001,-0.36017426900000005
rockhopper__CV104_pLCV1__2,3.3555813794000002,-0.5774250165,-1.3777277407000001,-0.8563503673,-0.4078002706
rockhopper__CV104_pLCV1__3,3.732706917,-0.5303597989000001,-1.3717034804,-0.6222702813000001,-0.3371179599
rockhopper__wt_lb__1,7.7077036069,-0.7153592160000001,-1.3903552664,-1.0877370598,-0.30034590920000004
rockhopper__wt_lb__2,6.7536883878000005,-0.45460847060000004,-1.1819166319,-1.7369671045000001,0.0626789792
rockhopper__wt_lb__3,6.2497396024,-0.982527122,-1.3852979726,-1.3358746678,-0.3340809038
rockhopper__wt_lb_aMG__1,4.934892503,-0.5032491356000001,-1.3580643165000001,-0.48690911950000004,0.4869145472
rockhopper__wt_lb_aMG__2,3.9479985584,-0.5584765924,-1.6229320922000001,-0.9667081537000001,0.0909555688
rockhopper__wt_lb_aMG__3,4.1571284133,-0.7783691722,-1.4470094811,-1.2851862633,0.0458900716
rockhopper__del_sgrR_lb_aMG__1,6.6289067415,-0.0680925574,-2.3712798772,-0.385574128,0.8039761245
rockhopper__del_sgrR_lb_aMG__2,5.8763979679,0.2675147683,-2.3397789595000003,-0.24326731070000002,0.9888431080000001
rockhopper__del_sgrR_lb_aMG__3,6.1654866562,-0.1486261372,-2.5776333802,-0.2979551923,0.842833605
rockhopper__del_sgrS_glyc_aMG__1,5.8723167052,0.0783431845,-1.7532071146,0.6722892721,0.9559728353
rockhopper__del_sgrS_glyc_aMG__2,5.9842581099,0.1764661836,-1.1457153265,1.1260265914,0.8530760636
rockhopper__del_sgrS_glyc_aMG__3,4.7731853237,0.0283385667,-1.0119683463,1.0397299023,0.8552895336
rockhopper__del_sgrS_glyc__1,5.1256025188,-0.9848549179,-2.4106403561,-0.3628059501,-0.9426514791
rockhopper__del_sgrS_glyc__2,3.8442800967,-0.5984024623,-1.9201030259,-0.4528756111,-0.7617535123
rockhopper__del_sgrS_glyc__3,2.3531879341,-0.6806320482,-1.5752388706,-0.3254764307,-0.3799577556
rockhopper__wt_lb_aMG__4,5.3552485231,-0.5092999273000001,-2.3545706346,-0.18830449770000002,0.479567748
rockhopper__wt_lb_aMG__5,5.8427590529,-0.129425061,-2.2804961887,-0.7544182141,0.7907236257
rockhopper__wt_lb_aMG__6,5.7189399136,-0.0501794115,-1.8156024638,-0.5831081023,0.8228195945000001
rockhopper__wt_glyc_aMG__1,4.8699918647,0.2466454597,-1.5204877723,0.0047093158,0.6549234119
rockhopper__wt_glyc_aMG__2,4.3302210988,-0.26459021990000003,-1.8866644631,0.5669202778,0.3753007211
rockhopper__wt_glyc_aMG__3,4.0506739003,-0.0296163748,-1.3869067571,0.5677400205,0.29626421010000004
rockhopper__wt_glyc__1,4.8463140971000005,-0.5971293792,-2.5692284322,-0.4403543445,-0.5506911926
rockhopper__wt_glyc__2,3.7680154688,-0.4693509986,-2.099919496,-0.24124783460000002,-0.7051204691
rockhopper__wt_glyc__3,3.4981551093,-0.7394687473,-2.5242767911,-0.4115574947,-0.7607516801
rockhopper__CV108_glyc_aMG__1,5.9966719535,-0.2091198861,-0.3816875442,-0.3562857689,-0.1057766422
rockhopper__CV108_glyc_aMG__2,3.6257075200999997,-0.556306462,-1.9724455942999999,0.5579321807000001,0.1629531876
rockhopper__CV108_glyc_aMG__3,6.0220249937,-0.8200389833,-2.5606790476,0.5313165346000001,0.1443356705
rockhopper__wt_glyc__4,2.0184868515,0.5132084414,0.647501694,-0.2638966479,0.009387171100000001
rockhopper__wt_glyc__5,5.4971412456,0.2570852656,-0.87197252,-0.19432084730000002,-0.37131192760000004
rockhopper__wt_glyc__6,-3.3914606874,0.1522032717,1.6140326093000001,0.10333546310000001,0.3379663812
rockhopper__wt_glyc_aMG__4,-2.2680086113,-0.4804073118,-0.35808731,0.21447380530000001,0.1724122558
rockhopper__wt_glyc_aMG__5,0.2715757995,-0.884283182,-1.5087987593999999,0.2213336307,0.2550414093
rockhopper__wt_glyc_aMG__6,1.6934217389000001,-0.9460349975000001,-1.59259519,0.3721320869,0.2135773857
rockhopper__wt_glyc__7,-3.4804524231,0.07122410500000001,1.252782729,0.3267917408,0.43619230340000004
rockhopper__wt_glyc__8,-1.4750908066,-0.26821144140000003,0.23991804060000002,0.5609825497,0.3080893839
rockhopper__wt_glyc__9,-4.3473513072,0.1283292093,1.4653801543,0.28759943400000004,0.4812909893
rockhopper__wt_glyc__10,-3.9317635636,0.4225992602,1.7022343797000001,-0.2368919985,0.4014869673
rockhopper__wt_glyc__11,-1.4956664742,0.3643153569,0.6320933676,0.14532827,0.3107901208
rockhopper__wt_glyc__12,-1.5063275102,0.1651956564,0.5114542649,0.3642317098,0.1026719524
rpoD__wt__1,0.38161916220000003,0.0962650932,0.1270235593,-0.2650089901,-0.0810939303
rpoD__wt__2,0.0148947157,-0.133171208,0.0556033629,0.1635474037,-0.0048386967
rpoD__rpoD_mut__1,0.7910362508000001,0.2844015412,0.2862064144,0.1684464855,0.3080507011
rpoD__rpoD_mut__2,-0.9615802752,-0.013994220100000001,0.0464186815,0.2976957928,0.0435420622
rpoD__rpoD_mut__3,0.097982255,0.5872313009,0.4621469362,0.1507827136,0.5190633225
rpoD__wt__3,-0.39651387790000003,0.0369061147,-0.1826269222,0.1014615864,0.0859326271
rpoN_peptide__ctrl__1,0.24424414860000002,0.081793006,0.014153354200000001,0.0327470021,0.022164717400000002
rpoN_peptide__ctrl__2,0.16171905,0.0731144789,-0.09287955910000001,0.0481021751,-0.05554053900000001
rpoN_peptide__ctrl__3,-0.4059631986,-0.1549074849,0.0787262049,-0.0808491772,0.0333758216
rpoN_peptide__nminus__1,0.1134068726,0.2330824596,0.039483185500000004,0.13673644840000002,-0.2686732421
rpoN_peptide__nminus__2,0.1983401574,0.17125156960000001,0.025008200300000002,0.07923360680000001,-0.038516220600000005
rpoN_peptide__nminus__3,-0.4102768187,0.0406612893,0.1434708805,0.0144034674,-0.048231668400000004
rpoN_peptide__nplus__1,5.5325782972,-0.3432469896,0.07962516530000001,-1.632512297,0.7157670464
rpoN_peptide__nplus__2,5.2415291035,-0.41162579800000004,0.1839187485,-1.6693356927,0.6614141679000001
rpoN_peptide__nplus__3,5.5043147749,-0.4489450474,0.17390458520000002,-1.6531858744,0.7094750585
rpoN_peptide__s54_wt__1,0.1020159363,-0.0389546049,0.0011783919,-0.2182690823,0.3646788763
rpoN_peptide__s54_wt__2,-0.0818116032,-0.0845676364,-0.0389508312,-0.19587325690000001,0.2781091761
rpoN_peptide__s54_wt__3,0.1448407259,-0.2060351387,-0.0690715606,-0.2994099301,0.41864165750000004
rsd__wt_ee__1,0.15548502520000002,0.0136601475,0.0567533824,-0.0842798241,0.0092439691
rsd__wt_ee__2,-0.15548502520000002,-0.0136601475,-0.0567533824,0.0842798241,-0.0092439691
rsd__del_rsd_ee__1,0.6233218476,0.1710564618,0.41725115300000004,0.0678688308,0.15432822940000002
rsd__del_rsd_ee__2,0.0973345268,-0.1841873724,0.06816567970000001,0.030330043600000002,0.022340319100000002
rsd__del_ssrS_ee__1,0.43755830430000003,0.7871858773,0.6134006945,0.5365988028,0.1672222326
rsd__del_ssrS_ee__2,0.8467336694,0.5932970849,0.5153358874,0.5911904992,0.2839111694
rsd__del_rsd_ssrS_ee__1,-3.2271160926,-0.055179341400000005,0.6903367720000001,-0.32946598320000003,0.9959813195
rsd__del_rsd_ssrS_ee__2,-4.1346969841,0.09957548890000001,0.4657393267,-0.6170200674,1.1577605495
rsd__del_rpoS_ee__1,1.3763282419,1.3216401428,0.491546959,1.0357575523,0.22826544170000002
rsd__del_rpoS_ee__2,1.4142200022,1.3551915408,0.5280988535,0.9608772845,-0.1132506076
rsd__wt_me__1,-0.5567899592000001,-0.1550803744,-0.46840514510000003,-0.1932318201,0.2698336185
rsd__wt_me__2,-0.9358636539,-0.0294914348,-0.3441955331,-0.24201875890000002,0.3852341909
rsd__del_rpoS_me__1,1.134081294,0.8478887649,0.4708236881,-0.2242368632,0.4814908383
rsd__del_rpoS_me__2,-0.047933751600000005,0.8191480537,0.5828090530000001,-0.2415859193,0.6207711694
rsd__wt_ts__1,-6.1768409761,-1.5031315194000001,-0.3040830425,-1.6596404198,-0.0120025168
rsd__wt_ts__2,-5.5402858158,-1.3047782504,-0.5365884047,-1.5412069563,0.052284577400000004
rsd__del_rsd_ssrS_ts__1,-6.0143792385,-1.2413169777,0.2794240115,-1.6338730553,0.8608827628
rsd__del_rsd_ssrS_ts__2,-5.2348405078999996,-1.0199209162,0.09468205290000001,-1.6921309905,0.7218466042
rsd__del_rpoS_ts__1,-7.8318583992,0.4326047361,0.26114116460000003,0.024751287900000002,0.5963530069
rsd__del_rpoS_ts__2,-8.042881606,0.5846469247,0.2616687397,0.0278344303,0.7438330698000001
rsd__wt_s__1,-5.792345684,-1.5927260651,-0.6618030116,-1.4241152532,-0.4229133122
rsd__wt_s__2,-5.2820309491,-1.667277531,-0.6461473261,-1.6590049948,-0.5774492403
rsd__del_rsd_s__1,-5.5323853259,-1.4035772323,-0.4870081007,-1.8726274564,-0.4700741759
rsd__del_rsd_s__2,-5.7203034152,-1.5656725811,-0.5537224673,-1.8730596957,-0.46727682340000004
rsd__del_rsd_ssrS_s__1,-6.3577826269,-1.3549492106,-0.1178302103,-1.10328679,0.00035641190000000004
rsd__del_rsd_ssrS_s__2,-6.9572285046,-1.2389553694,0.1011489424,-1.1546180975,0.08553671110000001
rsd__del_rsd_ls__1,-8.3297399354,-1.4033932364,0.3572652928,-2.9067680232,-1.4631807259
rsd__del_rsd_ls__2,-8.9572867465,-1.3639724004,0.3517745014,-3.0181921286,-1.1156025432
rsd__del_ssrS_ls__1,-8.9498375603,-1.4858692358,0.1158757472,-1.5439177016999999,-1.2931412117
rsd__del_ssrS_ls__2,-8.8987074166,-1.6022365266,0.0644364718,-2.1842734612,-1.6291429065
rsd__del_rsd_ssrS_ls__1,-9.5660095887,-0.3130426926,0.7848780076,-1.616189157,0.38741947330000004
rsd__del_rsd_ssrS_ls__2,-9.0928189944,-0.5298207917000001,0.5031711208,-1.5982655594000001,0.2808946232
rsd__del_rpoS_ls__1,-12.910192007100001,-0.9626347057,-0.4723106671,-1.5932065020000001,-0.1130038052
rsd__del_rpoS_ls__2,-9.4797701867,-0.22958089920000002,0.0098736851,-1.2939667953,0.2122430398
sdsR_ryeA__wt_3h__1,-2.1754778022,0.1389909558,0.4461479709,0.0834236646,0.16855315070000002
sdsR_ryeA__wt_8h__1,-4.6913550446,-1.6107415458,-1.1666164131,-1.0800252217,-0.0776701009
sdsR_ryeA__wt_3h__2,2.1754778022,-0.1389909558,-0.4461479709,-0.0834236646,-0.16855315070000002
sdsR_ryeA__wt_8h__2,-3.7106881336,-1.3859051656,-1.4379933011000001,-1.0200857079,-0.0192252812
starve_series__t00_growth1__1,-0.1222685434,0.0053140441,-0.0246537303,0.023435122500000002,-0.0552723877
starve_series__t00_growth1__2,0.3107255279,-0.021272194300000002,-0.1885399356,0.1248516005,-0.0007043020000000001
starve_series__t00_growth1__3,0.0477063983,-0.14540432650000001,0.1840539689,0.0692848872,0.0131152217
starve_series__t00_growth1__4,-0.2361633827,0.1613624766,0.029139697000000003,-0.21757161020000002,0.042861468
starve_series__t01_starve__1,4.1477706003,0.5377784834,1.1052330717,0.1391748524,-0.5487040266000001
starve_series__t01_starve__2,5.2072209993,0.3042919649,1.1611873281,0.0317638306,-0.8695811800000001
starve_series__t02_starve__1,1.0157361657,-0.1257946895,1.0664849722,-0.5801942053,-0.39360475170000003
starve_series__t02_starve__2,1.0865040104,-0.0956099026,1.3540153444,-0.6708481182,-0.4396461796
starve_series__t03_starve__1,0.5551194216,-0.2681533773,0.131357677,-0.2977467191,-0.41491505040000004
starve_series__t03_starve__2,0.8090283864000001,-0.1597791228,0.2810761205,-0.22816473310000002,-0.3203188139
starve_series__t04_starve__1,0.5252966769,-0.2019998866,-0.265416354,-0.4658876377,-0.5223822519
starve_series__t04_starve__2,0.7575805002,-0.25875426300000004,-0.0021289782,-0.4601301404,-0.6192207341
starve_series__t05_starve__1,0.9574978317,-0.5001395759,-0.45049796880000004,-0.9132657347,-0.5324903346000001
starve_series__t05_starve__2,0.2246940608,-0.3432286646,-0.45359604610000004,-0.9598387660000001,-0.2673797987
starve_series__t06_starve__1,1.3199770524,-0.5079018843,-0.27252979650000003,-1.1240828075,-0.41147673490000003
starve_series__t06_starve__2,1.1202618812,-0.4525603557,0.0630631629,-1.1933479101,-0.5637106536000001
starve_series__t07_starve__1,1.2835741096,-0.6745151883,-0.3635331049,-1.4654213975000001,-0.6164764684
starve_series__t07_starve__2,1.3400227751,-0.5422371227,-0.215373788,-1.2839636258,-0.5165595306
starve_series__t08_starve__1,1.3304807961,-0.5555622958,-0.42362992180000003,-1.5241984337,-0.47984407830000003
starve_series__t08_starve__2,1.6243526627,-0.5512617418,-0.2680461806,-1.4587504675,-0.5623154021
starve_series__t09_starve__1,1.9584963549,-0.4489321256,-0.2423982677,-1.6489719420000002,-0.4064819361
starve_series__t09_starve__2,1.6194438397000002,-0.48774671740000003,-0.3416857334,-1.7515646770000002,-0.5066753082000001
starve_series__t10_starve__1,1.8392502136000002,-0.3159833689,-0.3989188668,-1.770421453,-0.6908011296000001
starve_series__t10_starve__2,1.6733943613000002,-0.1729142677,-0.4131307276,-1.7906801929,-0.38966941850000003
starve_series__t11_starve__1,1.7220185298000001,0.038427626900000005,-0.2947271533,-1.6497521704,-0.2353200175
starve_series__t11_starve__2,1.3885137258,0.12991674920000001,-0.5464637694,-1.6595707367,-0.4100250722
starve_series__t12_starve__1,1.3743515313999999,0.0504120248,-0.44718027730000004,-1.5958078438999999,-0.6725848259
starve_series__t12_starve__2,1.9092229961,0.1228596658,-0.4503600942,-1.5052361202,-0.6727271165
starve_series__t14_starve__1,1.9919348863000002,0.5688226550000001,-0.18556376300000002,-1.2832103901,-0.5854134123
starve_series__t14_starve__2,1.5996799537,0.6981858145000001,0.310203962,-1.4664207613,-0.4410177421
starve_series__t16_starve__1,2.3577709426,0.8938780596,-0.14847810960000002,-1.1202172584,-0.5796947201
starve_series__t16_starve__2,1.6668259767,0.8290640425,-0.11947798500000001,-1.1002127465,-0.6537663452
starve_series__t17_starve__1,1.8090673622,0.8615534697,0.1877022536,-1.1087708567,-0.7987620934
starve_series__t17_starve__2,2.2113916627,0.9731155373,0.17459772310000002,-1.0562763317,-0.6878145268
starve_series__t18_starve__1,2.2361785026,0.7744595669000001,-0.198264235,-1.0770613484,-0.852277079
starve_series__t18_starve__2,1.7350718202,0.8246601485,-0.1994709084,-1.3037934838,-1.069243773
starve_series__t20_starve__1,-3.4405144737,-0.0179416216,-0.6630800409000001,-0.6188562966000001,0.0741074727
starve_series__t20_starve__2,-3.4665414405,-0.1233227467,-0.7584730378000001,-0.685956077,0.032261713500000004
starve_series__t21_growth2__1,-4.7648500205,-0.5795064484,-1.3264035976000002,-0.9771786215,-0.3140713475
starve_series__t21_growth2__2,-4.3263573181,-0.6027666676,-1.0352193286,-0.7984177568,-0.1770292045
starve_series__t22_growth2__1,-3.6568351485,-0.09127845500000001,-0.4439911355,0.1972167981,-0.24941252230000002
starve_series__t22_growth2__2,-3.8412674954,-0.006914879400000001,-0.6715321975,-0.25833408480000003,-0.24103561340000002
starve_series__t23_growth2__1,-4.1354662356,-0.0896996466,-0.0959553514,-0.07625097460000001,-0.011709783100000001
starve_series__t23_growth2__2,-3.7522484759,-0.1186586277,-0.3208983462,-0.12687704800000002,0.0069967044
starve_series__t25_growth2__1,-2.5751977417000003,-0.9181163534000001,-0.3040415242,0.4079259133,0.10051009520000001
starve_series__t25_growth2__2,-2.7174097413,-0.617249436,-0.2125921557,0.30098022150000003,0.1821166118
starve_series__t26_growth2__1,-1.916829351,-0.8759822171,0.053182241000000005,0.5016748605,0.0254368671
starve_series__t26_growth2__2,-2.0884277844,-0.8147220245,-0.1575633343,0.24660512910000001,0.043982560500000004
starve_series__t27_growth2__1,-1.4070642126,-0.8574406901,0.0989178279,0.6661311877,-0.1134248305
starve_series__t27_growth2__2,-1.3170464764,-0.8059147378,0.1394588649,0.6329567987,-0.1691408735
starve_series__t28_growth2__1,-0.156234974,-0.3608431467,0.180233792,0.4183987155,-0.3022238132
starve_series__t28_growth2__2,-0.1825652052,-0.3838213791,0.0694386099,0.48370192910000004,-0.0522139405
time_course__lb_4hr__1,0.5240765977,-0.06931474630000001,0.029006101700000002,-0.0066037492,0.0440436943
time_course__lb_4hr__2,-0.24012661240000002,0.0031867907,-0.028450766500000002,0.0077228519,-0.0030323592
time_course__lb_4hr__3,-0.2839499853,0.0661279556,-0.0005553352,-0.0011191027,-0.041011335100000004
time_course__lb_8hr__1,-2.0831432428,-1.2758284877000001,0.11603560160000001,-1.3647463804,0.0190958839
time_course__lb_8hr__2,-1.9203534432,-1.3682880876999999,-0.032408677500000004,-1.380566146,-0.015516455600000001
time_course__lb_8hr__3,-2.1648706115,-1.3557724212,-0.11742526160000001,-1.5210848611999999,-0.06445691590000001
time_course__lb_24hr__1,-2.4649435208,-2.4810688253,-1.1617781742,-1.1906271379,0.06697663150000001
time_course__lb_24hr__2,-2.4875055870000002,-2.6356795451,-0.8337457168,-1.1528320159,0.2680799226
time_course__lb_24hr__3,-2.3730615354,-2.3858560166,-0.44325784090000003,-1.2579894262,0.049877589300000004
time_course__lb_72hr__1,-1.9045791837000001,-1.103580322,0.007708272800000001,0.9529671083000001,0.3375034145
time_course__lb_72hr__2,-1.2569811732,-1.0208261929,-0.23064105440000002,0.9658081033,0.4054014185
time_course__lb_72hr__3,-1.0753798298,-0.9674205973000001,-0.0588844847,1.1082667562,0.5479887174
time_course__lb_144hr__1,-2.3946648382999998,-0.24705033070000001,0.2575160614,0.4603158248,-0.1741900465
time_course__lb_144hr__2,-2.7181013065,-0.743810093,-0.21415386190000002,0.3963233387,-0.1101744072
time_course__lb_144hr__3,-2.2839211426,-1.2394929772,-0.4681100428,0.1587720879,-0.3114765722
time_course__lb_192hr__1,-1.5194546866,-1.0429638152,-0.0005895486000000001,0.4995220433,0.1410081856
time_course__lb_192hr__2,-2.1487251431,-0.3650798441,0.2973819689,0.7128912778000001,0.1804989581
time_course__lb_192hr__3,-1.8200457742,-1.5229761396,-0.3614166667,0.18456944620000001,-0.030201489600000003
triclosan__wt__1,0.281792207,-0.0170776128,-0.0797593739,-0.23651794610000001,-0.0903773971
triclosan__wt__2,0.29944336650000003,0.1881790455,-0.0889479695,-0.0638936618,0.0261930043
