,-0.0829803927294202,-0.059271709092443,-0.0355630254554658,-0.0118543418184886,0.0118543418184886,0.0355630254554658,0.059271709092443,0.0829803927294202,0.1066890763663974,0.1303977600033746,0.1541064436403518,0.177815127277329,0.2015238109143062,0.2252324945512834,0.24894117818826061,0.2726498618252378,0.296358545462215,0.3200672290991922,0.3437759127361694,0.3674845963731466
Cra_genes,[],[],[],['ppsA' 'eda' 'cydA' 'icd' 'hypF' 'glk' 'setA' 'edd' 'fruA' 'fruB'],"['sgrT' 'pdeL' 'cydB' 'fbaB' 'envC' 'adhE' 'betT' 'fruK' 'aroP' 'betA'
 'pfkA' 'betB' 'yibQ' 'ppc']",['eno' 'pykF' 'poxB' 'zwf' 'betI' 'tpiA'],['gpmM' 'yeaD'],[],[],[],[],[],[],[],[],[],[],[],[],[]
sgrS_genes,[],[],[],['yigL' 'yeiB'],['adiY' 'folE' 'asd' 'purR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NagC_genes,[],[],['creA'],['creB' 'dinI' 'creC' 'glmS' 'glmU' 'feoB' 'eutM'],['creD' 'ydeP' 'eutT' 'feoC' 'eutD' 'ydeN' 'feoA' 'eutP' 'eutQ'],['ydeM' 'fimB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Crp_genes,[],['glpD'],"['caiD' 'rspA' 'idnO' 'mdtE' 'mdtF' 'fixA' 'trg' 'lgoR' 'rspB' 'citC'
 'yiaK' 'rhaR' 'hlyE' 'rhaS' 'prpR' 'mokB' 'nanT' 'aldA' 'idnD']","['gltA' 'tdcA' 'gntU' 'idnT' 'ulaC' 'yahN' 'lacA' 'galM' 'ompF' 'paaF'
 'idnK' 'psuG' 'bglG' 'rbsD' 'lyxK' 'grpE' 'gadX' 'aer' 'fur' 'glpA'
 'paaG' 'mdh' 'fecB' 'treB' 'yhgH' 'envZ' 'puuD' 'idnR' 'plaR' 'focB'
 'yqeF' 'dsdX' 'hicA' 'gltB' 'deoD' 'caiE' 'fadH' 'puuR' 'gutM' 'btsT'
 'uidA' 'xylG' 'putP' 'ppiA' 'ugpQ' 'sucB' 'relA' 'entA' 'lsrR' 'mazF'
 'yhcH' 'hyfB' 'feaR' 'mglA' 'hyfC' 'gltD' 'bglB' 'modC' 'gpsA' 'flhD'
 'yjhH' 'rbfA' 'sgcA' 'lgoD' 'cas3' 'gatY' 'dgoA' 'citF' 'yeiP' 'hofN'
 'fucI' 'araB' 'lsrB' 'modB' 'glgS' 'dadA' 'lacI' 'gntK' 'galT' 'ubiG'
 'csiE' 'araA' 'lsrK' 'tdcF' 'lsrF' 'fecC' 'entH' 'xylH' 'bglF' 'nlpE'
 'sdhD' 'rmf' 'sodB' 'tdcG' 'flhC' 'hyfF' 'trxA' 'oxyR' 'glpR' 'hupB'
 'hyfE' 'paaZ' 'sgbH' 'ugpA' 'uidB' 'dsdA' 'fadL' 'fumB' 'aldB' 'paaJ'
 'hyfG' 'truB' 'yfaE' 'ulaF' 'nusA' 'fumA' 'dgoT' 'mhpE' 'fepA' 'uxaB'
 'infB' 'mglC' 'citG' 'sucD' 'ampD' 'entC' 'gcd' 'lacZ' 'rimP' 'glgC'
 'sucA' 'glpG' 'hofB' 'agaW' 'mazE' 'aaeX' 'araH' 'cspE' 'dgoD' 'ulaE'
 'aaeR' 'gcvH' 'cspD' 'hpt' 'nrdA' 'fucA' 'guaB' 'sgbU' 'ldtB' 'malM'
 'xylB' 'raiA' 'nrdB' 'malK' 'rseB' 'puuC' 'fecE' 'paaD' 'aegA' 'hofO'
 'psuK' 'araG' 'modA' 'yjhI' 'uxaA' 'zraS' 'tdcB' 'sgcR' 'hyfA' 'ulaA'
 'dpiB' 'osmY' 'deoB' 'lamB' 'feaB' 'yjcH' 'glgP' 'secB' 'zraR' 'hofM'
 'rseA' 'manA' 'ybiT' 'psiE' 'fixB' 'hyfI' 'xylF' 'gabT' 'ygeW' 'yiaM'
 'gabD' 'glpF' 'caiT' 'fucR' 'lsrA' 'ulaB' 'cyaA' 'mhpR' 'yiaO' 'rpsI'
 'hicB' 'aspA' 'nadC' 'fucK' 'mhpF' 'puuB' 'aaeA' 'yiaL' 'rbsR' 'paaA'
 'fecD' 'uhpT' 'arfB' 'nanE' 'caiC' 'ugpE' 'nanK' 'sdhA' 'yjhG' 'gutQ'
 'ascF' 'srlD' 'rseC' 'tdcE' 'fadD' 'xylR' 'galE' 'entD' 'cytR' 'grcA'
 'yeiW' 'sgcQ' 'araF']","['puuE' 'cas2' 'araJ' 'aroA' 'fucO' 'paaI' 'gltF' 'rbsK' 'rhaT' 'xylE'
 'yiaN' 'fucP' 'gcvT' 'sucC' 'galK' 'rplM' 'lacY' 'hfq' 'ompR' 'ugpC'
 'dctA' 'dksA' 'ykgR' 'sodA' 'rhaA' 'fixC' 'rplI' 'uxuR' 'ebgC' 'glpB'
 'galS' 'glpE' 'araC' 'sgcX' 'dcuB' 'nanA' 'bhsA' 'hflC' 'nupG' 'ascB'
 'fis' 'dusB' 'tdcC' 'acs' 'rpsO' 'melR' 'malS' 'glgA' 'priB' 'citD'
 'citE' 'rof' 'lhgO' 'sdhC' 'ilvN' 'sdhB' 'mhpA' 'rpoE' 'tnaB' 'rpsF'
 'aaeB' 'gatB' 'sfsA' 'kbaZ' 'hyfR' 'yaeQ' 'uxaC' 'yhfA' 'hyfD' 'gatA'
 'malX' 'casE' 'gadA' 'caiB' 'sohB' 'citX' 'pncB' 'gatZ' 'hflX' 'serC'
 'agaA' 'glpC' 'casB' 'srlR' 'hofC' 'fucU' 'rpsR' 'sgcE' 'ebgA' 'casC'
 'deoC' 'ugpB' 'paaH' 'pnp' 'rihA' 'hflK' 'csiD' 'ulaD' 'uidC' 'gadB'
 'treC' 'caiA' 'gatC' 'gabP' 'gcvP' 'preT' 'rseD' 'dadX' 'dpiA' 'xylA'
 'tnaA' 'guaA' 'ampE' 'glpK' 'lsrD' 'malY' 'malG' 'fecA' 'tam' 'casA'
 'proP' 'araD' 'deoA' 'cstA' 'paaE' 'ychH' 'hyfJ' 'dcuR' 'sgbE' 'abgR'
 'narQ' 'hyfH' 'ppdD' 'entB' 'patZ' 'exuR' 'yaeP' 'srlE' 'tdcD' 'csqR'
 'malI' 'glnL' 'dgoK' 'actP' 'lsrC' 'srlA' 'rpoH' 'nfuA' 'rhaB' 'xseA'
 'ilvB' 'tsx' 'mhpD' 'sgcC' 'speC' 'ntrC' 'mhpB' 'fumC' 'ygeA' 'paaC'
 'rbsA' 'cirA' 'ortT' 'melB' 'entE' 'glpQ' 'malE' 'gatD' 'focA' 'dcuA'
 'cas1' 'sgcB' 'exuT' 'cdd' 'paaK' 'melA' 'gyrA' 'srlB' 'caiF' 'comR'
 'gntP' 'metK' 'rhaD' 'sbmC' 'mhpC' 'ompW' 'dgoR' 'glpT' 'nupC' 'fiu'
 'uxuB' 'lsrG' 'argG' 'rbsB' 'ygcW' 'gadC' 'murP' 'araE' 'agaV' 'gadE'
 'glpX' 'cpdB' 'gdhA' 'casD' 'glnA' 'preA' 'gntT' 'ycdZ']","['malF' 'murQ' 'serA' 'mglB' 'rpoS' 'paaB' 'pflB' 'agp' 'rbsC' 'ansB'
 'uxuA' 'ompA' 'hupA' 'udp']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Mlc and Crp_genes,[],[],[],[],['ynfK'],[],[],['mlc'],['malT'],[],[],[],[],[],[],[],[],[],[],[]
Cra and Crp_genes,[],[],['aceK' 'aceA'],"['aceB' 'acnB' 'prpB' 'lpd' 'marA' 'csgE' 'cyoA' 'cysG' 'prpD' 'crp'
 'csgG' 'aceE']","['pdhR' 'csgF' 'nirB' 'nirC' 'glcC' 'cyoB' 'pgk' 'aceF' 'marR' 'prpC'
 'prpE' 'epd' 'cyoD' 'mpl' 'fbaA' 'cyoE' 'cyoC' 'csgD' 'nirD' 'pck']",['marB' 'acnA' 'mtlR' 'mtlD'],['mtlA' 'gapA'],[],[],[],[],[],[],[],[],[],[],[],[],[]
NagC and Crp_genes,[],[],[],['nanS' 'nagB' 'nagA' 'chiQ' 'chbA' 'nagC' 'nanC' 'chbB' 'nagE'],['umpH' 'nanM' 'chbR' 'chbG' 'chbC' 'chbF'],['chiP'],['galP'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Mlc, Cra, NagC, and Crp_genes",[],[],[],[],['ptsI'],['crr'],['ptsH'],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Mlc, sgrS, and Crp_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ptsG'],[],[],[],[]
"Mlc, Cra, sgrS, NagC, and Crp_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['manZ'],['manY' 'manX'],[],[],[]
