,-0.12807449,-0.064037245,0.0,0.06403724499999999,0.12807449,0.19211173500000003,0.25614897999999997,0.32018622500000005,0.38422347,0.448260715,0.51229796,0.576335205,0.64037245,0.7044096950000001,0.76844694,0.8324841850000001,0.8965214300000001,0.960558675,1.02459592,1.0886331650000003
thresh,-0.0320186225,0.0320186225,1,,,,,,,,,,,,,,,,,
unreg,1,7,2771,14,15,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['pbpC'],"['hsdR' 'blaR' 'lytM' 'USA300HOU_RS10770' 'USA300HOU_RS00780'
 'USA300HOU_RS07825' 'USA300HOU_RS15185']",[],"['USA300HOU_RS13065' 'ldH' 'USA300HOU_RS09540' 'USA300HOU_RS05145' 'alD'
 'ilvA' 'USA300HOU_RS14785' 'USA300HOU_RS09555' 'LAC_H_02703'
 'USA300HOU_RS15655' 'USA300HOU_RS14790' 'USA300HOU_RS10955'
 'USA300HOU_RS15640' 'uppP']","['USA300HOU_RS14820' 'ydcG' 'USA300HOU_RS14855' 'cadX' 'spA' 'graR' 'copY'
 'cadD' 'USA300HOU_RS14760' 'USA300HOU_RS14840' 'blaZ' 'USA300HOU_RS14770'
 'USA300HOU_RS14860' 'bcrB' 'bcrA']","['USA300HOU_RS15660' 'USA300HOU_RS14870' 'USA300HOU_RS14865'
 'USA300HOU_RS14875' 'USA300HOU_RS14735' 'USA300HOU_RS14885'
 'USA300HOU_RS14780' 'USA300HOU_RS14730' 'USA300HOU_RS14755']",['yyaR' 'USA300HOU_RS15650'],['neO'],[],[],[],[],[],[],[],[],[],[],[],[]
