,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-4.625929269271485e-18,0.21168673109024633,3.0,0.0,-0.24240931770000002,1.0,0.1483995874,2.0,0.0940097303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.24240931770000004,3.3993498887762956e-17,3.0,3.0,-0.24240931770000002,4.0,-0.24240931770000002,5.0,-0.24240931770000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.07634896666666664,0.5521055438565547,3.0,6.0,-0.24240931770000002,7.0,0.7138655354,8.0,-0.24240931770000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761894582353913e-12,0.5959956092566122,21.0,9.0,-0.498109597,10.0,-0.498109597,11.0,0.0383558605,12.0,0.4304192618,13.0,1.1768860617999999,14.0,0.9238510461,15.0,-0.498109597,16.0,-0.498109597,17.0,-0.498109597,18.0,0.386970921,19.0,0.8811910382,20.0,-0.1953204752,21.0,0.6583893764000001,22.0,-0.0426638867,23.0,0.8795443472000001,24.0,-0.498109597,25.0,-0.498109597,26.0,-0.498109597,27.0,-0.156527581,28.0,-0.498109597,29.0,-0.498109597
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,0.2826937673142857,1.0173960944854061,21.0,30.0,-0.498109597,31.0,-0.498109597,32.0,-0.037974678000000005,33.0,2.059709156,34.0,1.0143215267,35.0,1.6182337044000001,36.0,-0.498109597,37.0,-0.498109597,38.0,-0.498109597,39.0,1.5767296852000001,40.0,1.173408338,41.0,0.7415668721,42.0,-0.498109597,43.0,1.8867366286,44.0,1.8811530446,45.0,-0.498109597,46.0,-0.498109597,47.0,-0.498109597,48.0,-0.498109597,49.0,-0.498109597,50.0,-0.498109597
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.49453380943384245,3.0,51.0,-0.285519228,52.0,0.571038456,53.0,-0.285519228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.13879231185000002,0.2934538323,4.0,54.0,0.30138843660000003,55.0,-0.285519228,56.0,-0.285519228,57.0,-0.285519228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.0,4.0,58.0,0.0,59.0,0.0,60.0,0.0,61.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.786530837375,0.9986781256817332,4.0,62.0,0.0,63.0,0.0,64.0,1.0643618794,65.0,2.0817614701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.2473412629,0.4946825258,4.0,66.0,0.0,67.0,0.0,68.0,0.9893650516,69.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.769456774425,0.5134328505040604,4.0,70.0,0.0,71.0,1.0419364684,72.0,0.9951653306,73.0,1.0407252987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.666666804567285e-11,0.3010044571199925,6.0,74.0,0.33834035700000004,75.0,0.1045289367,76.0,0.038366930800000004,86.0,0.2469778266,88.0,-0.3641070255,90.0,-0.3641070255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.14623067083333333,0.20867287735708806,6.0,77.0,-0.1911518049,78.0,-0.0306720099,79.0,-0.1064235196,87.0,-0.3641070255,89.0,0.1790773604,91.0,-0.3641070255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.3641070255,0.0,3.0,80.0,-0.3641070255,82.0,-0.3641070255,84.0,-0.3641070255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-0.3641070255,0.0,3.0,81.0,-0.3641070255,83.0,-0.3641070255,85.0,-0.3641070255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,9.25185853854297e-18,0.30821281195564676,3.0,92.0,0.1837295405,93.0,-0.3558301646,94.0,0.17210062410000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.3558301646,0.0,3.0,95.0,-0.3558301646,96.0,-0.3558301646,97.0,-0.3558301646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.3558301646,0.0,3.0,98.0,-0.3558301646,99.0,-0.3558301646,100.0,-0.3558301646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.20149893643333336,0.26730952837917166,3.0,101.0,0.1071635199,102.0,-0.3558301646,103.0,-0.3558301646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-0.21784260726666668,0.23900146011365678,3.0,104.0,-0.3558301646,105.0,0.058132507400000005,106.0,-0.3558301646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-0.22622361456666665,0.2244851296514511,3.0,107.0,-0.3558301646,108.0,0.0329894855,109.0,-0.3558301646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
