,-0.1527018796875,-0.1323416290625,-0.1119813784375,-0.09162112781250001,-0.07126087718750002,-0.05090062656250002,-0.03054037593750003,-0.010180125312500038,0.010180125312499955,0.030540375937499947,0.05090062656249994,0.07126087718749993,0.09162112781249993,0.11198137843749995,0.1323416290624999,0.15270187968749988,0.1730621303124999,0.19342238093749992,0.21378263156249988,0.23414288218749985
thresh,-0.162882005,0.162882005,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,9,99,2114,1959,104,2,0,0,0,0,0,1,2,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ybcI'],['ybcC' 'ndhF'],['ybcH' 'ybcF'],[]
