,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,2.804498731366667,0.9488037751899893,3.0,0.0,3.8970798471,1.0,2.1880050185,2.0,2.3284113285,,,,,,,,,,
1,LB__LBtran,-0.6543346727333333,1.4080857070484665,3.0,3.0,0.7865110826,4.0,-0.7223175222,5.0,-2.0271975786,,,,,,,,,,
2,LB__LBstat,-4.1300951248999995,0.2969216215204258,3.0,6.0,-4.4467792939,7.0,-3.8579734194,8.0,-4.0855326614,,,,,,,,,,
3,LB__LBGexp,4.408188610433334,0.948963113690836,3.0,9.0,3.3953943594,10.0,4.5523470785,11.0,5.2768243934,,,,,,,,,,
4,LB__LBGtran,-1.503791611,1.0017303707813399,2.0,12.0,-2.2121219491,13.0,-0.7954612729,,,,,,,,,,,,
5,LB__LBGstat,-3.7962930485000004,0.5892933570792664,3.0,14.0,-4.3582003045,15.0,-3.8476974164,16.0,-3.1829814246,,,,,,,,,,
6,Life Cycle__S0,-0.37446978206666665,1.066285460338092,3.0,17.0,-1.5083887277999999,18.0,-0.22300465490000002,19.0,0.6079840365,,,,,,,,,,
7,Life Cycle__S1,3.5644788989000005,0.42468599929230716,3.0,20.0,3.7321529495,21.0,3.0815525884,22.0,3.8797311588000003,,,,,,,,,,
8,Life Cycle__S2,1.7622087377,0.3147452857245065,3.0,23.0,1.5125968637,24.0,1.6582461691,25.0,2.1157831803000002,,,,,,,,,,
9,Life Cycle__S3,1.2352323315,0.25139671748262093,2.0,26.0,1.4129966552,27.0,1.0574680078,,,,,,,,,,,,
10,Life Cycle__S4,-0.016875165566666673,0.2457814103799486,3.0,28.0,0.2664841518,29.0,-0.1723070835,30.0,-0.14480256500000002,,,,,,,,,,
11,Life Cycle__S5,-0.08301688616666662,1.049783457799493,3.0,31.0,-0.6947808765,32.0,1.1291508936,33.0,-0.6834206756,,,,,,,,,,
12,Life Cycle__S6,-0.12537144901250002,2.6910497644119693,8.0,34.0,-4.0406775019,35.0,3.424710018,36.0,-3.5201032454,37.0,-0.83507766,38.0,2.9018689012000003,39.0,1.0910057528000001,40.0,0.16421443260000002,41.0,-0.18891228940000002
13,Life Cycle__S7,5.1171624786,0.500445989647958,3.0,42.0,4.5762059794,43.0,5.2116556776,44.0,5.5636257788,,,,,,,,,,
14,Life Cycle__S8,5.48363302945,1.7810700465022777,2.0,45.0,4.2242263218,46.0,6.7430397371,,,,,,,,,,,,
15,Life Cycle__G135,12.919473906499999,2.815009037050752,2.0,47.0,14.9099858857,48.0,10.9289619273,,,,,,,,,,,,
16,Life Cycle__G150,11.3598854823,1.310514367907115,3.0,49.0,10.1811442807,50.0,11.1274441866,51.0,12.7710679796,,,,,,,,,,
