k,name,in_iM,gene_weight,regulator,function,category
7,Zinc - Steady,False,0.06387320760637523,,,
12,Zinc - Intermediate,False,-0.04098385105650109,,,
6,Iron,False,-0.024885477628558875,,,
11,Chromium,False,0.01717610511928797,,,
1,UC-2,False,0.013277933448553086,,,
9,UC-5,False,0.012308762432286426,,,
3,Cadmium,False,-0.009618894858285786,,,
5,Lead,False,-0.007372671943157911,,,
10,Copper,False,0.006617633919231594,,,
14,UC-7,False,0.00574240799061954,,,
4,UC-4,False,0.004559771176427602,,,
8,Zinc - Fast,False,0.004364352312404661,,,
13,UC-6,False,0.0023415110819041732,,,
2,UC-3,False,0.001504670346621424,,,
0,UC-1,False,0.0008030541107291357,,,
