,PA1848
SRX7442752,-0.427594784
SRX7442753,0.427594784
SRX7442754,0.8354160900000001
SRX7442755,1.2580588050000001
SRX7442756,-0.47128598600000005
SRX7442757,-0.18037011
SRX7442758,-0.186604714
SRX7442759,0.7231439580000001
SRX7442761,1.040931302
SRX7874204,-0.245651259
SRX7874205,0.24565126
SRX7874206,-0.465408778
SRX7874207,-0.49022763900000005
SRX8639787,0.035825163
SRX8639788,-0.035825163
SRX8639789,0.09309566300000001
SRX8639790,0.643940578
SRX8639791,-0.749308893
SRX8639792,-0.24527668700000002
SRX8639793,-2.375780415
SRX8639794,-2.110082384
SRX8639795,-1.9877022750000002
SRX8639796,-2.119469345
SRX8639797,-0.23053862700000002
SRX8639798,0.693710626
SRX8639800,0.515107106
SRX1156127,0.099110105
SRX1156135,-0.099110105
SRX1156136,-0.317131158
SRX1156137,-0.5418669030000001
SRX1156138,0.6086312850000001
SRX1156140,-0.061735665
ERX2195929,-0.19026173100000002
ERX2195930,0.19026173100000002
ERX2195931,-0.221801397
ERX2195932,-0.023394314000000003
ERX2195933,-0.40348319800000004
ERX2195934,-0.032626362
SRX4579961,0.187295079
SRX4579962,-0.32211625600000005
SRX4579963,0.13482117600000001
SRX4579964,0.485253741
SRX4579965,0.6899474870000001
SRX4579966,0.6846928
SRX5630349,-0.08399268700000001
SRX5630350,0.08399268700000001
SRX5630351,-0.421803918
SRX5630352,-0.32746664200000003
SRX1411278,0.095806637
SRX1411287,-0.410815362
SRX1411289,-0.251927149
SRX1411279,0.16143774900000002
SRX1411280,-0.257244385
SRX1411281,-0.732877352
SRX1411282,0.25232294
SRX1411283,-0.516677233
SRX1411284,-0.22898884
SRX1411285,-0.39899507700000003
SRX1411286,0.5601300180000001
SRX1411288,-0.29372433200000003
SRX2711962,0.15341105
SRX2711963,-0.15341105
SRX2711964,0.5939702060000001
SRX2711965,-0.036083660000000004
SRX2711966,-0.0028015830000000003
SRX2711967,-0.560073292
ERX3558798,-0.21307845800000003
ERX3558799,-0.513586615
ERX3558800,-0.148020178
ERX3558801,-0.178944252
ERX3558802,0.002722434
ERX3558803,0.09248479999999999
ERX3558804,-0.11436558100000001
ERX3558805,0.019158348000000002
ERX3593017,0.005259163000000001
ERX3593018,-0.47754306500000004
ERX3593020,0.009108092
ERX3593021,0.098875585
ERX3593022,-0.10798367800000001
SRX7058492,0.39129133200000005
SRX7058494,0.241244066
SRX7058495,0.103393998
SRX7058509,-0.391291331
SRX2662717,-0.5488987230000001
SRX2662718,-1.089399161
SRX2662721,0.18195671300000002
SRX2662722,-0.18195671300000002
SRX8143226,-0.09115411200000001
SRX8143227,0.09115411300000001
SRX8143228,0.09199768900000001
SRX8143229,0.655646866
ERX2456848,0.295037565
ERX2456849,0.159123901
ERX2456850,0.310075486
ERX2456851,-0.6079210660000001
ERX2456852,-0.23837222800000002
ERX2456853,-0.29007735900000003
ERX2456854,0.09682538800000001
ERX2456855,0.38766975000000004
ERX2456856,0.40388548700000004
ERX2456857,-0.6916884090000001
ERX2456858,0.119274292
ERX2456859,-0.31596651000000003
SRX540108,-1.001639283
SRX540109,1.001639283
SRX540110,0.623510894
SRX540111,0.80550775
SRX540112,-0.188582678
SRX540113,-1.001639283
SRX540114,0.249236581
SRX540115,0.863466516
