,-0.1886581231725501,-0.15721510264379174,-0.12577208211503338,-0.09432906158627502,-0.06288604105751666,-0.0314430205287583,5.551115123125783e-17,0.031443020528758414,0.06288604105751677,0.09432906158627513,0.1257720821150335,0.15721510264379185,0.1886581231725502,0.22010114370130857,0.2515441642300669,0.2829871847588253,0.31443020528758364,0.345873225816342,0.37731624634510036,0.4087592668738587
thresh,-0.20437963343692928,0.20437963343692928,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,4,339,3226,306,7,1,0,0,0,0,0,0,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['STM0699'],['potE'],['speF'],[]
