,PSPTOB0034
SRX1828913,0.0024911382
SRX1828914,1.4997393488
SRX1828915,0.2450626099
SRX1828916,1.6112829491
SRX1828917,-0.2475537481
SRX1828918,1.1701279795
SRX3983989,2.0728396714
SRX3983990,0.5548681682000001
SRX3983993,3.0402202255
SRX3983994,2.9984113474000003
SRX3983995,1.4405406495
SRX3983996,2.1475170621
SRX3983997,3.6237033826
SRX3983998,0.831804862
SRX3983999,1.8697258915
SRX3984000,2.1623254665
SRX3984001,3.7842925221
SRX3984002,3.9265056787
SRX3984003,3.4806637321
SRX3984004,1.1088255481
SRX3984005,2.1120727055
SRX3984006,3.918570795
SRX3984007,2.8022680288
SRX3984008,1.3447191946000001
SRX3984009,0.7300115059000001
SRX3984010,4.2673082671
SRX3984011,1.3837824593999999
SRX3984012,0.5613395696
SRX3984013,0.9541145348000001
SRX3984014,1.1916063829
SRX3984015,3.2977064224
SRX3984016,1.2226581037
SRX3984017,4.2045557692
SRX3984019,0.5116655893000001
SRX3984020,4.2780681073
SRX3984021,3.9051805209
SRX3984022,4.0892722555
SRX3984023,-0.019050757
SRX3984024,1.2379583721
SRX3984025,2.0189065142000002
SRX3984026,2.1114832608
SRX3984027,1.6900069135
SRX3984028,1.2493779250000001
SRX3984029,2.0804641033
SRX3984031,3.8503277564
SRX3984032,4.0064262362
SRX3984034,-0.0102306576
SRX3984035,1.1964366725
SRX3984036,4.0079199278
SRX3984037,3.5330980025
SRX3984038,4.1172893896
SRX3984039,4.0284054519
SRX3984040,1.8154889684
SRX3984041,4.1949150927
SRX3984042,2.0640231732
SRX3984043,1.4556621713
SRX3984045,0.8311307791
SRX3984046,0.1803439487
SRX3984047,4.2054036476
SRX3984048,3.5425438911000002
SRX3984049,3.1570765287
SRX3984050,3.0915211421
SRX3984051,4.1334072235
SRX3984052,1.1868386291
SRX3984056,3.9782323996
SRX3984057,3.8975433151
SRX3984058,4.1750964168
SRX3984059,0.9244981608
SRX3984061,0.6514900438
SRX3984062,1.0535807771
SRX3984063,1.1008616007
SRX3984064,1.1950369724
SRX3984065,1.1073940162
SRX3984066,1.4420754946
SRX3984067,1.3965581599
SRX3984068,1.2825826052
SRX3984069,3.4457443029
SRX3984070,3.9670554067
SRX3984071,3.7377475330000003
SRX3984073,1.5314947331000002
SRX3984074,1.823534483
SRX3984077,0.4100688537
SRX3984078,0.3552837634
SRX3984079,2.4591881682
SRX3984080,-0.151062534
SRX3984082,1.1871309947
SRX3984084,3.9758204744
SRX6997963,0.23121628290000001
SRX6997964,0.1407221876
SRX6997965,0.1243121544
SRX6997967,0.0284192917
SRX6997968,-0.2072506348
SRX6997969,0.053099979000000005
SRX6997971,-0.25963557460000003
SRX6997972,-0.3188453116
SRX6997973,0.1144542952
SRX3159100,0.19640838260000001
SRX3159101,-0.0932744685
SRX3159102,-0.1792449314
SRX3159103,0.0761110173
SRX3159000,0.083546057
SRX3159001,0.1184581886
SRX3159002,0.134872974
SRX3159003,0.1330172454
SRX3159004,-0.1500570824
SRX3159005,-0.1757169034
SRX3159006,0.1505184706
SRX3159007,-0.1000667616
SRX3159008,-0.057790791
SRX3159009,-0.43656253770000003
SRX3159010,0.1097438481
SRX3159012,-0.6897768341
SRX3159013,-0.18837216
SRX3159014,-0.0345923655
SRX3159015,0.3450146081
SRX3159016,0.4925230022
SRX3159017,0.3787002962
SRX3159018,-0.2335811254
SRX3159019,0.057982478100000005
SRX3159020,-0.0762350234
SRX3159021,0.044204365700000005
SRX3159022,0.6356561128
SRX3159023,0.2322818319
SRX3159024,0.3080103931
SRX3159025,0.5399833056000001
SRX3159026,-0.5774893849
SRX3159027,0.497613483
SRX3159028,-0.0652840001
SRX3159029,0.4294017828
SRX3159030,0.1644143922
SRX3159034,-0.2572737536
SRX3159036,0.1472676869
SRX3159037,-0.21072973690000002
SRX3159041,-0.0215313709
SRX3159042,-0.0254927396
SRX3159043,0.0905245102
SRX3159045,-0.40887948890000003
SRX3159047,-0.5653465987
SRX3159048,-0.3028525918
SRX3159049,0.4095027814
SRX3159050,0.30043401140000003
SRX3159051,-0.1237793533
SRX3159052,0.3773823201
SRX3159053,0.28872023220000004
SRX3159054,-0.0672193626
SRX3159055,0.0675710716
SRX3159056,-0.0209130321
SRX3159057,-0.538604631
SRX3159058,-0.0745302359
SRX3159060,-0.0297972289
SRX3159061,0.6137813101
SRX3159062,-0.5841712573
SRX3159063,0.6435631362
SRX3159066,0.3496360327
SRX3159069,0.029252206700000002
SRX3159070,-0.0665380202
SRX3159071,-0.2257618436
SRX3159073,-0.0419797315
SRX3159074,-0.2464000161
SRX3159075,0.4802278928
SRX3159076,0.8847442296
SRX3159080,1.2389581047
SRX3159082,0.016729681700000002
SRX3159083,-0.5625729499000001
SRX3159086,0.1721599613
SRX3159087,0.6396356750000001
SRX3159088,0.50725125
SRX3159089,0.45368469600000005
SRX3159090,0.3398872951
SRX3159091,0.5559550869000001
SRX3159092,0.0605910341
SRX3159093,0.3350816474
SRX3159094,-0.3461291642
SRX3159095,0.2391486149
SRX3159096,0.0178227629
SRX3159097,-0.0735391049
SRX3159098,0.1641993628
SRX3159099,0.4340303203
SRX3158988,0.17316552200000002
SRX3158989,0.3029492413
SRX3158990,0.36768061550000003
SRX3158991,0.4309257153
SRX3158992,-0.1893417993
SRX3158996,0.0161762773
SRX3644656,-0.0012590636000000001
SRX3644657,0.055244011
SRX3644658,-0.053984947400000004
SRX3644659,0.1708439511
SRX3644660,-0.0145854373
SRX3644661,-0.0811845179
SRX3644662,0.4175585976
SRX3644663,0.17578370270000002
SRX3644664,1.5199489766
SRX3644665,0.4304087757
SRX3644666,0.3285522538
SRX3644667,1.5830600430000001
SRX3644668,0.1842581744
SRX3644669,0.3313153283
SRX3644670,0.5135982644
SRX3644671,-0.1770123179
SRX3644672,0.5041141704000001
SRX3644673,0.16998308040000001
