,-0.11578456987452973,-0.0992439170353112,-0.08270326419609267,-0.06616261135687414,-0.04962195851765561,-0.033081305678437076,-0.016540652839218545,-1.3877787807814457e-17,0.016540652839218517,0.033081305678437034,0.04962195851765558,0.06616261135687412,0.08270326419609264,0.09924391703531116,0.1157845698745297,0.13232522271374825,0.14886587555296676,0.16540652839218528,0.1819471812314038,0.19848783407062237
thresh,-0.124054896294139,0.124054896294139,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,4,6,108,870,1991,774,99,16,6,5,0,1,1,2,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['rfbV'],['rfbP' 'rfbK'],['rfbU' 'rfbM' 'rfbN'],[],[]
