,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,0.24629874850000003,0.398568810961025,2.0,0.0,-0.0355319604999999,1.0,0.5281294575
1,RichMedia__BHIN_Growth_Mid,-0.059249228999999945,0.3166731029283192,2.0,2.0,-0.2831709275,3.0,0.1646724695000001
2,RichMedia__BHIN_Growth_Stat,0.0819143215,0.25826365247630323,2.0,4.0,0.2645343014999999,5.0,-0.1007056584999999
3,RichMedia__LBv2_Growth_Late,-0.029311143000000067,0.4040293631756718,2.0,6.0,0.2563807594999998,7.0,-0.3150030454999999
4,RichMedia__LBv2_Growth_Mid,-9.71445146547012e-17,0.17950211322682,2.0,8.0,0.1269271614999998,9.0,-0.1269271615
5,RichMedia__LBv2_Growth_Stat,0.43603872599999993,0.5702686315967005,2.0,10.0,0.8392795424999999,11.0,0.0327979094999999
6,RichMedia__MHB_Rich_Mid,0.763343525,0.2109784511607484,2.0,12.0,0.9125278185,13.0,0.6141592315
7,RichMedia__NBO_Rich_Mid,0.4771176295000001,0.6865010461156006,2.0,14.0,-0.0083119154999999,15.0,0.9625471745
8,Carbon__M9Na_Arabinose_Mid,-0.5738284415000003,0.6748920689166756,2.0,16.0,-0.0966076830000002,17.0,-1.0510492000000005
9,Carbon__M9Na_Galactose_Mid,-0.6835105125000005,0.26807337667150966,2.0,18.0,-0.8730670150000006,19.0,-0.4939540100000004
10,Carbon__M9Na_GlcNAcGrowth_Late,0.1037246554999993,0.119118141334553,2.0,20.0,0.1879539009999993,21.0,0.0194954099999993
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.008895751499999646,0.23862144726835197,2.0,22.0,0.1776265949999995,23.0,-0.1598350920000002
12,Carbon__M9Na_GlcNAcGrowth_Stat,-1.2632959120000005,0.35014055244179904,2.0,24.0,-1.0157091530000004,25.0,-1.5108826710000005
13,Carbon__M9Na_GlcNAc_Mid,-0.26496582400000057,0.789773780790075,2.0,26.0,-0.8234202200000005,27.0,0.2934885719999993
14,Carbon__M9Na_Gluconate_Mid,-1.6335857185000004,0.9275592045651249,2.0,28.0,-0.9777023150000006,29.0,-2.2894691220000003
15,Carbon__M9Na_Glucosamine_Mid,-1.2540419935000005,0.0003049999034631226,2.0,30.0,-1.2542576610000005,31.0,-1.2538263260000004
16,Carbon__M9Na_Glycerol_Mid,-1.0286384085000004,0.2043608480992309,2.0,32.0,-0.8841334670000003,33.0,-1.1731433500000006
17,Carbon__M9Na_Maltose_Mid,-0.6136950800000005,0.939074845083147,2.0,34.0,0.0503311109999993,35.0,-1.2777212710000003
18,Carbon__M9Na_Mannitol_Mid,-0.8960406325000003,0.17862737405523135,2.0,36.0,-1.0223492600000004,37.0,-0.7697320050000003
19,Carbon__M9Na_Trehalose_Mid,-0.7639182445000006,0.028532289658069917,2.0,38.0,-0.7840936200000006,39.0,-0.7437428690000005
20,Carbon__M9Na_ethanol_Mid,-0.8927554270000004,0.5199312392154928,2.0,40.0,-1.2604023320000004,41.0,-0.5251085220000005
21,Carbon__M9Na_fructose_Mid,-0.5618867810000003,0.044454011524614506,2.0,42.0,-0.5304530480000005,43.0,-0.5933205140000002
22,Carbon__M9Na_fumarate_Mid,-0.2845323205000005,0.08650674569596921,2.0,44.0,-0.3457018270000005,45.0,-0.2233628140000005
23,Carbon__M9Na_glucoseGrowth_Late,-0.0860385670000001,0.11094380804602098,2.0,46.0,-0.007589448,47.0,-0.1644876860000002
24,Carbon__M9Na_glucoseGrowth_Mid,-2.498001805406602e-16,0.5027012587879885,2.0,48.0,-0.3554634690000005,49.0,0.355463469
25,Carbon__M9Na_glucoseGrowth_Stat,-0.4192085585000002,0.5754594218672182,2.0,50.0,-0.012297299,51.0,-0.8261198180000004
26,Carbon__M9Na_ribose_Mid,-0.7861725790000004,0.46885614849242435,2.0,52.0,-0.4546412170000002,53.0,-1.1177039410000005
27,Carbon__M9Na_succinate_Mid,-0.04623460350000025,0.010686381040385657,2.0,54.0,-0.0386781910000002,55.0,-0.0537910160000003
28,Carbon__M9Na_sucrose_Mid,-1.6170161630000004,0.6213929503867688,2.0,56.0,-1.1776249940000003,57.0,-2.0564073320000005
29,TF__LBv2_HapROver_Late,-0.059809943999999955,0.14088279613559332,2.0,58.0,0.0398092365,59.0,-0.1594291244999999
30,TF__LBv2_HapROver_Mid,1.1399109115,0.01184539622989465,2.0,60.0,1.1315349515,61.0,1.1482868715
31,TF__LBv2_HapROver_Stat,0.45973036050000005,0.29675998248507846,2.0,62.0,0.2498893645,63.0,0.6695713565000001
32,TF__LBv2_LuxOOver_Late,1.8211810355,0.03794953564859195,2.0,64.0,1.7943466615,65.0,1.8480154095
33,TF__LBv2_LuxOOver_Mid,0.43108336199999997,0.624887706151737,2.0,66.0,0.8729456965,67.0,-0.0107789725
34,TF__LBv2_LuxOOver_Stat,0.7501946430000002,0.5089027090026811,2.0,68.0,1.1100431995000002,69.0,0.3903460865000001
35,TF__LBv2_QstROver_Late,-0.40132705199999996,1.360002122856597,2.0,70.0,-1.3629937755,71.0,0.5603396715
36,TF__LBv2_QstROver_Mid,0.07283834500000008,0.5631410532250962,2.0,72.0,-0.3253625124999999,73.0,0.4710392025000001
37,TF__LBv2_QstROver_Stat,0.15862659199999984,0.5640421264674299,2.0,74.0,0.5574646044999998,75.0,-0.2402114205000001
38,TF__LBv2_TfoXOver_Late,0.18890699249999995,0.1253449922390397,2.0,76.0,0.2775392865000001,77.0,0.1002746984999998
39,TF__LBv2_TfoXOver_Mid,0.7453103634999998,0.6273144407633336,2.0,78.0,0.3017320684999998,79.0,1.1888886584999998
40,TF__LBv2_TfoXOver_Stat,0.6398151430000001,0.3705943960263994,2.0,80.0,0.3777653325000001,81.0,0.9018649535
41,Stress-I__20-300-T1,-1.110744307,0.0,2.0,82.0,-1.110744307,83.0,-1.110744307
42,Stress-I__20-300-T2,0.0,1.5708296632881047,2.0,84.0,1.110744307,85.0,-1.110744307
43,Stress-II-1__LBv2_LowpH_Mid,1.5193375365000001,0.022547133508247247,2.0,86.0,1.5352807675000002,87.0,1.5033943055
44,Stress-II-1__LBv2_highSalt_Mid,0.5180556385000001,0.05321591024322636,2.0,88.0,0.5556849695000001,89.0,0.4804263075000001
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,0.4030208824999997,0.6393197569699681,2.0,90.0,0.8550882179999997,91.0,-0.0490464530000003
46,Stress-III__R_wt,0.0,0.31857336754994425,2.0,92.0,0.2252653885,93.0,-0.2252653885
47,Stress-III__R_s,0.9486796165,0.13338713686457634,2.0,94.0,0.8543606675,95.0,1.0429985655
48,Competence-condition__OSS_TfoXOver_Stat,0.38287830950000007,1.6880265608499414,2.0,96.0,1.5764933375,97.0,-0.8107367185
49,Competence-condition__OSS_VectorOnly_Stat,0.0,1.146554862816558,2.0,98.0,-0.8107367185,99.0,0.8107367185
50,Competence-Recovery__LBv2_TfoXOver_Recov,-0.3327752905,0.0983873049318786,2.0,100.0,-0.26320496,101.0,-0.402345621
51,Competence-Recovery__LBv2_VectorOnly_Recov,-4.85722573273506e-17,0.14798453470409273,2.0,102.0,-0.104640868,103.0,0.1046408679999999
