k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.009016362335532905,,,
11,Chromium,False,0.007130683721043168,,,
6,Iron,False,0.007041664547286928,,,
3,Cadmium,False,0.005635809781961143,,,
14,UC-7,False,-0.004097084328532219,,,
4,UC-4,False,0.0035040900600142783,,,
7,Zinc - Steady,False,-0.002867944675963372,,,
0,UC-1,False,-0.0028578762640245263,,,
1,UC-2,False,-0.0020570076094008983,,,
13,UC-6,False,0.001728236072231084,,,
12,Zinc - Intermediate,False,-0.001512464155521558,,,
10,Copper,False,-0.0011267702421173453,,,
8,Zinc - Fast,False,0.0008489488548366353,,,
2,UC-3,False,-0.0004953595751430839,,,
9,UC-5,False,-6.310234101578952e-05,,,
