,BSU38780
M9exp_1,10.7717
M9exp_2,10.3636
M9exp_3,9.866
M9tran_1,10.0711
M9tran_2,9.9476
M9tran_3,10.4376
M9stat_1,8.476
M9stat_2,8.4264
M9stat_3,8.2541
MG-0.1_1,10.1273
MG-0.1_2,9.1659
MG-0.1_3,10.1674
MG-0.2_2,9.7836
MG-0.2_3,9.5379
MG+5_1,10.1449
MG+5_2,9.9872
MG+5_3,9.3731
MG+10_1,10.5945
MG+10_2,10.1942
MG+10_3,9.3377
MG+15_1,9.8184
MG+15_2,10.6814
MG+15_3,10.1608
MG+25_1,10.1046
MG+25_2,9.8864
MG+25_3,9.972
MG+45_1,9.8583
MG+45_2,9.6945
MG+45_3,10.404000000000002
MG+60_2,10.0455
MG+60_3,9.8702
MG+90_2,9.8781
MG+90_3,10.1183
MG+120_1,9.5973
MG+120_2,10.2644
MG+120_3,9.7565
MG+150_1,9.9527
MG+150_3,10.0788
GM-0.1_1,10.0333
GM-0.1_2,10.0886
GM-0.1_3,10.251
GM-0.2_1,10.0593
GM-0.2_2,10.0279
GM-0.2_3,9.9287
GM+5_1,9.8094
GM+5_2,10.1578
GM+5_3,10.3538
GM+10_2,10.1093
GM+10_3,9.4325
GM+15_1,10.3361
GM+15_2,9.8914
GM+15_3,10.0209
GM+25_1,10.4349
GM+25_2,9.9514
GM+25_3,9.6982
GM+45_1,10.5607
GM+45_2,9.3036
GM+45_3,9.924
GM+60_1,10.4517
GM+60_2,9.3623
GM+60_3,9.6323
GM+90_1,10.5861
GM+90_2,10.0632
GM+90_3,9.8511
GM+120_1,9.6653
GM+120_3,9.8833
GM+150_1,10.0463
GM+150_2,10.3817
GM+150_3,10.0247
BT_1,8.9166
BT_2,8.4972
B36_1,8.8687
B36_2,8.8996
B60_1,9.4393
B60_2,9.5411
S0_1,10.0234
S0_2,10.1392
S0_3,10.1937
S1_1,10.3382
S1_2,10.1369
S1_3,10.2583
S2_1,9.543
S2_2,9.6266
S2_3,9.2361
S3_1,9.1941
S3_2,9.4912
S4_1,9.1452
S4_2,8.467
S4_3,8.2096
S5_1,8.2862
S5_2,8.3731
S5_3,8.3929
S6_1,7.5743
S6_2,7.0937
S6_3,7.6758
S6/t_1,7.9525
S6/t_2,7.4241
S6_4,7.9195
S6_5,8.1624
S6_6,8.0877
S7_4,8.491
S7_5,8.4294
S7_6,8.7293
S8_4,8.253
S8_5,8.6095
G135_1,9.184
G135_3,8.2156
G150_1,9.3902
G150_2,9.7717
G150_3,9.4012
G180_1,8.8244
G180_2,8.9711
G180_3,8.252
T-5.40H_1,10.5968
T-4.40H_1,10.6058
T-3.40H_1,10.5596
T-2.40H_1,10.2336
T-1.40H_1,10.0906
T-1.10H_1,10.2402
T-0.40H_1,10.065
T0.0H_1,9.9065
T0.30H_1,9.7253
T1.0H_1,9.4622
T1.30H_1,9.1226
T2.0H_1,8.8924
T2.30H_1,9.2677
T3.0H_1,8.6159
T3.30H_1,8.9428
T4.0H_1,8.8336
T5.0H_1,8.4551
LBexp_1,10.3719
LBexp_2,10.755
LBexp_3,10.5069
LBtran_1,9.2277
LBtran_2,9.3789
LBtran_3,9.7016
LBstat_1,9.4409
LBstat_2,9.2607
LBstat_3,9.1415
LBGexp_1,10.3956
LBGexp_2,10.1836
LBGexp_3,10.1285
LBGtran_2,9.8143
LBGtran_3,9.9942
LBGstat_1,7.8879
LBGstat_2,8.0307
LBGstat_3,8.47
Mt0_1,10.5561
Mt0_3,10.5261
M0t45_1,10.0998
M0t45_2,10.6229
M0t45_3,10.8274
M0t90_1,8.5732
M0t90_2,9.6159
M0t90_3,9.0323
M40t45_1,9.8255
M40t45_2,9.601
M40t45_3,10.8268
M40t90_1,8.8175
M40t90_2,9.4406
M40t90_3,9.5156
dia0_1,10.169
dia0_2,10.5724
dia0_3,10.6283
dia5_1,9.8279
dia5_2,9.8262
dia5_3,9.6006
dia15_1,10.044
dia15_2,10.3746
dia15_3,9.7675
C30_1,9.9025
C30_2,10.2531
C90_1,9.5734
C90_2,9.693
SMM_1,10.3971
SMM_2,10.4719
SMM_3,10.5557
Salt_1,10.7747
Salt_2,10.7734
Salt_3,10.9643
M+G_1,10.0342
M+G_2,10.3227
M+G_3,10.3699
Glu_1,10.4872
Glu_2,10.5949
Glu_3,10.5893
Fru_1,10.378
Fru_2,10.9274
Fru_3,10.0735
Mal_1,9.6452
Mal_2,10.095
Mal_3,10.1946
G+S_2,9.6959
G+S_3,10.0465
Pyr_1,9.4199
Pyr_2,9.9305
Pyr_3,9.6509
Gly_1,9.0843
Gly_2,9.6138
Gly_3,8.7186
Glucon_1,9.7747
Glucon_2,10.0144
Glucon_3,9.5883
BI_1,9.6579
BI_2,9.7695
BC_2,8.9136
BC/t_1,8.5714
BC/t_2,9.2814
BC_1,8.3577
Sw_1,8.1927
Sw_2,8.6721
BMM_1,10.333
BMM_2,10.2743
BMM_3,11.0625
Heat_1,10.9408
Heat_2,10.5559
Heat_3,10.2615
Cold_1,9.896
Cold_2,9.3623
Cold_3,9.0822
Etha_1,10.0258
Etha_2,9.5592
Etha_3,9.9987
SMMPr_1,9.9898
SMMPr_2,10.1003
SMMPr_3,10.2869
HiTm_1,9.8829
HiTm_2,10.0128
HiTm_3,10.0358
LoTm_1,10.4943
LoTm_2,10.0519
LoTm_3,10.0025
HiOs_1,9.9501
HiOs_2,9.8788
HiOs_3,9.9919
Oxctl_1,9.5087
Oxctl_2,9.6793
Oxctl_3,10.5574
Diami_1,8.8382
Diami_2,8.9826
Diami_3,8.9509
Paraq_1,9.7888
Paraq_2,10.3296
Paraq_3,9.127
H2O2_1,9.9261
H2O2_2,10.6561
H2O2_3,10.172
HPh_1,10.3139
HPh_2,9.8002
HPh_3,9.9238
LPh_1,10.3747
LPh_2,10.5949
LPh_3,10.0443
LPhT_1,9.0322
LPhT_2,9.1854
LPhT_3,9.3185
aero_1,10.6437
aero_2,10.0924
aero_3,10.6795
nit_1,10.306
nit_2,10.6211
nit_3,10.1367
ferm_1,10.164
ferm_2,10.2188
ferm_3,10.8003
