,regulator_locus,gene_id,regulator_new,gene_id_new,source,regulator
15,PSPTO_1299,PSPTO_1301,PSPTO_RS06850,PSPTO_RS06860,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
16,PSPTO_1299,PSPTO_1302,PSPTO_RS06850,PSPTO_RS06865,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
17,PSPTO_1299,PSPTO_1287,PSPTO_RS06850,PSPTO_RS06795,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
18,PSPTO_4908,PSPTO_2211,PSPTO_RS25370,PSPTO_RS11485,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_4908
19,PSPTO_5515,PSPTO_5005,PSPTO_RS28570,PSPTO_RS25880,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
20,PSPTO_5515,PSPTO_5006,PSPTO_RS28570,PSPTO_RS25885,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
21,PSPTO_5515,PSPTO_5515,PSPTO_RS28570,PSPTO_RS28570,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HexR
22,PSPTO_0610,PSPTO_0494,PSPTO_RS03215,PSPTO_RS02575,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
23,PSPTO_0610,PSPTO_0495,PSPTO_RS03215,PSPTO_RS02580,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
24,PSPTO_0610,PSPTO_0496,PSPTO_RS03215,PSPTO_RS02585,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
25,PSPTO_0610,PSPTO_0497,PSPTO_RS03215,PSPTO_RS02590,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
26,PSPTO_0610,PSPTO_0498,PSPTO_RS03215,PSPTO_RS02595,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
27,PSPTO_0610,PSPTO_0493,PSPTO_RS03215,PSPTO_RS02570,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,BirA
28,PSPTO_0689,PSPTO_1661,PSPTO_RS03645,PSPTO_RS08695,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NrdR
29,PSPTO_0689,PSPTO_1671,PSPTO_RS03645,PSPTO_RS08735,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NrdR
30,PSPTO_0689,PSPTO_3514,PSPTO_RS03645,PSPTO_RS18170,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NrdR
31,PSPTO_0384,PSPTO_0384,PSPTO_RS02020,PSPTO_RS02020,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0384
32,PSPTO_0384,PSPTO_0383,PSPTO_RS02020,PSPTO_RS02015,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0384
33,PSPTO_5267,PSPTO_5526,PSPTO_RS27215,PSPTO_RS28625,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
34,PSPTO_5267,PSPTO_5525,PSPTO_RS27215,PSPTO_RS28620,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
35,PSPTO_5267,PSPTO_2578,PSPTO_RS27215,PSPTO_RS13340,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
36,PSPTO_5267,PSPTO_2579,PSPTO_RS27215,PSPTO_RS13345,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
37,PSPTO_5267,PSPTO_2580,PSPTO_RS27215,PSPTO_RS13350,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
38,PSPTO_5267,PSPTO_5527,PSPTO_RS27215,PSPTO_RS28630,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
39,PSPTO_5267,PSPTO_0683,PSPTO_RS27215,PSPTO_RS03615,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
40,PSPTO_5267,PSPTO_5267,PSPTO_RS27215,PSPTO_RS27215,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
41,PSPTO_5267,PSPTO_5266,PSPTO_RS27215,PSPTO_RS27210,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
42,PSPTO_5267,PSPTO_5265,PSPTO_RS27215,PSPTO_RS27205,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
43,PSPTO_5267,PSPTO_5268,PSPTO_RS27215,PSPTO_RS27220,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_5267
44,PSPTO_2286,PSPTO_2286,PSPTO_RS11855,PSPTO_RS11855,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2286
45,PSPTO_2286,PSPTO_2287,PSPTO_RS11855,PSPTO_RS11860,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2286
46,PSPTO_5172,PSPTO_5172,PSPTO_RS26730,PSPTO_RS26730,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
47,PSPTO_5172,PSPTO_5173,PSPTO_RS26730,PSPTO_RS26735,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
48,PSPTO_5172,PSPTO_5171,PSPTO_RS26730,PSPTO_RS26725,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
49,PSPTO_5172,PSPTO_5270,PSPTO_RS26730,PSPTO_RS27230,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
50,PSPTO_5172,PSPTO_5271,PSPTO_RS26730,PSPTO_RS27235,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
51,PSPTO_5172,PSPTO_5272,PSPTO_RS26730,PSPTO_RS27240,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
52,PSPTO_5172,PSPTO_5273,PSPTO_RS26730,PSPTO_RS27245,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
53,PSPTO_5172,PSPTO_5274,PSPTO_RS26730,PSPTO_RS27250,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
54,PSPTO_5172,PSPTO_5275,PSPTO_RS26730,PSPTO_RS27255,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
55,PSPTO_5172,PSPTO_5276,PSPTO_RS26730,PSPTO_RS27260,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
56,PSPTO_5172,PSPTO_5277,PSPTO_RS26730,PSPTO_RS27265,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
57,PSPTO_5172,PSPTO_5278,PSPTO_RS26730,PSPTO_RS27270,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,HutC
58,PSPTO_1422,PSPTO_0605,PSPTO_RS07465,PSPTO_RS03170,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
59,PSPTO_1422,PSPTO_1422,PSPTO_RS07465,PSPTO_RS07465,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
60,PSPTO_1422,PSPTO_1423,PSPTO_RS07465,PSPTO_RS07470,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
61,PSPTO_1422,PSPTO_1424,PSPTO_RS07465,PSPTO_RS07475,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
62,PSPTO_1422,PSPTO_1425,PSPTO_RS07465,PSPTO_RS07480,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
63,PSPTO_1422,PSPTO_1426,PSPTO_RS07465,PSPTO_RS07485,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
64,PSPTO_1422,PSPTO_1427,PSPTO_RS07465,PSPTO_RS07490,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
65,PSPTO_1422,PSPTO_1428,PSPTO_RS07465,PSPTO_RS07495,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
66,PSPTO_1422,PSPTO_1429,PSPTO_RS07465,PSPTO_RS07500,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,IscR
67,PSPTO_0352,PSPTO_0217,PSPTO_RS01865,PSPTO_RS01145,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
68,PSPTO_0352,PSPTO_0218,PSPTO_RS01865,PSPTO_RS01150,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
69,PSPTO_0352,PSPTO_5500,PSPTO_RS01865,PSPTO_RS28500,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
70,PSPTO_0352,PSPTO_5501,PSPTO_RS01865,PSPTO_RS28505,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
71,PSPTO_0352,PSPTO_2059,PSPTO_RS01865,PSPTO_RS10665,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
72,PSPTO_0352,PSPTO_2060,PSPTO_RS01865,PSPTO_RS10670,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
73,PSPTO_0352,PSPTO_2061,PSPTO_RS01865,PSPTO_RS10675,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
74,PSPTO_0352,PSPTO_0359,PSPTO_RS01865,PSPTO_RS01895,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
75,PSPTO_0352,PSPTO_0353,PSPTO_RS01865,PSPTO_RS01870,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
76,PSPTO_0352,PSPTO_0352,PSPTO_RS01865,PSPTO_RS01865,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,NtrC
77,PSPTO_0953,PSPTO_0954,PSPTO_RS05030,PSPTO_RS05035,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,Cra
78,PSPTO_0953,PSPTO_0955,PSPTO_RS05030,PSPTO_RS05040,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,Cra
79,PSPTO_0953,PSPTO_0956,PSPTO_RS05030,PSPTO_RS05045,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,Cra
80,PSPTO_0953,PSPTO_0953,PSPTO_RS05030,PSPTO_RS05030,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,Cra
81,PSPTO_2370,PSPTO_2367,PSPTO_RS12305,PSPTO_RS12290,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
82,PSPTO_2370,PSPTO_2368,PSPTO_RS12305,PSPTO_RS12295,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
83,PSPTO_2370,PSPTO_2369,PSPTO_RS12305,PSPTO_RS12300,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
84,PSPTO_2370,PSPTO_2370,PSPTO_RS12305,PSPTO_RS12305,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
85,PSPTO_2370,PSPTO_2371,PSPTO_RS12305,PSPTO_RS12310,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
86,PSPTO_2370,PSPTO_2372,PSPTO_RS12305,PSPTO_RS12315,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
87,PSPTO_2370,PSPTO_2373,PSPTO_RS12305,PSPTO_RS12320,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,RbsR
88,PSPTO_0492,PSPTO_2973,PSPTO_RS02565,PSPTO_RS15360,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0492
89,PSPTO_0492,PSPTO_2974,PSPTO_RS02565,PSPTO_RS15365,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0492
90,PSPTO_0492,PSPTO_2975,PSPTO_RS02565,PSPTO_RS15370,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0492
91,PSPTO_3510,PSPTO_4120,PSPTO_RS18150,PSPTO_RS21345,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
92,PSPTO_3510,PSPTO_1197,PSPTO_RS18150,PSPTO_RS06330,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
93,PSPTO_3510,PSPTO_4033,PSPTO_RS18150,PSPTO_RS20915,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
94,PSPTO_3510,PSPTO_4032,PSPTO_RS18150,PSPTO_RS20910,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
95,PSPTO_3510,PSPTO_2478,PSPTO_RS18150,PSPTO_RS12860,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
96,PSPTO_3510,PSPTOA0002,PSPTO_RS18150,PSPTO_RS29460,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
97,PSPTO_3510,PSPTO_2365,PSPTO_RS18150,PSPTO_RS12280,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
98,PSPTO_3510,PSPTO_3510,PSPTO_RS18150,PSPTO_RS18150,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
99,PSPTO_3510,PSPTO_3511,PSPTO_RS18150,PSPTO_RS18155,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
100,PSPTO_3510,PSPTO_4507,PSPTO_RS18150,PSPTO_RS23345,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
101,PSPTO_3510,PSPTO_5254,PSPTO_RS18150,PSPTO_RS27145,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
102,PSPTO_3510,PSPTO_3272,PSPTO_RS18150,PSPTO_RS16935,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
103,PSPTO_3510,PSPTO_1197,PSPTO_RS18150,PSPTO_RS06330,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,LexA
104,PSPTO_2743,PSPTO_2739,PSPTO_RS14185,PSPTO_RS14160,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
105,PSPTO_2743,PSPTO_2738,PSPTO_RS14185,PSPTO_RS14155,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
106,PSPTO_2743,PSPTO_2737,PSPTO_RS14185,PSPTO_RS14150,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
107,PSPTO_2743,PSPTO_2736,PSPTO_RS14185,PSPTO_RS14145,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
108,PSPTO_2743,PSPTO_2743,PSPTO_RS14185,PSPTO_RS14185,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
109,PSPTO_2743,PSPTO_2742,PSPTO_RS14185,PSPTO_RS14180,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_2743
110,PSPTO_3508,PSPTO_2192,PSPTO_RS18145,PSPTO_RS11390,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
111,PSPTO_3508,PSPTO_3517,PSPTO_RS18145,PSPTO_RS18185,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
112,PSPTO_3508,PSPTO_3516,PSPTO_RS18145,PSPTO_RS18180,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
113,PSPTO_3508,PSPTO_0500,PSPTO_RS18145,PSPTO_RS02605,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
114,PSPTO_3508,PSPTO_2185,PSPTO_RS18145,PSPTO_RS11355,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
115,PSPTO_3508,PSPTO_2186,PSPTO_RS18145,PSPTO_RS11360,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
116,PSPTO_3508,PSPTO_3508,PSPTO_RS18145,PSPTO_RS18145,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
117,PSPTO_3508,PSPTO_2726,PSPTO_RS18145,PSPTO_RS14095,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
118,PSPTO_3508,PSPTO_2725,PSPTO_RS18145,PSPTO_RS14090,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
119,PSPTO_3508,PSPTO_0134,PSPTO_RS18145,PSPTO_RS00710,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
120,PSPTO_3508,PSPTO_1565,PSPTO_RS18145,PSPTO_RS08200,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PsrA
121,PSPTO_0771,PSPTO_3671,PSPTO_RS04055,PSPTO_RS18990,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
122,PSPTO_0771,PSPTO_3666,PSPTO_RS04055,PSPTO_RS18965,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
123,PSPTO_0771,PSPTO_3667,PSPTO_RS04055,PSPTO_RS18970,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
124,PSPTO_0771,PSPTO_3668,PSPTO_RS04055,PSPTO_RS18975,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
125,PSPTO_0771,PSPTO_3669,PSPTO_RS04055,PSPTO_RS18980,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
126,PSPTO_0771,PSPTO_3670,PSPTO_RS04055,PSPTO_RS18985,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
127,PSPTO_0771,PSPTO_0769,PSPTO_RS04055,PSPTO_RS04045,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
128,PSPTO_0771,PSPTO_0768,PSPTO_RS04055,PSPTO_RS04040,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
129,PSPTO_0771,PSPTO_0767,PSPTO_RS04055,PSPTO_RS04035,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
130,PSPTO_0771,PSPTO_0772,PSPTO_RS04055,PSPTO_RS04060,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
131,PSPTO_0771,PSPTO_0771,PSPTO_RS04055,PSPTO_RS04055,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
132,PSPTO_0771,PSPTO_0770,PSPTO_RS04055,PSPTO_RS04050,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_0771
133,PSPTO_2906,PSPTO_2904,PSPTO_RS15025,PSPTO_RS15015,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,VanR
134,PSPTO_2906,PSPTO_2905,PSPTO_RS15025,PSPTO_RS15020,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,VanR
135,PSPTO_2558,PSPTO_2558,PSPTO_RS13240,PSPTO_RS13240,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
136,PSPTO_2558,PSPTO_2559,PSPTO_RS13240,PSPTO_RS13245,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
137,PSPTO_2558,PSPTO_2560,PSPTO_RS13240,PSPTO_RS13250,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
138,PSPTO_2558,PSPTO_2561,PSPTO_RS13240,PSPTO_RS13255,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
139,PSPTO_2558,PSPTO_2562,PSPTO_RS13240,PSPTO_RS13260,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
140,PSPTO_2558,PSPTO_2563,PSPTO_RS13240,PSPTO_RS13265,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
141,PSPTO_2558,PSPTO_2564,PSPTO_RS13240,PSPTO_RS13270,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
142,PSPTO_2558,PSPTO_2565,PSPTO_RS13240,PSPTO_RS13275,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
143,PSPTO_2558,PSPTO_2566,PSPTO_RS13240,PSPTO_RS13280,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
144,PSPTO_2558,PSPTO_2567,PSPTO_RS13240,PSPTO_RS13285,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PhnF
145,PSPTO_3877,PSPTO_3877,PSPTO_RS20085,PSPTO_RS20085,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
146,PSPTO_3877,PSPTO_3878,PSPTO_RS20085,PSPTO_RS20090,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
147,PSPTO_3877,PSPTO_3879,PSPTO_RS20085,PSPTO_RS20095,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
148,PSPTO_3877,PSPTO_3880,PSPTO_RS20085,PSPTO_RS20100,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
149,PSPTO_3877,PSPTO_3881,PSPTO_RS20085,PSPTO_RS20105,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
150,PSPTO_3877,PSPTO_3882,PSPTO_RS20085,PSPTO_RS20110,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
151,PSPTO_3877,PSPTO_3883,PSPTO_RS20085,PSPTO_RS20115,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3877
152,PSPTO_3698,PSPTO_3660,PSPTO_RS19115,PSPTO_RS18925,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3698
153,PSPTO_3698,PSPTO_3661,PSPTO_RS19115,PSPTO_RS18930,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3698
154,PSPTO_3698,PSPTO_3662,PSPTO_RS19115,PSPTO_RS18935,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3698
155,PSPTO_3698,PSPTO_3663,PSPTO_RS19115,PSPTO_RS18940,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,PSPTO_3698
156,yybP-ykoY,PSPTO_1145,yybP-ykoY,PSPTO_RS06050,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,yybP-ykoY
157,yybP-ykoY,PSPTO_3755,yybP-ykoY,PSPTO_RS19420,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,yybP-ykoY
158,TPP,PSPTO_4976,TPP,PSPTO_RS25735,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,TPP
159,TPP,PSPTO_4975,TPP,PSPTO_RS25730,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,TPP
160,SAH_riboswitch,PSPTO_5068,SAH_riboswitch,PSPTO_RS26215,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,SAH_riboswitch
161,SAH_riboswitch,PSPTO_5069,SAH_riboswitch,PSPTO_RS26220,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,SAH_riboswitch
162,mini-ykkC,PSPTO_4243,mini-ykkC,PSPTO_RS21980,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,mini-ykkC
163,mini-ykkC,PSPTO_4244,mini-ykkC,PSPTO_RS21985,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,mini-ykkC
164,ykkC-yxkD,PSPTO_4238,ykkC-yxkD,PSPTO_RS21955,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,ykkC-yxkD
165,ykkC-yxkD,PSPTO_4239,ykkC-yxkD,PSPTO_RS21960,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,ykkC-yxkD
166,ykkC-yxkD,PSPTO_4240,ykkC-yxkD,PSPTO_RS21965,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,ykkC-yxkD
167,ykkC-yxkD,PSPTO_4241,ykkC-yxkD,PSPTO_RS21970,RegPrecise; https://regprecise.lbl.gov/genome.jsp?genome_id=270,ykkC-yxkD
