,A,Lrp,ihfB
R2,,0.08710245067059852,0.0011631068830318947
xmin,,-3.3317966780000012,-2.3858350260000005
xmid,,,
xmax,,0.9569347599999992,1.6466498449999991
ystart,,-4.811020416921613,-0.5788110993285236
yend,,2.279610673379768,0.4617663597399418
control__wt_glc__1,-0.0599975028032349,-0.011641710000001028,0.08337238499999877
control__wt_glc__2,0.0599975028032369,0.01164170999999925,-0.08337238500000055
fur__wt_dpd__1,3.1391180558168355,-0.6940244830000015,0.7158603249999995
fur__wt_dpd__2,3.5193326444665747,-1.072648193000001,0.8566654449999991
fur__wt_fe__1,0.6329035562792612,-0.29271737000000186,-0.0769950650000002
fur__wt_fe__2,0.3114115432934217,-0.3638154000000018,-0.08671744500000145
fur__delfur_dpd__1,-0.1806628872031905,-0.3755461500000017,0.6898034449999989
fur__delfur_dpd__2,-0.2264055208463965,-0.42726524000000055,0.621869414999999
fur__delfur_fe2__1,1.4707001889816858,-0.4071929400000016,0.3658187149999996
fur__delfur_fe2__2,1.600645983502852,-0.3888872200000009,0.33581042499999825
acid__wt_ph5__1,-0.8545519731270343,-0.09708397000000167,0.2842574349999989
acid__wt_ph5__2,-0.5493589509722713,-0.09599975000000073,0.3016573449999989
acid__delgadx_ph5__2,-0.2314446078145838,-0.2525905400000017,0.03620512499999862
acid__delgadw_ph5__1,-0.1728186593794797,-0.20636768000000136,0.19517709499999825
acid__delgadw_ph5__2,-0.4662083635489397,-0.13596409000000165,0.1831834249999993
acid__delgade_ph5__1,0.1129335738428548,-0.03282263000000185,0.3321859449999991
acid__delgade_ph5__2,0.4696537600154109,-0.08436744000000118,0.2395609849999989
oxidative__wt_pq__1,2.855522933217256,-0.3174906800000006,0.9466146249999988
oxidative__wt_pq__2,2.219450690469644,-0.2652203200000009,0.948808184999999
oxidative__deloxyr_pq__1,4.685471956865952,-0.09725503000000124,0.8749087249999992
oxidative__deloxyr_pq__2,4.43800661693754,-0.14415623000000188,0.9672342149999996
oxidative__delsoxr_pq__1,0.6925641294962852,-0.4801003560000012,1.0713253449999982
oxidative__delsoxr_pq__2,1.2031451285234376,-0.4378053500000014,1.1682316949999991
oxidative__delsoxs_pq__1,1.0606702234849523,-0.3665641600000011,1.1351437949999994
oxidative__delsoxs_pq__2,1.0516257467936985,-0.2735768400000005,1.020138574999999
nac_ntrc__wt_csn__1,-1.45686844099497,0.2274395999999985,0.17254414499999982
nac_ntrc__wt_csn__2,-1.8193702546955293,0.3078409099999995,0.2130251749999985
nac_ntrc__wt_cytd__1,-2.932479525856265,0.12546446999999894,0.4575306549999994
nac_ntrc__wt_cytd__2,-3.212233406814143,0.14888169999999867,0.5979945149999981
nac_ntrc__wt_gln__1,-5.1354697241282175,0.06384898999999855,1.0409726349999993
nac_ntrc__wt_gln__2,-4.723551559854046,0.03403800999999973,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,-2.7326711652055446,-0.26887009000000184,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,-1.6727869710450205,-0.4971630210000004,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,-0.630116467733428,0.3625208999999981,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,-0.1023197551817684,0.31627000999999844,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,-3.600104206163833,0.20808447999999835,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,-3.3258193506209506,0.1513593999999987,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,1.7080952499640802,0.2307366199999983,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,1.769319403668847,0.13001686999999862,-0.19284083500000013
misc__wt_no_te__1,-0.7534799908118768,-0.3009276000000014,0.8689442749999987
misc__wt_no_te__2,-0.3161324302182909,-0.1921471100000005,0.5093796549999983
misc__bw_delcbl__1,2.701673118624752,-0.3094116300000014,-0.3394036750000016
misc__bw_delcbl__2,2.410152369020912,-0.2649644800000015,-0.29720346500000083
misc__bw_delfabr__1,2.9211979620237862,-0.2603695600000009,-0.6204796650000013
misc__bw_delfabr__2,3.2133351790085936,-0.2737464100000011,-0.5922961330000014
misc__bw_delfadr__1,2.31023808042838,-0.3501175000000014,-0.2622498450000013
misc__bw_delfadr__2,2.416245063925049,-0.23017134000000186,-0.13650693500000166
misc__nitr_031__1,-2.0930822384643544,-0.18571492000000056,0.036167394999999665
omics__wt_glu__1,0.8780157124670138,-0.6196653030000014,-0.13827825500000124
omics__wt_glu__2,0.8210924578687829,-0.4167845500000009,-0.2514746050000003
omics__wt_gly__1,0.5136296845321827,-0.4620122400000018,-0.872324217000001
omics__wt_gly__2,0.8446350216199779,-0.4594035800000018,-0.8714248070000004
omics__wt_thr__1,-3.6113889214469457,-0.8237873590000007,-0.1857289950000016
omics__wt_thr__2,-3.149423547874924,-0.6692287650000015,-0.3407635650000014
omics__bw_ac__1,-3.520429408299192,-0.31974963000000045,0.6479085849999997
omics__bw_ac__2,-3.0405252634693243,-0.27927106000000107,0.6054734249999996
omics__bw_fum__1,-1.7771548808770392,-0.4922631980000016,0.018456404999998455
omics__bw_fum__2,-2.120580565445044,-0.40191275000000093,-0.006356255000001809
omics__bw_glc__1,-1.5541999479183368,0.06089708999999921,0.16412660499999987
omics__bw_glc__2,-1.2343479104828634,0.047743039999998516,0.15512309499999866
omics__bw_pyr__1,-0.6521963628340189,-0.2498423800000005,0.6449217049999998
omics__bw_pyr__2,0.2253990863075597,-0.1860641600000008,0.6594726449999992
ompr__wt_nacl__1,-6.323633205359293,-1.7687857470000008,0.27755200499999866
ompr__wt_nacl__2,-6.023205646055645,-1.6018835700000018,0.08413458499999926
ompr__bw_delompr_nacl__1,-7.693387289880105,-2.108711887000002,0.00949221499999986
ompr__bw_delompr_nacl__2,-7.868015368079973,-2.047493032000002,-0.1324689250000013
minspan__wt_ade__1,-1.2811628902470913,0.11695163999999815,0.32309054499999945
minspan__wt_glc__2,-1.6741321090332208,-0.2346770100000004,-0.005051925000001845
minspan__wt_glc__3,-1.5623176631003797,-0.3081033300000016,0.045105534999999364
minspan__wt_glc__4,-1.1707427292081631,-0.3271358500000012,-0.07972467500000135
minspan__wt_glc_anaero__1,3.856104492031585,-0.4243392600000018,-0.1724310150000008
minspan__wt_glc_anaero__2,3.954118098253917,-0.36819001000000107,-0.1700636650000007
minspan__wt_trp__1,1.6803070696998232,0.16952412999999922,0.6313251449999981
minspan__bw_delcra_glc__2,2.755647048867742,0.028595959999998755,0.5065485749999983
minspan__bw_delcra_trp__1,1.546130594079958,0.4823520599999984,0.9061306849999989
minspan__bw_delmntr__1,3.714996968455543,-0.489868083000001,0.004072414999999553
minspan__bw_delnac_ade__1,6.18377142556071,-0.25947829000000056,0.07351886499999871
minspan__bw_delnac_glc__1,-1.9688656006299243,-0.16589605000000066,0.1234782249999995
cra_crp__wt_ac__1,-3.0534391859602152,-0.7937532780000005,-0.30622956500000065
cra_crp__wt_ac__2,-2.637994747710078,-1.0074361820000008,-0.35281656500000125
cra_crp__wt_fru__1,1.2092099124546012,-0.7812257650000003,-0.2631118050000012
cra_crp__wt_fru__2,1.1761878525642342,-0.5676322980000013,-0.08839022500000128
cra_crp__delcra_ac__1,-7.069920133671093,-0.9124693790000008,0.0891974049999984
cra_crp__delcra_ac__2,-6.00958169732929,-0.9288452980000006,0.021087684999999468
cra_crp__delcra_fru__1,0.257415858189,-0.146197990000001,0.27963663499999925
cra_crp__delcra_fru__2,-0.0511457451033738,-0.16313055000000176,0.3256943649999986
cra_crp__delcra_glc__1,0.5256601818701713,-0.17590444000000185,-0.027273645000001068
cra_crp__delcra_glc__2,0.6461847406013468,-0.07839542000000144,-0.1367845850000009
rpoB__wt_031__1,-1.2538123493709843,-0.15020317000000105,-0.01898600500000036
rpoB__wt_044__1,0.4476049052287816,-0.14559594000000153,-0.16863898500000118
rpoB__wt_lb__1,-11.370085664071128,-1.593807688,0.3773911149999982
rpoB__wt_lb__2,-10.79710844134865,-1.5296059590000013,0.2931017149999988
rpoB__rpoBE546V_031__1,-0.9378703260143004,0.2033854099999992,0.3454237649999996
rpoB__rpoBE546V_044__1,-0.6421550134311768,0.22428216999999864,0.4336448049999984
rpoB__rpoBE546V_lb__1,-8.764471321578094,-1.6549743140000004,0.15481106499999875
rpoB__rpoBE546V_lb__2,-8.749881433179054,-1.6593100640000014,0.1844319049999985
rpoB__rpoBE546V_glc__1,0.6747886353739334,-0.2945258700000011,-0.2513758650000017
rpoB__rpoBE672K_glc__1,2.8562129567937755,-0.2388906000000013,-0.8686284180000001
rpoB__rpoBE672K_glc__2,1.1416245539271297,-0.24658735000000045,-0.8417491950000002
rpoB__rpoBE672K_lb__1,-7.379341763878988,-2.2500474120000025,-0.7302826730000014
rpoB__rpoBE672K_lb__2,-7.288736249108166,-2.232371337000002,-0.7081113300000013
crp__wt_fru__1,-1.0240418228081116,-0.30661565000000124,-0.12088642500000013
crp__wt_glyc__1,-0.7825358080230714,-0.294839780000002,-0.23519522500000176
crp__wt_glyc__2,-1.2422147624913382,-0.2668702900000017,-0.2269791750000003
crp__delar1_glyc__1,-1.2110338339922193,0.12869007999999835,0.8177116649999991
crp__delar1_glyc__2,-0.5765314007320296,0.08123357999999925,0.8890342949999983
crp__delar1ar2_glyc__1,-1.3034314416126491,-0.03978781000000176,0.4273910749999992
crp__delar1ar2_glyc__2,-1.4313875230226825,-0.09250152000000078,0.4929071349999994
crp__delar1ar2_glyc__3,-1.5818961724287015,-0.028668730000001474,0.4557914849999989
crp__delar2_glyc__1,-0.8282342274633399,0.23935110999999945,1.0758542649999985
crp__delar2_glyc__2,-1.797815350617747,0.0801622799999997,0.8624663449999996
crp__delar2_glyc__3,-1.7973053306077826,0.055570799999998144,0.7822983149999985
crp__delcrp_fru__1,-2.95845085128545,-0.40847084000000144,0.7741806249999996
crp__delcrp_fru__2,-2.872273094000348,-0.4328397300000013,0.7805150249999997
crp__delcrp_fru__3,-2.7955572648262392,-0.4221457500000003,0.6682049649999993
crp__delcrp_glc__1,-3.538718244140865,-0.3759961600000015,0.9036337949999992
crp__delcrp_glc__2,-2.9866708353718048,-0.33779719000000163,0.8802052149999984
crp__delcrp_glc__3,-3.197688672887298,-0.31697267000000195,0.9120195049999982
crp__delcrp_glyc__1,-0.6958149652253447,-0.24442594000000106,0.8951313249999995
crp__delcrp_glyc__2,-0.0858074777162401,-0.4047844800000018,0.8307353349999982
crp__delcrp_glyc__3,0.3270912150545868,-0.2480484100000009,0.8947548049999998
glu__glu_ale3__1,4.573400228091862,-0.25690686000000085,0.6064907849999983
glu__glu_ale4__1,1.0987337960448231,-0.028286200000001926,-0.2619136350000009
glu__glu_ale5__1,1.027317871157389,-0.32551995000000034,-0.8460246970000007
glu__glu_ale6__1,0.1490505175049136,-0.4628411600000018,-0.7752423590000017
glu__glu_ale8__1,5.012290715748039,-0.3067369700000011,0.6607472949999984
glu__glu_ale9__1,2.0652995212887397,-0.1335275900000017,-0.06697157500000017
glu__glu_ale10__1,4.224334440692753,-0.4409049200000013,0.21387256499999907
42c__wt_42c__1,2.970275845746351,-0.1814189800000019,-0.31461002500000035
42c__42c_ale1__1,3.0970117758343565,0.02694654999999813,0.11635354499999905
42c__42c_ale2__1,2.404268572994116,-0.10089377000000076,-0.2542397450000013
42c__42c_ale3__1,2.805246301922687,-0.4555495700000005,-0.2953636450000001
42c__42c_ale4__1,2.914825964072794,-0.1755737600000007,-0.5980379260000017
42c__42c_ale5__1,3.222515859499777,-0.34553532000000153,-0.4206413750000007
42c__42c_ale6__1,8.358102568608283,-1.1067441790000014,-0.051506065000001655
42c__42c_ale8__1,3.3043791521013683,-0.4545486800000002,0.06802815499999859
42c__42c_ale9__1,0.5972358810439904,-0.2856900400000004,-0.2417516550000016
42c__42c_ale10__1,4.662597979211203,-0.2772753500000018,-0.1791272750000008
ssw__wt_ac__1,-8.821155570718725,-1.1237086290000011,-0.34671080500000073
ssw__wt_glc__1,-1.6063622715933892,-0.3293304500000005,-0.34210524500000083
ssw__wt_glyc__1,-7.339865696927966,-2.208593492000002,-0.5893889490000017
ssw__wt_xyl__1,6.715339064202832,-1.2228882600000013,-0.05021167500000168
ssw__glc_ale1__1,0.8442497315601805,-0.2620418800000017,0.1123376849999982
ssw__glc_ale2__1,4.788166647481196,0.08305933999999837,0.8555401049999993
ssw__glc_ale3__1,3.7964940729935073,-0.282193760000002,0.35300746499999924
ssw__glyc_ale1__1,3.260779198325277,-0.5586294470000013,0.5749310549999986
ssw__glyc_ale2__1,4.043361008101056,-0.018397810000001517,0.2094873549999985
ssw__xyl_ale1__1,-0.97975272113417,-0.7885689070000019,0.12516697499999907
ssw__xyl_ale2__1,-1.8426415721823723,-0.5042436030000008,-0.2252324650000013
ssw__xyl_ale3__1,0.3827559476556946,-0.4955059000000013,-0.5222997210000013
ssw__glc_ac_ac2__1,2.6781693336025154,-0.7812120870000019,0.1714670449999982
ssw__glc_ac_glc1__1,0.4780052940540145,-1.0814780570000018,0.3364167649999992
ssw__glc_glyc_glc__1,1.6817511670524783,-0.5697957290000009,0.5272570349999999
ssw__glc_glyc_glyc__1,-1.0044267086152738,-0.5600905080000018,0.2746682449999991
ssw__glc_xyl_glc__1,1.190541974446894,-0.8671927960000012,-0.35453504500000044
ssw__glc_xyl_xyl__1,-0.8440972952452179,-0.3810301700000007,-0.20853702500000185
ica__wt_glc__1,0.5418958127818293,0.06347383999999856,-1.1147660930000018
ica__wt_glc__2,0.4815643738739279,0.009214789999999695,-1.1984546920000003
ica__wt_glc__3,1.0966089208478411,-0.15474256000000075,-0.5317266690000011
ica__wt_glc__4,0.6479015602775486,0.17742325999999942,-0.2623442850000011
ica__arg_sbt__1,1.779912129671798,0.2544338099999983,-0.7130596030000014
ica__arg_sbt__2,2.3522318261518893,0.40943523999999704,-0.5527461320000011
ica__cytd_rib__1,-7.212148659479075,-0.43020659000000094,0.8413076649999987
ica__cytd_rib__2,-7.57983406652491,-0.6894574240000004,0.7168878949999993
ica__gth__1,-4.270118334459191,-1.3891427300000014,0.23464762499999914
ica__gth__2,-3.4774767059685017,-1.7287003020000018,0.03602994499999923
ica__leu_glcr__1,4.310367644351073,0.4908094499999986,-0.3892439150000016
ica__leu_glcr__2,4.2748401062622206,0.4282976199999986,-0.4901262500000012
ica__met_glc__1,1.254268716145042,0.032366059999999315,-1.2518318020000017
ica__met_glc__2,0.9036481741084316,0.008036549999998144,-1.1905887250000011
ica__no3_anaero__1,-0.1857407371982991,0.28264287999999915,-0.11737177500000052
ica__no3_anaero__2,-0.4011178270146902,0.3208345499999989,-0.2346329650000012
ica__phe_acgam__1,-0.5818819995694459,0.058784999999998526,-0.8871626400000014
ica__phe_acgam__2,0.0290791706696488,-0.009129360000001084,-1.0565964590000014
ica__thm_gal__1,-1.0993401503964728,-0.03657140000000148,-0.16482862500000015
ica__thm_gal__2,-0.8625804035883364,-0.0869345500000005,-0.15669868500000028
ica__tyr_glcn__1,0.2534832361430376,-0.029051210000000438,-0.6120214560000008
ica__tyr_glcn__2,0.0350761807707653,0.05971002999999975,-0.636866297000001
ica__ura_pyr__1,0.7808026056465135,-0.08445652000000159,-0.3158368550000006
ica__ura_pyr__2,0.738777988841385,-0.3002459400000017,-0.11250578500000152
ica__wt_glc__5,0.439339982160548,0.27143481999999963,-0.19704825500000034
ica__wt_glc__6,0.5291327289571253,0.30022168999999893,-0.016725155000001383
ica__bw_delpurR_cytd__1,1.6366066439637827,0.10733267999999896,-0.7562658370000008
ica__bw_delpurR_cytd__2,-2.477101211579763,0.4895225299999986,-0.24630387500000064
ica__ade_glc__1,-2.4779903022396343,0.46172304999999797,-0.3082547050000013
ica__ade_glc__2,1.3309085770062168,0.15487785999999915,-0.7539613130000014
ytf__wt_glc__1,1.1976691181268058,-0.17537371000000054,0.048335154999998416
ytf__wt_glc__2,1.5830400360139376,-0.07718896000000086,0.008906584999998302
ytf__delyafC__1,-3.468738160335945,-0.08007050000000149,0.9312559249999984
ytf__delyafC__2,-3.7910530658524033,-0.14305510000000154,0.8762793349999995
ytf__delyeiE__1,-1.9946901829035857,-0.2999850200000012,0.37449202499999856
ytf__delyeiE__2,-0.9950640421087712,-0.2618116500000003,0.10842385499999983
ytf__delyiaJ__1,-0.4766645227117862,0.2429855199999995,0.8927779449999989
ytf__delyiaJ__2,-0.7940478228572545,0.3513210099999995,0.9751252049999994
ytf__delyieP__1,1.699329020758393,-0.20330401000000187,0.4164926649999998
ytf__delyieP__2,2.403823748092519,-0.29169976000000203,0.4211253349999993
ytf__wt_ph5__1,-0.1882248287434267,-0.08912223000000097,0.07739173499999907
ytf__wt_ph5__2,-0.546682001849968,-0.01004875000000105,0.1304866149999988
ytf__wt_ph8__1,-0.7053500441097195,-0.02918246000000124,0.17264195499999954
ytf__wt_ph8__2,-1.2265603739560853,-0.11547148000000185,0.20743109499999868
ytf__delybaO__1,-2.465519104670077,0.17370273999999952,0.785503584999999
ytf__delybaO__2,-0.2668998504795246,-0.21776249000000192,0.6704792449999992
ytf__delybaQ__1,-0.3903428696194486,-0.07307209000000192,-0.10467602500000163
ytf__delybaQ__2,-0.3316890481700536,-0.0326365200000005,-0.13997920500000127
ytf__delybiH__1,1.620462155057053,-0.055169780000001716,0.18352660499999907
ytf__delybiH__2,2.018566929209287,-0.3795979600000017,0.5048975449999986
ytf__delydcI_ph5__1,-0.0340063696262512,-0.17940493000000046,-0.1335313650000014
ytf__delydcI_ph5__2,0.0889047526731846,-0.12630420000000164,-0.0947178250000018
ytf__delydcI_ph8__1,-0.8058497182584488,-0.06223880000000115,0.2929409749999987
ytf__delydcI_ph8__2,-1.2665877211963803,-0.0665364600000018,-0.07397079500000102
ytf__delyddM__1,-0.8359746954999885,-0.16693410000000064,0.5608763049999991
ytf__delyddM__2,-0.6530321318706234,-0.17797947000000036,0.4931839349999994
ytf__delyheO__1,-3.010563470644205,0.31964698999999897,0.7981991849999996
ytf__delyheO__2,-1.1966277691012508,-0.11753828000000155,0.7979975949999982
fps__bw_glc__1,-0.7813990764791773,0.07226070999999834,-0.5939824160000011
fps__bw_glc__2,-0.6110115946647843,0.06248797999999845,-0.4638760710000014
fps__fps_thrA_ale1__1,2.415531057324027,-0.02970654000000117,0.2506921749999993
fps__fps_thrA_ale1__2,2.8304244333395894,-0.06966261000000172,0.1171958749999984
fps__fps_thrA_ale2__1,3.325184041097958,-0.3113818800000008,-0.05670448500000092
fps__fps_thrA_ale2__2,3.767680100707299,-0.2385283100000013,-0.07788523500000187
fps__fps_serB_ale1__1,-2.956204421967452,0.09487493999999863,-0.0532821650000006
fps__fps_serB_ale1__2,-2.563741275256922,0.11269867999999937,-0.17460455500000016
fps__fps_serB_ale4__1,-5.26165905862835,-0.6702027690000012,0.3308044149999993
fps__fps_serB_ale4__2,-4.628018166063999,-0.8400275580000011,0.34874165499999954
fps__fps_ptsI_ale1__1,-3.294914954079865,-0.2080044300000008,0.1815387649999991
fps__fps_ptsI_ale1__2,-3.2900626584869537,-0.17410899000000055,0.07463568499999873
fps__fps_ptsI_ale3__1,-2.228064846737833,-0.2980117800000013,-0.04807274500000069
fps__fps_ptsI_ale3__2,-2.3566976387884124,-0.2717483600000019,-0.08459257500000028
pal__lyx_ale2_f6__1,-3.8376385987058272,-0.3847549300000015,0.16817323499999934
pal__lyx_ale2__1,-1.9632992171735748,-0.038550890000001566,0.40226726499999893
pal__lyx_ale2__2,-1.967373923711793,0.01776821999999889,0.31857179499999866
pal__lyx_ale4__1,-1.7022781121609156,-0.2883567900000017,-0.18964956500000166
pal__lyx_ale4__2,-1.7396971289738696,-0.3985727100000016,-0.25435758500000105
pal__5drib_ale10_f18__1,-2.180949590705157,-0.6379382820000004,-0.2652826550000018
pal__5drib_ale10_f18__2,-1.5842890538494985,-0.7121514000000015,-0.279414645000001
pal__5drib_ale10__1,-2.384558972068771,-0.13741472000000066,-0.027787695000000667
pal__arab_ale14_f9__1,-0.9039314452877504,-0.5512836260000018,0.35386881499999845
pal__arab_ale14_f9__2,-1.3785817695721465,-0.5805052400000008,0.4197409349999983
pal__arab_ale14__1,2.0456215919620133,-0.29434625000000025,-0.07372504500000154
pal__arab_ale14__2,0.9129547630424554,-0.19569644000000075,-0.2081712850000006
pal__arab_ale16__1,0.9342150187215464,-0.26436319000000097,-0.6507081960000018
pal__arab_ale16__2,0.0066768402632846,-0.18312684000000168,-0.4782767980000013
pal__tartr_ale26_f10__1,-4.529347173957785,-0.6145761560000018,0.1868565149999988
pal__tartr_ale26_f10__2,-6.216281716717824,-0.7606980680000017,0.2504594549999997
pal__tartr_ale26__1,-0.2547364889537908,-0.5587764740000019,0.13564000499999904
pal__tartr_ale26__2,0.0295593149877082,-0.6404226040000012,-0.011190665000000877
pal__tartr_ale28_f10__1,-4.67022391532077,-0.6710237270000015,0.4280308849999983
pal__tartr_ale28_f10__2,-5.681854663610511,-0.6838022740000014,0.20570409499999973
pal__tartr_ale28__1,-0.2635202763914743,-0.18615218000000056,-0.16646052500000152
pal__tartr_ale28__2,-1.7536702988728163,-0.11331335000000033,-0.06146080500000117
efeU__delmenFentC_citr__1,-0.4924196924711064,0.0972081599999992,-0.14562678500000106
efeU__delmenFentC_citr__2,-0.0631073245045211,0.1911658299999992,-0.11630271500000156
efeU__delmenFentC__1,0.3765807654207181,-0.26105259000000025,0.5495783949999993
efeU__delmenFentC__2,0.4709707599684305,-0.22935575000000166,0.4305821349999999
efeU__menFentC_ale39__1,1.8582235711257795,0.10194156999999926,0.19065538499999946
efeU__menFentC_ale39__2,1.834145479212825,0.11070786999999882,0.2521241949999986
efeU__menFentC_ale29__1,4.759982138248256,0.12408898999999884,0.5006850849999989
efeU__menFentC_ale29__2,4.109126995679024,0.04517943999999829,0.5216775849999991
efeU__menFentC_ale30__1,-1.3724746348390866,0.054307859999999764,-0.1897157650000008
efeU__menFentC_ale30__2,-0.5781898380365758,0.12852992999999913,-0.22000278500000012
efeU__menFentCubiC_ale36__1,-1.2365051844483568,0.2406300399999992,0.2871915549999997
efeU__menFentCubiC_ale36__2,-0.7575550702871692,0.2119817599999987,0.25688472499999904
efeU__menFentCubiC_ale37__1,0.4771719152719882,0.16018777999999936,0.3463923049999984
efeU__menFentCubiC_ale37__2,0.4459181522045378,0.09342973999999947,0.4903697649999987
efeU__menFentCubiC_ale38__1,-1.709659436736737,-0.2680856900000013,-0.3222252850000018
efeU__menFentCubiC_ale38__2,-1.666506943399833,-0.15292358000000128,-0.26249254500000063
misc2__salc_glc__1,5.120755488303434,-0.17273662000000026,-0.24330995500000085
misc2__salc_glc__2,5.081951090193054,-0.30427998000000045,-0.07304562500000067
misc2__dbcn_glc__1,1.6451808590717707,-0.9639069970000004,-1.2718927590000018
misc2__dbcn_glc__2,2.4130450845123743,-0.7299872480000005,-0.6345241590000015
misc2__tyr_glc__1,2.4213087502158226,0.35550834999999914,0.2544356249999993
misc2__tyr_glc__2,2.1558481267973537,0.37793924999999895,0.4108888149999999
misc2__arg_cytd__1,0.8944743957320139,-0.08162854000000053,-0.4898077300000008
misc2__arg_cytd__2,0.2507972892322967,-0.026731460000000595,-0.5114058730000011
misc2__delyheO_pyr__1,1.2900822698814067,-0.16229624000000165,0.11592525499999873
misc2__delyheO_pyr__2,1.0065918883222134,-0.1805766500000008,0.0593419949999987
misc2__dellon_glc__1,3.8453702694424647,-0.07172149000000161,0.25172330499999873
misc2__dellon_glc__2,4.16914157172052,-0.10723965000000037,0.6127397649999988
nquinone__delubiC__1,0.5339912494411148,0.5115406699999987,-0.3165028550000013
nquinone__delubiC__2,1.4143330874062925,0.4633701599999984,-0.02727430500000061
nquinone__ubiC_ale1__1,-2.682621418289272,0.21381844000000072,0.21852216499999955
nquinone__ubiC_ale1__2,-2.6961406897664157,0.07591556999999938,0.08954444499999957
nquinone__ubiC_ale2__1,-3.761354774537442,0.04561991999999826,0.2511572449999981
nquinone__ubiC_ale2__2,-2.9534179272514827,0.05912617999999802,0.2315929149999985
nquinone__ubiC_ale3__1,0.4206912267641317,0.005330649999999436,-0.3982712850000016
nquinone__ubiC_ale3__2,0.8317440248925868,-0.02938775000000149,-0.3618970550000018
