,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,3.33333360913457e-11,0.2605969370219032,3.0,0.0,0.29443925590000003,2.0,-0.09346177230000001,4.0,-0.2009774835,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.17036500010000002,0.15658474108699538,3.0,1.0,0.17957002160000002,3.0,0.009380803,5.0,0.32214417570000003,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,1.3611734191,0.21467989569554274,4.0,6.0,1.3856836633,20.0,1.3173688218000001,40.0,1.1104778965,63.0,1.6311632947999999,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.7573726545500001,0.11825930608294914,4.0,7.0,0.8500296763,33.0,0.8690991112,81.0,0.6543555339,82.0,0.6560062968,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-1.666354709575,0.45853835451579444,4.0,8.0,-2.1212559546,51.0,-1.1034676196,65.0,-1.4954423436,76.0,-1.9452529205,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.6504909358333333,0.6839523127551153,3.0,9.0,-2.1969424257,22.0,-1.8710605362,49.0,-0.8834698456000001,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.8448568891500001,0.12770284340715063,2.0,10.0,0.7545573426000001,26.0,0.9351564357000001,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-1.8996823167333334,0.1451536928794227,3.0,11.0,-1.958419356,54.0,-2.0062625548,83.0,-1.7343650394,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-1.601898791175,0.34743127018841446,4.0,12.0,-1.8820810464000002,48.0,-1.1041769392,64.0,-1.7888817162000001,78.0,-1.6324554628999999,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.8168012974000001,0.3533619533665238,4.0,13.0,0.5367706719,38.0,1.2934779826,67.0,0.560964204,72.0,0.8759923311000001,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,1.1114506216333335,0.14738012588305546,3.0,14.0,0.9521651600000001,41.0,1.1392087903,85.0,1.2429779146,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,1.2781840131499997,0.1448323586185119,4.0,15.0,1.1830101343,52.0,1.1287053178,71.0,1.4287932253,80.0,1.3722273752,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-1.4647580570333334,0.20565875850724089,3.0,16.0,-1.699707869,53.0,-1.3771907478,77.0,-1.3173755543,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-1.5117906591666668,0.22487067694654134,3.0,17.0,-1.5809884606,50.0,-1.2604532765,66.0,-1.6939302404,,,,,,,,,,,,,,,,,,,,,,
