k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.012579056611284613,,,
3,Cadmium,False,-0.007730106594972312,,,
5,Lead,False,-0.0063815935421735045,,,
14,UC-7,False,0.003284977688454092,,,
8,Zinc - Fast,False,0.002056565915700048,,,
11,Chromium,False,0.0017609374888706954,,,
7,Zinc - Steady,False,0.001468411876121536,,,
0,UC-1,False,-0.0013211533694993706,,,
13,UC-6,False,0.001210942608304322,,,
2,UC-3,False,0.0011918373277876526,,,
10,Copper,False,-0.000968060380546376,,,
9,UC-5,False,-0.0005024873990991926,,,
12,Zinc - Intermediate,False,-0.0002541670615342749,,,
4,UC-4,False,-0.00013074461152427829,,,
1,UC-2,False,-2.1271673049341188e-05,,,
