,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.347571093275,0.17056407425554201,4.0,70.0,0.4661572901,71.0,0.26813465070000003,72.0,0.14614858190000002,73.0,0.5098438504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,0.0,2.1256379529687326,6.0,74.0,-2.4902462319,75.0,-0.2267912904,76.0,0.3656848876,86.0,0.35141503160000004,88.0,-1.6535034312999999,90.0,3.6534410344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,5.811113179266666,2.220814410471642,6.0,77.0,5.2376129037,78.0,6.2860308822,79.0,1.8844459042000001,87.0,5.6937090033,89.0,7.6675646124,91.0,8.0973157698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,1.1120014106999998,1.5194153957817265,3.0,80.0,-0.348278745,82.0,2.6843466566,84.0,0.9999363205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,8.885538626566666,1.2508315028434913,3.0,81.0,9.3116443948,83.0,7.4773268182,85.0,9.8676446667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.333326207647739e-11,1.8277839119365715,3.0,92.0,1.3985494359000001,93.0,-2.0681569756,94.0,0.6696075396000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-1.4801866271666668,1.5642634616706652,3.0,95.0,-0.3514029161,96.0,-0.8233882118,97.0,-3.2657687536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.34115996723333336,0.965372629782148,3.0,98.0,0.2514380748,99.0,-1.4551172205,100.0,0.180199244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.9585063985666666,0.6642452050851699,3.0,101.0,-1.7029201563,102.0,-0.4262751139,103.0,-0.7463239255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,5.634442141766667,0.13571127064306104,3.0,104.0,5.7617786754,105.0,5.4916751747,106.0,5.6498725752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,2.4505294391666665,0.8076054233627941,3.0,107.0,2.7889393323,108.0,1.5287717848,109.0,3.0338772004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,2.5690865789,0.31669964715125765,3.0,110.0,2.6552071759,111.0,2.2182339826,112.0,2.8338185782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,3.0403850609333336,0.17388834087974991,3.0,113.0,3.0597396944,114.0,2.8576291386,115.0,3.2037863498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
