,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,3.8527765980333335,1.8189889892285738,3.0,0.0,5.9517748605000005,1.0,2.8694262654,2.0,2.7371286682,,,,,,,,,,
1,LB__LBtran,16.717073108133334,3.1040563389464566,3.0,3.0,18.9150211501,4.0,18.0700236494,5.0,13.1661745249,,,,,,,,,,
2,LB__LBstat,3.9233108294666668,2.0816008994767317,3.0,6.0,6.0419177365,7.0,1.8808029796999999,8.0,3.8472117722,,,,,,,,,,
3,LB__LBGexp,1.7788822504333333,0.7356066527796269,3.0,9.0,2.2184356083,10.0,0.9296520134,11.0,2.1885591296,,,,,,,,,,
4,LB__LBGtran,-1.2841514393000002,1.006041909973319,2.0,12.0,-0.5727723826000001,13.0,-1.9955304960000002,,,,,,,,,,,,
5,LB__LBGstat,2.8950246085,0.37825155444653,3.0,14.0,2.4829210629,15.0,2.9757678053000003,16.0,3.2263849573,,,,,,,,,,
6,Life Cycle__S0,6.2955599091,0.8516242635862715,3.0,17.0,7.2650437869,18.0,5.6682008452,19.0,5.9534350952,,,,,,,,,,
7,Life Cycle__S1,12.275233919766668,0.8419295646839213,3.0,20.0,11.3286453698,21.0,12.9404213413,22.0,12.5566350482,,,,,,,,,,
8,Life Cycle__S2,5.576978229400001,0.544479578861177,3.0,23.0,5.1887560914,24.0,6.1993657167,25.0,5.3428128801,,,,,,,,,,
9,Life Cycle__S3,2.76681843755,0.05666537065698011,2.0,26.0,2.8068869054,27.0,2.7267499697,,,,,,,,,,,,
10,Life Cycle__S4,4.627794379,0.3498860409386985,3.0,28.0,4.9151240731,29.0,4.2381590524,30.0,4.7301000115,,,,,,,,,,
11,Life Cycle__S5,4.594696866966667,0.626431815620556,3.0,31.0,4.5656949647000005,32.0,5.2351259185,33.0,3.9832697177,,,,,,,,,,
12,Life Cycle__S6,7.998188658175001,4.222841502033419,8.0,34.0,9.1055966827,35.0,14.4826626921,36.0,6.338741829,37.0,8.2856602791,38.0,13.6328731963,39.0,4.0386131512,40.0,4.2976896191,41.0,3.8036718159
13,Life Cycle__S7,3.595924828,0.7758113585294747,3.0,42.0,2.7808055418,43.0,4.3253053467,44.0,3.6816635955,,,,,,,,,,
14,Life Cycle__S8,5.2359307582,2.487743945331953,2.0,45.0,3.4768301446,46.0,6.9950313718,,,,,,,,,,,,
15,Life Cycle__G135,8.06459860745,3.2177023756327774,2.0,47.0,5.7893394378,48.0,10.3398577771,,,,,,,,,,,,
16,Life Cycle__G150,8.1843327818,3.5901564188069317,3.0,49.0,10.0102928162,50.0,4.0482136773,51.0,10.4944918519,,,,,,,,,,
17,Life Cycle__G180,5.221608957066667,2.068969086120992,3.0,52.0,4.9014513828,53.0,3.3313810781,54.0,7.4319944103,,,,,,,,,,
18,Stress Time Course__C30,2.39942613005,0.2680018684476523,2.0,55.0,2.2099201915,56.0,2.5889320686,,,,,,,,,,,,
19,Stress Time Course__C90,-1.1959223251500002,1.4797968079080657,2.0,57.0,-0.14954796750000002,58.0,-2.2422966828,,,,,,,,,,,,
20,Biofilm__BI,26.62866290475,0.6583789169279396,2.0,59.0,26.163118708,60.0,27.0942071015,,,,,,,,,,,,
21,Biofilm__BC,14.630924884825,1.7149583051831083,4.0,61.0,14.6509583209,62.0,15.537727952200001,63.0,12.2218653671,64.0,16.1131478991,,,,,,,,
22,Biofilm__Sw,16.31815114235,0.3474863269415845,2.0,65.0,16.0724412042,66.0,16.5638610805,,,,,,,,,,,,
23,Life Cycle__BT,3.1191352371,0.4423361146037196,2.0,67.0,2.8063563709,68.0,3.4319141033,,,,,,,,,,,,
24,Life Cycle__B36,0.6017149369500001,0.9891239229474755,2.0,69.0,1.3011311703000001,70.0,-0.0977012964,,,,,,,,,,,,
25,Life Cycle__B60,2.3453186208499996,1.084502359831971,2.0,71.0,3.1121775937,72.0,1.578459648,,,,,,,,,,,,
26,M9__M9exp,0.0,0.7458447154164144,3.0,73.0,-0.7777548038000001,74.0,0.0685534434,75.0,0.7092013604,,,,,,,,,,
27,M9__M9tran,1.8943059112,1.1078701686264816,3.0,76.0,3.126246668,77.0,1.5768615607,78.0,0.9798095049000001,,,,,,,,,,
28,M9__M9stat,8.906656632466667,1.0866912925088004,3.0,79.0,7.6996197612,80.0,9.8071505869,81.0,9.2131995493,,,,,,,,,,
29,Supplement__M+G,1.6731219959666668,1.3597527959745708,3.0,82.0,3.2087027155,83.0,0.6217446892,84.0,1.1889185832,,,,,,,,,,
30,Supplement__Glu,0.7887959512666667,0.488429319196032,3.0,85.0,0.7081291095000001,86.0,1.3125369076,87.0,0.3457218367,,,,,,,,,,
31,Supplement__Fru,3.120563494266667,0.4582241590046531,3.0,88.0,2.638895945,89.0,3.1717484912,90.0,3.5510460466,,,,,,,,,,
32,Supplement__Mal,5.792908456166667,0.5310423139037064,3.0,91.0,6.3154773829,92.0,5.2537801036000005,93.0,5.809467882,,,,,,,,,,
33,Supplement__G+S,2.8855724261500004,0.1647734286390077,2.0,94.0,2.7690600174,95.0,3.0020848349,,,,,,,,,,,,
34,Supplement__Pyr,3.3210592924999998,0.37739861285764825,3.0,96.0,3.6828977083,97.0,2.9298202481,98.0,3.3504599211,,,,,,,,,,
35,Supplement__Gly,8.511158024133334,0.8861898453905432,3.0,99.0,8.4999243621,100.0,7.6306384121,101.0,9.4029112982,,,,,,,,,,
36,Supplement__Glucon,5.4259104771,1.2936357586607352,3.0,102.0,4.6730935195,103.0,4.6849812955,104.0,6.9196566163,,,,,,,,,,
37,Stressors__aero,3.334246032433333,0.8512045991759557,3.0,105.0,2.9613888056,106.0,4.3082547281,107.0,2.7330945636,,,,,,,,,,
38,Stressors__nit,-1.7497731066666666,0.236751171911158,3.0,108.0,-1.6827996236,109.0,-1.5537232894000002,110.0,-2.012796407,,,,,,,,,,
39,Stressors__ferm,-2.4038288861,0.6160659964831764,3.0,111.0,-2.083715654,112.0,-2.0137192082,113.0,-3.1140517961,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-1.0168422355,,1.0,114.0,-1.0168422355,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-0.44011393470000004,,1.0,115.0,-0.44011393470000004,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,0.1319431543,,1.0,116.0,0.1319431543,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,1.3319796088,,1.0,117.0,1.3319796088,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,1.811560456,,1.0,118.0,1.811560456,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,1.7790748098,,1.0,119.0,1.7790748098,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,1.3130722139,,1.0,120.0,1.3130722139,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,6.067390741,,1.0,121.0,6.067390741,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,19.9939047016,,1.0,122.0,19.9939047016,,,,,,,,,,,,,,
