k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.03419203724712133,,,
11,Chromium,False,0.024566947612911463,,,
5,Lead,False,-0.011282430170103908,,,
10,Copper,False,0.007170931603759527,,,
14,UC-7,False,0.0046841341629624365,,,
1,UC-2,False,-0.0038843835657462475,,,
13,UC-6,False,-0.0037157964566722507,,,
0,UC-1,False,-0.003157234527170658,,,
12,Zinc - Intermediate,False,0.003011159262204745,,,
7,Zinc - Steady,False,-0.002871459610760212,,,
2,UC-3,False,-0.00247425890294835,,,
4,UC-4,False,0.0022833124757744372,,,
3,Cadmium,False,0.002062973652500659,,,
8,Zinc - Fast,False,0.0012994689703918995,,,
9,UC-5,False,-0.0011125597004182231,,,
