,A,CsqR
ecoli_00614,1.0359501561,-0.763173124
ecoli_00615,0.7977382373,-0.7668629100000001
ecoli_00616,0.8890003226000001,-0.5306379170000001
ecoli_00617,0.8095366504,-0.987345372
ecoli_00618,1.005153602,-0.111699928
ecoli_00619,1.2273120021000001,-0.162947117
ecoli_00620,0.0539615151,0.461510285
ecoli_00621,0.048807154900000004,0.43342921900000003
ecoli_00622,1.7749555409000002,0.182004833
ecoli_00623,0.7453900885,0.245078019
ecoli_00624,2.2339879167,0.26637418100000004
ecoli_00625,2.5531044484,0.202731885
ecoli_00626,1.5057129473000002,0.345378016
ecoli_00627,1.4496024184,0.211098843
ecoli_00628,1.0222790769,0.25117996
ecoli_00629,1.7280088913,0.445237039
ecoli_00630,1.4680827461,0.19120694400000002
ecoli_00631,1.7610639571000002,0.24353507700000002
ecoli_00632,1.3302924749,0.168333438
ecoli_00633,1.4422315542000002,0.24753565400000002
ecoli_00634,1.2888709482,-0.16941735400000002
ecoli_00635,1.2994297924,0.017272512
ecoli_00636,1.3075020216,0.299167148
ecoli_00637,0.8652656035,0.104817699
ecoli_00638,1.4242109112999999,0.268998836
ecoli_00639,1.1226605406,0.132382725
ecoli_00640,1.0847927514,0.07651569700000001
ecoli_00641,1.4630070171,0.12736095
ecoli_00642,1.3066587782,0.275857998
ecoli_00643,0.902757325,-0.10834853700000001
ecoli_00644,1.3429182338,0.24404161300000002
ecoli_00645,1.4433284821,0.19349065000000001
ecoli_00646,1.1277721805,0.296499291
ecoli_00647,0.8228262538000001,0.377112908
ecoli_00648,0.6891511533,0.16772082
ecoli_00649,1.1221060956,0.24615082400000002
ecoli_00650,1.4066334326,0.191371961
ecoli_00651,1.6039916710000002,0.123802962
ecoli_00652,0.793832422,-0.259671609
ecoli_00653,0.6767622695000001,-0.158624424
ecoli_00654,1.5024830614,0.20647622300000001
ecoli_00655,1.9208194155,0.26836638500000004
ecoli_00656,1.1359482894,0.346440208
ecoli_00657,1.2441702691,0.162184282
ecoli_00658,0.6674017008,0.18158964300000002
ecoli_00659,0.7719493368,0.278925078
ecoli_00660,1.548893367,0.17816263100000002
ecoli_00661,1.6561283097000001,0.21112288
ecoli_00662,1.1453467901,0.18185181
ecoli_00663,0.9636154406,0.19741629500000002
ecoli_00664,1.8068599439000002,0.35478427500000004
ecoli_00665,1.7853221155,0.313029033
ecoli_00666,1.2945806949,0.195218426
ecoli_00667,1.2193086119,0.554470024
ecoli_00668,2.5637665028,0.60211825
ecoli_00669,1.8872695400000001,0.273646363
ecoli_00670,1.6319525477,0.282324301
ecoli_00671,1.5980170451,0.224936447
ecoli_00672,1.8735735990000002,0.00890613
ecoli_00673,1.6324090101,0.24368709200000002
ecoli_00674,1.9833513176,0.419289155
ecoli_00675,1.9193283358,0.516681721
ecoli_00676,1.2009573693,0.099627959
ecoli_00677,1.1466402289,0.19441713200000002
ecoli_00678,1.4190067589,0.276574822
ecoli_00679,1.1960364247,0.144053698
ecoli_00680,2.2301739005,0.40921952300000003
ecoli_00681,1.7441247516,0.30981762700000004
ecoli_00682,1.9635021965,0.259102528
ecoli_00683,1.9062773199,0.257205163
ecoli_00684,1.784649285,0.18146965
ecoli_00685,2.1615206922,0.40715688400000005
ecoli_00686,1.429628874,0.090261887
ecoli_00687,1.7860757945999999,0.297339302
ecoli_00688,1.433570087,0.147248656
ecoli_00689,1.1042166597,0.20410258
ecoli_00690,0.5753813762000001,0.016998999
ecoli_00691,0.4702582998,-0.20317594300000003
ecoli_00692,0.6351393585,0.105920494
ecoli_00693,0.8757154666,-0.07338776100000001
ecoli_00694,1.4981849395,0.39476336700000003
ecoli_00695,2.0981691461,0.17462499
ecoli_00696,1.3745410089,0.109260165
ecoli_00697,1.1388728311,0.06366176700000001
ecoli_00698,1.7822913085,0.21116451200000003
ecoli_00699,2.1536241524,0.272807685
ecoli_00700,1.2945654747,0.24265334600000002
ecoli_00701,1.223990257,0.173879213
ecoli_00702,1.9809358089,0.58152272
ecoli_00703,2.3226468758,0.757586897
ecoli_00704,1.2195396972,0.277236588
ecoli_00705,1.1092985699,0.23533357
ecoli_00706,1.6211223427,0.189050982
ecoli_00707,1.7124011201,0.182472311
ecoli_00708,1.1188616997,0.386481783
ecoli_00709,0.7712389386,-0.013046497
ecoli_00710,1.6407370998,0.233187356
ecoli_00711,1.4872641654,0.22133823700000002
ecoli_00712,1.5855941054,0.255518578
ecoli_00713,1.6362993475,0.268878768
ecoli_00714,1.3355325988,0.29031515
ecoli_00715,1.016873086,0.281719267
ecoli_00716,0.7294941497,0.327576439
ecoli_00717,0.9943753197,-0.058600774
ecoli_00718,0.8916358332000001,-0.11388714500000001
ecoli_00719,1.0151342265,-0.209783575
ecoli_00720,0.5539188806,-0.10798929
ecoli_00721,0.7841149741000001,-0.160932511
ecoli_00722,1.2573571254,0.09286975400000001
ecoli_00723,1.6535482241000001,0.260180784
ecoli_00724,2.6428038404,0.367739399
ecoli_00725,1.3443535528,-0.14077678
ecoli_00727,1.5534653662,0.118694251
ecoli_00728,0.6583062528,0.343030173
ecoli_00729,0.2500105165,-0.032595194
ecoli_00730,0.4916078642,0.189613937
ecoli_00731,0.3010857722,-0.33310119400000004
ecoli_00732,0.2234234867,-0.40857279300000005
ecoli_00733,1.3830771337,0.5125068740000001
ecoli_00734,1.8176200549,0.27323715800000004
ecoli_00735,1.3925359088,0.49562442700000003
ecoli_00736,1.4125552402000001,0.329658402
ecoli_00737,1.5009079241999999,0.45529361300000004
ecoli_00738,1.5993784111,0.056510891
ecoli_00739,1.0991146847,0.20053974400000002
ecoli_00740,0.9145823156,-0.002208898
ecoli_00741,2.2267195875,0.277614052
ecoli_00742,1.8691961541,0.349820261
ecoli_00743,1.3979349218000001,0.07913977400000001
ecoli_00744,-0.031896372900000004,-0.085054683
ecoli_00745,0.2414514459,-0.100983211
ecoli_00746,0.3247562631,-0.134093799
ecoli_00747,0.8657793517,-0.145304934
ecoli_00748,0.4735222322,-0.24785271500000003
ecoli_00749,3.1210794744,-0.6504330690000001
ecoli_00750,1.8321343705,-0.541702162
ecoli_00751,-0.3749032379,-0.10852729900000001
ecoli_00752,0.15747062820000002,-0.23481255
ecoli_00753,0.7857373310000001,-0.38254560400000004
ecoli_00754,0.2969364306,-0.37265330700000004
ecoli_00755,-0.1896118691,-0.5465664410000001
ecoli_00756,-0.8422044385,-0.685169797
ecoli_00757,0.931317889,-0.20313029700000002
ecoli_00758,1.4043421868000001,-0.206106169
ecoli_00759,2.2132684362,-0.076976761
ecoli_00760,1.6661212789,-0.560759125
ecoli_00761,0.7554901692,-0.45321715
ecoli_00762,0.5632370764,-0.27462491
ecoli_00763,1.1818126782,-0.486923292
ecoli_00764,0.6563854333,-0.06594215
ecoli_00765,0.42474301600000003,-0.16936289100000002
ecoli_00766,0.7904574934,-0.239876954
ecoli_00767,2.7072814167,-0.20940339600000002
ecoli_00768,6.7204602927,0.15867751
ecoli_00769,1.3424027178,-0.026532579
ecoli_00770,1.3440103388,-0.038799168
ecoli_00771,1.8902315841,0.26320704
ecoli_00772,1.8692694541,0.29304957800000003
ecoli_00773,1.4669192205,0.049100901
ecoli_00774,0.9401617799,0.193426957
ecoli_00775,1.3500829367,0.060763174
ecoli_00776,0.7785372208,-0.141278353
ecoli_00777,2.0764788235,0.08332046600000001
ecoli_00778,2.1902986035,-0.08691522900000001
ecoli_00779,0.6302852684,-0.699911346
ecoli_00780,0.7411905626,-0.630686869
ecoli_00781,1.8941897280000002,-0.04424715
ecoli_00782,1.2611452919000001,-0.03549076
ecoli_00783,0.7677262541000001,-0.268071298
ecoli_00784,1.1029006038,-0.25885684800000003
ecoli_00785,2.9533846866999998,0.083052707
ecoli_00786,2.8700844993,0.015766473
ecoli_00787,0.0746138087,-0.19398314600000002
ecoli_00788,0.5385617797,-0.234874828
ecoli_00789,0.7007447087,-0.064980984
ecoli_00790,1.6218710421,0.032235231
ecoli_00791,0.6677035869,-0.43212911200000004
ecoli_00792,-0.09843994830000001,-0.1872473
ecoli_00793,1.5762623726,-0.045957955
ecoli_00794,1.8476211441000001,0.048015846
ecoli_00795,1.4489569079,-0.17023445
ecoli_00796,1.1980722855,-0.11289879
ecoli_00797,-0.8177376485000001,-0.258616465
ecoli_00798,-0.4178120242,0.085099489
ecoli_00799,0.7936299637,0.290287314
ecoli_00800,-0.1773930518,0.151490475
ecoli_00818,1.0526899994,-0.032984317
ecoli_00819,0.9263552199,-0.060400042
ecoli_00820,1.2821442332,-0.317320352
ecoli_00821,1.0761185607,-0.15617655900000002
ecoli_00822,0.4890943639,-0.07913265500000001
ecoli_00823,1.3462096714,-0.033810181
ecoli_00824,1.030093747,-0.552584971
ecoli_00825,1.8648125018,-0.484173338
ecoli_00826,0.9528960548000001,-0.150928991
ecoli_00827,1.0716458504,-0.09544516500000001
ecoli_00828,0.3789180384,0.016693277
ecoli_00829,0.3183302544,0.094151988
ecoli_00830,0.6192013430000001,0.0015651170000000002
ecoli_00831,0.031821848800000004,0.135909198
ecoli_00832,0.6987493755,-0.485503775
ecoli_00833,0.3917888258,-0.346313806
ecoli_00834,0.9414711313,-0.16855304100000001
ecoli_00835,1.1141895178,0.057667928
ecoli_00836,0.5932897489,-0.40937557900000004
ecoli_00837,0.5660497123,-0.23136756
ecoli_00838,0.7271091236,-0.342318534
ecoli_00839,0.26954972380000003,-0.346559473
ecoli_00840,-0.064033569,-0.12382617400000001
ecoli_00841,0.1926268452,-0.320138331
ecoli_00842,0.5479130169,-0.166988838
ecoli_00843,0.38054635740000003,-0.127172684
ecoli_00844,1.1208068399,-0.39892028300000004
ecoli_00845,0.5875896119,-0.24157381800000002
