,iModulon,Gene
0,0,BSU_11010
1,0,BSU_11870
2,0,BSU_11880
3,0,BSU_13180
4,0,BSU_13550
5,0,BSU_13560
6,0,BSU_13570
7,0,BSU_13580
8,0,BSU_13590
9,0,BSU_13600
10,0,BSU_13610
11,0,BSU_13620
12,0,BSU_18540
13,0,BSU_18550
14,0,BSU_18560
15,0,BSU_18570
16,0,BSU_19579
17,0,BSU_23070
18,0,BSU_32240
19,0,BSU_32250
20,0,BSU_32260
21,0,BSU_38950
22,0,BSU_38960
23,1,BSU_00160
24,1,BSU_01960
25,1,BSU_02070
26,1,BSU_02220
27,1,BSU_02660
28,1,BSU_02670
29,1,BSU_03050
30,1,BSU_03060
31,1,BSU_03080
32,1,BSU_03110
33,1,BSU_03120
34,1,BSU_03300
35,1,BSU_03920
36,1,BSU_04300
37,1,BSU_04860
38,1,BSU_04970
39,1,BSU_05360
40,1,BSU_05529
41,1,BSU_05899
42,1,BSU_06520
43,1,BSU_08090
44,1,BSU_08130
45,1,BSU_08280
46,1,BSU_08910
47,1,BSU_08920
48,1,BSU_10460
49,1,BSU_10590
50,1,BSU_10820
51,1,BSU_10850
52,1,BSU_12220
53,1,BSU_12229
54,1,BSU_12560
55,1,BSU_12630
56,1,BSU_15300
57,1,BSU_15570
58,1,BSU_15580
59,1,BSU_17050
60,1,BSU_17230
61,1,BSU_18230
62,1,BSU_18450
63,1,BSU_18880
64,1,BSU_19250
65,1,BSU_19600
66,1,BSU_19720
67,1,BSU_19780
68,1,BSU_20360
69,1,BSU_20490
70,1,BSU_20910
71,1,BSU_21110
72,1,BSU_21380
73,1,BSU_22030
74,1,BSU_23390
75,1,BSU_24170
76,1,BSU_24640
77,1,BSU_24710
78,1,BSU_26650
79,1,BSU_27030
80,1,BSU_27040
81,1,BSU_27600
82,1,BSU_27870
83,1,BSU_29240
84,1,BSU_29350
85,1,BSU_29380
86,1,BSU_29390
87,1,BSU_30620
88,1,BSU_30940
89,1,BSU_31470
90,1,BSU_31730
91,1,BSU_32020
92,1,BSU_32380
93,1,BSU_32410
94,1,BSU_32950
95,1,BSU_33960
96,1,BSU_34910
97,1,BSU_35070
98,1,BSU_35090
99,1,BSU_36060
100,1,BSU_36100
101,1,BSU_36500
102,1,BSU_37510
103,1,BSU_37680
104,1,BSU_38470
105,1,BSU_39060
106,1,BSU_39200
107,1,BSU_39330
108,1,BSU_39500
109,1,BSU_40040
110,2,BSU_02980
111,2,BSU_02990
112,2,BSU_03000
113,2,BSU_06250
114,2,BSU_06260
115,2,BSU_09420
116,2,BSU_12090
117,2,BSU_12100
118,2,BSU_13520
119,2,BSU_14620
120,2,BSU_18380
121,2,BSU_18470
122,2,BSU_19210
123,2,BSU_33800
124,2,BSU_33810
125,2,BSU_33820
126,2,BSU_33830
127,2,BSU_34800
128,3,BSU_00220
129,3,BSU_01790
130,3,BSU_01920
131,3,BSU_02000
132,3,BSU_02220
133,3,BSU_03260
134,3,BSU_03700
135,3,BSU_04250
136,3,BSU_04345
137,3,BSU_04530
138,3,BSU_04820
139,3,BSU_04840
140,3,BSU_05030
141,3,BSU_05110
142,3,BSU_05330
143,3,BSU_05408
144,3,BSU_05409
145,3,BSU_05710
146,3,BSU_05730
147,3,BSU_05810
148,3,BSU_05899
149,3,BSU_05930
150,3,BSU_06033
151,3,BSU_06036
152,3,BSU_06049
153,3,BSU_06074
154,3,BSU_06160
155,3,BSU_06269
156,3,BSU_06839
157,3,BSU_07660
158,3,BSU_07670
159,3,BSU_07970
160,3,BSU_08550
161,3,BSU_08770
162,3,BSU_08810
163,3,BSU_09958
164,3,BSU_09959
165,3,BSU_10210
166,3,BSU_11770
167,3,BSU_11790
168,3,BSU_12070
169,3,BSU_12440
170,3,BSU_12539
171,3,BSU_12560
172,3,BSU_12672
173,3,BSU_12790
174,3,BSU_12815
175,3,BSU_13040
176,3,BSU_13270
177,3,BSU_13410
178,3,BSU_14629
179,3,BSU_16200
180,3,BSU_16799
181,3,BSU_17300
182,3,BSU_17550
183,3,BSU_17559
184,3,BSU_17560
185,3,BSU_17678
186,3,BSU_17689
187,3,BSU_17710
188,3,BSU_17750
189,3,BSU_17760
190,3,BSU_17860
191,3,BSU_18239
192,3,BSU_18700
193,3,BSU_18710
194,3,BSU_18760
195,3,BSU_18860
196,3,BSU_18909
197,3,BSU_19510
198,3,BSU_19669
199,3,BSU_19700
200,3,BSU_19880
201,3,BSU_19910
202,3,BSU_19915
203,3,BSU_19920
204,3,BSU_20030
205,3,BSU_20120
206,3,BSU_20560
207,3,BSU_20690
208,3,BSU_20730
209,3,BSU_20760
210,3,BSU_20928
211,3,BSU_21010
212,3,BSU_21030
213,3,BSU_21329
214,3,BSU_21638
215,3,BSU_21639
216,3,BSU_21720
217,3,BSU_21890
218,3,BSU_22000
219,3,BSU_22160
220,3,BSU_22849
221,3,BSU_22869
222,3,BSU_22900
223,3,BSU_23616
224,3,BSU_23680
225,3,BSU_24205
226,3,BSU_24700
227,3,BSU_25569
228,3,BSU_25580
229,3,BSU_26110
230,3,BSU_26160
231,3,BSU_26170
232,3,BSU_26340
233,3,BSU_26370
234,3,BSU_26730
235,3,BSU_26749
236,3,BSU_27085
237,3,BSU_27570
238,3,BSU_27640
239,3,BSU_27786
240,3,BSU_28509
241,3,BSU_29030
242,3,BSU_29845
243,3,BSU_29910
244,3,BSU_30110
245,3,BSU_30120
246,3,BSU_30430
247,3,BSU_30680
248,3,BSU_31319
249,3,BSU_31321
250,3,BSU_31590
251,3,BSU_31720
252,3,BSU_31725
253,3,BSU_31959
254,3,BSU_32469
255,3,BSU_33660
256,3,BSU_34220
257,3,BSU_34420
258,3,BSU_34890
259,3,BSU_35230
260,3,BSU_35609
261,3,BSU_35679
262,3,BSU_35698
263,3,BSU_36215
264,3,BSU_36499
265,3,BSU_36669
266,3,BSU_37089
267,3,BSU_37350
268,3,BSU_37360
269,3,BSU_38499
270,3,BSU_38610
271,3,BSU_39180
272,3,BSU_39190
273,3,BSU_39500
274,3,BSU_39510
275,3,BSU_40160
276,3,BSU_40460
277,3,BSU_40574
278,3,BSU_40610
279,3,BSU_40720
280,4,BSU_03050
281,4,BSU_03060
282,4,BSU_38060
283,4,BSU_38730
284,4,BSU_38740
285,4,BSU_38750
286,4,BSU_38760
287,5,BSU_37250
288,5,BSU_37260
289,5,BSU_37270
290,5,BSU_37280
291,5,BSU_37290
292,5,BSU_37320
293,5,BSU_37350
294,5,BSU_37360
295,5,BSU_37420
296,5,BSU_37430
297,6,BSU_01830
298,6,BSU_01845
299,6,BSU_01860
300,6,BSU_01870
301,6,BSU_01880
302,7,BSU_33540
303,7,BSU_33550
304,7,BSU_33560
305,7,BSU_33570
306,7,BSU_33580
307,8,BSU_01830
308,8,BSU_03050
309,8,BSU_03060
310,8,BSU_04570
311,8,BSU_06360
312,8,BSU_12050
313,8,BSU_18909
314,8,BSU_19820
315,8,BSU_19850
316,8,BSU_19860
317,8,BSU_19940
318,8,BSU_19970
319,8,BSU_19980
320,8,BSU_19999
321,8,BSU_20090
322,8,BSU_20100
323,8,BSU_20110
324,8,BSU_20120
325,8,BSU_20130
326,8,BSU_20140
327,8,BSU_20150
328,8,BSU_20160
329,8,BSU_20170
330,8,BSU_20180
331,8,BSU_20200
332,8,BSU_20210
333,8,BSU_20260
334,8,BSU_20410
335,8,BSU_20420
336,8,BSU_20440
337,8,BSU_20450
338,8,BSU_20460
339,8,BSU_20470
340,8,BSU_20530
341,8,BSU_20540
342,8,BSU_20610
343,8,BSU_20620
344,8,BSU_20630
345,8,BSU_20640
346,8,BSU_20650
347,8,BSU_20660
348,8,BSU_20750
349,8,BSU_20760
350,8,BSU_20770
351,8,BSU_20780
352,8,BSU_20790
353,8,BSU_20800
354,8,BSU_20810
355,8,BSU_20820
356,8,BSU_20830
357,8,BSU_20840
358,8,BSU_20850
359,8,BSU_20860
360,8,BSU_20870
361,8,BSU_20930
362,8,BSU_20940
363,8,BSU_20950
364,8,BSU_20960
365,8,BSU_20970
366,8,BSU_20980
367,8,BSU_20990
368,8,BSU_21000
369,8,BSU_21030
370,8,BSU_21050
371,8,BSU_21058
372,8,BSU_21329
373,8,BSU_21330
374,8,BSU_21340
375,8,BSU_21360
376,8,BSU_21370
377,8,BSU_21420
378,8,BSU_21430
379,8,BSU_21480
380,8,BSU_21530
381,8,BSU_21540
382,8,BSU_21650
383,8,BSU_22630
384,8,BSU_26640
385,8,BSU_29460
386,8,BSU_36000
387,8,BSU_36010
388,8,BSU_37250
389,8,BSU_37260
390,8,BSU_37270
391,8,BSU_37280
392,8,BSU_37320
393,8,BSU_37770
394,8,BSU_37780
395,9,BSU_00240
396,9,BSU_01620
397,9,BSU_01790
398,9,BSU_02180
399,9,BSU_02785
400,9,BSU_03270
401,9,BSU_03690
402,9,BSU_03710
403,9,BSU_03788
404,9,BSU_04345
405,9,BSU_04530
406,9,BSU_04620
407,9,BSU_04745
408,9,BSU_04770
409,9,BSU_04839
410,9,BSU_04840
411,9,BSU_04849
412,9,BSU_04850
413,9,BSU_04880
414,9,BSU_05099
415,9,BSU_05330
416,9,BSU_05344
417,9,BSU_05360
418,9,BSU_05560
419,9,BSU_05570
420,9,BSU_05899
421,9,BSU_06033
422,9,BSU_06034
423,9,BSU_06036
424,9,BSU_06037
425,9,BSU_06038
426,9,BSU_06079
427,9,BSU_06120
428,9,BSU_06130
429,9,BSU_06200
430,9,BSU_06269
431,9,BSU_06390
432,9,BSU_07660
433,9,BSU_08110
434,9,BSU_08500
435,9,BSU_08810
436,9,BSU_09080
437,9,BSU_09490
438,9,BSU_11000
439,9,BSU_11790
440,9,BSU_12240
441,9,BSU_12470
442,9,BSU_12539
443,9,BSU_12540
444,9,BSU_12790
445,9,BSU_13799
446,9,BSU_13819
447,9,BSU_13820
448,9,BSU_14460
449,9,BSU_14810
450,9,BSU_14950
451,9,BSU_16299
452,9,BSU_17099
453,9,BSU_17520
454,9,BSU_17550
455,9,BSU_17670
456,9,BSU_17678
457,9,BSU_17689
458,9,BSU_17940
459,9,BSU_18600
460,9,BSU_18730
461,9,BSU_18740
462,9,BSU_18760
463,9,BSU_18899
464,9,BSU_18920
465,9,BSU_19160
466,9,BSU_19280
467,9,BSU_19479
468,9,BSU_19510
469,9,BSU_19669
470,9,BSU_19730
471,9,BSU_19749
472,9,BSU_19810
473,9,BSU_19900
474,9,BSU_19910
475,9,BSU_19920
476,9,BSU_19930
477,9,BSU_20030
478,9,BSU_20660
479,9,BSU_20720
480,9,BSU_20730
481,9,BSU_20750
482,9,BSU_20840
483,9,BSU_20900
484,9,BSU_21170
485,9,BSU_21180
486,9,BSU_21229
487,9,BSU_21230
488,9,BSU_21260
489,9,BSU_21400
490,9,BSU_21510
491,9,BSU_21638
492,9,BSU_21639
493,9,BSU_21925
494,9,BSU_22020
495,9,BSU_22205
496,9,BSU_22390
497,9,BSU_22860
498,9,BSU_22900
499,9,BSU_23740
500,9,BSU_23836
501,9,BSU_23930
502,9,BSU_24205
503,9,BSU_24420
504,9,BSU_24650
505,9,BSU_24680
506,9,BSU_24700
507,9,BSU_24710
508,9,BSU_25520
509,9,BSU_25875
510,9,BSU_25940
511,9,BSU_25960
512,9,BSU_25970
513,9,BSU_26039
514,9,BSU_26270
515,9,BSU_26360
516,9,BSU_26400
517,9,BSU_26559
518,9,BSU_26570
519,9,BSU_26748
520,9,BSU_26760
521,9,BSU_26770
522,9,BSU_26870
523,9,BSU_26950
524,9,BSU_26980
525,9,BSU_27070
526,9,BSU_27280
527,9,BSU_27729
528,9,BSU_28709
529,9,BSU_30100
530,9,BSU_30420
531,9,BSU_30659
532,9,BSU_30850
533,9,BSU_31560
534,9,BSU_31570
535,9,BSU_32120
536,9,BSU_32400
537,9,BSU_33049
538,9,BSU_33310
539,9,BSU_34399
540,9,BSU_34420
541,9,BSU_35140
542,9,BSU_35230
543,9,BSU_35330
544,9,BSU_35679
545,9,BSU_36215
546,9,BSU_36499
547,9,BSU_36650
548,9,BSU_36940
549,9,BSU_37290
550,9,BSU_37440
551,9,BSU_37470
552,9,BSU_38440
553,9,BSU_38495
554,9,BSU_39129
555,9,BSU_40290
