,-0.15960683505454545,-0.13965598067272728,-0.1197051262909091,-0.09975427190909092,-0.07980341752727274,-0.05985256314545456,-0.039901708763636384,-0.019950854381818206,-2.7755575615628914e-17,0.01995085438181815,0.03990170876363633,0.05985256314545451,0.07980341752727269,0.09975427190909089,0.11970512629090904,0.1396559806727272,0.1596068350545454,0.1795576894363636,0.19950854381818175,0.2194593981999999
thresh,-0.10972969910000001,0.10972969910000001,1,,,,,,,,,,,,,,,,,
unreg,2,1,0,0,0,21,71,341,868,342,46,15,5,1,3,0,4,2,1,0
unreg_genes,['licT' 'bglH'],['SP5448_07165'],[],[],[],[],[],[],[],[],[],[],[],[],['ccpA' 'opuAB' 'SP5448_04740'],[],['SP5448_04745' 'SP5448_04750' 'SP5448_04760' 'SP5448_04755'],['SP5448_04765' 'maeN'],['mez_1'],[]
