,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.700743415417188e-17,1.0234121728516534,3.0,0.0,0.5514347227,1.0,-1.1808760687,2.0,0.629441346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,3.6487512389000005,3.4005265438324828,3.0,3.0,5.1491695999000004,4.0,6.0410155001,5.0,-0.2439313833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,9.294973241033334,1.8173447245129108,3.0,6.0,10.2823190404,7.0,10.4049221958,8.0,7.1976784869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761926303011759e-12,1.2156328518630977,21.0,9.0,-0.2363864963,10.0,-1.2564398909,11.0,0.15900675590000002,12.0,-1.2015971138000001,13.0,-2.0544852321000002,14.0,0.19779645070000001,15.0,0.11040952,16.0,-0.4257026115,17.0,1.124779233,18.0,1.3759692637,19.0,0.6584556836000001,20.0,-2.4801460631,21.0,-1.1231956937,22.0,-0.1821306144,23.0,-0.0422849046,24.0,-0.6334015302,25.0,0.0753578782,26.0,0.5332833863,27.0,1.7618059457,28.0,2.3402685283,29.0,1.2986375052999999
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,12.842811414238096,1.418490165656774,21.0,30.0,11.3511070042,31.0,13.1311276081,32.0,12.4166677819,33.0,12.5950300417,34.0,10.4524714944,35.0,12.6325519357,36.0,9.9473832169,37.0,13.0277926207,38.0,12.1932242804,39.0,11.6064725464,40.0,11.2219780605,41.0,13.927170083,42.0,12.3090242179,43.0,13.9260400605,44.0,14.0871251506,45.0,13.6572883471,46.0,15.7335971027,47.0,13.1582722375,48.0,14.3644931771,49.0,13.3745872412,50.0,14.5856354905
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-1.850371707708594e-17,0.4018058506414712,3.0,51.0,-0.1741888517,52.0,0.4595076702,53.0,-0.2853188185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-15.829773688175,0.2463840961673253,4.0,54.0,-15.8949287548,55.0,-15.9412050585,56.0,-16.0152156069,57.0,-15.4677453325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.3528319211119863,4.0,58.0,0.4106004247,59.0,0.026304053900000002,60.0,0.014725504,61.0,-0.45162998260000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.27755950352500003,0.26827216595494485,4.0,62.0,-0.08240120890000001,63.0,-0.16950032210000002,64.0,-0.1840398063,65.0,-0.6742966768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.40915038577500007,0.42200047364679916,4.0,66.0,-0.46344745400000004,67.0,0.1526469071,68.0,-0.8713598351,69.0,-0.4544411611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.21671932745,0.6804845338587893,4.0,70.0,-0.7443837182,71.0,-0.8635554137,72.0,0.3343004992,73.0,0.4067613229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.6666594030804543e-11,2.363387602279336,6.0,74.0,1.4491801774,75.0,2.3926301296,76.0,2.4109725285,86.0,-2.9751265497,88.0,-1.8225681574,90.0,-1.4550881283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,5.480680162966667,1.3884312679238968,6.0,77.0,4.9945271601000005,78.0,5.0373589879,79.0,4.3524163459,87.0,4.805897479,89.0,5.4786965585,91.0,8.2151844464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-1.0607229984333333,0.5105796703118423,3.0,80.0,-1.0840402951,82.0,-0.5388841589,84.0,-1.5592445413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,9.4642342779,0.3464732295695248,3.0,81.0,9.1652227583,83.0,9.383549286000001,85.0,9.8439307894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.700743415417188e-17,0.9188090482801922,3.0,92.0,0.5531857739,93.0,-1.0606204323,94.0,0.5074346584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.9207681549666665,0.8588671569815052,3.0,95.0,1.0747637926,96.0,1.6922199817,97.0,-0.0046793094000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-1.3952464753333336,1.3861387131711473,3.0,98.0,-1.2998409969,99.0,-2.8266232651000003,100.0,-0.059275164000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.8587740286666666,0.3848190587503002,3.0,101.0,-1.0947383585,102.0,-0.41471467310000004,103.0,-1.0668690544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,9.164858490733334,0.4377856341993591,3.0,104.0,9.0921970665,105.0,9.6344287435,106.0,8.7679496622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,4.598061691133333,0.31273586073563187,3.0,107.0,4.845214622,108.0,4.7024990195,109.0,4.2464714319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,2.2247694662333335,0.7044720445562999,3.0,110.0,2.1203324008,111.0,2.9756299216,112.0,1.5783460763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,2.804646864966667,0.845432742737361,3.0,113.0,2.2612240189,114.0,2.3740227341,115.0,3.7786938419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
