,-0.07696982157174255,-0.06157585725739404,-0.04618189294304553,-0.030787928628697024,-0.015393964314348516,-1.3877787807814457e-17,0.015393964314348502,0.030787928628697017,0.04618189294304552,0.06157585725739402,0.07696982157174252,0.09236378588609105,0.10775775020043955,0.12315171451478805,0.1385456788291366,0.15393964314348507,0.1693336074578336,0.18472757177218213,0.2001215360865306,0.21551550040087913
thresh,-0.0846668037289168,0.0846668037289168,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,39,865,3955,603,53,6,3,2,3,8,7,3,2,1,0,0,0
PvdS,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,3,2,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['PP_0754' 'PP_0943' 'pvdY'],['PP_0945' 'PP_3804' 'pvdQ' 'pvdS' 'PP_3802' 'PP_3797' 'PP_3798' 'PP_3803'],['PP_4218' 'PP_3800' 'fumC-I' 'sodA' 'PP_3801' 'PP_2900' 'PP_3799'],['pvdD' 'pvdL' 'PP_4222'],['pvdJ' 'pvdI'],['fpvA'],[],[],[]
PvdS_genes,[],[],[],[],[],['PP_4986'],[],[],[],[],[],['pvdT'],['ompQ' 'pvdR' 'pvdP'],['pvdE'],['pvdN'],['pvdM' 'pvdO' 'PP_3807'],['PP_3808' 'pvdH'],['pvdA'],[],[]
