,A,PvdS
Bioreactor2:S_3h:3.0,-0.6489889531459658,0.2569286503333335
Bioreactor2:S_9h:3.0,-0.6007578317988539,0.7206269353333336
Bioreactor2:S_25h:3.0,0.6228722238825799,0.5000827133333335
Bioreactor2:P1_25h:3.0,-0.0513147030130905,0.3696250573333334
Bioreactor2:P3_25h:3.0,-0.178301665586374,-0.0359789786666665
Bioreactor2:P5_25h:3.0,1.3411110425076744,0.2268546853333334
Carbon:Citrate:1.0,1.2809319443437914,2.7576871329999992
Carbon:Citrate:2.0,1.6182837708878857,3.0459910479999994
Carbon:Citrate:3.0,1.554695463053418,2.380545174
Carbon:Ferulate:1.0,1.2192799151224347,2.536871913
Carbon:Ferulate:2.0,1.7331599995222664,1.991651838
Carbon:Ferulate:3.0,1.7066193816314836,2.061495079
Carbon:Glucose:1.0,0.6011191489936395,0.5592262100000001
Carbon:Glucose:2.0,-0.6011191490838236,-0.5592262100000001
Carbon:Serine:1.0,2.817344481488551,1.835448073
Carbon:Serine:2.0,3.800229227251135,2.436743839
Carbon:Serine:3.0,3.467582624081329,1.710131006
Carbon2:Glucose:1.0,0.1412756102998418,-0.0502188216666668
Carbon2:Glucose:2.0,-0.0176347157429679,-0.1147599316666667
Carbon2:Glucose:3.0,-0.1236408939004738,0.1649787533333331
Carbon2:Coumarate:1.0,-2.508243845126854,-0.1755819096666671
Carbon2:Coumarate:2.0,-3.320039359742874,-0.656989548666667
Carbon2:Coumarate:3.0,-2.563860696506175,-0.0862015536666671
Crc:Control:1.0,-1.6457114385323823,-0.0889725879999998
Crc:Control:2.0,1.645711439111056,0.0889725879999998
Crc:Del_crc:1.0,-4.08902694182889,-0.3207676790000002
Crc:Del_crc:2.0,-4.13257927263469,-1.179724192
Crc:Del_crcZ_crcY:1.0,-14.795961193364224,-1.1751305930000004
Crc:Del_crcZ_crcY:2.0,-16.697305393941537,-1.250378101
FinR:Control:1.0,-0.2479253221780806,0.3290010673333334
FinR:Control:2.0,0.2155265268002968,0.2749239893333333
FinR:Control:3.0,0.0323987946353763,-0.6039250566666667
FinR:Del_finR:1.0,0.7504178426035761,0.3798164673333333
FinR:Del_finR:2.0,1.1478825465135152,0.4304670713333332
FinR:Del_finR:3.0,0.4704183865240103,-0.1301614866666667
FleQ:Del_fleQ:1.0,0.3690127124342265,-0.3262149430000001
FleQ:Del_fleQ:2.0,0.4100752766926678,0.0107418159999999
FleQ:Del_fleQ:3.0,0.3626091057148761,-0.7458151960000001
FleQ:OE_wspR:1.0,1.0787293764047654,0.3397817359999999
FleQ:OE_wspR:2.0,1.4179268342101614,-0.825525909
FleQ:Control:1.0,0.0377422135148492,-0.6039242140000001
FleQ:OE_wspR:3.0,1.6760616105451205,0.4039512410000001
FleQ:Control:2.0,-0.240475120949313,0.3290007670000001
FleQ:Control:3.0,0.2027329078539391,0.2749234469999999
Fuel:Butanol:1.0,-14.398005892077126,0.7284936779999995
Fuel:Butanol:2.0,-13.962958516440676,0.3041922709999998
Fuel:Control:1.0,0.0236248580126739,0.1039543969999998
Fuel:Control:2.0,-0.0236248578097727,-0.1039543969999998
Fuel:Isopentanol:1.0,-8.965316140217077,0.3806090649999998
Fuel:Isopentanol:2.0,-10.610252903358685,0.379809066
Glycolaldehyde:Glycolaldehyde:1.0,-14.541793041742928,-0.8323828905000017
Glycolaldehyde:Control:1.0,-0.5441195303299707,-0.1392273935000005
Glycolaldehyde:Glycolaldehyde:2.0,-17.281506910774798,-1.327076463500001
Glycolaldehyde:Control:2.0,0.5441195292333215,0.1392273934999988
HNS_protein:Control_ex:1.0,3.953609525700559,0.4168764525000004
HNS_protein:Del_turB_ex:1.0,-2.7418881287671644,-1.0344970855
HNS_protein:Del_turB_ex:2.0,-12.88043076471076,-3.8792168355
HNS_protein:WT_pCAR1_ex:1.0,-9.974372816854434,-2.5415064375
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-9.011820435223903,-2.3117385665
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-11.991530826008423,-2.7789822095
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-7.54759056409089,-1.9589989515
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-11.295901843242826,-2.3194707535
HNS_protein:WT_pCAR1_ex:2.0,-10.80919346328783,-2.6038818035
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-7.494649393133373,-2.2843616905
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-10.437402194376029,-2.3652314355
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-6.956821499793281,-1.7266566295
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-10.592080671208496,-2.3725640194999995
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-8.724394841982836,-1.9122095695
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-9.761461484618042,-1.8022558444999996
HNS_protein:Control_ex:2.0,-3.95360952640824,-0.4168764524999995
HNS_protein:WT_Del_turA_ex:1.0,13.169697362692473,0.6394704774999997
HNS_protein:WT_Del_turA_ex:2.0,13.639174444926574,0.1368999205000003
Mobile_gene:2737_exp:1.0,-0.2230372305338549,0.1000951782500001
Mobile_gene:2737_exp:2.0,-0.324113253190017,0.4745860632500003
Mobile_gene:2737_exp:3.0,0.818176858984697,-0.63440587875
Mobile_gene:2737_exp:4.0,-0.2710263776193635,0.0597246372499999
Mobile_gene:2737_reg:1.0,-0.778855930088694,-0.5964642307499997
Mobile_gene:2737_reg:2.0,-0.640595275115861,-1.0030680797499998
Mobile_gene:2737_reg:3.0,-1.0323035746185178,-1.5065691767499998
Mobile_gene:2737_reg:4.0,-0.7858032676543334,-0.3620898657499998
Mobile_gene:3227_exp:1.0,1.1019641458092848,0.8611567872500001
Mobile_gene:3227_exp:2.0,0.2807664281649898,0.7772009792500003
Mobile_gene:3227_exp:3.0,0.2397474809504803,0.3077207462500002
Mobile_gene:3227_exp:4.0,0.5613441372537735,1.1873211922500002
Mobile_gene:3227_reg:1.0,0.0313405096951467,0.0323458602499999
Mobile_gene:3227_reg:2.0,0.1193602884270475,-1.1978585307499998
Mobile_gene:3227_reg:3.0,-0.3383886588412247,-1.7820552427499998
Mobile_gene:3227_reg:4.0,-0.6116586159464422,-0.92059377175
Mobile_gene:mfsR_exp:1.0,4.067611671010343,0.3590329912500003
Mobile_gene:mfsR_exp:2.0,6.190120247907573,0.13059815625
Mobile_gene2:Condition1:1.0,-1.382921966570023,0.3747402477500001
Mobile_gene2:Condition1:2.0,0.9168369510345644,-0.0456184912499999
Mobile_gene2:Condition2:1.0,-0.8907313004029221,-0.8650526752499998
Mobile_gene2:Condition2:2.0,1.73047865420413,0.5248999937500001
Mobile_gene2:Condition2:3.0,-0.9008185464646724,0.2896981887500001
Mobile_gene2:Condition2:4.0,0.0610711944187937,0.0504544927500001
Muconate:CJ522_fructose:1.0,0.2376690661910411,0.2640294566666665
Muconate:CJ522_fructose:2.0,1.704044003375617,0.8344961866666667
Muconate:CJ522_fructose:3.0,0.2674316025073425,1.419666659666667
Muconate:CJ522_fructose_glucose:1.0,-0.302322986778998,0.3162207466666666
Muconate:CJ522_fructose_glucose:2.0,0.2998051139275628,0.0446812366666664
Muconate:CJ522_fructose_glucose:3.0,0.1439580592496251,0.3603276706666665
Muconate:CJ522_fructose_glucose_gluconate:1.0,-1.2988733225386822,-0.1763252353333335
Muconate:CJ522_fructose_glucose_gluconate:2.0,-1.3405003368439028,0.3972448676666666
Muconate:CJ522_fructose_glucose_gluconate:3.0,-1.8978805313076856,-0.2923210533333336
Muconate:CJ522_glucose_gluconate:1.0,0.0125908777522277,0.8133226796666668
Muconate:CJ522_glucose_gluconate:2.0,-0.9185424393037808,-0.2595675053333335
Muconate:CJ522_glucose_gluconate:3.0,-1.4288140059253518,-0.2572537513333333
Muconate:CJ522_gluconate:1.0,0.8771048554136942,0.8073259516666664
Muconate:CJ522_gluconate:2.0,1.4101341796940747,0.7489699116666668
Muconate:CJ522_gluconate:3.0,0.3891080342382197,0.4116679426666665
Muconate:CJ522_glucose:1.0,0.1711125626122621,0.6310617226666668
Muconate:CJ522_glucose:2.0,-0.5103094505507824,0.6898852586666666
Muconate:CJ522_glucose:3.0,0.8192152100245645,0.5560426036666666
Muconate:GB032_fructose:1.0,1.007080125090272,1.021108675666667
Muconate:GB032_fructose:2.0,0.5300505396396697,0.7538509476666668
Muconate:GB032_fructose:3.0,1.675695296642879,0.4540445996666666
Muconate:GB032_fructose_glucose:1.0,0.1570534981360183,0.3164967716666664
Muconate:GB032_fructose_glucose:2.0,-1.5641723942740924,-0.1023444333333332
Muconate:GB032_fructose_glucose:3.0,-1.143463897394213,0.1079459006666665
Muconate:GB032_fructose_glucose_gluconate:1.0,-0.7412599964794734,-0.4017274363333332
Muconate:GB032_fructose_glucose_gluconate:2.0,-1.103464013439066,-0.1503938323333331
Muconate:GB032_fructose_glucose_gluconate:3.0,-0.3678789723228406,0.4561566086666668
Muconate:GB032_glucose_gluconate:1.0,-1.6406274180337428,-0.1589054833333332
Muconate:GB032_glucose_gluconate:2.0,0.5661454828114657,0.8679026986666667
Muconate:GB032_glucose_gluconate:3.0,-0.2935519125186014,0.4856877086666666
Muconate:GB032_gluconate:1.0,-0.915475109640564,-0.2489434333333333
Muconate:GB032_gluconate:2.0,-0.3850923030129072,-0.2075294743333335
Muconate:GB032_gluconate:3.0,0.192898297779379,0.6239796036666667
Muconate:GB032_glucose:1.0,1.5035676907154814,1.2453578096666669
Muconate:GB032_glucose:2.0,1.291366117603355,0.8723315116666668
Muconate:GB032_glucose:3.0,0.7748247689487094,0.4377394776666667
Muconate:GB045_fructose:1.0,0.4318732599625512,0.5412337496666666
Muconate:GB045_fructose:2.0,0.9963179949770968,1.0249119106666664
Muconate:GB045_fructose:3.0,1.2914448598778392,-0.4349429373333335
Muconate:GB045_fructose_glucose:1.0,-1.8849919198583267,-0.6713911723333332
Muconate:GB045_fructose_glucose:2.0,-1.5675225888520583,-0.0700227023333335
Muconate:GB045_fructose_glucose_gluconate:1.0,0.263092393253426,0.4317593816666667
Muconate:GB045_fructose_glucose_gluconate:2.0,-0.9412569275108292,-0.0998464803333334
Muconate:GB045_fructose_glucose_gluconate:3.0,0.7464447784780878,0.3426779046666666
Muconate:GB045_glucose_gluconate:1.0,-2.0922889523050667,0.5474135186666667
Muconate:GB045_glucose_gluconate:2.0,-0.8196683823465191,0.7747882046666668
Muconate:GB045_glucose_gluconate:3.0,-1.3258975173246796,1.0688251796666663
Muconate:GB045_gluconate:1.0,-0.8312950406912967,0.3452294506666664
Muconate:GB045_gluconate:2.0,-0.4445666134564143,0.8330069446666668
Muconate:GB045_gluconate:3.0,-0.4931546557995598,0.8333723246666667
Muconate:GB045_glucose:1.0,-0.5336702977054699,0.9400874296666664
Muconate:GB045_glucose:2.0,-0.1577577008998111,1.112525268666667
Muconate:GB045_glucose:3.0,-2.1874458236389454,-0.0111660023333333
Muconate:GB062_fructose:1.0,0.8883788110867797,-0.1143944373333334
Muconate:GB062_fructose:2.0,0.6707641373457501,-0.0415738083333332
Muconate:GB062_fructose:3.0,-0.6568356411025562,0.1885683976666667
Muconate:GB062_fructose_glucose:1.0,-0.7303269129364105,-0.2579908723333335
Muconate:GB062_fructose_glucose:2.0,-0.228156711822714,-0.2307928313333334
Muconate:GB062_fructose_glucose:3.0,-0.5613600992575568,-1.1497566183333334
Muconate:GB062_fructose_glucose_gluconate:1.0,0.379541424780431,0.4319349046666665
Muconate:GB062_fructose_glucose_gluconate:2.0,-0.0481557377156844,0.4175902556666666
Muconate:GB062_fructose_glucose_gluconate:3.0,-0.3351247031395435,0.4387739456666666
Muconate:GB062_glucose_gluconate:1.0,-0.1544917174863174,0.6232363626666668
Muconate:GB062_glucose_gluconate:2.0,-0.4666337215841148,0.4337975976666666
Muconate:GB062_glucose_gluconate:3.0,-0.3861502695691129,0.1355474126666664
Muconate:GB062_gluconate:1.0,0.3616515652697554,0.7283428106666667
Muconate:GB062_gluconate:2.0,0.0569277407978885,0.3112496356666665
Muconate:GB062_gluconate:3.0,0.5669047855041185,0.6198854946666668
Muconate:GB062_glucose:1.0,-0.0353413575088455,0.4407150576666665
Muconate:GB062_glucose:2.0,0.0381107186678814,-0.1347934853333332
Muconate:GB062_glucose:3.0,-0.4707326244245534,0.7774436816666666
Muconate:KT2440_fructose:1.0,-2.4531910685144265,0.9317599576666667
Muconate:KT2440_fructose:2.0,-1.936409343062619,1.1400112136666665
Muconate:KT2440_fructose:3.0,-0.8484425498266072,0.8394959066666665
Muconate:KT2440_fructose_glucose:1.0,-1.8788619014163288,-0.5304878803333333
Muconate:KT2440_fructose_glucose:2.0,-3.2148194145671694,-0.3794319553333332
Muconate:KT2440_fructose_glucose:3.0,-2.03942583916882,-0.2455110783333332
Muconate:KT2440_fructose_glucose_gluconate:1.0,-1.887381866516209,0.5853705166666665
Muconate:KT2440_fructose_glucose_gluconate:2.0,-0.4559045739555628,0.2788575886666664
Muconate:KT2440_fructose_glucose_gluconate:3.0,-1.862296358504866,0.8151315516666666
Muconate:KT2440_glucose_gluconate:1.0,-0.9574588428855944,0.9171191886666664
Muconate:KT2440_glucose_gluconate:2.0,0.9696604473380652,1.3374330806666666
Muconate:KT2440_glucose_gluconate:3.0,-0.5634224665375228,0.0826060806666664
Muconate:KT2440_gluconate:1.0,9.455518801194252,1.7676181786666665
Muconate:KT2440_gluconate:2.0,9.778333539305605,1.5834286416666663
Muconate:KT2440_gluconate:3.0,8.344993619714907,0.9076514026666662
Muconate:KT2440_glucose:1.0,-0.8127517852671784,0.1358147716666664
Muconate:KT2440_glucose:2.0,0.3363854343241608,-0.0134764833333331
Muconate:KT2440_glucose:3.0,0.4763663502860945,-0.1223382883333332
Multistress:Control:1.0,-0.6956900667008786,-0.0089069886666668
Multistress:Control:2.0,1.153830369833981,0.0629839223333332
Multistress:Control:3.0,-0.4581403026690075,-0.0540769336666668
Multistress:NaCl_7min:1.0,3.12837983640406,-0.9328288486666668
Multistress:NaCl_60min:1.0,4.396664804323989,0.4916647903333331
Multistress:NaCl_7min:2.0,2.658830349084459,-0.1910115406666666
Multistress:NaCl_60min:2.0,3.091547827632153,0.1880120573333332
Multistress:NaCl_7min:3.0,1.224341667230129,-0.4886152406666668
Multistress:NaCl_60min:3.0,2.317704303766719,-0.1129426826666666
Multistress:Imipenem_7min:1.0,-0.2734929946137487,0.5653767813333332
Multistress:Imipenem_60min:1.0,-1.1394047322007157,0.0490973883333332
Multistress:Imipenem_7min:2.0,0.3710784429190071,-0.0158582056666669
Multistress:Imipenem_60min:2.0,-0.8497990831671335,0.9597937523333332
Multistress:Imipenem_7min:3.0,-0.2506674943241849,0.6857717833333332
Multistress:Imipenem_60min:3.0,-0.0565358881214555,0.2587375993333332
Multistress:H2O2_7min:1.0,4.577669192922592,3.9001785093333337
Multistress:H2O2_60min:1.0,1.1558309486234692,2.283461212333333
Multistress:H2O2_7min:2.0,3.7716820683809846,2.970397729333333
Multistress:H2O2_60min:2.0,2.085816580491558,2.785001870333333
Multistress:H2O2_7min:3.0,2.748664937756012,3.532585238333333
Multistress:H2O2_60min:3.0,2.7943082546444624,3.585942541333333
Myristic_acid:Control:1.0,0.3221147378455177,0.2664050736666667
Myristic_acid:Control:2.0,0.2959330925092997,-0.2901206133333333
Myristic_acid:Control:3.0,-0.6180478303243057,0.0237155396666666
Myristic_acid:Myristic_acid:1.0,0.6180543195960692,0.3512765556666668
Myristic_acid:Myristic_acid:2.0,-0.8916659229599116,-0.2582622633333332
Myristic_acid:Myristic_acid:3.0,0.0645626748154086,-0.0436079463333333
Phase:WT_Tr:1.0,-0.4179166907499597,1.8619762694999995
Phase:WT_Tr:2.0,-1.5031397701856988,2.1459037765
Phase:WT_Ex:1.0,-0.3263723692051026,0.3759577054999994
Phase:WT_Ex:2.0,0.3263723696692151,-0.3759577055000003
Phase:WT_Tr:3.0,-3.582331419852588,-0.9445161015
Phase:WT_Tr:4.0,-2.582327791093277,-0.8486026595000005
Phase:WT_St:1.0,9.911219578505062,3.4040181405
Phase:WT_St:2.0,4.267033210051216,2.0734184504999997
RelA:Control:1.0,-0.4488176842783439,0.1173529183333332
RelA:Control:2.0,0.6427052240373833,-0.1054639676666662
RelA:Control:3.0,-0.1938875405443888,-0.0118889506666661
RelA:Del_relA:1.0,-1.5760429638799958,-0.105546438666666
RelA:Del_relA:2.0,-1.8519035424342647,-0.2946533246666662
RelA:Del_relA:3.0,-1.6338113198887263,-0.1753393206666667
RelA:Del_relA_lignin:1.0,13.790632636169448,1.507001267333334
RelA:Del_relA_lignin:2.0,12.687584369688643,0.9275117983333336
RelA:Del_relA_lignin:3.0,12.285421714047583,0.8711527483333334
Zn:Zn_ion:1.0,0.563656504048168,-0.108195065666667
Zn:Zn_ion:2.0,0.4945835190232335,-0.0241134166666672
Zn:Zn_ion:3.0,0.1781055493139178,0.2655852913333323
Zn:Control:1.0,0.327130271205305,-0.1075100546666671
Zn:Control:2.0,-0.0941097432722888,0.1376468603333327
Zn:Control:3.0,-0.233020527233439,-0.0301368056666673
ZnO:Control:1.0,-2.89494370250456,-0.1293586429999997
ZnO:Control:2.0,2.8949437020554454,0.1293586429999997
ZnO:Nano:1.0,-1.8975853016257325,-0.1650143360000004
ZnO:Nano:2.0,-4.594702744296868,-0.7033430099999993
ZnO:Nano:3.0,-1.7657586411700863,-0.0790981479999999
ZnO:Zn_ion:1.0,-2.2683557352162627,-0.4141484460000004
ZnO:Zn_ion:2.0,-4.105613199983711,-0.7914535699999998
ZnO:Zn_ion:3.0,0.3128391992438614,-0.359820118
