,-0.3137631618461538,-0.26146930153846154,-0.20917544123076925,-0.15688158092307697,-0.10458772061538468,-0.0522938603076924,-1.1102230246251565e-16,0.052293860307692175,0.10458772061538446,0.15688158092307675,0.20917544123076903,0.26146930153846126,0.3137631618461536,0.36605702215384595,0.4183508824615382,0.4706447427692304,0.5229386030769227,0.5752324633846151,0.6275263236923073,0.6798201839999995
thresh,-0.339910092,0.339910092,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,69,5433,69,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA0442'],[]
